HOLE_ID,FROM,TO,LITH,VEIN
CH00382,1.55,3.1,QV,V1
CH00382,3.1,4.15,BX,V1
CH00383,0.0,1.35,BX,V1
CH00383,1.35,3.0,QV,V1
CH00383,3.0,4.55,BX,V1
CH00383,4.55,4.72,AND,
CH00384,0.0,1.05,BX,V1
CH00384,1.05,2.8,QV,V1
CH00384,2.8,4.4,BX,V1
CH00384,4.4,5.6,AND,
CH00385,0.0,0.85,BX,V1
CH00385,0.85,2.75,QV,V1
CH00385,2.75,4.3,BX,V1
CH00385,4.3,4.58,AND,
CH00386,0.0,0.7,BX,V1
CH00386,0.7,2.65,QV,V1
CH00386,2.65,4.2,BX,V1
CH00386,4.2,5.5,AND,
CH00387,0.0,0.8,BX,V1
CH00387,0.8,2.8,QV,V1
CH00387,2.8,4.35,BX,V1
CH00387,4.35,5.11,AND,
CH00388,0.0,1.55,BX,V1
CH00388,1.55,3.5,QV,V1
CH00388,3.5,5.1,BX,V1
CH00388,5.1,5.73,AND,
CH00389,0.0,1.15,BX,V1
CH00389,1.15,3.05,QV,V1
CH00389,3.05,4.65,BX,V1
CH00389,4.65,5.46,AND,
CH00390,0.0,0.6,BX,V1
CH00390,0.6,2.45,QV,V1
CH00390,2.45,4.05,BX,V1
CH00390,4.05,5.5,AND,
CH00391,0.0,0.8,BX,V1
CH00391,0.8,2.5,QV,V1
CH00391,2.5,4.1,BX,V1
CH00391,4.1,5.67,AND,
CH00392,0.0,1.6,BX,V1
CH00392,1.6,3.2,QV,V1
CH00392,3.2,4.8,BX,V1
CH00392,4.8,5.42,AND,
CH00393,0.0,1.5,BX,V1
CH00393,1.5,3.05,QV,V1
CH00393,3.05,4.6,BX,V1
CH00393,4.6,5.25,AND,
CH00394,0.0,0.65,BX,V1
CH00394,0.65,2.05,QV,V1
CH00394,2.05,3.65,BX,V1
CH00394,3.65,4.31,AND,
CH00395,0.0,1.55,BX,V1
CH00395,1.55,2.85,QV,V1
CH00395,2.85,4.45,BX,V1
CH00395,4.45,4.67,AND,
CH00396,0.0,1.05,BX,V1
CH00396,1.05,2.3,QV,V1
CH00396,2.3,3.85,BX,V1
CH00396,3.85,4.59,AND,
CH00397,0.0,0.7,BX,V1
CH00397,0.7,1.85,QV,V1
CH00397,1.85,3.45,BX,V1
CH00397,3.45,4.86,AND,
CH00398,0.0,1.5,BX,V1
CH00398,1.5,2.55,QV,V1
CH00398,2.55,4.15,BX,V1
CH00398,4.15,4.24,AND,
CH00399,0.0,1.55,BX,V1
CH00399,1.55,2.55,QV,V1
CH00399,2.55,3.99,BX,V1
CH00400,0.0,1.0,BX,V1
CH00400,1.0,1.95,QV,V1
CH00400,1.95,3.5,BX,V1
CH00400,3.5,4.1,AND,
CH00401,0.0,0.85,BX,V1
CH00401,0.85,1.7,QV,V1
CH00401,1.7,3.3,BX,V1
CH00401,3.3,4.5,AND,
CH00402,0.0,1.25,BX,V1
CH00402,1.25,2.05,QV,V1
CH00402,2.05,3.38,BX,V1
CH00403,0.0,1.0,BX,V1
CH00403,1.0,1.8,QV,V1
CH00403,1.8,3.35,BX,V1
CH00403,3.35,3.78,AND,
CH00404,0.0,1.0,BX,V1
CH00404,1.0,1.75,QV,V1
CH00404,1.75,3.3,BX,V1
CH00404,3.3,4.28,AND,
CH00405,0.0,1.0,BX,V1
CH00405,1.0,1.7,QV,V1
CH00405,1.7,3.3,BX,V1
CH00405,3.3,3.75,AND,
CH00406,0.0,1.45,BX,V1
CH00406,1.45,2.15,QV,V1
CH00406,2.15,3.67,BX,V1
CH00407,0.0,1.35,BX,V1
CH00407,1.35,2.05,QV,V1
CH00407,2.05,3.65,BX,V1
CH00407,3.65,4.67,AND,
CH00408,0.0,1.3,BX,V1
CH00408,1.3,2.05,QV,V1
CH00408,2.05,3.65,BX,V1
CH00408,3.65,4.07,AND,
CH00409,0.0,1.1,BX,V1
CH00409,1.1,1.9,QV,V1
CH00409,1.9,3.5,BX,V1
CH00409,3.5,4.25,AND,
CH00410,0.0,1.4,BX,V1
CH00410,1.4,2.25,QV,V1
CH00410,2.25,3.5,BX,V1
CH00411,0.0,1.0,BX,V1
CH00411,1.0,1.95,QV,V1
CH00411,1.95,3.55,BX,V1
CH00411,3.55,3.89,AND,
CH00412,0.0,1.05,BX,V1
CH00412,1.05,2.1,QV,V1
CH00412,2.1,3.7,BX,V1
CH00412,3.7,4.97,AND,
CH00413,0.0,0.8,BX,V1
CH00413,0.8,1.95,QV,V1
CH00413,1.95,3.55,BX,V1
CH00413,3.55,4.96,AND,
CH00414,0.0,0.8,BX,V1
CH00414,0.8,2.15,QV,V1
CH00414,2.15,3.75,BX,V1
CH00414,3.75,4.13,AND,
CH00415,0.0,1.3,BX,V1
CH00415,1.3,2.85,QV,V1
CH00415,2.85,4.45,BX,V1
CH00415,4.45,4.52,AND,
CH00416,0.0,1.2,BX,V1
CH00416,1.2,3.05,QV,V1
CH00416,3.05,4.31,BX,V1
CH00417,0.0,0.7,BX,V1
CH00417,0.7,2.8,QV,V1
CH00417,2.8,4.4,BX,V1
CH00417,4.4,5.6,AND,
CH00418,0.0,0.4,BX,V1
CH00418,0.4,2.8,QV,V1
CH00418,2.8,4.4,BX,V1
CH00418,4.4,5.76,AND,
CH00419,0.0,1.1,BX,V1
CH00419,1.1,3.8,QV,V1
CH00419,3.8,5.4,BX,V1
CH00419,5.4,6.27,AND,
CH00420,0.0,0.75,BX,V1
CH00420,0.75,3.8,QV,V1
CH00420,3.8,5.4,BX,V1
CH00420,5.4,6.17,AND,
CH00421,0.0,1.0,BX,V1
CH00421,1.0,4.35,QV,V1
CH00421,4.35,5.95,BX,V1
CH00421,5.95,6.95,AND,
CH00422,0.0,0.6,BX,V1
CH00422,0.6,4.3,QV,V1
CH00422,4.3,5.9,BX,V1
CH00422,5.9,6.87,AND,
CH00423,0.0,0.4,BX,V1
CH00423,0.4,4.35,QV,V1
CH00423,4.35,5.95,BX,V1
CH00423,5.95,6.32,AND,
CH00424,0.0,0.15,BX,V1
CH00424,0.15,4.3,QV,V1
CH00424,4.3,5.9,BX,V1
CH00424,5.9,7.89,AND,
CH00425,0.0,1.0,BX,V1
CH00425,1.0,5.25,QV,V1
CH00425,5.25,6.62,BX,V1
CH00426,0.0,0.85,BX,V1
CH00426,0.85,5.2,QV,V1
CH00426,5.2,6.8,BX,V1
CH00426,6.8,7.7,AND,
CH00427,0.0,0.85,BX,V1
CH00427,0.85,5.2,QV,V1
CH00427,5.2,6.75,BX,V1
CH00427,6.75,7.23,AND,
CH00428,0.0,0.85,BX,V1
CH00428,0.85,5.15,QV,V1
CH00428,5.15,6.63,BX,V1
CH00429,0.0,0.6,BX,V1
CH00429,0.6,4.75,QV,V1
CH00429,4.75,6.35,BX,V1
CH00429,6.35,6.85,AND,
CH00430,0.0,0.4,BX,V1
CH00430,0.4,4.4,QV,V1
CH00430,4.4,5.95,BX,V1
CH00430,5.95,7.53,AND,
CH00431,0.0,0.4,BX,V1
CH00431,0.4,4.15,QV,V1
CH00431,4.15,5.75,BX,V1
CH00431,5.75,6.85,AND,
CH00432,0.0,0.2,BX,V1
CH00432,0.2,3.7,QV,V1
CH00432,3.7,5.3,BX,V1
CH00432,5.3,7.22,AND,
CH00433,0.0,0.3,BX,V1
CH00433,0.3,3.55,QV,V1
CH00433,3.55,5.15,BX,V1
CH00433,5.15,5.66,AND,
CH00434,0.0,0.95,BX,V1
CH00434,0.95,3.95,QV,V1
CH00434,3.95,5.38,BX,V1
CH00435,0.0,0.8,BX,V1
CH00435,0.8,3.5,QV,V1
CH00435,3.5,5.1,BX,V1
CH00435,5.1,5.52,AND,
CH00436,0.0,0.7,BX,V1
CH00436,0.7,3.15,QV,V1
CH00436,3.15,4.75,BX,V1
CH00436,4.75,5.99,AND,
CH00437,0.0,0.85,BX,V1
CH00437,0.85,3.15,QV,V1
CH00437,3.15,4.62,BX,V1
CH00438,0.0,0.35,BX,V1
CH00438,0.35,2.4,QV,V1
CH00438,2.4,3.95,BX,V1
CH00438,3.95,4.73,AND,
CH00439,0.0,0.95,BX,V1
CH00439,0.95,2.85,QV,V1
CH00439,2.85,4.4,BX,V1
CH00439,4.4,5.36,AND,
CH00440,0.0,1.35,BX,V2
CH00440,1.35,1.5,QV,V2
CH00440,1.5,1.85,BX,V2
CH00440,1.85,3.51,AND,
CH00441,0.0,0.55,AND,
CH00441,0.55,2.1,BX,V2
CH00441,2.1,2.45,QV,V2
CH00441,2.45,3.95,BX,V2
CH00441,3.95,4.01,AND,
CH00442,0.0,1.5,BX,V2
CH00442,1.5,1.9,QV,V2
CH00442,1.9,2.97,BX,V2
CH00443,0.0,0.15,AND,
CH00443,0.15,1.7,BX,V2
CH00443,1.7,2.1,QV,V2
CH00443,2.1,3.54,BX,V2
CH00444,0.0,1.45,BX,V2
CH00444,1.45,1.8,QV,V2
CH00444,1.8,3.35,BX,V2
CH00444,3.35,3.82,AND,
CH00445,0.0,1.55,BX,V2
CH00445,1.55,1.95,QV,V2
CH00445,1.95,3.45,BX,V2
CH00445,3.45,4.31,AND,
CH00446,0.0,1.2,BX,V2
CH00446,1.2,1.6,QV,V2
CH00446,1.6,3.1,BX,V2
CH00446,3.1,3.45,AND,
CH00447,0.0,0.05,AND,
CH00447,0.05,1.55,BX,V2
CH00447,1.55,1.95,QV,V2
CH00447,1.95,3.31,BX,V2
CH00448,0.0,1.3,BX,V2
CH00448,1.3,1.7,QV,V2
CH00448,1.7,3.25,BX,V2
CH00448,3.25,4.1,AND,
CH00449,0.0,0.5,AND,
CH00449,0.5,2.05,BX,V2
CH00449,2.05,2.45,QV,V2
CH00449,2.45,4.0,BX,V2
CH00449,4.0,4.32,AND,
CH00450,0.0,1.25,BX,V2
CH00450,1.25,1.65,QV,V2
CH00450,1.65,3.2,BX,V2
CH00450,3.2,4.16,AND,
CH00451,0.0,0.05,AND,
CH00451,0.05,1.6,BX,V2
CH00451,1.6,2.05,QV,V2
CH00451,2.05,3.6,BX,V2
CH00451,3.6,4.27,AND,
CH00452,0.0,0.3,AND,
CH00452,0.3,1.8,BX,V2
CH00452,1.8,2.3,QV,V2
CH00452,2.3,3.8,BX,V2
CH00452,3.8,3.89,AND,
CH00453,0.0,0.05,AND,
CH00453,0.05,1.55,BX,V2
CH00453,1.55,2.1,QV,V2
CH00453,2.1,3.6,BX,V2
CH00453,3.6,3.99,AND,
CH00454,0.0,0.3,AND,
CH00454,0.3,1.85,BX,V2
CH00454,1.85,2.4,QV,V2
CH00454,2.4,3.29,BX,V2
CH00455,0.0,0.45,AND,
CH00455,0.45,2.0,BX,V2
CH00455,2.0,2.5,QV,V2
CH00455,2.5,3.47,BX,V2
CH00456,0.0,1.2,BX,V2
CH00456,1.2,1.75,QV,V2
CH00456,1.75,3.19,BX,V2
CH00457,0.0,1.05,BX,V2
CH00457,1.05,1.6,QV,V2
CH00457,1.6,3.15,BX,V2
CH00457,3.15,3.37,AND,
CH00458,0.0,1.35,BX,V2
CH00458,1.35,1.9,QV,V2
CH00458,1.9,3.45,BX,V2
CH00458,3.45,3.55,AND,
CH00459,0.0,1.5,BX,V2
CH00459,1.5,2.05,QV,V2
CH00459,2.05,3.09,BX,V2
CH00460,0.0,1.15,BX,V2
CH00460,1.15,1.7,QV,V2
CH00460,1.7,3.2,BX,V2
CH00460,3.2,4.38,AND,
CH00461,0.0,1.35,BX,V2
CH00461,1.35,1.9,QV,V2
CH00461,1.9,3.45,BX,V2
CH00461,3.45,4.19,AND,
CH00462,0.0,0.1,AND,
CH00462,0.1,1.65,BX,V2
CH00462,1.65,2.2,QV,V2
CH00462,2.2,3.7,BX,V2
CH00462,3.7,4.48,AND,
CH00463,0.0,1.2,BX,V2
CH00463,1.2,1.75,QV,V2
CH00463,1.75,3.3,BX,V2
CH00463,3.3,3.51,AND,
CH00464,0.0,1.15,BX,V2
CH00464,1.15,1.75,QV,V2
CH00464,1.75,3.25,BX,V2
CH00464,3.25,4.05,AND,
CH00465,0.0,1.2,BX,V2
CH00465,1.2,1.85,QV,V2
CH00465,1.85,3.4,BX,V2
CH00465,3.4,3.74,AND,
CH00466,0.0,0.3,AND,
CH00466,0.3,1.8,BX,V2
CH00466,1.8,2.55,QV,V2
CH00466,2.55,3.65,BX,V2
CH00467,0.0,1.55,BX,V2
CH00467,1.55,2.4,QV,V2
CH00467,2.4,3.9,BX,V2
CH00467,3.9,4.35,AND,
CH00468,0.0,0.5,AND,
CH00468,0.5,2.0,BX,V2
CH00468,2.0,2.95,QV,V2
CH00468,2.95,3.5,BX,V2
CH00469,0.0,1.4,BX,V2
CH00469,1.4,2.5,QV,V2
CH00469,2.5,3.96,BX,V2
CH00470,0.0,1.35,BX,V2
CH00470,1.35,2.55,QV,V2
CH00470,2.55,4.05,BX,V2
CH00470,4.05,5.1,AND,
CH00471,0.0,1.5,BX,V2
CH00471,1.5,2.85,QV,V2
CH00471,2.85,4.35,BX,V2
CH00471,4.35,4.97,AND,
CH00472,0.0,0.05,AND,
CH00472,0.05,1.6,BX,V2
CH00472,1.6,3.0,QV,V2
CH00472,3.0,4.11,BX,V2
CH00473,0.0,1.35,BX,V2
CH00473,1.35,2.9,QV,V2
CH00473,2.9,4.4,BX,V2
CH00473,4.4,4.6,AND,
CH00474,0.0,0.25,AND,
CH00474,0.25,1.75,BX,V2
CH00474,1.75,3.35,QV,V2
CH00474,3.35,4.85,BX,V2
CH00474,4.85,5.36,AND,
CH00475,0.0,1.05,BX,V2
CH00475,1.05,2.65,QV,V2
CH00475,2.65,4.15,BX,V2
CH00475,4.15,4.6,AND,
CH00475,4.6,4.75,BX,V4
CH00476,0.0,1.15,BX,V2
CH00476,1.15,2.7,QV,V2
CH00476,2.7,4.2,BX,V2
CH00476,4.2,4.75,BX,V4
CH00476,4.75,5.36,QV,V4
CH00477,0.0,1.45,BX,V2
CH00477,1.45,2.8,QV,V2
CH00477,2.8,4.6,QV,V4
CH00477,4.6,5.45,BX,V4
CH00478,0.0,0.1,BX,V4
CH00478,0.1,0.95,BX,V2
CH00478,0.95,2.7,QV,V4
CH00478,2.7,3.1,QV,V2
CH00478,3.1,4.6,BX,V2
CH00478,4.6,4.95,AND,
CH00479,0.0,1.0,QV,V4
CH00479,1.0,1.8,BX,V2
CH00479,1.8,3.2,QV,V2
CH00479,3.2,4.7,BX,V2
CH00479,4.7,5.32,AND,
CH00480,0.0,0.35,BX,V4
CH00480,0.35,1.85,BX,V2
CH00480,1.85,3.2,QV,V2
CH00480,3.2,4.36,BX,V2
CH00481,0.0,0.4,AND,
CH00481,0.4,1.95,BX,V2
CH00481,1.95,3.3,QV,V2
CH00481,3.3,3.85,BX,V2
CH00482,0.0,0.2,AND,
CH00482,0.2,1.75,BX,V2
CH00482,1.75,3.0,QV,V2
CH00482,3.0,4.1,BX,V2
CH00483,0.0,0.4,AND,
CH00483,0.4,1.9,BX,V2
CH00483,1.9,3.0,QV,V2
CH00483,3.0,4.47,BX,V2
CH00484,0.0,0.3,AND,
CH00484,0.3,1.8,BX,V2
CH00484,1.8,2.95,QV,V2
CH00484,2.95,3.7,BX,V2
CH00485,0.0,1.5,BX,V2
CH00485,1.5,2.5,QV,V2
CH00485,2.5,3.62,BX,V2
CH00486,0.0,0.3,AND,
CH00486,0.3,1.8,BX,V2
CH00486,1.8,2.75,QV,V2
CH00486,2.75,3.58,BX,V2
CH00487,0.0,1.45,BX,V2
CH00487,1.45,2.3,QV,V2
CH00487,2.3,3.85,BX,V2
CH00487,3.85,4.76,AND,
CH00488,0.0,1.45,BX,V2
CH00488,1.45,2.3,QV,V2
CH00488,2.3,3.8,BX,V2
CH00488,3.8,4.32,AND,
CH00489,0.0,1.0,BX,V2
CH00489,1.0,1.8,QV,V2
CH00489,1.8,3.3,BX,V2
CH00489,3.3,4.49,AND,
CH00490,0.0,1.2,BX,V2
CH00490,1.2,1.95,QV,V2
CH00490,1.95,3.45,BX,V2
CH00490,3.45,4.37,AND,
CH00491,0.0,1.4,BX,V2
CH00491,1.4,2.15,QV,V2
CH00491,2.15,3.7,BX,V2
CH00491,3.7,3.94,AND,
CH00492,0.0,1.3,BX,V2
CH00492,1.3,2.05,QV,V2
CH00492,2.05,3.6,BX,V2
CH00492,3.6,4.08,AND,
CH00493,0.0,0.25,AND,
CH00493,0.25,1.8,BX,V2
CH00493,1.8,2.6,QV,V2
CH00493,2.6,3.37,BX,V2
CH00494,0.0,1.1,BX,V2
CH00494,1.1,1.95,QV,V2
CH00494,1.95,3.45,BX,V2
CH00494,3.45,4.76,AND,
CH00495,0.0,1.05,BX,V2
CH00495,1.05,2.0,QV,V2
CH00495,2.0,3.5,BX,V2
CH00495,3.5,4.54,AND,
CH00496,0.0,1.0,BX,V2
CH00496,1.0,2.0,QV,V2
CH00496,2.0,3.55,BX,V2
CH00496,3.55,3.81,AND,
CH00497,0.0,1.45,BX,V2
CH00497,1.45,2.6,QV,V2
CH00497,2.6,4.1,BX,V2
CH00497,4.1,4.8,AND,
CH00498,0.0,1.4,BX,V2
CH00498,1.4,2.7,QV,V2
CH00498,2.7,4.2,BX,V2
CH00498,4.2,4.57,AND,
CH00499,0.0,0.95,BX,V2
CH00499,0.95,2.35,QV,V2
CH00499,2.35,3.9,BX,V2
CH00499,3.9,4.38,AND,
CH00500,0.0,1.0,BX,V2
CH00500,1.0,2.55,QV,V2
CH00500,2.55,4.04,BX,V2
CH00501,0.0,1.15,BX,V2
CH00501,1.15,2.85,QV,V2
CH00501,2.85,4.35,BX,V2
CH00501,4.35,5.23,AND,
CH00502,0.0,1.0,BX,V2
CH00502,1.0,2.75,QV,V2
CH00502,2.75,4.3,BX,V2
CH00502,4.3,4.58,AND,
CH00503,0.0,0.9,BX,V2
CH00503,0.9,2.65,QV,V2
CH00503,2.65,4.15,BX,V2
CH00503,4.15,4.87,AND,
CH00504,0.0,1.15,BX,V2
CH00504,1.15,2.9,QV,V2
CH00504,2.9,4.45,BX,V2
CH00504,4.45,4.55,AND,
CH00505,0.0,0.3,AND,
CH00505,0.3,1.8,BX,V2
CH00505,1.8,3.5,QV,V2
CH00505,3.5,5.05,BX,V2
CH00505,5.05,5.09,AND,
CH00506,0.0,1.0,BX,V2
CH00506,1.0,2.65,QV,V2
CH00506,2.65,4.2,BX,V2
CH00506,4.2,5.47,AND,
CH00507,0.0,1.1,BX,V2
CH00507,1.1,2.65,QV,V2
CH00507,2.65,4.2,BX,V2
CH00507,4.2,5.35,AND,
CH00508,0.0,0.05,AND,
CH00508,0.05,1.6,BX,V2
CH00508,1.6,3.05,QV,V2
CH00508,3.05,4.6,BX,V2
CH00508,4.6,4.68,AND,
CH00509,0.0,1.35,BX,V2
CH00509,1.35,2.75,QV,V2
CH00509,2.75,4.3,BX,V2
CH00509,4.3,4.75,AND,
CH00510,0.0,1.25,BX,V2
CH00510,1.25,2.55,QV,V2
CH00510,2.55,4.0,BX,V2
CH00511,0.0,1.4,BX,V2
CH00511,1.4,2.6,QV,V2
CH00511,2.6,4.1,BX,V2
CH00511,4.1,4.6,AND,
CH00512,0.0,1.5,BX,V2
CH00512,1.5,2.65,QV,V2
CH00512,2.65,4.2,BX,V2
CH00512,4.2,4.96,AND,
CH00513,0.0,1.0,BX,V2
CH00513,1.0,2.1,QV,V2
CH00513,2.1,3.6,BX,V2
CH00513,3.6,4.47,AND,
CH00514,0.0,0.45,AND,
CH00514,0.45,1.95,BX,V2
CH00514,1.95,3.0,QV,V2
CH00514,3.0,4.37,BX,V2
CH00515,0.0,1.25,BX,V2
CH00515,1.25,2.3,QV,V2
CH00515,2.3,3.8,BX,V2
CH00515,3.8,4.89,AND,
CH00516,0.0,0.3,AND,
CH00516,0.3,1.85,BX,V2
CH00516,1.85,2.85,QV,V2
CH00516,2.85,3.77,BX,V2
CH00517,0.0,1.25,BX,V2
CH00517,1.25,2.2,QV,V2
CH00517,2.2,3.61,BX,V2
CH00518,0.0,0.1,AND,
CH00518,0.1,1.6,BX,V2
CH00518,1.6,2.6,QV,V2
CH00518,2.6,4.1,BX,V2
CH00518,4.1,4.59,AND,
CH00519,0.0,0.25,AND,
CH00519,0.25,1.8,BX,V2
CH00519,1.8,2.75,QV,V2
CH00519,2.75,4.3,BX,V2
CH00519,4.3,4.89,AND,
CH00520,0.0,0.05,AND,
CH00520,0.05,1.55,BX,V2
CH00520,1.55,2.55,QV,V2
CH00520,2.55,3.56,BX,V2
CH00521,0.0,0.3,AND,
CH00521,0.3,1.8,BX,V2
CH00521,1.8,2.75,QV,V2
CH00521,2.75,4.3,BX,V2
CH00521,4.3,4.75,AND,
CH00522,0.0,1.35,BX,V2
CH00522,1.35,2.25,QV,V2
CH00522,2.25,3.8,BX,V2
CH00522,3.8,3.95,AND,
CH00523,0.0,1.45,BX,V2
CH00523,1.45,2.3,QV,V2
CH00523,2.3,3.85,BX,V2
CH00523,3.85,4.6,AND,
CH00524,0.0,0.2,AND,
CH00524,0.2,1.75,BX,V2
CH00524,1.75,2.55,QV,V2
CH00524,2.55,4.1,BX,V2
CH00524,4.1,4.36,AND,
CH00525,0.0,0.55,AND,
CH00525,0.55,2.1,BX,V2
CH00525,2.1,2.85,QV,V2
CH00525,2.85,3.9,BX,V2
CH00526,0.0,0.15,AND,
CH00526,0.15,1.65,BX,V2
CH00526,1.65,2.4,QV,V2
CH00526,2.4,3.48,BX,V2
CH00527,0.0,1.3,BX,V2
CH00527,1.3,2.0,QV,V2
CH00527,2.0,3.55,BX,V2
CH00527,3.55,3.72,AND,
CH00528,0.0,1.55,BX,V2
CH00528,1.55,2.25,QV,V2
CH00528,2.25,3.8,BX,V2
CH00528,3.8,3.95,AND,
CH00529,0.0,0.1,AND,
CH00529,0.1,1.65,BX,V2
CH00529,1.65,2.25,QV,V2
CH00529,2.25,3.8,BX,V2
CH00530,0.0,0.55,AND,
CH00530,0.55,2.1,BX,V2
CH00530,2.1,2.75,QV,V2
CH00530,2.75,4.27,BX,V2
CH00531,0.0,0.05,AND,
CH00531,0.05,1.6,BX,V2
CH00531,1.6,2.25,QV,V2
CH00531,2.25,3.32,BX,V2
CH00532,0.0,1.4,BX,V2
CH00532,1.4,2.05,QV,V2
CH00532,2.05,3.6,BX,V2
CH00532,3.6,4.25,AND,
CH00533,0.0,1.4,BX,V2
CH00533,1.4,2.1,QV,V2
CH00533,2.1,3.65,BX,V2
CH00533,3.65,3.95,AND,
CH00534,0.0,0.1,AND,
CH00534,0.1,1.65,BX,V2
CH00534,1.65,2.4,QV,V2
CH00534,2.4,3.95,BX,V2
CH00534,3.95,4.71,AND,
CH00535,0.0,1.35,BX,V2
CH00535,1.35,2.15,QV,V2
CH00535,2.15,3.7,BX,V2
CH00535,3.7,4.75,AND,
CH00536,0.0,1.25,BX,V2
CH00536,1.25,2.15,QV,V2
CH00536,2.15,3.75,BX,V2
CH00536,3.75,4.48,AND,
CH00537,0.0,0.65,AND,
CH00537,0.65,2.2,BX,V2
CH00537,2.2,3.15,QV,V2
CH00537,3.15,3.67,BX,V2
CH00538,0.0,1.55,BX,V2
CH00538,1.55,2.6,QV,V2
CH00538,2.6,3.74,BX,V2
CH00539,0.0,0.55,AND,
CH00539,0.55,2.15,BX,V2
CH00539,2.15,3.3,QV,V2
CH00539,3.3,4.85,BX,V2
CH00539,4.85,5.0,AND,
CH00540,0.0,0.15,AND,
CH00540,0.15,1.7,BX,V2
CH00540,1.7,2.9,QV,V2
CH00540,2.9,4.5,BX,V2
CH00540,4.5,5.07,AND,
CH00541,0.0,0.4,AND,
CH00541,0.4,1.95,BX,V2
CH00541,1.95,3.2,QV,V2
CH00541,3.2,3.78,BX,V2
CH00542,0.0,1.3,BX,V2
CH00542,1.3,2.6,QV,V2
CH00542,2.6,4.15,BX,V2
CH00542,4.15,4.66,AND,
CH00543,0.0,0.05,AND,
CH00543,0.05,1.6,BX,V2
CH00543,1.6,2.9,QV,V2
CH00543,2.9,4.0,BX,V2
CH00544,0.0,0.2,AND,
CH00544,0.2,1.75,BX,V2
CH00544,1.75,3.05,QV,V2
CH00544,3.05,4.59,BX,V2
CH00545,0.0,0.6,AND,
CH00545,0.6,2.15,BX,V2
CH00545,2.15,3.4,QV,V2
CH00545,3.4,4.95,BX,V2
CH00545,4.95,5.15,AND,
CH00546,0.0,0.6,AND,
CH00546,0.6,2.15,BX,V2
CH00546,2.15,3.35,QV,V2
CH00546,3.35,4.69,BX,V2
CH00547,0.0,1.5,BX,V2
CH00547,1.5,2.65,QV,V2
CH00547,2.65,4.25,BX,V2
CH00547,4.25,4.87,AND,
CH00548,0.0,0.2,AND,
CH00548,0.2,1.75,BX,V2
CH00548,1.75,2.85,QV,V2
CH00548,2.85,4.34,BX,V2
CH00549,0.0,1.3,BX,V2
CH00549,1.3,2.35,QV,V2
CH00549,2.35,3.9,BX,V2
CH00549,3.9,4.18,AND,
CH00550,0.0,0.35,AND,
CH00550,0.35,1.9,BX,V2
CH00550,1.9,2.85,QV,V2
CH00550,2.85,3.7,BX,V2
CH00551,0.0,0.55,AND,
CH00551,0.55,2.15,BX,V2
CH00551,2.15,3.05,QV,V2
CH00551,3.05,4.34,BX,V2
CH00552,0.0,1.3,BX,V2
CH00552,1.3,2.15,QV,V2
CH00552,2.15,3.7,BX,V2
CH00552,3.7,4.04,AND,
CH00553,0.0,1.35,BX,V2
CH00553,1.35,2.2,QV,V2
CH00553,2.2,3.75,BX,V2
CH00553,3.75,4.22,AND,
CH00554,0.0,0.25,AND,
CH00554,0.25,1.85,BX,V2
CH00554,1.85,2.65,QV,V2
CH00554,2.65,3.73,BX,V2
CH00555,0.0,1.6,BX,V2
CH00555,1.6,2.4,QV,V2
CH00555,2.4,4.0,BX,V2
CH00555,4.0,4.58,AND,
CH00556,0.0,0.05,AND,
CH00556,0.05,1.65,BX,V2
CH00556,1.65,2.45,QV,V2
CH00556,2.45,3.65,BX,V2
CH00557,0.0,1.6,BX,V2
CH00557,1.6,2.4,QV,V2
CH00557,2.4,3.95,BX,V2
CH00557,3.95,4.51,AND,
CH00558,0.0,1.5,BX,V2
CH00558,1.5,2.35,QV,V2
CH00558,2.35,3.4,BX,V2
CH00559,0.0,1.6,BX,V2
CH00559,1.6,2.45,QV,V2
CH00559,2.45,3.63,BX,V2
CH00560,0.0,0.4,AND,
CH00560,0.4,1.95,BX,V2
CH00560,1.95,2.8,QV,V2
CH00560,2.8,4.35,BX,V2
CH00560,4.35,4.49,AND,
CH00561,0.0,0.4,AND,
CH00561,0.4,2.0,BX,V2
CH00561,2.0,2.85,QV,V2
CH00561,2.85,3.51,BX,V2
CH00562,0.0,1.4,BX,V2
CH00562,1.4,2.2,QV,V2
CH00562,2.2,3.36,BX,V2
CH00563,0.0,1.1,BX,V2
CH00563,1.1,1.9,QV,V2
CH00563,1.9,3.5,BX,V2
CH00563,3.5,3.74,AND,
CH00564,0.0,1.15,BX,V2
CH00564,1.15,1.9,QV,V2
CH00564,1.9,3.45,BX,V2
CH00564,3.45,3.89,AND,
CH00565,0.0,0.15,AND,
CH00565,0.15,1.75,BX,V2
CH00565,1.75,2.4,QV,V2
CH00565,2.4,4.0,BX,V2
CH00565,4.0,4.07,AND,
CH00566,0.0,0.1,AND,
CH00566,0.1,1.65,BX,V2
CH00566,1.65,2.3,QV,V2
CH00566,2.3,3.5,BX,V2
CH00567,0.0,1.55,BX,V2
CH00567,1.55,2.1,QV,V2
CH00567,2.1,3.14,BX,V2
CH00568,0.0,1.3,BX,V2
CH00568,1.3,1.8,QV,V2
CH00568,1.8,3.35,BX,V2
CH00568,3.35,3.94,AND,
CH00569,0.0,0.1,AND,
CH00569,0.1,1.65,BX,V2
CH00569,1.65,2.15,QV,V2
CH00569,2.15,3.7,BX,V2
CH00569,3.7,4.09,AND,
CH00570,0.0,0.25,AND,
