HOLE_ID,X,Y,Z,LENGTH,TYPE
CH00419,7999.6,15182.7,820.0,6.27,CH
CH00420,7999.0,15185.6,820.0,6.17,CH
CH00421,7999.0,15188.7,820.0,6.95,CH
CH00422,7998.3,15191.6,820.0,6.87,CH
CH00423,7997.7,15194.6,820.0,6.32,CH
CH00424,7997.1,15197.5,820.0,7.89,CH
CH00425,7997.5,15200.6,820.0,6.62,CH
CH00426,7996.8,15203.5,820.0,7.7,CH
CH00427,7996.2,15206.5,820.0,7.23,CH
CH00428,7995.7,15209.4,820.0,6.63,CH
CH00429,7994.7,15212.3,820.0,6.85,CH
CH00430,7993.9,15215.2,820.0,7.53,CH
CH00431,7993.2,15218.1,820.0,6.85,CH
CH00432,7992.2,15221.0,820.0,7.22,CH
CH00433,7991.6,15223.9,820.0,5.66,CH
CH00434,7991.5,15227.0,820.0,5.38,CH
CH00435,7990.6,15229.9,820.0,5.52,CH
CH00436,7989.8,15232.8,820.0,5.99,CH
CH00437,7989.3,15235.7,820.0,4.62,CH
CH00438,7988.1,15238.5,820.0,4.73,CH
CH00439,7988.0,15241.6,820.0,5.36,CH
CH00440,8006.7,14797.1,820.0,3.51,CH
CH00441,8007.2,14800.2,820.0,4.01,CH
CH00442,8006.4,14803.1,820.0,2.97,CH
CH00443,8006.4,14806.2,820.0,3.54,CH
CH00444,8005.9,14809.1,820.0,3.82,CH
CH00445,8005.8,14812.2,820.0,4.31,CH
CH00446,8005.3,14815.1,820.0,3.45,CH
CH00447,8005.5,14818.2,820.0,3.31,CH
CH00448,8005.1,14821.2,820.0,4.1,CH
CH00449,8005.6,14824.3,820.0,4.32,CH
CH00450,8004.6,14827.2,820.0,4.16,CH
CH00451,8004.8,14830.2,820.0,4.27,CH
CH00452,8004.7,14833.3,820.0,3.89,CH
CH00453,8004.2,14836.2,820.0,3.99,CH
CH00454,8004.2,14839.3,820.0,3.29,CH
CH00455,8004.0,14842.3,820.0,3.47,CH
CH00456,8002.8,14845.1,820.0,3.19,CH
CH00457,8002.2,14848.1,820.0,3.37,CH
CH00458,8002.1,14851.1,820.0,3.55,CH
CH00459,8001.7,14854.1,820.0,3.09,CH
CH00460,8000.7,14857.0,820.0,4.38,CH
CH00461,8000.3,14859.9,820.0,4.19,CH
CH00462,8000.0,14862.9,820.0,4.48,CH
CH00463,7998.9,14865.8,820.0,3.51,CH
CH00464,7998.2,14868.7,820.0,4.05,CH
CH00465,7997.6,14871.6,820.0,3.74,CH
CH00466,7997.5,14874.7,820.0,3.65,CH
CH00467,7996.6,14877.5,820.0,4.35,CH
CH00468,7996.4,14880.6,820.0,3.5,CH
CH00469,7995.2,14883.4,820.0,3.96,CH
CH00470,7994.6,14886.3,820.0,5.1,CH
CH00471,7994.2,14889.3,820.0,4.97,CH
CH00472,7993.7,14892.3,820.0,4.11,CH
CH00473,7993.0,14895.2,820.0,4.6,CH
CH00474,7992.9,14898.2,820.0,5.36,CH
CH00475,7991.8,14901.1,820.0,4.75,CH
CH00476,7991.4,14904.1,820.0,5.36,CH
CH00477,7991.4,14907.1,820.0,5.45,CH
CH00478,7991.2,14910.1,820.0,4.95,CH
CH00479,7991.1,14913.1,820.0,5.32,CH
CH00480,7990.9,14916.1,820.0,4.36,CH
CH00481,7990.8,14919.2,820.0,3.85,CH
CH00482,7990.4,14922.2,820.0,4.1,CH
CH00483,7990.4,14925.2,820.0,4.47,CH
CH00484,7990.2,14928.2,820.0,3.7,CH
CH00485,7989.8,14931.2,820.0,3.62,CH
CH00486,7989.9,14934.3,820.0,3.58,CH
CH00487,7989.5,14937.2,820.0,4.76,CH
CH00488,7989.4,14940.2,820.0,4.32,CH
CH00489,7988.8,14943.2,820.0,4.49,CH
CH00490,7988.8,14946.2,820.0,4.37,CH
CH00491,7988.7,14949.3,820.0,3.94,CH
CH00492,7988.4,14952.3,820.0,4.08,CH
CH00493,7988.6,14955.3,820.0,3.37,CH
CH00494,7987.6,14958.2,820.0,4.76,CH
CH00495,7987.2,14961.2,820.0,4.54,CH
CH00496,7986.8,14964.2,820.0,3.81,CH
CH00497,7986.8,14967.2,820.0,4.8,CH
CH00498,7986.2,14970.2,820.0,4.57,CH
CH00499,7985.2,14973.0,820.0,4.38,CH
CH00500,7984.7,14976.0,820.0,4.04,CH
CH00501,7984.1,14978.9,820.0,5.23,CH
CH00502,7983.2,14981.8,820.0,4.58,CH
CH00503,7982.3,14984.7,820.0,4.87,CH
CH00504,7981.7,14987.6,820.0,4.55,CH
CH00505,7981.5,14990.6,820.0,5.09,CH
CH00506,7979.8,14993.4,820.0,5.47,CH
CH00507,7978.9,14996.3,820.0,5.35,CH
CH00508,7978.5,14999.3,820.0,4.68,CH
CH00509,7977.3,15002.1,820.0,4.75,CH
CH00510,7976.2,15004.9,820.0,4.0,CH
CH00511,7975.5,15007.9,820.0,4.6,CH
CH00512,7974.7,15010.8,820.0,4.96,CH
CH00513,7973.3,15013.6,820.0,4.47,CH
CH00514,7973.5,15016.6,820.0,4.37,CH
CH00515,7972.0,15019.4,820.0,4.89,CH
CH00516,7971.7,15022.4,820.0,3.77,CH
CH00517,7970.4,15025.2,820.0,3.61,CH
CH00518,7970.0,15028.2,820.0,4.59,CH
CH00519,7969.5,15031.2,820.0,4.89,CH
CH00520,7968.6,15034.1,820.0,3.56,CH
CH00521,7968.2,15037.0,820.0,4.75,CH
CH00522,7967.0,15039.9,820.0,3.95,CH
CH00523,7966.5,15042.8,820.0,4.6,CH
CH00524,7966.1,15045.8,820.0,4.36,CH
CH00525,7965.7,15048.8,820.0,3.9,CH
CH00526,7964.7,15051.6,820.0,3.48,CH
CH00527,7963.6,15054.5,820.0,3.72,CH
CH00528,7963.2,15057.5,820.0,3.95,CH
CH00529,7962.6,15060.4,820.0,3.8,CH
CH00530,7962.4,15063.4,820.0,4.27,CH
CH00531,7961.2,15066.3,820.0,3.32,CH
CH00532,7960.4,15069.2,820.0,4.25,CH
CH00533,7959.6,15072.1,820.0,3.95,CH
CH00534,7959.3,15075.1,820.0,4.71,CH
CH00535,7958.3,15077.9,820.0,4.75,CH
CH00536,7957.5,15080.9,820.0,4.48,CH
CH00537,7957.8,15083.9,820.0,3.67,CH
CH00538,7956.5,15086.8,820.0,3.74,CH
CH00539,7956.5,15089.8,820.0,5.0,CH
CH00540,7955.4,15092.7,820.0,5.07,CH
CH00541,7955.1,15095.6,820.0,3.78,CH
CH00542,7953.9,15098.5,820.0,4.66,CH
CH00543,7953.6,15101.5,820.0,4.0,CH
CH00544,7953.2,15104.5,820.0,4.59,CH
CH00545,7953.0,15107.5,820.0,5.15,CH
CH00546,7952.5,15110.4,820.0,4.69,CH
CH00547,7951.4,15113.3,820.0,4.87,CH
CH00548,7951.2,15116.3,820.0,4.34,CH
CH00549,7950.4,15119.2,820.0,4.18,CH
CH00550,7950.6,15122.3,820.0,3.7,CH
CH00551,7950.4,15125.3,820.0,4.34,CH
CH00552,7949.3,15128.1,820.0,4.04,CH
CH00553,7949.1,15131.1,820.0,4.22,CH
CH00554,7949.2,15134.2,820.0,3.73,CH
CH00555,7948.7,15137.2,820.0,4.58,CH
CH00556,7948.5,15140.2,820.0,3.65,CH
CH00557,7948.2,15143.2,820.0,4.51,CH
CH00558,7947.8,15146.2,820.0,3.4,CH
CH00559,7947.6,15149.2,820.0,3.63,CH
CH00560,7947.6,15152.2,820.0,4.49,CH
CH00561,7947.3,15155.2,820.0,3.51,CH
CH00562,7946.3,15158.1,820.0,3.36,CH
CH00563,7945.6,15161.0,820.0,3.74,CH
CH00564,7945.2,15164.0,820.0,3.89,CH
CH00565,7945.3,15167.0,820.0,4.07,CH
CH00566,7944.7,15170.0,820.0,3.5,CH
CH00567,7944.0,15172.9,820.0,3.14,CH
CH00568,7943.1,15175.8,820.0,3.94,CH
CH00569,7942.9,15178.8,820.0,4.09,CH
CH00570,7942.4,15181.8,820.0,4.17,CH
CH00571,7941.1,15184.6,820.0,3.17,CH
CH00572,7941.2,15187.6,820.0,4.04,CH
CH00573,7940.1,15190.5,820.0,3.1,CH
CH00574,7939.5,15193.4,820.0,3.15,CH
CH00575,8066.1,14768.0,800.0,4.83,CH
CH00576,8066.1,14771.0,800.0,5.34,CH
CH00577,8065.5,14773.9,800.0,5.36,CH
CH00578,8065.5,14777.0,800.0,4.74,CH
CH00579,8065.4,14780.0,800.0,5.52,CH
CH00580,8064.7,14782.9,800.0,5.09,CH
CH00581,8064.4,14785.9,800.0,4.39,CH
CH00582,8063.9,14788.9,800.0,4.54,CH
CH00583,8063.4,14791.9,800.0,4.44,CH
CH00584,8063.4,14794.9,800.0,5.42,CH
CH00585,8062.8,14797.8,800.0,4.52,CH
CH00586,8063.0,14800.9,800.0,5.59,CH
CH00587,8061.8,14803.7,800.0,5.15,CH
CH00588,8061.5,14806.8,800.0,5.74,CH
CH00589,8061.4,14809.8,800.0,4.63,CH
CH00590,8061.3,14812.8,800.0,4.73,CH
CH00591,8060.5,14815.7,800.0,4.97,CH
CH00592,8059.7,14818.6,800.0,5.04,CH
CH00593,8059.8,14821.7,800.0,4.57,CH
CH00594,8059.1,14824.6,800.0,5.35,CH
CH00595,8058.5,14827.5,800.0,5.39,CH
CH00596,8057.7,14830.4,800.0,4.3,CH
CH00597,8057.3,14833.4,800.0,5.48,CH
CH00598,8056.4,14836.3,800.0,4.67,CH
CH00599,8056.5,14839.4,800.0,4.54,CH
CH00600,8055.5,14842.2,800.0,5.4,CH
CH00601,8055.7,14845.3,800.0,5.33,CH
CH00602,8054.9,14848.2,800.0,5.34,CH
CH00603,8054.8,14851.2,800.0,5.32,CH
CH00604,8054.5,14854.2,800.0,5.08,CH
CH00605,8054.2,14857.3,800.0,5.3,CH
CH00606,8053.5,14860.2,800.0,4.46,CH
CH00607,8053.5,14863.2,800.0,4.46,CH
CH00608,8052.6,14866.1,800.0,5.18,CH
CH00609,8052.2,14869.1,800.0,4.85,CH
CH00610,8052.6,14872.2,800.0,4.68,CH
CH00611,8051.9,14875.1,800.0,5.13,CH
CH00612,8051.9,14878.2,800.0,5.54,CH
CH00613,8052.1,14881.2,800.0,4.49,CH
CH00614,8051.4,14884.2,800.0,5.23,CH
CH00615,8050.9,14887.1,800.0,4.78,CH
CH00616,8051.2,14890.2,800.0,3.89,CH
CH00617,8050.6,14893.2,800.0,3.83,CH
CH00618,8050.3,14896.2,800.0,4.76,CH
CH00619,8050.1,14899.2,800.0,3.77,CH
CH00620,8050.0,14902.2,800.0,4.11,CH
CH00621,8049.6,14905.2,800.0,4.68,CH
CH00622,8049.7,14908.2,800.0,3.17,CH
CH00623,8048.9,14911.1,800.0,4.35,CH
CH00624,8048.6,14914.1,800.0,3.27,CH
CH00625,8048.4,14917.1,800.0,3.51,CH
CH00626,8048.0,14920.1,800.0,4.07,CH
CH00627,8047.7,14923.1,800.0,3.52,CH
CH00628,8047.8,14926.2,800.0,3.2,CH
CH00629,8047.1,14929.1,800.0,3.26,CH
CH00630,8047.0,14932.1,800.0,3.46,CH
CH00631,8046.3,14935.0,800.0,3.44,CH
CH00632,8045.7,14938.0,800.0,3.94,CH
CH00633,8045.7,14941.0,800.0,4.54,CH
CH00634,8045.6,14944.1,800.0,3.36,CH
CH00635,8044.4,14946.9,800.0,4.35,CH
CH00636,8044.3,14949.9,800.0,4.4,CH
CH00637,8044.3,14953.0,800.0,4.6,CH
CH00638,8043.1,14955.8,800.0,4.23,CH
CH00639,8042.8,14958.8,800.0,3.91,CH
CH00640,8042.0,14961.7,800.0,4.59,CH
CH00641,8042.0,14964.8,800.0,4.92,CH
CH00642,8040.8,14967.6,800.0,4.95,CH
CH00643,8040.8,14970.6,800.0,4.87,CH
CH00644,8040.3,14973.6,800.0,5.29,CH
CH00645,8039.9,14976.6,800.0,4.95,CH
CH00646,8039.2,14979.5,800.0,6.28,CH
CH00647,8038.0,14982.3,800.0,6.11,CH
CH00648,8038.1,14985.4,800.0,5.62,CH
CH00649,8037.4,14988.3,800.0,5.51,CH
CH00650,8036.6,14991.2,800.0,6.47,CH
CH00651,8036.0,14994.2,800.0,6.01,CH
CH00652,8034.5,14996.9,800.0,6.28,CH
CH00653,8034.5,15000.0,800.0,5.39,CH
CH00654,8033.2,15002.8,800.0,6.83,CH
CH00655,8033.2,15005.9,800.0,6.26,CH
CH00656,8031.9,15008.7,800.0,6.0,CH
CH00657,8031.2,15011.6,800.0,6.26,CH
CH00658,8030.8,15014.6,800.0,6.32,CH
CH00659,8029.6,15017.4,800.0,5.42,CH
CH00660,8029.0,15020.3,800.0,4.72,CH
CH00661,8028.7,15023.3,800.0,4.65,CH
CH00662,8027.2,15026.1,800.0,5.35,CH
CH00663,8026.9,15029.1,800.0,4.48,CH
CH00664,8026.4,15032.1,800.0,5.28,CH
CH00665,8025.4,15034.9,800.0,4.87,CH
CH00666,8025.6,15038.0,800.0,3.81,CH
CH00667,8024.3,15040.8,800.0,4.54,CH
CH00668,8023.9,15043.8,800.0,4.6,CH
CH00669,8023.9,15046.9,800.0,4.86,CH
CH00670,8023.2,15049.8,800.0,4.4,CH
CH00671,8022.4,15052.7,800.0,4.07,CH
CH00672,8022.1,15055.7,800.0,4.84,CH
CH00673,8021.6,15058.7,800.0,3.54,CH
CH00674,8021.4,15061.6,800.0,3.86,CH
CH00675,8020.7,15064.6,800.0,4.87,CH
CH00676,8020.5,15067.6,800.0,4.14,CH
CH00677,8020.0,15070.5,800.0,3.93,CH
CH00678,8019.6,15073.5,800.0,4.68,CH
CH00679,8019.2,15076.5,800.0,5.52,CH
CH00680,8018.7,15079.5,800.0,4.94,CH
CH00681,8018.3,15082.4,800.0,5.53,CH
CH00682,8017.7,15085.4,800.0,5.55,CH
CH00683,8017.3,15088.4,800.0,5.27,CH
CH00684,8016.7,15091.3,800.0,4.52,CH
CH00685,8016.1,15094.2,800.0,4.69,CH
CH00686,8015.8,15097.2,800.0,5.51,CH
CH00687,8015.4,15100.2,800.0,4.33,CH
CH00688,8014.6,15103.1,800.0,4.59,CH
CH00689,8014.3,15106.1,800.0,4.67,CH
CH00690,8013.5,15109.0,800.0,4.66,CH
CH00691,8012.9,15111.9,800.0,5.0,CH
CH00692,8012.1,15114.8,800.0,4.37,CH
CH00693,8011.7,15117.8,800.0,3.45,CH
CH00694,8011.2,15120.8,800.0,3.32,CH
CH00695,8011.3,15123.8,800.0,4.27,CH
CH00696,8010.0,15126.7,800.0,3.89,CH
CH00697,8009.9,15129.7,800.0,3.67,CH
CH00698,8009.3,15132.6,800.0,4.42,CH
CH00699,8008.7,15135.6,800.0,3.36,CH
CH00700,8008.8,15138.6,800.0,3.43,CH
CH00701,8008.3,15141.6,800.0,4.31,CH
CH00702,8008.0,15144.6,800.0,4.29,CH
CH00703,8007.9,15147.6,800.0,4.07,CH
CH00704,8007.7,15150.6,800.0,3.84,CH
CH00705,8007.5,15153.6,800.0,3.42,CH
CH00706,8006.6,15156.5,800.0,4.41,CH
CH00707,8007.1,15159.7,800.0,3.23,CH
CH00708,8006.9,15162.7,800.0,3.13,CH
CH00709,8006.0,15165.6,800.0,3.54,CH
CH00710,8006.7,15168.7,800.0,3.33,CH
CH00711,8005.6,15171.6,800.0,3.39,CH
CH00712,8006.0,15174.7,800.0,4.91,CH
CH00713,8005.5,15177.7,800.0,4.32,CH
CH00714,8005.0,15180.6,800.0,4.72,CH
CH00715,8004.9,15183.6,800.0,4.92,CH
CH00716,8004.5,15186.6,800.0,5.87,CH
CH00717,8004.8,15189.7,800.0,6.02,CH
CH00718,8004.1,15192.6,800.0,6.01,CH
CH00719,8004.6,15195.8,800.0,6.48,CH
CH00720,8004.2,15198.7,800.0,7.19,CH
CH00721,8003.3,15201.6,800.0,7.54,CH
CH00722,8003.4,15204.7,800.0,8.18,CH
CH00723,8002.6,15207.6,800.0,7.93,CH
CH00724,8001.8,15210.5,800.0,7.26,CH
CH00725,8001.2,15213.4,800.0,8.22,CH
CH00726,8000.3,15216.3,800.0,6.89,CH
CH00727,8000.2,15219.4,800.0,8.05,CH
CH00728,7999.4,15222.3,800.0,7.35,CH
CH00729,7998.1,15225.1,800.0,6.96,CH
CH00730,7997.5,15228.0,800.0,6.79,CH
CH00731,7996.9,15231.0,800.0,6.02,CH
CH00732,7996.1,15233.9,800.0,6.13,CH
CH00733,7994.8,15236.7,800.0,5.32,CH
CH00734,7994.7,15239.7,800.0,5.79,CH
CH00735,7993.6,15242.6,800.0,4.82,CH
CH00736,8013.4,14776.9,800.0,3.97,CH
CH00737,8012.8,14779.9,800.0,4.61,CH
CH00738,8012.4,14782.8,800.0,3.79,CH
CH00739,8011.7,14785.8,800.0,3.27,CH
CH00740,8011.5,14788.8,800.0,3.28,CH
CH00741,8011.4,14791.8,800.0,4.15,CH
CH00742,8011.1,14794.8,800.0,3.14,CH
CH00743,8011.0,14797.8,800.0,3.57,CH
CH00744,8010.9,14800.9,800.0,3.71,CH
CH00745,8009.9,14803.7,800.0,3.59,CH
CH00746,8010.3,14806.8,800.0,4.0,CH
CH00747,8010.1,14809.9,800.0,3.57,CH
CH00748,8009.4,14812.8,800.0,2.93,CH
CH00749,8010.0,14815.9,800.0,4.03,CH
CH00750,8010.0,14819.0,800.0,3.73,CH
CH00751,8009.2,14821.9,800.0,3.95,CH
CH00752,8009.6,14825.0,800.0,4.31,CH
CH00753,8009.2,14828.0,800.0,3.62,CH
CH00754,8009.2,14831.0,800.0,3.03,CH
CH00755,8008.7,14834.0,800.0,2.94,CH
CH00756,8008.4,14837.0,800.0,4.1,CH
CH00757,8007.5,14839.9,800.0,3.79,CH
CH00758,8007.9,14843.0,800.0,4.0,CH
CH00759,8007.7,14846.0,800.0,3.98,CH
CH00760,8007.0,14848.9,800.0,4.24,CH
CH00761,8006.0,14851.8,800.0,3.76,CH
CH00762,8005.7,14854.8,800.0,4.31,CH
CH00763,8004.9,14857.7,800.0,3.94,CH
CH00764,8004.5,14860.7,800.0,3.51,CH
CH00765,8003.7,14863.6,800.0,3.79,CH
CH00766,8003.3,14866.5,800.0,4.18,CH
CH00767,8002.2,14869.4,800.0,4.55,CH
CH00768,8002.0,14872.4,800.0,4.2,CH
CH00769,8001.5,14875.4,800.0,3.71,CH
CH00770,8000.5,14878.2,800.0,3.9,CH
CH00771,7999.8,14881.2,800.0,4.72,CH
CH00772,7999.3,14884.1,800.0,4.29,CH
CH00773,7998.8,14887.1,800.0,4.74,CH
CH00774,7998.2,14890.0,800.0,5.3,CH
CH00775,7997.2,14892.9,800.0,5.42,CH
CH00776,7996.5,14895.8,800.0,4.92,CH
CH00777,7996.5,14898.9,800.0,4.77,CH
CH00778,7995.5,14901.7,800.0,5.86,CH
CH00779,7994.9,14904.7,800.0,4.96,CH
CH00780,7994.8,14907.7,800.0,5.78,CH
CH00781,7994.3,14910.7,800.0,4.86,CH
CH00782,7993.6,14913.6,800.0,4.27,CH
CH00783,7993.0,14916.5,800.0,5.17,CH
CH00784,7993.2,14919.6,800.0,4.71,CH
CH00785,7993.2,14922.6,800.0,4.36,CH
CH00786,7992.2,14925.5,800.0,4.0,CH
CH00787,7992.1,14928.5,800.0,4.41,CH
CH00788,7992.1,14931.6,800.0,4.26,CH
CH00789,7991.8,14934.6,800.0,4.48,CH
CH00790,7992.3,14937.7,800.0,4.46,CH
CH00791,7992.1,14940.7,800.0,3.78,CH
CH00792,7992.0,14943.8,800.0,4.62,CH
CH00793,7991.7,14946.7,800.0,4.4,CH
CH00794,7991.0,14949.7,800.0,3.56,CH
CH00795,7991.2,14952.7,800.0,4.93,CH
CH00796,7990.6,14955.7,800.0,4.45,CH
CH00797,7990.4,14958.7,800.0,4.58,CH
CH00798,7990.5,14961.8,800.0,4.4,CH
CH00799,7990.2,14964.8,800.0,4.5,CH
CH00800,7989.6,14967.7,800.0,4.45,CH
CH00801,7989.4,14970.7,800.0,5.0,CH
CH00802,7989.1,14973.7,800.0,4.94,CH
CH00803,7988.2,14976.6,800.0,5.47,CH
CH00804,7987.7,14979.5,800.0,5.55,CH
CH00805,7986.7,14982.4,800.0,5.04,CH
CH00806,7986.3,14985.4,800.0,4.28,CH
CH00807,7985.1,14988.2,800.0,4.39,CH
CH00808,7984.2,14991.1,800.0,4.95,CH
CH00809,7983.4,14994.0,800.0,5.06,CH
CH00810,7982.4,14996.9,800.0,5.27,CH
CH00811,7982.2,14999.9,800.0,5.4,CH
CH00812,7981.2,15002.8,800.0,5.29,CH
CH00813,7980.2,15005.7,800.0,4.1,CH
CH00814,7978.8,15008.4,800.0,4.72,CH
CH00815,7978.3,15011.4,800.0,4.66,CH
CH00816,7977.2,15014.3,800.0,4.11,CH
CH00817,7976.7,15017.2,800.0,4.52,CH
CH00818,7975.5,15020.0,800.0,4.52,CH
CH00819,7975.4,15023.1,800.0,3.88,CH
CH00820,7974.3,15025.9,800.0,5.15,CH
CH00821,7973.5,15028.8,800.0,4.22,CH
CH00822,7972.4,15031.7,800.0,4.4,CH
CH00823,7972.6,15034.8,800.0,5.0,CH
CH00824,7971.2,15037.6,800.0,4.24,CH
CH00825,7971.1,15040.6,800.0,4.61,CH
CH00826,7970.5,15043.5,800.0,4.4,CH
CH00827,7969.8,15046.5,800.0,5.01,CH
CH00828,7969.2,15049.4,800.0,3.96,CH
CH00829,7968.7,15052.4,800.0,4.89,CH
CH00830,7968.3,15055.3,800.0,4.84,CH
CH00831,7967.2,15058.2,800.0,4.64,CH
CH00832,7967.0,15061.2,800.0,5.03,CH
CH00833,7966.8,15064.2,800.0,4.6,CH
CH00834,7965.4,15067.0,800.0,4.41,CH
CH00835,7965.0,15070.0,800.0,4.95,CH
CH00836,7965.0,15073.0,800.0,5.14,CH
CH00837,7963.8,15075.9,800.0,4.58,CH
CH00838,7963.7,15078.9,800.0,4.82,CH
CH00839,7963.2,15081.8,800.0,5.15,CH
CH00840,7962.5,15084.8,800.0,5.34,CH
CH00841,7961.8,15087.7,800.0,4.29,CH
CH00842,7961.5,15090.7,800.0,4.77,CH
CH00843,7961.3,15093.7,800.0,5.43,CH
CH00844,7960.0,15096.5,800.0,4.64,CH
CH00845,7960.0,15099.6,800.0,5.12,CH
CH00846,7959.8,15102.6,800.0,4.67,CH
CH00847,7958.4,15105.4,800.0,4.73,CH
CH00848,7958.4,15108.4,800.0,4.71,CH
CH00849,7958.2,15111.4,800.0,4.58,CH
CH00850,7957.5,15114.4,800.0,4.82,CH
CH00851,7957.0,15117.3,800.0,4.89,CH
CH00852,7956.7,15120.3,800.0,3.99,CH
CH00853,7956.6,15123.3,800.0,3.84,CH
CH00854,7955.8,15126.2,800.0,4.44,CH
CH00855,7956.0,15129.3,800.0,3.73,CH
CH00856,7955.4,15132.3,800.0,4.75,CH
CH00857,7954.8,15135.2,800.0,4.09,CH
CH00858,7954.9,15138.3,800.0,3.85,CH
CH00859,7955.1,15141.3,800.0,3.67,CH
CH00860,7954.6,15144.3,800.0,4.81,CH
CH00861,7954.4,15147.3,800.0,3.89,CH
CH00862,7954.0,15150.3,800.0,5.02,CH
CH00863,7953.2,15153.2,800.0,4.66,CH
CH00864,7953.6,15156.3,800.0,4.32,CH
CH00865,7952.7,15159.2,800.0,4.55,CH
CH00866,7952.6,15162.2,800.0,4.7,CH
CH00867,7952.1,15165.2,800.0,4.15,CH
CH00868,7951.3,15168.1,800.0,3.54,CH
CH00869,7950.8,15171.1,800.0,4.69,CH
CH00870,7950.3,15174.0,800.0,4.27,CH
CH00871,7949.7,15177.0,800.0,3.38,CH
CH00872,7948.6,15179.8,800.0,4.15,CH
CH00873,7947.9,15182.7,800.0,3.28,CH
CH00874,7947.2,15185.7,800.0,4.58,CH
CH00875,7946.7,15188.6,800.0,3.57,CH
CH00876,7945.8,15191.5,800.0,3.44,CH
CH00877,7945.6,15194.5,800.0,3.8,CH
CH00878,7944.1,15197.3,800.0,3.35,CH
CH00879,7943.5,15200.2,800.0,3.31,CH
CH00880,7942.7,15203.1,800.0,3.73,CH
CH00881,7941.9,15206.0,800.0,3.75,CH
CH00882,7941.0,15208.9,800.0,4.16,CH
CH00883,7940.3,15211.9,800.0,3.39,CH
CH00884,7939.2,15214.7,800.0,3.69,CH
CH00885,8072.7,14769.1,780.0,5.29,CH
CH00886,8072.7,14772.2,780.0,4.99,CH
CH00887,8072.1,14775.1,780.0,5.12,CH
CH00888,8072.3,14778.2,780.0,5.54,CH
CH00889,8071.4,14781.1,780.0,5.88,CH
CH00890,8071.0,14784.0,780.0,6.17,CH
CH00891,8070.6,14787.0,780.0,5.15,CH
CH00892,8070.8,14790.1,780.0,5.75,CH
CH00893,8069.8,14793.0,780.0,5.71,CH
CH00894,8069.0,14795.9,780.0,6.09,CH
CH00895,8069.0,14798.9,780.0,5.77,CH
CH00896,8068.8,14801.9,780.0,5.69,CH
CH00897,8068.1,14804.9,780.0,6.85,CH
CH00898,8067.3,14807.8,780.0,6.2,CH
CH00899,8066.5,14810.7,780.0,5.98,CH
CH00900,8066.5,14813.7,780.0,5.61,CH
CH00901,8065.6,14816.6,780.0,6.75,CH
CH00902,8064.9,14819.5,780.0,6.13,CH
CH00903,8064.0,14822.4,780.0,5.54,CH
CH00904,8063.5,14825.4,780.0,6.18,CH
CH00905,8063.0,14828.3,780.0,6.4,CH
CH00906,8062.2,14831.2,780.0,6.5,CH
CH00907,8061.6,14834.2,780.0,5.22,CH
CH00908,8061.8,14837.3,780.0,5.48,CH
CH00909,8060.8,14840.1,780.0,6.36,CH
CH00910,8060.2,14843.1,780.0,5.17,CH
CH00911,8059.7,14846.0,780.0,5.28,CH
CH00912,8059.2,14849.0,780.0,5.49,CH
CH00913,8058.9,14852.0,780.0,5.32,CH
CH00914,8058.8,14855.0,780.0,6.0,CH
CH00915,8059.3,14858.1,780.0,6.1,CH
CH00916,8058.6,14861.1,780.0,5.97,CH
CH00917,8059.0,14864.2,780.0,7.06,CH
CH00918,8058.6,14867.2,780.0,6.84,CH
CH00919,8058.9,14870.3,780.0,7.46,CH
CH00920,8058.3,14873.2,780.0,7.67,CH
CH00921,8058.2,14876.2,780.0,6.64,CH
CH00922,8058.1,14879.3,780.0,6.75,CH
CH00923,8058.0,14882.3,780.0,6.99,CH
CH00924,8057.8,14885.3,780.0,6.37,CH
CH00925,8057.5,14888.3,780.0,5.58,CH
CH00926,8057.1,14891.3,780.0,5.36,CH
CH00927,8056.8,14894.3,780.0,5.16,CH
CH00928,8056.7,14897.3,780.0,5.02,CH
CH00929,8056.3,14900.3,780.0,4.65,CH
CH00930,8056.1,14903.3,780.0,4.94,CH
CH00931,8055.8,14906.3,780.0,4.65,CH
CH00932,8056.3,14909.4,780.0,4.27,CH
CH00933,8056.1,14912.4,780.0,4.36,CH
CH00934,8055.2,14915.3,780.0,3.33,CH
CH00935,8055.5,14918.4,780.0,3.66,CH
CH00936,8054.3,14921.2,780.0,3.25,CH
CH00937,8054.8,14924.4,780.0,3.26,CH
CH00938,8053.6,14927.2,780.0,4.43,CH
CH00939,8053.4,14930.2,780.0,4.53,CH
CH00940,8053.3,14933.2,780.0,4.54,CH
CH00941,8052.4,14936.1,780.0,3.34,CH
CH00942,8052.2,14939.1,780.0,4.83,CH
CH00943,8052.1,14942.2,780.0,4.43,CH
CH00944,8051.8,14945.2,780.0,3.84,CH
CH00945,8050.8,14948.0,780.0,3.75,CH
CH00946,8050.8,14951.1,780.0,3.86,CH
CH00947,8050.4,14954.0,780.0,4.91,CH
CH00948,8049.8,14957.0,780.0,4.92,CH
CH00949,8049.5,14960.0,780.0,4.45,CH
CH00950,8048.5,14962.9,780.0,5.69,CH
CH00951,8047.6,14965.7,780.0,5.82,CH
CH00952,8047.3,14968.7,780.0,5.28,CH
CH00953,8046.8,14971.7,780.0,5.15,CH
CH00954,8046.5,14974.7,780.0,4.88,CH
CH00955,8046.1,14977.7,780.0,5.71,CH
