X,Y,TOP_Z,MID_Z,BASE_Z
3050.0,900.0,-1492.79,-1502.51,-1510.42
3100.0,900.0,-1492.39,-1502.02,-1510.08
3150.0,900.0,-1492.0,-1501.52,-1509.72
3200.0,900.0,-1491.62,-1500.99,-1509.35
3250.0,900.0,-1491.25,-1500.45,-1508.97
3300.0,900.0,-1490.9,-1499.91,-1508.58
3350.0,900.0,-1490.57,-1499.37,-1508.19
3400.0,900.0,-1490.26,-1498.84,-1507.8
3450.0,900.0,-1489.98,-1498.33,-1507.42
3500.0,900.0,-1489.73,-1497.84,-1507.04
3550.0,900.0,-1489.51,-1497.39,-1506.68
3600.0,900.0,-1489.33,-1496.98,-1506.33
3650.0,900.0,-1489.19,-1496.61,-1505.99
3700.0,900.0,-1489.1,-1496.28,-1505.66
3750.0,900.0,-1489.04,-1496.0,-1505.36
3800.0,900.0,-1489.03,-1495.77,-1505.07
3850.0,900.0,-1489.06,-1495.58,-1504.79
3900.0,900.0,-1489.14,-1495.45,-1504.54
3950.0,900.0,-1489.26,-1495.35,-1504.3
4000.0,900.0,-1489.42,-1495.31,-1504.09
4050.0,900.0,-1489.63,-1495.32,-1503.9
4100.0,900.0,-1489.87,-1495.37,-1503.74
4150.0,900.0,-1490.15,-1495.47,-1503.62
4200.0,900.0,-1490.47,-1495.62,-1503.53
4250.0,900.0,-1490.82,-1495.82,-1503.49
4300.0,900.0,-1491.21,-1496.08,-1503.49
4350.0,900.0,-1491.63,-1496.4,-1503.56
4400.0,900.0,-1492.07,-1496.77,-1503.69
4450.0,900.0,-1492.54,-1497.21,-1503.89
4500.0,900.0,-1493.04,-1497.71,-1504.17
4550.0,900.0,-1493.56,-1498.28,-1504.52
4600.0,900.0,-1494.1,-1498.92,-1504.96
4650.0,900.0,-1494.67,-1499.62,-1505.48
4700.0,900.0,-1495.26,-1500.39,-1506.09
4750.0,900.0,-1495.87,-1501.21,-1506.78
4800.0,900.0,-1496.5,-1502.1,-1507.56
4850.0,900.0,-1497.16,-1503.04,-1508.41
4900.0,900.0,-1497.84,-1504.03,-1509.33
4950.0,900.0,-1498.54,-1505.07,-1510.33
5000.0,900.0,-1499.27,-1506.15,-1511.38
0.0,950.0,-1469.57,-1475.18,-1479.93
50.0,950.0,-1470.38,-1476.07,-1480.88
100.0,950.0,-1471.22,-1477.02,-1481.92
150.0,950.0,-1472.08,-1478.04,-1483.02
200.0,950.0,-1472.96,-1479.11,-1484.18
250.0,950.0,-1473.87,-1480.23,-1485.38
300.0,950.0,-1474.79,-1481.4,-1486.63
350.0,950.0,-1475.73,-1482.59,-1487.9
400.0,950.0,-1476.68,-1483.81,-1489.2
450.0,950.0,-1477.64,-1485.05,-1490.5
500.0,950.0,-1478.6,-1486.3,-1491.8
550.0,950.0,-1479.57,-1487.55,-1493.1
600.0,950.0,-1480.54,-1488.8,-1494.38
650.0,950.0,-1481.49,-1490.04,-1495.64
700.0,950.0,-1482.44,-1491.25,-1496.86
750.0,950.0,-1483.37,-1492.45,-1498.06
800.0,950.0,-1484.29,-1493.61,-1499.22
850.0,950.0,-1485.18,-1494.74,-1500.34
900.0,950.0,-1486.05,-1495.83,-1501.41
950.0,950.0,-1486.9,-1496.88,-1502.44
1000.0,950.0,-1487.71,-1497.89,-1503.43
1050.0,950.0,-1488.49,-1498.85,-1504.37
1100.0,950.0,-1489.24,-1499.76,-1505.27
1150.0,950.0,-1489.95,-1500.62,-1506.13
1200.0,950.0,-1490.63,-1501.42,-1506.95
1250.0,950.0,-1491.27,-1502.18,-1507.73
1300.0,950.0,-1491.87,-1502.88,-1508.48
1350.0,950.0,-1492.43,-1503.54,-1509.18
1400.0,950.0,-1492.96,-1504.13,-1509.85
1450.0,950.0,-1493.45,-1504.68,-1510.48
1500.0,950.0,-1493.9,-1505.17,-1511.08
1550.0,950.0,-1494.32,-1505.6,-1511.63
1600.0,950.0,-1494.7,-1505.98,-1512.14
1650.0,950.0,-1495.05,-1506.31,-1512.6
1700.0,950.0,-1495.37,-1506.58,-1513.02
1750.0,950.0,-1495.65,-1506.79,-1513.39
1800.0,950.0,-1495.9,-1506.96,-1513.71
1850.0,950.0,-1496.12,-1507.07,-1513.97
1900.0,950.0,-1496.31,-1507.13,-1514.18
1950.0,950.0,-1496.46,-1507.16,-1514.34
2000.0,950.0,-1496.59,-1507.14,-1514.44
2050.0,950.0,-1496.69,-1507.08,-1514.49
2100.0,950.0,-1496.76,-1507.0,-1514.5
2150.0,950.0,-1496.79,-1506.89,-1514.47
2200.0,950.0,-1496.8,-1506.76,-1514.39
2250.0,950.0,-1496.77,-1506.62,-1514.29
2300.0,950.0,-1496.72,-1506.46,-1514.15
2350.0,950.0,-1496.63,-1506.3,-1513.99
2400.0,950.0,-1496.52,-1506.13,-1513.82
2450.0,950.0,-1496.37,-1505.96,-1513.62
2500.0,950.0,-1496.2,-1505.78,-1513.41
2550.0,950.0,-1495.99,-1505.59,-1513.19
2600.0,950.0,-1495.76,-1505.4,-1512.96
2650.0,950.0,-1495.5,-1505.18,-1512.72
2700.0,950.0,-1495.21,-1504.95,-1512.46
2750.0,950.0,-1494.9,-1504.7,-1512.2
2800.0,950.0,-1494.58,-1504.42,-1511.92
2850.0,950.0,-1494.23,-1504.11,-1511.62
2900.0,950.0,-1493.87,-1503.77,-1511.32
2950.0,950.0,-1493.5,-1503.4,-1510.99
3000.0,950.0,-1493.11,-1502.99,-1510.65
3050.0,950.0,-1492.73,-1502.55,-1510.3
3100.0,950.0,-1492.35,-1502.08,-1509.94
3150.0,950.0,-1491.97,-1501.59,-1509.56
3200.0,950.0,-1491.6,-1501.08,-1509.19
3250.0,950.0,-1491.24,-1500.56,-1508.8
3300.0,950.0,-1490.9,-1500.04,-1508.42
3350.0,950.0,-1490.59,-1499.53,-1508.05
3400.0,950.0,-1490.3,-1499.02,-1507.69
3450.0,950.0,-1490.04,-1498.54,-1507.33
3500.0,950.0,-1489.81,-1498.08,-1506.99
3550.0,950.0,-1489.62,-1497.66,-1506.67
3600.0,950.0,-1489.46,-1497.28,-1506.37
3650.0,950.0,-1489.35,-1496.93,-1506.08
3700.0,950.0,-1489.28,-1496.64,-1505.81
3750.0,950.0,-1489.26,-1496.38,-1505.56
3800.0,950.0,-1489.28,-1496.17,-1505.33
3850.0,950.0,-1489.34,-1496.01,-1505.11
3900.0,950.0,-1489.45,-1495.9,-1504.91
3950.0,950.0,-1489.6,-1495.83,-1504.73
4000.0,950.0,-1489.79,-1495.8,-1504.56
4050.0,950.0,-1490.03,-1495.83,-1504.42
4100.0,950.0,-1490.3,-1495.89,-1504.3
4150.0,950.0,-1490.62,-1496.01,-1504.22
4200.0,950.0,-1490.97,-1496.18,-1504.16
4250.0,950.0,-1491.35,-1496.4,-1504.15
4300.0,950.0,-1491.76,-1496.67,-1504.18
4350.0,950.0,-1492.2,-1497.0,-1504.27
4400.0,950.0,-1492.67,-1497.4,-1504.43
4450.0,950.0,-1493.16,-1497.85,-1504.64
4500.0,950.0,-1493.68,-1498.37,-1504.93
4550.0,950.0,-1494.22,-1498.96,-1505.3
4600.0,950.0,-1494.78,-1499.62,-1505.75
4650.0,950.0,-1495.36,-1500.33,-1506.28
4700.0,950.0,-1495.96,-1501.12,-1506.9
4750.0,950.0,-1496.58,-1501.96,-1507.59
4800.0,950.0,-1497.22,-1502.87,-1508.37
4850.0,950.0,-1497.88,-1503.82,-1509.22
4900.0,950.0,-1498.56,-1504.82,-1510.15
4950.0,950.0,-1499.27,-1505.87,-1511.14
5000.0,950.0,-1500.0,-1506.95,-1512.19
0.0,1000.0,-1469.56,-1475.3,-1480.0
50.0,1000.0,-1470.36,-1476.18,-1480.96
100.0,1000.0,-1471.19,-1477.14,-1481.99
150.0,1000.0,-1472.04,-1478.15,-1483.09
200.0,1000.0,-1472.91,-1479.22,-1484.25
250.0,1000.0,-1473.8,-1480.33,-1485.45
300.0,1000.0,-1474.71,-1481.48,-1486.7
350.0,1000.0,-1475.64,-1482.67,-1487.96
400.0,1000.0,-1476.57,-1483.87,-1489.25
450.0,1000.0,-1477.52,-1485.09,-1490.54
500.0,1000.0,-1478.46,-1486.32,-1491.83
550.0,1000.0,-1479.41,-1487.55,-1493.11
600.0,1000.0,-1480.36,-1488.77,-1494.37
650.0,1000.0,-1481.3,-1489.97,-1495.6
700.0,1000.0,-1482.22,-1491.16,-1496.8
750.0,1000.0,-1483.14,-1492.31,-1497.97
800.0,1000.0,-1484.03,-1493.44,-1499.09
850.0,1000.0,-1484.91,-1494.53,-1500.17
900.0,1000.0,-1485.76,-1495.58,-1501.21
950.0,1000.0,-1486.59,-1496.58,-1502.2
1000.0,1000.0,-1487.38,-1497.55,-1503.15
1050.0,1000.0,-1488.15,-1498.47,-1504.05
1100.0,1000.0,-1488.88,-1499.35,-1504.92
1150.0,1000.0,-1489.58,-1500.17,-1505.74
1200.0,1000.0,-1490.25,-1500.96,-1506.53
1250.0,1000.0,-1490.88,-1501.69,-1507.29
1300.0,1000.0,-1491.48,-1502.38,-1508.02
1350.0,1000.0,-1492.04,-1503.02,-1508.71
1400.0,1000.0,-1492.56,-1503.62,-1509.38
1450.0,1000.0,-1493.05,-1504.16,-1510.01
1500.0,1000.0,-1493.51,-1504.66,-1510.61
1550.0,1000.0,-1493.93,-1505.1,-1511.17
1600.0,1000.0,-1494.32,-1505.49,-1511.7
1650.0,1000.0,-1494.68,-1505.83,-1512.19
1700.0,1000.0,-1495.01,-1506.12,-1512.64
1750.0,1000.0,-1495.3,-1506.36,-1513.04
1800.0,1000.0,-1495.57,-1506.54,-1513.39
1850.0,1000.0,-1495.8,-1506.67,-1513.69
1900.0,1000.0,-1496.01,-1506.76,-1513.94
1950.0,1000.0,-1496.18,-1506.8,-1514.14
2000.0,1000.0,-1496.32,-1506.8,-1514.29
2050.0,1000.0,-1496.44,-1506.77,-1514.39
2100.0,1000.0,-1496.52,-1506.71,-1514.44
2150.0,1000.0,-1496.57,-1506.62,-1514.44
2200.0,1000.0,-1496.6,-1506.51,-1514.41
2250.0,1000.0,-1496.59,-1506.39,-1514.33
2300.0,1000.0,-1496.55,-1506.26,-1514.23
2350.0,1000.0,-1496.47,-1506.12,-1514.1
2400.0,1000.0,-1496.37,-1505.97,-1513.94
2450.0,1000.0,-1496.24,-1505.81,-1513.76
2500.0,1000.0,-1496.07,-1505.65,-1513.56
2550.0,1000.0,-1495.87,-1505.49,-1513.34
2600.0,1000.0,-1495.65,-1505.31,-1513.1
2650.0,1000.0,-1495.4,-1505.11,-1512.85
2700.0,1000.0,-1495.12,-1504.9,-1512.58
2750.0,1000.0,-1494.82,-1504.66,-1512.3
2800.0,1000.0,-1494.49,-1504.39,-1511.99
2850.0,1000.0,-1494.15,-1504.1,-1511.67
2900.0,1000.0,-1493.8,-1503.77,-1511.33
2950.0,1000.0,-1493.43,-1503.41,-1510.97
3000.0,1000.0,-1493.06,-1503.02,-1510.61
3050.0,1000.0,-1492.69,-1502.59,-1510.23
3100.0,1000.0,-1492.31,-1502.14,-1509.84
3150.0,1000.0,-1491.94,-1501.66,-1509.44
3200.0,1000.0,-1491.59,-1501.17,-1509.05
3250.0,1000.0,-1491.24,-1500.68,-1508.66
3300.0,1000.0,-1490.92,-1500.18,-1508.29
3350.0,1000.0,-1490.62,-1499.69,-1507.92
3400.0,1000.0,-1490.35,-1499.21,-1507.57
3450.0,1000.0,-1490.11,-1498.76,-1507.25
3500.0,1000.0,-1489.9,-1498.33,-1506.94
3550.0,1000.0,-1489.73,-1497.94,-1506.66
3600.0,1000.0,-1489.61,-1497.58,-1506.4
3650.0,1000.0,-1489.52,-1497.27,-1506.16
3700.0,1000.0,-1489.48,-1497.0,-1505.95
3750.0,1000.0,-1489.48,-1496.78,-1505.75
3800.0,1000.0,-1489.53,-1496.6,-1505.58
3850.0,1000.0,-1489.63,-1496.47,-1505.42
3900.0,1000.0,-1489.77,-1496.38,-1505.27
3950.0,1000.0,-1489.95,-1496.33,-1505.15
4000.0,1000.0,-1490.17,-1496.33,-1505.04
4050.0,1000.0,-1490.44,-1496.37,-1504.95
4100.0,1000.0,-1490.75,-1496.46,-1504.88
4150.0,1000.0,-1491.09,-1496.59,-1504.83
4200.0,1000.0,-1491.47,-1496.78,-1504.82
4250.0,1000.0,-1491.87,-1497.01,-1504.84
4300.0,1000.0,-1492.31,-1497.3,-1504.91
4350.0,1000.0,-1492.78,-1497.65,-1505.03
4400.0,1000.0,-1493.27,-1498.06,-1505.21
4450.0,1000.0,-1493.79,-1498.54,-1505.45
4500.0,1000.0,-1494.32,-1499.08,-1505.76
4550.0,1000.0,-1494.88,-1499.68,-1506.14
4600.0,1000.0,-1495.45,-1500.35,-1506.6
4650.0,1000.0,-1496.05,-1501.09,-1507.14
4700.0,1000.0,-1496.66,-1501.89,-1507.76
4750.0,1000.0,-1497.29,-1502.74,-1508.46
4800.0,1000.0,-1497.94,-1503.66,-1509.24
4850.0,1000.0,-1498.6,-1504.62,-1510.09
4900.0,1000.0,-1499.29,-1505.64,-1511.01
4950.0,1000.0,-1500.0,-1506.69,-1511.99
5000.0,1000.0,-1500.73,-1507.78,-1513.04
0.0,1050.0,-1469.59,-1475.47,-1480.17
50.0,1050.0,-1470.38,-1476.36,-1481.13
100.0,1050.0,-1471.2,-1477.3,-1482.16
150.0,1050.0,-1472.04,-1478.31,-1483.25
200.0,1050.0,-1472.9,-1479.37,-1484.41
250.0,1050.0,-1473.77,-1480.47,-1485.61
300.0,1050.0,-1474.67,-1481.61,-1486.84
350.0,1050.0,-1475.58,-1482.78,-1488.1
400.0,1050.0,-1476.5,-1483.97,-1489.37
450.0,1050.0,-1477.42,-1485.17,-1490.65
500.0,1050.0,-1478.35,-1486.37,-1491.92
550.0,1050.0,-1479.28,-1487.57,-1493.18
600.0,1050.0,-1480.2,-1488.75,-1494.41
650.0,1050.0,-1481.12,-1489.92,-1495.61
700.0,1050.0,-1482.03,-1491.07,-1496.78
750.0,1050.0,-1482.92,-1492.18,-1497.91
800.0,1050.0,-1483.8,-1493.26,-1498.99
850.0,1050.0,-1484.65,-1494.31,-1500.03
900.0,1050.0,-1485.48,-1495.31,-1501.03
950.0,1050.0,-1486.29,-1496.28,-1501.97
1000.0,1050.0,-1487.07,-1497.2,-1502.88
1050.0,1050.0,-1487.82,-1498.08,-1503.74
1100.0,1050.0,-1488.54,-1498.92,-1504.57
1150.0,1050.0,-1489.23,-1499.72,-1505.36
1200.0,1050.0,-1489.88,-1500.47,-1506.12
1250.0,1050.0,-1490.5,-1501.19,-1506.85
1300.0,1050.0,-1491.09,-1501.86,-1507.56
1350.0,1050.0,-1491.65,-1502.49,-1508.24
1400.0,1050.0,-1492.17,-1503.08,-1508.89
1450.0,1050.0,-1492.67,-1503.62,-1509.53
1500.0,1050.0,-1493.13,-1504.12,-1510.13
1550.0,1050.0,-1493.55,-1504.58,-1510.71
1600.0,1050.0,-1493.95,-1504.98,-1511.25
1650.0,1050.0,-1494.32,-1505.34,-1511.77
1700.0,1050.0,-1494.65,-1505.64,-1512.24
1750.0,1050.0,-1494.96,-1505.9,-1512.67
1800.0,1050.0,-1495.24,-1506.1,-1513.06
1850.0,1050.0,-1495.49,-1506.26,-1513.4
1900.0,1050.0,-1495.71,-1506.37,-1513.7
1950.0,1050.0,-1495.9,-1506.44,-1513.94
2000.0,1050.0,-1496.06,-1506.46,-1514.13
2050.0,1050.0,-1496.19,-1506.45,-1514.27
2100.0,1050.0,-1496.29,-1506.41,-1514.37
2150.0,1050.0,-1496.36,-1506.35,-1514.42
2200.0,1050.0,-1496.4,-1506.27,-1514.42
2250.0,1050.0,-1496.4,-1506.17,-1514.39
2300.0,1050.0,-1496.37,-1506.06,-1514.32
2350.0,1050.0,-1496.32,-1505.94,-1514.22
2400.0,1050.0,-1496.22,-1505.81,-1514.09
2450.0,1050.0,-1496.1,-1505.68,-1513.93
2500.0,1050.0,-1495.95,-1505.54,-1513.75
2550.0,1050.0,-1495.76,-1505.39,-1513.54
2600.0,1050.0,-1495.54,-1505.23,-1513.3
2650.0,1050.0,-1495.3,-1505.05,-1513.04
2700.0,1050.0,-1495.03,-1504.85,-1512.76
2750.0,1050.0,-1494.73,-1504.62,-1512.45
2800.0,1050.0,-1494.42,-1504.37,-1512.13
2850.0,1050.0,-1494.09,-1504.09,-1511.78
2900.0,1050.0,-1493.74,-1503.77,-1511.41
2950.0,1050.0,-1493.38,-1503.42,-1511.02
3000.0,1050.0,-1493.02,-1503.04,-1510.62
3050.0,1050.0,-1492.65,-1502.63,-1510.21
3100.0,1050.0,-1492.28,-1502.19,-1509.79
3150.0,1050.0,-1491.93,-1501.73,-1509.37
3200.0,1050.0,-1491.58,-1501.26,-1508.96
3250.0,1050.0,-1491.25,-1500.79,-1508.56
3300.0,1050.0,-1490.95,-1500.31,-1508.18
3350.0,1050.0,-1490.66,-1499.84,-1507.82
3400.0,1050.0,-1490.41,-1499.4,-1507.48
3450.0,1050.0,-1490.19,-1498.97,-1507.17
3500.0,1050.0,-1490.01,-1498.58,-1506.89
3550.0,1050.0,-1489.86,-1498.22,-1506.64
3600.0,1050.0,-1489.76,-1497.9,-1506.43
3650.0,1050.0,-1489.7,-1497.62,-1506.24
3700.0,1050.0,-1489.69,-1497.39,-1506.07
3750.0,1050.0,-1489.72,-1497.19,-1505.94
3800.0,1050.0,-1489.8,-1497.05,-1505.82
3850.0,1050.0,-1489.93,-1496.94,-1505.72
3900.0,1050.0,-1490.09,-1496.88,-1505.63
3950.0,1050.0,-1490.31,-1496.86,-1505.57
4000.0,1050.0,-1490.56,-1496.88,-1505.51
4050.0,1050.0,-1490.86,-1496.95,-1505.48
4100.0,1050.0,-1491.2,-1497.06,-1505.46
4150.0,1050.0,-1491.57,-1497.21,-1505.46
4200.0,1050.0,-1491.97,-1497.42,-1505.5
4250.0,1050.0,-1492.41,-1497.67,-1505.56
4300.0,1050.0,-1492.87,-1497.98,-1505.67
4350.0,1050.0,-1493.36,-1498.35,-1505.82
4400.0,1050.0,-1493.88,-1498.77,-1506.03
4450.0,1050.0,-1494.41,-1499.26,-1506.3
4500.0,1050.0,-1494.97,-1499.82,-1506.63
4550.0,1050.0,-1495.54,-1500.44,-1507.03
4600.0,1050.0,-1496.13,-1501.12,-1507.5
4650.0,1050.0,-1496.74,-1501.87,-1508.05
4700.0,1050.0,-1497.36,-1502.69,-1508.68
4750.0,1050.0,-1498.0,-1503.55,-1509.38
4800.0,1050.0,-1498.66,-1504.48,-1510.16
4850.0,1050.0,-1499.33,-1505.45,-1511.0
4900.0,1050.0,-1500.02,-1506.47,-1511.91
4950.0,1050.0,-1500.73,-1507.52,-1512.89
5000.0,1050.0,-1501.45,-1508.61,-1513.92
0.0,1100.0,-1469.65,-1475.7,-1480.44
50.0,1100.0,-1470.43,-1476.58,-1481.39
100.0,1100.0,-1471.24,-1477.52,-1482.41
150.0,1100.0,-1472.07,-1478.51,-1483.5
200.0,1100.0,-1472.91,-1479.56,-1484.65
250.0,1100.0,-1473.78,-1480.65,-1485.84
300.0,1100.0,-1474.66,-1481.77,-1487.06
350.0,1100.0,-1475.55,-1482.92,-1488.3
400.0,1100.0,-1476.45,-1484.09,-1489.56
450.0,1100.0,-1477.36,-1485.26,-1490.82
500.0,1100.0,-1478.26,-1486.43,-1492.06
550.0,1100.0,-1479.17,-1487.6,-1493.29
600.0,1100.0,-1480.08,-1488.75,-1494.5
650.0,1100.0,-1480.97,-1489.88,-1495.67
700.0,1100.0,-1481.86,-1490.98,-1496.8
750.0,1100.0,-1482.73,-1492.05,-1497.88
800.0,1100.0,-1483.58,-1493.09,-1498.93
850.0,1100.0,-1484.41,-1494.09,-1499.92
900.0,1100.0,-1485.22,-1495.05,-1500.87
950.0,1100.0,-1486.01,-1495.96,-1501.77
1000.0,1100.0,-1486.77,-1496.84,-1502.63
1050.0,1100.0,-1487.5,-1497.68,-1503.45
1100.0,1100.0,-1488.21,-1498.48,-1504.23
1150.0,1100.0,-1488.88,-1499.24,-1504.99
1200.0,1100.0,-1489.52,-1499.97,-1505.72
1250.0,1100.0,-1490.14,-1500.66,-1506.42
1300.0,1100.0,-1490.72,-1501.32,-1507.1
1350.0,1100.0,-1491.27,-1501.94,-1507.76
1400.0,1100.0,-1491.79,-1502.52,-1508.41
1450.0,1100.0,-1492.28,-1503.06,-1509.04
1500.0,1100.0,-1492.75,-1503.57,-1509.64
1550.0,1100.0,-1493.18,-1504.03,-1510.23
1600.0,1100.0,-1493.58,-1504.45,-1510.79
1650.0,1100.0,-1493.96,-1504.82,-1511.32
1700.0,1100.0,-1494.3,-1505.15,-1511.82
1750.0,1100.0,-1494.62,-1505.43,-1512.29
1800.0,1100.0,-1494.91,-1505.66,-1512.71
1850.0,1100.0,-1495.18,-1505.84,-1513.09
1900.0,1100.0,-1495.41,-1505.97,-1513.42
1950.0,1100.0,-1495.62,-1506.06,-1513.71
2000.0,1100.0,-1495.79,-1506.12,-1513.95
2050.0,1100.0,-1495.94,-1506.13,-1514.14
2100.0,1100.0,-1496.06,-1506.12,-1514.29
2150.0,1100.0,-1496.14,-1506.08,-1514.38
2200.0,1100.0,-1496.2,-1506.03,-1514.44
2250.0,1100.0,-1496.22,-1505.95,-1514.45
2300.0,1100.0,-1496.2,-1505.87,-1514.42
2350.0,1100.0,-1496.16,-1505.77,-1514.36
2400.0,1100.0,-1496.08,-1505.67,-1514.26
2450.0,1100.0,-1495.97,-1505.56,-1514.13
2500.0,1100.0,-1495.82,-1505.44,-1513.96
2550.0,1100.0,-1495.65,-1505.3,-1513.76
2600.0,1100.0,-1495.44,-1505.16,-1513.54
2650.0,1100.0,-1495.21,-1504.99,-1513.28
2700.0,1100.0,-1494.94,-1504.81,-1512.98
2750.0,1100.0,-1494.66,-1504.6,-1512.66
2800.0,1100.0,-1494.35,-1504.36,-1512.31
2850.0,1100.0,-1494.02,-1504.08,-1511.94
2900.0,1100.0,-1493.68,-1503.78,-1511.54
2950.0,1100.0,-1493.33,-1503.44,-1511.12
3000.0,1100.0,-1492.98,-1503.07,-1510.69
3050.0,1100.0,-1492.62,-1502.67,-1510.24
3100.0,1100.0,-1492.27,-1502.24,-1509.8
3150.0,1100.0,-1491.92,-1501.8,-1509.35
3200.0,1100.0,-1491.59,-1501.35,-1508.92
3250.0,1100.0,-1491.28,-1500.89,-1508.5
3300.0,1100.0,-1490.99,-1500.44,-1508.11
3350.0,1100.0,-1490.72,-1500.0,-1507.75
3400.0,1100.0,-1490.49,-1499.58,-1507.42
3450.0,1100.0,-1490.29,-1499.19,-1507.12
3500.0,1100.0,-1490.13,-1498.83,-1506.86
3550.0,1100.0,-1490.01,-1498.5,-1506.65
3600.0,1100.0,-1489.93,-1498.22,-1506.47
3650.0,1100.0,-1489.9,-1497.97,-1506.32
3700.0,1100.0,-1489.91,-1497.78,-1506.21
3750.0,1100.0,-1489.97,-1497.62,-1506.12
3800.0,1100.0,-1490.08,-1497.51,-1506.06
3850.0,1100.0,-1490.23,-1497.43,-1506.02
3900.0,1100.0,-1490.43,-1497.4,-1505.99
3950.0,1100.0,-1490.68,-1497.41,-1505.98
4000.0,1100.0,-1490.96,-1497.46,-1505.99
4050.0,1100.0,-1491.29,-1497.55,-1506.01
4100.0,1100.0,-1491.65,-1497.69,-1506.05
4150.0,1100.0,-1492.05,-1497.87,-1506.11
4200.0,1100.0,-1492.48,-1498.09,-1506.2
4250.0,1100.0,-1492.94,-1498.37,-1506.31
4300.0,1100.0,-1493.43,-1498.69,-1506.46
4350.0,1100.0,-1493.95,-1499.08,-1506.65
4400.0,1100.0,-1494.48,-1499.52,-1506.89
4450.0,1100.0,-1495.04,-1500.03,-1507.19
4500.0,1100.0,-1495.61,-1500.6,-1507.54
4550.0,1100.0,-1496.2,-1501.23,-1507.96
4600.0,1100.0,-1496.81,-1501.93,-1508.45
4650.0,1100.0,-1497.43,-1502.69,-1509.01
4700.0,1100.0,-1498.06,-1503.52,-1509.65
4750.0,1100.0,-1498.71,-1504.39,-1510.35
4800.0,1100.0,-1499.37,-1505.32,-1511.12
4850.0,1100.0,-1500.05,-1506.3,-1511.96
4900.0,1100.0,-1500.74,-1507.32,-1512.86
4950.0,1100.0,-1501.45,-1508.37,-1513.82
5000.0,1100.0,-1502.18,-1509.46,-1514.84
0.0,1150.0,-1469.75,-1475.97,-1480.78
50.0,1150.0,-1470.53,-1476.84,-1481.73
100.0,1150.0,-1471.32,-1477.77,-1482.75
150.0,1150.0,-1472.13,-1478.75,-1483.83
200.0,1150.0,-1472.97,-1479.78,-1484.96
250.0,1150.0,-1473.81,-1480.85,-1486.14
300.0,1150.0,-1474.68,-1481.96,-1487.34
350.0,1150.0,-1475.55,-1483.08,-1488.57
400.0,1150.0,-1476.43,-1484.22,-1489.8
450.0,1150.0,-1477.32,-1485.37,-1491.03
500.0,1150.0,-1478.21,-1486.51,-1492.25
550.0,1150.0,-1479.09,-1487.64,-1493.45
600.0,1150.0,-1479.97,-1488.76,-1494.62
650.0,1150.0,-1480.85,-1489.84,-1495.75
700.0,1150.0,-1481.71,-1490.9,-1496.84
750.0,1150.0,-1482.55,-1491.93,-1497.89
800.0,1150.0,-1483.38,-1492.91,-1498.88
850.0,1150.0,-1484.19,-1493.86,-1499.83
900.0,1150.0,-1484.98,-1494.77,-1500.73
950.0,1150.0,-1485.75,-1495.64,-1501.58
1000.0,1150.0,-1486.49,-1496.47,-1502.39
1050.0,1150.0,-1487.2,-1497.27,-1503.17
1100.0,1150.0,-1487.89,-1498.03,-1503.91
1150.0,1150.0,-1488.55,-1498.76,-1504.62
1200.0,1150.0,-1489.18,-1499.46,-1505.32
1250.0,1150.0,-1489.78,-1500.12,-1505.99
1300.0,1150.0,-1490.36,-1500.76,-1506.64
1350.0,1150.0,-1490.9,-1501.37,-1507.29
1400.0,1150.0,-1491.42,-1501.94,-1507.92
1450.0,1150.0,-1491.91,-1502.49,-1508.54
1500.0,1150.0,-1492.37,-1503.0,-1509.15
1550.0,1150.0,-1492.81,-1503.47,-1509.74
1600.0,1150.0,-1493.22,-1503.9,-1510.31
1650.0,1150.0,-1493.6,-1504.29,-1510.86
1700.0,1150.0,-1493.96,-1504.64,-1511.38
1750.0,1150.0,-1494.29,-1504.94,-1511.88
1800.0,1150.0,-1494.59,-1505.19,-1512.33
1850.0,1150.0,-1494.87,-1505.4,-1512.75
1900.0,1150.0,-1495.12,-1505.56,-1513.13
1950.0,1150.0,-1495.34,-1505.68,-1513.46
2000.0,1150.0,-1495.53,-1505.77,-1513.75
2050.0,1150.0,-1495.7,-1505.81,-1513.99
2100.0,1150.0,-1495.83,-1505.83,-1514.18
2150.0,1150.0,-1495.93,-1505.82,-1514.33
2200.0,1150.0,-1496.0,-1505.79,-1514.43
2250.0,1150.0,-1496.03,-1505.74,-1514.5
2300.0,1150.0,-1496.04,-1505.68,-1514.51
2350.0,1150.0,-1496.0,-1505.61,-1514.49
2400.0,1150.0,-1495.94,-1505.53,-1514.43
2450.0,1150.0,-1495.84,-1505.44,-1514.33
2500.0,1150.0,-1495.71,-1505.34,-1514.19
2550.0,1150.0,-1495.54,-1505.23,-1514.01
2600.0,1150.0,-1495.34,-1505.1,-1513.8
2650.0,1150.0,-1495.12,-1504.95,-1513.54
2700.0,1150.0,-1494.86,-1504.78,-1513.25
2750.0,1150.0,-1494.58,-1504.58,-1512.92
2800.0,1150.0,-1494.29,-1504.34,-1512.55
2850.0,1150.0,-1493.97,-1504.08,-1512.15
2900.0,1150.0,-1493.64,-1503.78,-1511.73
2950.0,1150.0,-1493.3,-1503.45,-1511.28
3000.0,1150.0,-1492.95,-1503.09,-1510.81
3050.0,1150.0,-1492.61,-1502.7,-1510.33
3100.0,1150.0,-1492.26,-1502.29,-1509.86
