WELL,MD_FROM,MD_TO,X,Y,Z,UNIT,FACIES,FACIES_NAME
F05,1509.6,1509.8,3028.71,3740.92,-1494.27,UPPER,3,HETEROLITHIC
F05,1509.8,1510.0,3028.66,3740.88,-1494.46,UPPER,3,HETEROLITHIC
F05,1510.0,1510.2,3028.61,3740.85,-1494.65,UPPER,3,HETEROLITHIC
F05,1510.2,1510.4,3028.56,3740.81,-1494.84,UPPER,3,HETEROLITHIC
F05,1510.4,1510.6,3028.51,3740.77,-1495.03,UPPER,3,HETEROLITHIC
F05,1510.6,1510.8,3028.45,3740.73,-1495.22,UPPER,2,SAND_SHALY
F05,1510.8,1511.0,3028.4,3740.69,-1495.41,UPPER,2,SAND_SHALY
F05,1511.0,1511.2,3028.35,3740.65,-1495.6,UPPER,2,SAND_SHALY
F05,1511.2,1511.4,3028.3,3740.62,-1495.79,UPPER,3,HETEROLITHIC
F05,1511.4,1511.6,3028.25,3740.58,-1495.98,UPPER,3,HETEROLITHIC
F05,1511.6,1511.8,3028.2,3740.54,-1496.17,UPPER,4,SHALE
F05,1511.8,1512.0,3028.14,3740.5,-1496.36,UPPER,4,SHALE
F05,1512.0,1512.2,3028.09,3740.46,-1496.55,UPPER,4,SHALE
F05,1512.2,1512.4,3028.04,3740.42,-1496.74,UPPER,3,HETEROLITHIC
F05,1512.4,1512.6,3027.99,3740.39,-1496.93,UPPER,3,HETEROLITHIC
F05,1512.6,1512.8,3027.94,3740.35,-1497.12,UPPER,3,HETEROLITHIC
F05,1512.8,1513.0,3027.89,3740.31,-1497.3,UPPER,2,SAND_SHALY
F05,1513.0,1513.2,3027.83,3740.27,-1497.49,UPPER,2,SAND_SHALY
F05,1513.2,1513.4,3027.78,3740.23,-1497.68,UPPER,2,SAND_SHALY
F05,1513.4,1513.6,3027.73,3740.2,-1497.87,UPPER,2,SAND_SHALY
F05,1513.6,1513.8,3027.68,3740.16,-1498.06,UPPER,3,HETEROLITHIC
F05,1513.8,1514.0,3027.63,3740.12,-1498.25,UPPER,3,HETEROLITHIC
F05,1514.0,1514.2,3027.58,3740.08,-1498.44,UPPER,3,HETEROLITHIC
F05,1514.2,1514.4,3027.52,3740.04,-1498.63,UPPER,2,SAND_SHALY
F05,1514.4,1514.6,3027.47,3740.0,-1498.82,UPPER,2,SAND_SHALY
F05,1514.6,1514.8,3027.42,3739.97,-1499.01,UPPER,2,SAND_SHALY
F05,1514.8,1515.0,3027.37,3739.93,-1499.2,LOWER,3,HETEROLITHIC
F05,1515.0,1515.2,3027.32,3739.89,-1499.39,LOWER,4,SHALE
F05,1515.2,1515.4,3027.27,3739.85,-1499.58,LOWER,4,SHALE
F05,1515.4,1515.6,3027.21,3739.81,-1499.77,LOWER,4,SHALE
F05,1515.6,1515.8,3027.16,3739.78,-1499.96,LOWER,4,SHALE
F05,1515.8,1516.0,3027.11,3739.74,-1500.15,LOWER,4,SHALE
F05,1516.0,1516.2,3027.06,3739.7,-1500.33,LOWER,4,SHALE
F05,1516.2,1516.4,3027.01,3739.66,-1500.52,LOWER,4,SHALE
F05,1516.4,1516.6,3026.96,3739.62,-1500.71,LOWER,4,SHALE
F05,1516.6,1516.8,3026.9,3739.58,-1500.9,LOWER,4,SHALE
F05,1516.8,1517.0,3026.85,3739.55,-1501.09,LOWER,4,SHALE
F05,1517.0,1517.2,3026.8,3739.51,-1501.28,LOWER,4,SHALE
F05,1517.2,1517.4,3026.75,3739.47,-1501.47,LOWER,4,SHALE
F05,1517.4,1517.6,3026.7,3739.43,-1501.66,LOWER,4,SHALE
F05,1517.6,1517.8,3026.65,3739.39,-1501.85,LOWER,4,SHALE
F05,1517.8,1518.0,3026.59,3739.35,-1502.04,LOWER,4,SHALE
F05,1518.0,1518.2,3026.54,3739.32,-1502.23,LOWER,4,SHALE
F05,1518.2,1518.4,3026.49,3739.28,-1502.42,LOWER,1,SAND_CLEAN
F05,1518.4,1518.6,3026.44,3739.24,-1502.61,LOWER,1,SAND_CLEAN
F05,1518.6,1518.8,3026.39,3739.2,-1502.8,LOWER,1,SAND_CLEAN
F05,1518.8,1519.0,3026.34,3739.16,-1502.99,LOWER,2,SAND_SHALY
F05,1519.0,1519.2,3026.28,3739.13,-1503.18,LOWER,3,HETEROLITHIC
F05,1519.2,1519.4,3026.23,3739.09,-1503.36,LOWER,3,HETEROLITHIC
F06,1513.8,1514.0,4685.29,1584.54,-1503.9,UPPER,3,HETEROLITHIC
F06,1514.0,1514.2,4685.29,1584.54,-1504.1,UPPER,3,HETEROLITHIC
F06,1514.2,1514.4,4685.29,1584.54,-1504.3,UPPER,2,SAND_SHALY
F06,1514.4,1514.6,4685.29,1584.54,-1504.5,UPPER,2,SAND_SHALY
F06,1514.6,1514.8,4685.29,1584.54,-1504.7,UPPER,2,SAND_SHALY
F06,1514.8,1515.0,4685.29,1584.54,-1504.9,UPPER,1,SAND_CLEAN
F06,1515.0,1515.2,4685.29,1584.54,-1505.1,UPPER,2,SAND_SHALY
F06,1515.2,1515.4,4685.29,1584.54,-1505.3,UPPER,5,CEMENTED
F06,1515.4,1515.6,4685.29,1584.54,-1505.5,UPPER,5,CEMENTED
F06,1515.6,1515.8,4685.29,1584.54,-1505.7,UPPER,3,HETEROLITHIC
F06,1515.8,1516.0,4685.29,1584.54,-1505.9,UPPER,3,HETEROLITHIC
F06,1516.0,1516.2,4685.29,1584.54,-1506.1,UPPER,4,SHALE
F06,1516.2,1516.4,4685.29,1584.54,-1506.3,UPPER,4,SHALE
F06,1516.4,1516.6,4685.29,1584.54,-1506.5,UPPER,4,SHALE
F06,1516.6,1516.8,4685.29,1584.54,-1506.7,UPPER,4,SHALE
F06,1516.8,1517.0,4685.29,1584.54,-1506.9,UPPER,4,SHALE
F06,1517.0,1517.2,4685.29,1584.54,-1507.1,UPPER,4,SHALE
F06,1517.2,1517.4,4685.29,1584.54,-1507.3,UPPER,4,SHALE
F06,1517.4,1517.6,4685.29,1584.54,-1507.5,UPPER,4,SHALE
F06,1517.6,1517.8,4685.29,1584.54,-1507.7,UPPER,4,SHALE
F06,1517.8,1518.0,4685.29,1584.54,-1507.9,UPPER,4,SHALE
F06,1518.0,1518.2,4685.29,1584.54,-1508.1,UPPER,4,SHALE
F06,1518.2,1518.4,4685.29,1584.54,-1508.3,UPPER,3,HETEROLITHIC
F06,1518.4,1518.6,4685.29,1584.54,-1508.5,UPPER,3,HETEROLITHIC
F06,1518.6,1518.8,4685.29,1584.54,-1508.7,UPPER,2,SAND_SHALY
F06,1518.8,1519.0,4685.29,1584.54,-1508.9,UPPER,1,SAND_CLEAN
F06,1519.0,1519.2,4685.29,1584.54,-1509.1,UPPER,1,SAND_CLEAN
F06,1519.2,1519.4,4685.29,1584.54,-1509.3,UPPER,1,SAND_CLEAN
F06,1519.4,1519.6,4685.29,1584.54,-1509.5,UPPER,2,SAND_SHALY
F06,1519.6,1519.8,4685.29,1584.54,-1509.7,UPPER,3,HETEROLITHIC
F06,1519.8,1520.0,4685.29,1584.54,-1509.9,UPPER,4,SHALE
F06,1520.0,1520.2,4685.29,1584.54,-1510.1,UPPER,4,SHALE
F06,1520.2,1520.4,4685.29,1584.54,-1510.3,UPPER,4,SHALE
F06,1520.4,1520.6,4685.29,1584.54,-1510.5,UPPER,4,SHALE
F06,1520.6,1520.8,4685.29,1584.54,-1510.7,UPPER,4,SHALE
F06,1520.8,1521.0,4685.29,1584.54,-1510.9,UPPER,4,SHALE
F06,1521.0,1521.2,4685.29,1584.54,-1511.1,UPPER,3,HETEROLITHIC
F06,1521.2,1521.4,4685.29,1584.54,-1511.3,UPPER,3,HETEROLITHIC
F06,1521.4,1521.6,4685.29,1584.54,-1511.5,UPPER,3,HETEROLITHIC
F06,1521.6,1521.8,4685.29,1584.54,-1511.7,LOWER,2,SAND_SHALY
F06,1521.8,1522.0,4685.29,1584.54,-1511.9,LOWER,3,HETEROLITHIC
F06,1522.0,1522.2,4685.29,1584.54,-1512.1,LOWER,4,SHALE
F06,1522.2,1522.4,4685.29,1584.54,-1512.3,LOWER,4,SHALE
F06,1522.4,1522.6,4685.29,1584.54,-1512.5,LOWER,4,SHALE
F06,1522.6,1522.8,4685.29,1584.54,-1512.7,LOWER,4,SHALE
F06,1522.8,1523.0,4685.29,1584.54,-1512.9,LOWER,4,SHALE
F06,1523.0,1523.2,4685.29,1584.54,-1513.1,LOWER,4,SHALE
F06,1523.2,1523.4,4685.29,1584.54,-1513.3,LOWER,4,SHALE
F06,1523.4,1523.6,4685.29,1584.54,-1513.5,LOWER,4,SHALE
F06,1523.6,1523.8,4685.29,1584.54,-1513.7,LOWER,4,SHALE
F06,1523.8,1524.0,4685.29,1584.54,-1513.9,LOWER,4,SHALE
F06,1524.0,1524.2,4685.29,1584.54,-1514.1,LOWER,4,SHALE
F06,1524.2,1524.4,4685.29,1584.54,-1514.3,LOWER,3,HETEROLITHIC
F06,1524.4,1524.6,4685.29,1584.54,-1514.5,LOWER,3,HETEROLITHIC
F06,1524.6,1524.8,4685.29,1584.54,-1514.7,LOWER,3,HETEROLITHIC
F06,1524.8,1525.0,4685.29,1584.54,-1514.9,LOWER,3,HETEROLITHIC
F06,1525.0,1525.2,4685.29,1584.54,-1515.1,LOWER,2,SAND_SHALY
F06,1525.2,1525.4,4685.29,1584.54,-1515.3,LOWER,2,SAND_SHALY
F06,1525.4,1525.6,4685.29,1584.54,-1515.5,LOWER,1,SAND_CLEAN
F06,1525.6,1525.8,4685.29,1584.54,-1515.7,LOWER,1,SAND_CLEAN
F06,1525.8,1526.0,4685.29,1584.54,-1515.9,LOWER,1,SAND_CLEAN
F06,1526.0,1526.2,4685.29,1584.54,-1516.1,LOWER,3,HETEROLITHIC
F06,1526.2,1526.4,4685.29,1584.54,-1516.3,LOWER,3,HETEROLITHIC
F06,1526.4,1526.6,4685.29,1584.54,-1516.5,LOWER,4,SHALE
F06,1526.6,1526.8,4685.29,1584.54,-1516.7,LOWER,4,SHALE
F06,1526.8,1527.0,4685.29,1584.54,-1516.9,LOWER,4,SHALE
F06,1527.0,1527.2,4685.29,1584.54,-1517.1,LOWER,4,SHALE
F06,1527.2,1527.4,4685.29,1584.54,-1517.3,LOWER,4,SHALE
F06,1527.4,1527.6,4685.29,1584.54,-1517.5,LOWER,4,SHALE
F06,1527.6,1527.8,4685.29,1584.54,-1517.7,LOWER,4,SHALE
F06,1527.8,1528.0,4685.29,1584.54,-1517.9,LOWER,4,SHALE
F06,1528.0,1528.2,4685.29,1584.54,-1518.1,LOWER,4,SHALE
F06,1528.2,1528.4,4685.29,1584.54,-1518.3,LOWER,4,SHALE
F06,1528.4,1528.6,4685.29,1584.54,-1518.5,LOWER,4,SHALE
F06,1528.6,1528.8,4685.29,1584.54,-1518.7,LOWER,4,SHALE
F06,1528.8,1529.0,4685.29,1584.54,-1518.9,LOWER,4,SHALE
F07,1501.8,1502.0,3022.28,2513.15,-1491.9,UPPER,4,SHALE
F07,1502.0,1502.2,3022.28,2513.15,-1492.1,UPPER,4,SHALE
F07,1502.2,1502.4,3022.28,2513.15,-1492.3,UPPER,4,SHALE
F07,1502.4,1502.6,3022.28,2513.15,-1492.5,UPPER,3,HETEROLITHIC
F07,1502.6,1502.8,3022.28,2513.15,-1492.7,UPPER,5,CEMENTED
F07,1502.8,1503.0,3022.28,2513.15,-1492.9,UPPER,5,CEMENTED
F07,1503.0,1503.2,3022.28,2513.15,-1493.1,UPPER,5,CEMENTED
F07,1503.2,1503.4,3022.28,2513.15,-1493.3,UPPER,1,SAND_CLEAN
F07,1503.4,1503.6,3022.28,2513.15,-1493.5,UPPER,1,SAND_CLEAN
F07,1503.6,1503.8,3022.28,2513.15,-1493.7,UPPER,1,SAND_CLEAN
F07,1503.8,1504.0,3022.28,2513.15,-1493.9,UPPER,1,SAND_CLEAN
F07,1504.0,1504.2,3022.28,2513.15,-1494.1,UPPER,1,SAND_CLEAN
F07,1504.2,1504.4,3022.28,2513.15,-1494.3,UPPER,1,SAND_CLEAN
F07,1504.4,1504.6,3022.28,2513.15,-1494.5,UPPER,1,SAND_CLEAN
F07,1504.6,1504.8,3022.28,2513.15,-1494.7,UPPER,1,SAND_CLEAN
F07,1504.8,1505.0,3022.28,2513.15,-1494.9,UPPER,1,SAND_CLEAN
F07,1505.0,1505.2,3022.28,2513.15,-1495.1,UPPER,1,SAND_CLEAN
F07,1505.2,1505.4,3022.28,2513.15,-1495.3,UPPER,1,SAND_CLEAN
F07,1505.4,1505.6,3022.28,2513.15,-1495.5,UPPER,1,SAND_CLEAN
F07,1505.6,1505.8,3022.28,2513.15,-1495.7,UPPER,1,SAND_CLEAN
F07,1505.8,1506.0,3022.28,2513.15,-1495.9,UPPER,1,SAND_CLEAN
F07,1506.0,1506.2,3022.28,2513.15,-1496.1,UPPER,1,SAND_CLEAN
F07,1506.2,1506.4,3022.28,2513.15,-1496.3,UPPER,2,SAND_SHALY
F07,1506.4,1506.6,3022.28,2513.15,-1496.5,UPPER,3,HETEROLITHIC
F07,1506.6,1506.8,3022.28,2513.15,-1496.7,UPPER,4,SHALE
F07,1506.8,1507.0,3022.28,2513.15,-1496.9,UPPER,4,SHALE
F07,1507.0,1507.2,3022.28,2513.15,-1497.1,UPPER,4,SHALE
F07,1507.2,1507.4,3022.28,2513.15,-1497.3,UPPER,4,SHALE
F07,1507.4,1507.6,3022.28,2513.15,-1497.5,UPPER,4,SHALE
F07,1507.6,1507.8,3022.28,2513.15,-1497.7,UPPER,3,HETEROLITHIC
F07,1507.8,1508.0,3022.28,2513.15,-1497.9,UPPER,3,HETEROLITHIC
F07,1508.0,1508.2,3022.28,2513.15,-1498.1,UPPER,3,HETEROLITHIC
F07,1508.2,1508.4,3022.28,2513.15,-1498.3,UPPER,5,CEMENTED
F07,1508.4,1508.6,3022.28,2513.15,-1498.5,UPPER,5,CEMENTED
F07,1508.6,1508.8,3022.28,2513.15,-1498.7,UPPER,5,CEMENTED
F07,1508.8,1509.0,3022.28,2513.15,-1498.9,UPPER,3,HETEROLITHIC
F07,1509.0,1509.2,3022.28,2513.15,-1499.1,UPPER,3,HETEROLITHIC
F07,1509.2,1509.4,3022.28,2513.15,-1499.3,UPPER,3,HETEROLITHIC
F07,1509.4,1509.6,3022.28,2513.15,-1499.5,UPPER,3,HETEROLITHIC
F07,1509.6,1509.8,3022.28,2513.15,-1499.7,UPPER,3,HETEROLITHIC
F07,1509.8,1510.0,3022.28,2513.15,-1499.9,UPPER,3,HETEROLITHIC
F07,1510.0,1510.2,3022.28,2513.15,-1500.1,UPPER,3,HETEROLITHIC
F07,1510.2,1510.4,3022.28,2513.15,-1500.3,UPPER,3,HETEROLITHIC
F07,1510.4,1510.6,3022.28,2513.15,-1500.5,UPPER,3,HETEROLITHIC
F07,1510.6,1510.8,3022.28,2513.15,-1500.7,UPPER,3,HETEROLITHIC
F07,1510.8,1511.0,3022.28,2513.15,-1500.9,UPPER,2,SAND_SHALY
F07,1511.0,1511.2,3022.28,2513.15,-1501.1,UPPER,2,SAND_SHALY
F07,1511.2,1511.4,3022.28,2513.15,-1501.3,UPPER,5,CEMENTED
F07,1511.4,1511.6,3022.28,2513.15,-1501.5,UPPER,5,CEMENTED
F07,1511.6,1511.8,3022.28,2513.15,-1501.7,UPPER,2,SAND_SHALY
F07,1511.8,1512.0,3022.28,2513.15,-1501.9,LOWER,3,HETEROLITHIC
F07,1512.0,1512.2,3022.28,2513.15,-1502.1,LOWER,4,SHALE
F07,1512.2,1512.4,3022.28,2513.15,-1502.3,LOWER,4,SHALE
F07,1512.4,1512.6,3022.28,2513.15,-1502.5,LOWER,4,SHALE
F07,1512.6,1512.8,3022.28,2513.15,-1502.7,LOWER,4,SHALE
F07,1512.8,1513.0,3022.28,2513.15,-1502.9,LOWER,4,SHALE
F07,1513.0,1513.2,3022.28,2513.15,-1503.1,LOWER,4,SHALE
F07,1513.2,1513.4,3022.28,2513.15,-1503.3,LOWER,4,SHALE
F07,1513.4,1513.6,3022.28,2513.15,-1503.5,LOWER,4,SHALE
F07,1513.6,1513.8,3022.28,2513.15,-1503.7,LOWER,4,SHALE
F07,1513.8,1514.0,3022.28,2513.15,-1503.9,LOWER,4,SHALE
F07,1514.0,1514.2,3022.28,2513.15,-1504.1,LOWER,4,SHALE
F07,1514.2,1514.4,3022.28,2513.15,-1504.3,LOWER,4,SHALE
F07,1514.4,1514.6,3022.28,2513.15,-1504.5,LOWER,4,SHALE
F07,1514.6,1514.8,3022.28,2513.15,-1504.7,LOWER,4,SHALE
F07,1514.8,1515.0,3022.28,2513.15,-1504.9,LOWER,4,SHALE
F07,1515.0,1515.2,3022.28,2513.15,-1505.1,LOWER,4,SHALE
F07,1515.2,1515.4,3022.28,2513.15,-1505.3,LOWER,4,SHALE
F07,1515.4,1515.6,3022.28,2513.15,-1505.5,LOWER,4,SHALE
F07,1515.6,1515.8,3022.28,2513.15,-1505.7,LOWER,4,SHALE
F07,1515.8,1516.0,3022.28,2513.15,-1505.9,LOWER,4,SHALE
F07,1516.0,1516.2,3022.28,2513.15,-1506.1,LOWER,4,SHALE
F07,1516.2,1516.4,3022.28,2513.15,-1506.3,LOWER,4,SHALE
F07,1516.4,1516.6,3022.28,2513.15,-1506.5,LOWER,4,SHALE
F07,1516.6,1516.8,3022.28,2513.15,-1506.7,LOWER,4,SHALE
F07,1516.8,1517.0,3022.28,2513.15,-1506.9,LOWER,4,SHALE
F07,1517.0,1517.2,3022.28,2513.15,-1507.1,LOWER,4,SHALE
F07,1517.2,1517.4,3022.28,2513.15,-1507.3,LOWER,3,HETEROLITHIC
F07,1517.4,1517.6,3022.28,2513.15,-1507.5,LOWER,2,SAND_SHALY
F07,1517.6,1517.8,3022.28,2513.15,-1507.7,LOWER,2,SAND_SHALY
F07,1517.8,1518.0,3022.28,2513.15,-1507.9,LOWER,3,HETEROLITHIC
F07,1518.0,1518.2,3022.28,2513.15,-1508.1,LOWER,3,HETEROLITHIC
F07,1518.2,1518.4,3022.28,2513.15,-1508.3,LOWER,3,HETEROLITHIC
F08,1509.4,1509.6,4624.02,1274.0,-1499.5,UPPER,3,HETEROLITHIC
F08,1509.6,1509.8,4624.02,1274.0,-1499.7,UPPER,3,HETEROLITHIC
F08,1509.8,1510.0,4624.02,1274.0,-1499.9,UPPER,2,SAND_SHALY
F08,1510.0,1510.2,4624.02,1274.0,-1500.1,UPPER,1,SAND_CLEAN
F08,1510.2,1510.4,4624.02,1274.0,-1500.3,UPPER,1,SAND_CLEAN
F08,1510.4,1510.6,4624.02,1274.0,-1500.5,UPPER,1,SAND_CLEAN
F08,1510.6,1510.8,4624.02,1274.0,-1500.7,UPPER,2,SAND_SHALY
F08,1510.8,1511.0,4624.02,1274.0,-1500.9,UPPER,3,HETEROLITHIC
F08,1511.0,1511.2,4624.02,1274.0,-1501.1,UPPER,4,SHALE
F08,1511.2,1511.4,4624.02,1274.0,-1501.3,UPPER,4,SHALE
F08,1511.4,1511.6,4624.02,1274.0,-1501.5,UPPER,4,SHALE
F08,1511.6,1511.8,4624.02,1274.0,-1501.7,UPPER,4,SHALE
F08,1511.8,1512.0,4624.02,1274.0,-1501.9,UPPER,4,SHALE
F08,1512.0,1512.2,4624.02,1274.0,-1502.1,UPPER,4,SHALE
F08,1512.2,1512.4,4624.02,1274.0,-1502.3,UPPER,4,SHALE
F08,1512.4,1512.6,4624.02,1274.0,-1502.5,UPPER,3,HETEROLITHIC
F08,1512.6,1512.8,4624.02,1274.0,-1502.7,UPPER,3,HETEROLITHIC
F08,1512.8,1513.0,4624.02,1274.0,-1502.9,UPPER,3,HETEROLITHIC
F08,1513.0,1513.2,4624.02,1274.0,-1503.1,UPPER,2,SAND_SHALY
F08,1513.2,1513.4,4624.02,1274.0,-1503.3,UPPER,2,SAND_SHALY
F08,1513.4,1513.6,4624.02,1274.0,-1503.5,UPPER,2,SAND_SHALY
F08,1513.6,1513.8,4624.02,1274.0,-1503.7,UPPER,3,HETEROLITHIC
F08,1513.8,1514.0,4624.02,1274.0,-1503.9,UPPER,4,SHALE
F08,1514.0,1514.2,4624.02,1274.0,-1504.1,UPPER,4,SHALE
F08,1514.2,1514.4,4624.02,1274.0,-1504.3,UPPER,4,SHALE
F08,1514.4,1514.6,4624.02,1274.0,-1504.5,UPPER,4,SHALE
F08,1514.6,1514.8,4624.02,1274.0,-1504.7,UPPER,4,SHALE
F08,1514.8,1515.0,4624.02,1274.0,-1504.9,UPPER,3,HETEROLITHIC
F08,1515.0,1515.2,4624.02,1274.0,-1505.1,UPPER,3,HETEROLITHIC
F08,1515.2,1515.4,4624.02,1274.0,-1505.3,UPPER,3,HETEROLITHIC
F08,1515.4,1515.6,4624.02,1274.0,-1505.5,LOWER,2,SAND_SHALY
F08,1515.6,1515.8,4624.02,1274.0,-1505.7,LOWER,3,HETEROLITHIC
F08,1515.8,1516.0,4624.02,1274.0,-1505.9,LOWER,4,SHALE
F08,1516.0,1516.2,4624.02,1274.0,-1506.1,LOWER,4,SHALE
F08,1516.2,1516.4,4624.02,1274.0,-1506.3,LOWER,4,SHALE
F08,1516.4,1516.6,4624.02,1274.0,-1506.5,LOWER,4,SHALE
F08,1516.6,1516.8,4624.02,1274.0,-1506.7,LOWER,4,SHALE
F08,1516.8,1517.0,4624.02,1274.0,-1506.9,LOWER,4,SHALE
F08,1517.0,1517.2,4624.02,1274.0,-1507.1,LOWER,4,SHALE
F08,1517.2,1517.4,4624.02,1274.0,-1507.3,LOWER,4,SHALE
F08,1517.4,1517.6,4624.02,1274.0,-1507.5,LOWER,4,SHALE
F08,1517.6,1517.8,4624.02,1274.0,-1507.7,LOWER,4,SHALE
F08,1517.8,1518.0,4624.02,1274.0,-1507.9,LOWER,4,SHALE
F08,1518.0,1518.2,4624.02,1274.0,-1508.1,LOWER,4,SHALE
F08,1518.2,1518.4,4624.02,1274.0,-1508.3,LOWER,4,SHALE
F08,1518.4,1518.6,4624.02,1274.0,-1508.5,LOWER,4,SHALE
F08,1518.6,1518.8,4624.02,1274.0,-1508.7,LOWER,4,SHALE
F08,1518.8,1519.0,4624.02,1274.0,-1508.9,LOWER,4,SHALE
F08,1519.0,1519.2,4624.02,1274.0,-1509.1,LOWER,4,SHALE
F08,1519.2,1519.4,4624.02,1274.0,-1509.3,LOWER,4,SHALE
F08,1519.4,1519.6,4624.02,1274.0,-1509.5,LOWER,4,SHALE
F08,1519.6,1519.8,4624.02,1274.0,-1509.7,LOWER,4,SHALE
F08,1519.8,1520.0,4624.02,1274.0,-1509.9,LOWER,4,SHALE
F08,1520.0,1520.2,4624.02,1274.0,-1510.1,LOWER,4,SHALE
F08,1520.2,1520.4,4624.02,1274.0,-1510.3,LOWER,4,SHALE
F08,1520.4,1520.6,4624.02,1274.0,-1510.5,LOWER,4,SHALE
F08,1520.6,1520.8,4624.02,1274.0,-1510.7,LOWER,4,SHALE
F08,1520.8,1521.0,4624.02,1274.0,-1510.9,LOWER,4,SHALE
F08,1521.0,1521.2,4624.02,1274.0,-1511.1,LOWER,4,SHALE
F08,1521.2,1521.4,4624.02,1274.0,-1511.3,LOWER,4,SHALE
F08,1521.4,1521.6,4624.02,1274.0,-1511.5,LOWER,4,SHALE
F08,1521.6,1521.8,4624.02,1274.0,-1511.7,LOWER,4,SHALE
F08,1521.8,1522.0,4624.02,1274.0,-1511.9,LOWER,4,SHALE
F08,1522.0,1522.2,4624.02,1274.0,-1512.1,LOWER,4,SHALE
F09,1506.0,1506.2,2530.7,3150.74,-1490.87,UPPER,1,SAND_CLEAN
F09,1506.2,1506.4,2530.74,3150.69,-1491.05,UPPER,1,SAND_CLEAN
F09,1506.4,1506.6,2530.78,3150.64,-1491.24,UPPER,1,SAND_CLEAN
F09,1506.6,1506.8,2530.81,3150.58,-1491.43,UPPER,1,SAND_CLEAN
F09,1506.8,1507.0,2530.85,3150.53,-1491.62,UPPER,1,SAND_CLEAN
F09,1507.0,1507.2,2530.89,3150.48,-1491.81,UPPER,1,SAND_CLEAN
F09,1507.2,1507.4,2530.93,3150.43,-1492.0,UPPER,1,SAND_CLEAN
F09,1507.4,1507.6,2530.97,3150.38,-1492.19,UPPER,1,SAND_CLEAN
F09,1507.6,1507.8,2531.0,3150.32,-1492.38,UPPER,1,SAND_CLEAN
F09,1507.8,1508.0,2531.04,3150.27,-1492.57,UPPER,1,SAND_CLEAN
F09,1508.0,1508.2,2531.08,3150.22,-1492.76,UPPER,1,SAND_CLEAN
F09,1508.2,1508.4,2531.12,3150.17,-1492.95,UPPER,1,SAND_CLEAN
F09,1508.4,1508.6,2531.15,3150.12,-1493.14,UPPER,1,SAND_CLEAN
F09,1508.6,1508.8,2531.19,3150.06,-1493.33,UPPER,2,SAND_SHALY
F09,1508.8,1509.0,2531.23,3150.01,-1493.52,UPPER,3,HETEROLITHIC
F09,1509.0,1509.2,2531.27,3149.96,-1493.71,UPPER,4,SHALE
F09,1509.2,1509.4,2531.31,3149.91,-1493.9,UPPER,4,SHALE
F09,1509.4,1509.6,2531.34,3149.86,-1494.09,UPPER,4,SHALE
F09,1509.6,1509.8,2531.38,3149.8,-1494.27,UPPER,3,HETEROLITHIC
F09,1509.8,1510.0,2531.42,3149.75,-1494.46,UPPER,3,HETEROLITHIC
F09,1510.0,1510.2,2531.46,3149.7,-1494.65,UPPER,2,SAND_SHALY
F09,1510.2,1510.4,2531.49,3149.65,-1494.84,UPPER,2,SAND_SHALY
F09,1510.4,1510.6,2531.53,3149.6,-1495.03,UPPER,3,HETEROLITHIC
F09,1510.6,1510.8,2531.57,3149.54,-1495.22,UPPER,3,HETEROLITHIC
F09,1510.8,1511.0,2531.61,3149.49,-1495.41,UPPER,3,HETEROLITHIC
F09,1511.0,1511.2,2531.65,3149.44,-1495.6,UPPER,4,SHALE
F09,1511.2,1511.4,2531.68,3149.39,-1495.79,UPPER,3,HETEROLITHIC
F09,1511.4,1511.6,2531.72,3149.34,-1495.98,UPPER,3,HETEROLITHIC
F09,1511.6,1511.8,2531.76,3149.28,-1496.17,UPPER,3,HETEROLITHIC
F09,1511.8,1512.0,2531.8,3149.23,-1496.36,UPPER,2,SAND_SHALY
F09,1512.0,1512.2,2531.84,3149.18,-1496.55,UPPER,2,SAND_SHALY
F09,1512.2,1512.4,2531.87,3149.13,-1496.74,UPPER,2,SAND_SHALY
F09,1512.4,1512.6,2531.91,3149.08,-1496.93,UPPER,2,SAND_SHALY
F09,1512.6,1512.8,2531.95,3149.02,-1497.12,UPPER,2,SAND_SHALY
F09,1512.8,1513.0,2531.99,3148.97,-1497.3,UPPER,2,SAND_SHALY
F09,1513.0,1513.2,2532.02,3148.92,-1497.49,UPPER,2,SAND_SHALY
F09,1513.2,1513.4,2532.06,3148.87,-1497.68,UPPER,5,CEMENTED
F09,1513.4,1513.6,2532.1,3148.82,-1497.87,UPPER,2,SAND_SHALY
F09,1513.6,1513.8,2532.14,3148.76,-1498.06,UPPER,2,SAND_SHALY
F09,1513.8,1514.0,2532.18,3148.71,-1498.25,LOWER,3,HETEROLITHIC
F09,1514.0,1514.2,2532.21,3148.66,-1498.44,LOWER,3,HETEROLITHIC
F09,1514.2,1514.4,2532.25,3148.61,-1498.63,LOWER,3,HETEROLITHIC
F09,1514.4,1514.6,2532.29,3148.56,-1498.82,LOWER,3,HETEROLITHIC
F09,1514.6,1514.8,2532.33,3148.5,-1499.01,LOWER,4,SHALE
F09,1514.8,1515.0,2532.36,3148.45,-1499.2,LOWER,4,SHALE
F09,1515.0,1515.2,2532.4,3148.4,-1499.39,LOWER,4,SHALE
F09,1515.2,1515.4,2532.44,3148.35,-1499.58,LOWER,4,SHALE
F09,1515.4,1515.6,2532.48,3148.3,-1499.77,LOWER,4,SHALE
F09,1515.6,1515.8,2532.52,3148.24,-1499.96,LOWER,4,SHALE
