X,Y,Z,FACIES,POROSITY,PERM_MD,AI_SEISMIC
925.0,3775.0,10.5,0,0.0443,0.011,10.007
925.0,3775.0,11.5,0,0.0538,0.009,10.226
925.0,3775.0,12.5,0,0.0641,0.047,10.346
925.0,3775.0,13.5,0,0.0551,0.033,10.372
925.0,3775.0,14.5,0,0.0641,0.016,10.314
925.0,3775.0,15.5,0,0.0594,0.024,10.183
925.0,3775.0,16.5,0,0.0621,0.022,10.0
925.0,3775.0,17.5,0,0.0685,0.015,9.791
925.0,3775.0,18.5,3,0.1656,7.195,9.59
925.0,3775.0,19.5,3,0.1653,4.182,9.431
925.0,3775.0,20.5,0,0.0833,0.031,9.339
925.0,3775.0,21.5,3,0.2102,39.963,9.319
925.0,3775.0,22.5,3,0.176,11.121,9.354
925.0,3775.0,23.5,0,0.0417,0.02,9.415
925.0,3775.0,24.5,0,0.0608,0.032,9.469
925.0,3775.0,25.5,1,0.2379,367.823,9.498
925.0,3775.0,26.5,1,0.2664,296.697,9.498
925.0,3775.0,27.5,1,0.2193,64.57,9.48
925.0,3775.0,28.5,1,0.2143,129.21,9.457
925.0,3775.0,29.5,0,0.048,0.024,9.443
925.0,3825.0,0.5,0,0.05,0.006,9.366
925.0,3825.0,1.5,0,0.071,0.083,9.239
925.0,3825.0,2.5,0,0.0985,0.097,9.033
925.0,3825.0,3.5,3,0.2265,35.852,8.824
925.0,3825.0,4.5,1,0.2764,754.665,8.695
925.0,3825.0,5.5,1,0.2902,1287.029,8.702
925.0,3825.0,6.5,1,0.3048,2450.02,8.86
925.0,3825.0,7.5,0,0.0657,0.068,9.139
925.0,3825.0,8.5,0,0.0473,0.013,9.481
925.0,3825.0,9.5,0,0.0471,0.041,9.822
925.0,3825.0,10.5,0,0.0362,0.003,10.109
925.0,3825.0,11.5,0,0.0407,0.028,10.311
925.0,3825.0,12.5,0,0.0708,0.105,10.419
925.0,3825.0,13.5,0,0.0428,0.015,10.434
925.0,3825.0,14.5,0,0.0428,0.014,10.364
925.0,3825.0,15.5,0,0.0489,0.035,10.22
925.0,3825.0,16.5,0,0.07,0.041,10.022
925.0,3825.0,17.5,0,0.0694,0.075,9.798
925.0,3825.0,18.5,3,0.1697,4.407,9.584
925.0,3825.0,19.5,3,0.1653,8.933,9.417
925.0,3825.0,20.5,0,0.0983,0.158,9.324
925.0,3825.0,21.5,3,0.2243,42.201,9.316
925.0,3825.0,22.5,3,0.2192,31.605,9.379
925.0,3825.0,23.5,0,0.0371,0.021,9.481
925.0,3825.0,24.5,0,0.0444,0.01,9.588
925.0,3825.0,25.5,0,0.0719,0.021,9.672
925.0,3825.0,26.5,0,0.0951,0.054,9.722
925.0,3825.0,27.5,0,0.0535,0.019,9.742
925.0,3825.0,28.5,2,0.1125,0.929,9.744
925.0,3825.0,29.5,2,0.1654,5.784,9.742
925.0,3875.0,0.5,0,0.0535,0.031,9.518
925.0,3875.0,1.5,0,0.0716,0.038,9.397
925.0,3875.0,2.5,0,0.1011,0.175,9.198
925.0,3875.0,3.5,3,0.2333,196.521,8.989
925.0,3875.0,4.5,2,0.1699,5.306,8.846
925.0,3875.0,5.5,1,0.2936,661.133,8.824
925.0,3875.0,6.5,1,0.3014,3693.814,8.944
925.0,3875.0,7.5,2,0.1759,5.955,9.185
925.0,3875.0,8.5,0,0.0494,0.04,9.497
925.0,3875.0,9.5,0,0.0656,0.018,9.822
925.0,3875.0,10.5,0,0.0358,0.012,10.107
925.0,3875.0,11.5,0,0.0401,0.01,10.319
925.0,3875.0,12.5,0,0.0683,0.025,10.443
925.0,3875.0,13.5,0,0.0385,0.04,10.479
925.0,3875.0,14.5,0,0.0462,0.008,10.43
925.0,3875.0,15.5,0,0.0267,0.006,10.31
925.0,3875.0,16.5,0,0.0792,0.029,10.136
925.0,3875.0,17.5,0,0.0532,0.023,9.933
925.0,3875.0,18.5,3,0.1643,7.095,9.735
925.0,3875.0,19.5,3,0.1589,4.343,9.576
925.0,3875.0,20.5,0,0.0991,0.06,9.484
925.0,3875.0,21.5,3,0.2398,80.594,9.472
925.0,3875.0,22.5,3,0.2372,231.011,9.536
925.0,3875.0,23.5,0,0.0489,0.026,9.652
925.0,3875.0,24.5,0,0.0552,0.01,9.789
925.0,3875.0,25.5,0,0.0714,0.029,9.918
925.0,3875.0,26.5,0,0.0737,0.045,10.02
925.0,3875.0,27.5,0,0.0672,0.062,10.091
925.0,3875.0,28.5,0,0.0463,0.043,10.134
925.0,3875.0,29.5,0,0.0524,0.024,10.153
925.0,3925.0,0.5,0,0.067,0.019,9.566
925.0,3925.0,1.5,0,0.0764,0.031,9.449
925.0,3925.0,2.5,0,0.0836,0.116,9.252
925.0,3925.0,3.5,3,0.2158,30.167,9.038
925.0,3925.0,4.5,2,0.1806,3.04,8.88
925.0,3925.0,5.5,0,0.0904,0.058,8.833
925.0,3925.0,6.5,1,0.3115,3151.379,8.92
925.0,3925.0,7.5,2,0.1555,2.572,9.131
925.0,3925.0,8.5,0,0.0634,0.015,9.424
925.0,3925.0,9.5,0,0.0732,0.046,9.742
925.0,3925.0,10.5,0,0.0622,0.049,10.032
925.0,3925.0,11.5,0,0.0555,0.013,10.258
925.0,3925.0,12.5,0,0.0321,0.011,10.398
925.0,3925.0,13.5,0,0.0367,0.002,10.449
925.0,3925.0,14.5,0,0.0382,0.028,10.419
925.0,3925.0,15.5,0,0.026,0.001,10.324
925.0,3925.0,16.5,0,0.0606,0.03,10.185
925.0,3925.0,17.5,0,0.0449,0.009,10.027
925.0,3925.0,18.5,0,0.0313,0.006,9.876
925.0,3925.0,19.5,0,0.0336,0.008,9.754
925.0,3925.0,20.5,0,0.087,0.155,9.68
925.0,3925.0,21.5,0,0.0917,0.101,9.664
925.0,3925.0,22.5,3,0.2415,64.767,9.704
925.0,3925.0,23.5,0,0.0482,0.01,9.788
925.0,3925.0,24.5,0,0.0443,0.009,9.896
925.0,3925.0,25.5,0,0.0735,0.018,10.009
925.0,3925.0,26.5,2,0.1632,5.176,10.113
925.0,3925.0,27.5,0,0.0699,0.008,10.198
925.0,3925.0,28.5,0,0.0439,0.025,10.259
925.0,3925.0,29.5,0,0.0518,0.017,10.291
925.0,3975.0,0.5,0,0.0683,0.012,9.449
925.0,3975.0,1.5,0,0.0769,0.05,9.323
925.0,3975.0,2.5,0,0.0722,0.04,9.11
925.0,3975.0,3.5,3,0.1995,21.53,8.875
925.0,3975.0,4.5,3,0.2033,22.872,8.694
925.0,3975.0,5.5,1,0.2775,417.697,8.628
925.0,3975.0,6.5,1,0.2983,3813.529,8.705
925.0,3975.0,7.5,1,0.2326,79.834,8.918
925.0,3975.0,8.5,0,0.0639,0.037,9.224
925.0,3975.0,9.5,0,0.0701,0.07,9.563
925.0,3975.0,10.5,0,0.0676,0.026,9.872
925.0,3975.0,11.5,0,0.035,0.005,10.104
925.0,3975.0,12.5,0,0.0448,0.02,10.232
925.0,3975.0,13.5,0,0.0228,0.003,10.256
925.0,3975.0,14.5,0,0.0347,0.012,10.192
925.0,3975.0,15.5,0,0.0183,0.004,10.069
925.0,3975.0,16.5,0,0.0754,0.079,9.925
925.0,3975.0,17.5,2,0.1237,0.899,9.792
925.0,3975.0,18.5,2,0.1157,0.291,9.692
925.0,3975.0,19.5,2,0.1469,2.507,9.638
925.0,3975.0,20.5,0,0.1,0.086,9.631
925.0,3975.0,21.5,0,0.0888,0.156,9.666
925.0,3975.0,22.5,3,0.2303,46.539,9.733
925.0,3975.0,23.5,0,0.0381,0.005,9.82
925.0,3975.0,24.5,0,0.0655,0.032,9.916
925.0,3975.0,25.5,0,0.0561,0.022,10.012
925.0,3975.0,26.5,2,0.1801,23.124,10.103
925.0,3975.0,27.5,0,0.0737,0.021,10.181
925.0,3975.0,28.5,0,0.0537,0.036,10.241
925.0,3975.0,29.5,0,0.0365,0.008,10.274
925.0,4025.0,0.5,0,0.0506,0.035,9.31
925.0,4025.0,1.5,0,0.0874,0.054,9.168
925.0,4025.0,2.5,1,0.2462,504.925,8.927
925.0,4025.0,3.5,1,0.2471,1060.403,8.66
925.0,4025.0,4.5,1,0.2348,448.002,8.448
925.0,4025.0,5.5,1,0.2922,1446.269,8.358
925.0,4025.0,6.5,1,0.2855,641.737,8.426
925.0,4025.0,7.5,1,0.2283,77.007,8.645
925.0,4025.0,8.5,2,0.1692,5.282,8.969
925.0,4025.0,9.5,0,0.0642,0.028,9.327
925.0,4025.0,10.5,0,0.0697,0.071,9.648
925.0,4025.0,11.5,0,0.0291,0.021,9.87
925.0,4025.0,12.5,0,0.0607,0.019,9.964
925.0,4025.0,13.5,0,0.033,0.01,9.933
925.0,4025.0,14.5,0,0.0335,0.01,9.806
925.0,4025.0,15.5,0,0.0173,0.002,9.635
925.0,4025.0,16.5,1,0.2739,797.489,9.472
925.0,4025.0,17.5,1,0.2066,49.877,9.359
925.0,4025.0,18.5,2,0.1471,6.686,9.317
925.0,4025.0,19.5,2,0.1487,3.317,9.343
925.0,4025.0,20.5,0,0.1071,0.261,9.422
925.0,4025.0,21.5,0,0.0921,0.039,9.53
925.0,4025.0,22.5,3,0.2419,126.156,9.649
925.0,4025.0,23.5,0,0.0398,0.011,9.766
925.0,4025.0,24.5,0,0.0638,0.039,9.874
925.0,4025.0,25.5,0,0.0635,0.02,9.973
925.0,4025.0,26.5,2,0.1707,7.759,10.064
925.0,4025.0,27.5,0,0.0545,0.014,10.145
925.0,4025.0,28.5,0,0.0778,0.044,10.208
925.0,4025.0,29.5,0,0.0368,0.01,10.243
925.0,4075.0,0.5,0,0.056,0.019,9.372
925.0,4075.0,1.5,0,0.0612,0.036,9.22
925.0,4075.0,2.5,0,0.0605,0.013,8.957
925.0,4075.0,3.5,1,0.2203,152.442,8.66
925.0,4075.0,4.5,1,0.2308,484.224,8.412
925.0,4075.0,5.5,1,0.267,751.896,8.286
925.0,4075.0,6.5,1,0.2884,680.772,8.321
925.0,4075.0,7.5,1,0.2333,351.863,8.514
925.0,4075.0,8.5,1,0.2576,589.548,8.82
925.0,4075.0,9.5,0,0.0643,0.071,9.168
925.0,4075.0,10.5,0,0.0762,0.016,9.477
925.0,4075.0,11.5,0,0.0269,0.009,9.681
925.0,4075.0,12.5,0,0.0721,0.036,9.748
925.0,4075.0,13.5,0,0.0257,0.006,9.682
925.0,4075.0,14.5,1,0.203,113.676,9.522
925.0,4075.0,15.5,1,0.1883,26.86,9.33
925.0,4075.0,16.5,1,0.2591,373.533,9.166
925.0,4075.0,17.5,1,0.2258,135.07,9.076
925.0,4075.0,18.5,2,0.158,4.02,9.074
925.0,4075.0,19.5,2,0.1726,5.065,9.15
925.0,4075.0,20.5,0,0.1105,0.105,9.276
925.0,4075.0,21.5,0,0.1034,0.076,9.42
925.0,4075.0,22.5,3,0.2336,141.954,9.56
925.0,4075.0,23.5,0,0.0448,0.027,9.685
925.0,4075.0,24.5,0,0.0583,0.025,9.795
925.0,4075.0,25.5,0,0.0618,0.037,9.897
925.0,4075.0,26.5,2,0.1847,5.788,9.995
925.0,4075.0,27.5,0,0.0445,0.007,10.088
925.0,4075.0,28.5,0,0.0617,0.045,10.165
925.0,4075.0,29.5,0,0.0372,0.011,10.208
925.0,4125.0,0.5,0,0.0501,0.013,9.534
925.0,4125.0,1.5,0,0.0498,0.016,9.382
925.0,4125.0,2.5,0,0.0498,0.013,9.118
925.0,4125.0,3.5,3,0.1778,11.464,8.813
925.0,4125.0,4.5,1,0.2573,841.617,8.549
925.0,4125.0,5.5,1,0.2731,1543.932,8.399
925.0,4125.0,6.5,1,0.2602,911.501,8.402
925.0,4125.0,7.5,1,0.2375,58.895,8.559
925.0,4125.0,8.5,1,0.2533,313.856,8.831
925.0,4125.0,9.5,0,0.0699,0.031,9.151
925.0,4125.0,10.5,0,0.0678,0.027,9.44
925.0,4125.0,11.5,0,0.0454,0.035,9.636
925.0,4125.0,12.5,0,0.0673,0.022,9.703
925.0,4125.0,13.5,0,0.0394,0.039,9.642
925.0,4125.0,14.5,0,0.0414,0.011,9.49
925.0,4125.0,15.5,1,0.1965,45.349,9.304
925.0,4125.0,16.5,1,0.2502,162.277,9.143
925.0,4125.0,17.5,1,0.2761,1238.498,9.052
925.0,4125.0,18.5,2,0.1564,9.39,9.047
925.0,4125.0,19.5,2,0.2043,10.394,9.118
925.0,4125.0,20.5,0,0.102,0.04,9.234
925.0,4125.0,21.5,0,0.1069,0.085,9.364
925.0,4125.0,22.5,3,0.2255,31.017,9.484
925.0,4125.0,23.5,0,0.0587,0.037,9.588
925.0,4125.0,24.5,0,0.0625,0.015,9.679
925.0,4125.0,25.5,0,0.0641,0.02,9.772
925.0,4125.0,26.5,1,0.2686,193.74,9.872
925.0,4125.0,27.5,0,0.0548,0.033,9.976
925.0,4125.0,28.5,0,0.0485,0.015,10.065
925.0,4125.0,29.5,0,0.0315,0.011,10.117
925.0,4175.0,0.5,0,0.0662,0.046,9.598
925.0,4175.0,1.5,0,0.0534,0.019,9.459
925.0,4175.0,2.5,0,0.0711,0.014,9.218
925.0,4175.0,3.5,3,0.1649,6.489,8.942
925.0,4175.0,4.5,1,0.2599,848.701,8.704
925.0,4175.0,5.5,1,0.2601,195.097,8.569
925.0,4175.0,6.5,1,0.2451,437.794,8.573
925.0,4175.0,7.5,2,0.1345,0.856,8.717
925.0,4175.0,8.5,1,0.2743,1228.946,8.965
925.0,4175.0,9.5,0,0.0575,0.023,9.256
925.0,4175.0,10.5,0,0.0746,0.123,9.524
925.0,4175.0,11.5,0,0.0708,0.08,9.711
925.0,4175.0,12.5,0,0.0782,0.043,9.782
925.0,4175.0,13.5,0,0.0494,0.077,9.735
925.0,4175.0,14.5,0,0.0391,0.012,9.597
925.0,4175.0,15.5,0,0.0566,0.025,9.417
925.0,4175.0,16.5,1,0.2332,147.45,9.25
925.0,4175.0,17.5,1,0.2655,1337.428,9.143
925.0,4175.0,18.5,2,0.1716,3.077,9.116
925.0,4175.0,19.5,2,0.2291,57.196,9.163
925.0,4175.0,20.5,0,0.083,0.074,9.254
925.0,4175.0,21.5,0,0.0638,0.011,9.356
925.0,4175.0,22.5,3,0.2262,64.315,9.444
925.0,4175.0,23.5,0,0.0625,0.033,9.513
925.0,4175.0,24.5,0,0.0472,0.021,9.574
925.0,4175.0,25.5,0,0.0499,0.034,9.643
925.0,4175.0,26.5,1,0.2698,444.859,9.73
925.0,4175.0,27.5,0,0.0693,0.031,9.83
925.0,4175.0,28.5,0,0.0537,0.041,9.922
925.0,4175.0,29.5,0,0.0411,0.016,9.977
925.0,4225.0,0.5,0,0.08,0.074,9.562
925.0,4225.0,1.5,0,0.0347,0.009,9.441
925.0,4225.0,2.5,0,0.0716,0.012,9.236
925.0,4225.0,3.5,0,0.058,0.041,9.006
925.0,4225.0,4.5,1,0.267,2423.312,8.819
925.0,4225.0,5.5,1,0.2327,89.824,8.73
925.0,4225.0,6.5,1,0.2422,321.3,8.764
925.0,4225.0,7.5,2,0.1427,3.242,8.918
925.0,4225.0,8.5,2,0.1877,6.572,9.155
925.0,4225.0,9.5,0,0.0695,0.041,9.421
925.0,4225.0,10.5,0,0.0875,0.042,9.658
925.0,4225.0,11.5,0,0.0748,0.021,9.817
925.0,4225.0,12.5,0,0.0941,0.077,9.868
925.0,4225.0,13.5,0,0.0416,0.014,9.809
925.0,4225.0,14.5,0,0.0501,0.02,9.663
925.0,4225.0,15.5,0,0.0599,0.02,9.476
925.0,4225.0,16.5,0,0.0704,0.096,9.301
925.0,4225.0,17.5,1,0.2605,550.339,9.184
925.0,4225.0,18.5,2,0.1677,5.068,9.147
925.0,4225.0,19.5,2,0.212,37.819,9.184
925.0,4225.0,20.5,0,0.0682,0.02,9.264
925.0,4225.0,21.5,0,0.0662,0.052,9.35
925.0,4225.0,22.5,2,0.1646,6.24,9.417
925.0,4225.0,23.5,0,0.0332,0.004,9.461
925.0,4225.0,24.5,0,0.0582,0.083,9.498
925.0,4225.0,25.5,1,0.2431,167.362,9.548
925.0,4225.0,26.5,1,0.2402,201.678,9.624
925.0,4225.0,27.5,0,0.076,0.012,9.719
925.0,4225.0,28.5,0,0.0568,0.035,9.81
925.0,4225.0,29.5,0,0.0845,0.039,9.866
925.0,4275.0,0.5,0,0.074,0.073,9.474
925.0,4275.0,1.5,0,0.0474,0.008,9.374
925.0,4275.0,2.5,0,0.104,0.188,9.21
925.0,4275.0,3.5,1,0.2541,489.929,9.038
925.0,4275.0,4.5,1,0.2679,999.41,8.916
925.0,4275.0,5.5,1,0.2608,768.773,8.889
925.0,4275.0,6.5,1,0.244,624.844,8.97
925.0,4275.0,7.5,2,0.1536,3.101,9.142
925.0,4275.0,8.5,2,0.1717,5.756,9.369
925.0,4275.0,9.5,0,0.0711,0.025,9.599
925.0,4275.0,10.5,0,0.099,0.149,9.785
925.0,4275.0,11.5,0,0.0505,0.01,9.886
925.0,4275.0,12.5,0,0.0546,0.013,9.882
925.0,4275.0,13.5,0,0.0718,0.043,9.775
925.0,4275.0,14.5,0,0.0511,0.012,9.59
925.0,4275.0,15.5,0,0.0688,0.029,9.373
925.0,4275.0,16.5,1,0.2246,268.406,9.179
925.0,4275.0,17.5,1,0.265,1103.472,9.049
925.0,4275.0,18.5,1,0.2588,355.395,9.003
925.0,4275.0,19.5,0,0.0744,0.042,9.033
925.0,4275.0,20.5,0,0.0871,0.025,9.107
925.0,4275.0,21.5,0,0.0442,0.007,9.19
925.0,4275.0,22.5,2,0.1828,9.713,9.259
925.0,4275.0,23.5,0,0.0537,0.026,9.314
925.0,4275.0,24.5,0,0.0718,0.035,9.368
925.0,4275.0,25.5,1,0.2241,90.034,9.44
925.0,4275.0,26.5,1,0.2658,1041.456,9.539
925.0,4275.0,27.5,0,0.0715,0.014,9.655
925.0,4275.0,28.5,0,0.051,0.029,9.76
925.0,4275.0,29.5,0,0.0809,0.155,9.823
925.0,4325.0,0.5,0,0.064,0.076,9.382
925.0,4325.0,1.5,0,0.0802,0.03,9.303
925.0,4325.0,2.5,1,0.2665,843.838,9.18
925.0,4325.0,3.5,1,0.2372,182.481,9.063
925.0,4325.0,4.5,1,0.2749,248.769,9.005
925.0,4325.0,5.5,0,0.0757,0.056,9.034
925.0,4325.0,6.5,0,0.0426,0.021,9.15
925.0,4325.0,7.5,0,0.0608,0.03,9.331
925.0,4325.0,8.5,0,0.0583,0.018,9.536
925.0,4325.0,9.5,0,0.0808,0.027,9.722
925.0,4325.0,10.5,0,0.0899,0.072,9.848
925.0,4325.0,11.5,0,0.0386,0.004,9.882
925.0,4325.0,12.5,0,0.0575,0.059,9.81
925.0,4325.0,13.5,0,0.0636,0.032,9.638
925.0,4325.0,14.5,0,0.0404,0.012,9.395
925.0,4325.0,15.5,1,0.2414,181.48,9.127
925.0,4325.0,16.5,1,0.2244,112.276,8.886
925.0,4325.0,17.5,1,0.2583,558.621,8.713
925.0,4325.0,18.5,1,0.2562,289.624,8.628
925.0,4325.0,19.5,0,0.085,0.066,8.626
925.0,4325.0,20.5,0,0.0792,0.182,8.683
925.0,4325.0,21.5,0,0.0397,0.018,8.771
925.0,4325.0,22.5,1,0.2528,291.898,8.87
925.0,4325.0,23.5,0,0.0653,0.012,8.977
925.0,4325.0,24.5,0,0.057,0.035,9.096
925.0,4325.0,25.5,1,0.2257,113.357,9.236
925.0,4325.0,26.5,1,0.2775,491.559,9.396
925.0,4325.0,27.5,0,0.0526,0.007,9.558
925.0,4325.0,28.5,0,0.0448,0.012,9.694
925.0,4325.0,29.5,0,0.0871,0.046,9.772
925.0,4375.0,0.5,0,0.0496,0.027,9.331
925.0,4375.0,1.5,0,0.0727,0.019,9.263
925.0,4375.0,2.5,1,0.2613,552.606,9.159
925.0,4375.0,3.5,1,0.2465,229.768,9.068
925.0,4375.0,4.5,1,0.2491,564.846,9.032
925.0,4375.0,5.5,0,0.0682,0.062,9.076
925.0,4375.0,6.5,2,0.1464,4.762,9.195
925.0,4375.0,7.5,2,0.1857,31.501,9.366
925.0,4375.0,8.5,0,0.0527,0.019,9.552
925.0,4375.0,9.5,0,0.0809,0.068,9.713
925.0,4375.0,10.5,0,0.1103,0.043,9.811
925.0,4375.0,11.5,0,0.0443,0.021,9.815
925.0,4375.0,12.5,0,0.0684,0.019,9.708
925.0,4375.0,13.5,0,0.067,0.018,9.495
925.0,4375.0,14.5,0,0.0525,0.025,9.204
925.0,4375.0,15.5,1,0.251,952.122,8.883
925.0,4375.0,16.5,1,0.2287,277.951,8.584
925.0,4375.0,17.5,1,0.2234,148.064,8.351
925.0,4375.0,18.5,1,0.2795,671.511,8.209
925.0,4375.0,19.5,1,0.2804,1516.48,8.159
925.0,4375.0,20.5,1,0.2595,382.783,8.189
925.0,4375.0,21.5,1,0.1811,30.033,8.277
925.0,4375.0,22.5,1,0.2503,175.272,8.405
925.0,4375.0,23.5,0,0.0606,0.025,8.565
925.0,4375.0,24.5,1,0.2293,65.797,8.751
925.0,4375.0,25.5,1,0.2317,272.742,8.962
925.0,4375.0,26.5,1,0.2424,116.743,9.186
925.0,4375.0,27.5,0,0.0538,0.025,9.399
925.0,4375.0,28.5,0,0.0657,0.033,9.57
925.0,4375.0,29.5,0,0.0885,0.085,9.666
925.0,4425.0,0.5,0,0.0624,0.043,9.297
925.0,4425.0,1.5,0,0.0915,0.095,9.234
925.0,4425.0,2.5,1,0.2482,513.486,9.138
925.0,4425.0,3.5,1,0.2707,578.834,9.051
925.0,4425.0,4.5,1,0.2567,1025.448,9.014
925.0,4425.0,5.5,0,0.0679,0.069,9.045
925.0,4425.0,6.5,2,0.1396,1.51,9.147
925.0,4425.0,7.5,3,0.2014,21.774,9.3
925.0,4425.0,8.5,3,0.1729,5.282,9.476
925.0,4425.0,9.5,0,0.0743,0.025,9.638
925.0,4425.0,10.5,0,0.1118,0.087,9.747
925.0,4425.0,11.5,0,0.0295,0.002,9.765
925.0,4425.0,12.5,0,0.0599,0.045,9.671
925.0,4425.0,13.5,0,0.0697,0.019,9.466
925.0,4425.0,14.5,0,0.07,0.047,9.175
925.0,4425.0,15.5,1,0.231,192.913,8.847
925.0,4425.0,16.5,1,0.2381,109.718,8.534
925.0,4425.0,17.5,1,0.2494,170.387,8.281
925.0,4425.0,18.5,1,0.2442,220.213,8.114
925.0,4425.0,19.5,1,0.2487,468.006,8.036
925.0,4425.0,20.5,1,0.2682,1147.948,8.034
925.0,4425.0,21.5,1,0.2104,257.925,8.093
925.0,4425.0,22.5,1,0.2301,264.631,8.199
925.0,4425.0,23.5,2,0.172,5.588,8.347
925.0,4425.0,24.5,1,0.2368,182.886,8.536
925.0,4425.0,25.5,1,0.2441,310.258,8.762
925.0,4425.0,26.5,1,0.2144,37.905,9.01
925.0,4425.0,27.5,0,0.0642,0.013,9.249
925.0,4425.0,28.5,0,0.0589,0.018,9.441
925.0,4425.0,29.5,0,0.0848,0.036,9.549
925.0,4475.0,0.5,0,0.0824,0.282,9.253
925.0,4475.0,1.5,0,0.1175,0.15,9.196
925.0,4475.0,2.5,1,0.267,588.189,9.107
925.0,4475.0,3.5,1,0.2114,59.328,9.024
925.0,4475.0,4.5,1,0.2407,473.882,8.985
925.0,4475.0,5.5,0,0.0565,0.026,9.008
925.0,4475.0,6.5,2,0.132,3.738,9.097
925.0,4475.0,7.5,3,0.1997,20.592,9.24
925.0,4475.0,8.5,3,0.1634,11.482,9.415
925.0,4475.0,9.5,0,0.0615,0.018,9.589
925.0,4475.0,10.5,0,0.1034,0.167,9.723
925.0,4475.0,11.5,0,0.047,0.009,9.778
925.0,4475.0,12.5,0,0.0476,0.004,9.729
925.0,4475.0,13.5,0,0.0528,0.017,9.57
925.0,4475.0,14.5,0,0.0723,0.05,9.324
925.0,4475.0,15.5,0,0.0813,0.071,9.035
925.0,4475.0,16.5,1,0.2448,288.638,8.755
925.0,4475.0,17.5,1,0.2323,356.404,8.525
925.0,4475.0,18.5,1,0.2534,445.713,8.366
925.0,4475.0,19.5,0,0.0751,0.066,8.277
925.0,4475.0,20.5,0,0.0785,0.072,8.243
925.0,4475.0,21.5,0,0.0483,0.022,8.249
925.0,4475.0,22.5,1,0.2238,94.249,8.29
925.0,4475.0,23.5,1,0.2414,220.84,8.374
925.0,4475.0,24.5,1,0.2321,501.817,8.511
925.0,4475.0,25.5,1,0.2303,471.365,8.702
925.0,4475.0,26.5,1,0.2093,43.874,8.933
925.0,4475.0,27.5,0,0.0742,0.02,9.169
925.0,4475.0,28.5,0,0.0586,0.019,9.364
925.0,4475.0,29.5,0,0.0971,0.08,9.475
925.0,4525.0,0.5,0,0.0553,0.017,9.261
925.0,4525.0,1.5,0,0.1273,0.221,9.206
925.0,4525.0,2.5,1,0.2688,949.619,9.12
925.0,4525.0,3.5,1,0.2251,129.817,9.04
925.0,4525.0,4.5,1,0.2425,143.557,9.0
925.0,4525.0,5.5,0,0.0817,0.063,9.02
925.0,4525.0,6.5,2,0.1439,1.948,9.106
925.0,4525.0,7.5,3,0.1843,15.443,9.246
925.0,4525.0,8.5,3,0.1767,16.527,9.422
925.0,4525.0,9.5,0,0.0614,0.011,9.601
925.0,4525.0,10.5,0,0.1131,0.156,9.747
925.0,4525.0,11.5,0,0.0478,0.017,9.823
925.0,4525.0,12.5,0,0.0763,0.05,9.802
925.0,4525.0,13.5,0,0.0669,0.034,9.679
925.0,4525.0,14.5,0,0.0696,0.021,9.472
925.0,4525.0,15.5,0,0.0788,0.138,9.221
925.0,4525.0,16.5,1,0.2211,102.15,8.974
925.0,4525.0,17.5,1,0.2639,2059.983,8.769
925.0,4525.0,18.5,1,0.2441,169.741,8.622
925.0,4525.0,19.5,0,0.0712,0.021,8.528
925.0,4525.0,20.5,0,0.0792,0.036,8.472
925.0,4525.0,21.5,0,0.0639,0.02,8.44
925.0,4525.0,22.5,1,0.2377,216.792,8.434
925.0,4525.0,23.5,1,0.2108,49.45,8.468
925.0,4525.0,24.5,1,0.202,148.162,8.561
925.0,4525.0,25.5,1,0.2238,181.345,8.722
925.0,4525.0,26.5,1,0.2199,60.136,8.936
925.0,4525.0,27.5,0,0.0737,0.037,9.166
925.0,4525.0,28.5,0,0.0776,0.05,9.362
925.0,4525.0,29.5,0,0.0992,0.077,9.474
925.0,4575.0,0.5,0,0.0815,0.053,9.371
925.0,4575.0,1.5,0,0.1131,0.167,9.317
925.0,4575.0,2.5,1,0.2832,805.688,9.231
925.0,4575.0,3.5,1,0.2237,271.723,9.149
925.0,4575.0,4.5,1,0.2754,2994.345,9.104
925.0,4575.0,5.5,0,0.0876,0.095,9.117
925.0,4575.0,6.5,0,0.0637,0.019,9.191
925.0,4575.0,7.5,3,0.1701,17.639,9.32
925.0,4575.0,8.5,3,0.1694,4.777,9.483
925.0,4575.0,9.5,0,0.0541,0.03,9.652
925.0,4575.0,10.5,0,0.0985,0.111,9.791
925.0,4575.0,11.5,0,0.0415,0.006,9.865
925.0,4575.0,12.5,0,0.0699,0.049,9.848
925.0,4575.0,13.5,0,0.0729,0.028,9.735
925.0,4575.0,14.5,0,0.0551,0.011,9.543
925.0,4575.0,15.5,1,0.2677,339.292,9.311
925.0,4575.0,16.5,1,0.2135,51.65,9.08
925.0,4575.0,17.5,1,0.2558,360.325,8.886
925.0,4575.0,18.5,1,0.2364,335.956,8.744
925.0,4575.0,19.5,0,0.0775,0.119,8.647
925.0,4575.0,20.5,0,0.1003,0.055,8.582
925.0,4575.0,21.5,0,0.0621,0.047,8.535
925.0,4575.0,22.5,1,0.2176,261.166,8.51
925.0,4575.0,23.5,1,0.2157,43.175,8.524
925.0,4575.0,24.5,1,0.1928,56.98,8.6
925.0,4575.0,25.5,1,0.2162,83.614,8.749
925.0,4575.0,26.5,1,0.2608,1202.206,8.957
925.0,4575.0,27.5,0,0.075,0.033,9.188
925.0,4575.0,28.5,0,0.0808,0.161,9.387
