WELL,MD,INCLINATION,AZIMUTH
WELL-08,1050.0,0.04,45.58
WELL-08,1080.0,0.03,45.22
WELL-08,1110.0,0.04,44.8
WELL-08,1140.0,0.06,44.91
WELL-08,1170.0,0.04,45.16
WELL-08,1200.0,0.07,45.23
WELL-08,1230.0,0.04,44.82
WELL-08,1260.0,0.02,44.99
WELL-08,1290.0,0.01,44.68
WELL-08,1320.0,0.05,44.62
WELL-08,1350.0,1.78,44.77
WELL-08,1380.0,4.33,45.4
WELL-08,1410.0,6.89,45.2
WELL-08,1440.0,9.51,45.75
WELL-08,1470.0,12.07,46.19
WELL-08,1500.0,14.63,46.65
WELL-08,1530.0,17.2,46.74
WELL-08,1560.0,19.73,46.43
WELL-08,1590.0,22.27,46.62
WELL-08,1620.0,24.83,46.63
WELL-08,1650.0,27.38,46.55
WELL-08,1680.0,29.95,46.87
WELL-08,1710.0,32.57,46.26
WELL-08,1740.0,35.11,45.85
WELL-08,1770.0,37.63,46.23
WELL-08,1800.0,40.19,46.04
WELL-08,1830.0,42.81,46.41
WELL-08,1860.0,45.35,46.47
WELL-08,1890.0,47.1,46.21
WELL-08,1920.0,47.04,46.04
WELL-08,1950.0,47.01,46.9
WELL-08,1980.0,46.97,46.76
WELL-08,2010.0,46.96,47.04
WELL-08,2040.0,46.95,46.3
WELL-08,2070.0,46.94,46.3
WELL-08,2100.0,46.94,46.45
WELL-08,2130.0,46.95,47.06
WELL-08,2160.0,46.98,47.5
WELL-08,2190.0,47.08,47.34
WELL-08,2220.0,47.03,47.98
WELL-08,2250.0,47.08,47.72
WELL-08,2280.0,47.09,48.24
WELL-08,2310.0,47.06,48.46
WELL-08,2340.0,47.09,47.78
WELL-08,2370.0,47.16,47.64
WELL-08,2400.0,47.25,47.55
WELL-08,2430.0,47.26,48.01
WELL-08,2460.0,47.26,48.05
WELL-08,2490.0,47.25,48.07
WELL-08,2520.0,47.27,48.02
WELL-08,2550.0,47.24,47.72
WELL-08,2580.0,47.32,47.6
WELL-08,2610.0,47.32,47.52
WELL-08,2640.0,47.32,46.95
WELL-08,2670.0,47.35,47.18
WELL-08,2700.0,47.3,46.97
WELL-08,2730.0,47.33,46.93
WELL-08,2760.0,47.32,46.75
WELL-08,2790.0,47.29,46.74
WELL-08,2820.0,47.21,46.71
WELL-08,2850.0,47.24,46.11
WELL-08,2880.0,47.3,46.45
WELL-08,2910.0,47.37,47.07
WELL-08,2940.0,47.29,47.41
WELL-08,2970.0,47.26,47.41
WELL-08,3000.0,47.2,47.77
WELL-08,3030.0,47.26,47.73
WELL-08,3060.0,47.34,48.21
WELL-08,3090.0,47.4,48.35
WELL-08,3120.0,47.38,48.27
WELL-08,3150.0,47.45,48.51
WELL-08,3180.0,47.39,48.51
WELL-08,3210.0,47.36,48.72
WELL-08,3240.0,47.35,48.42
WELL-08,3270.0,47.37,48.47
WELL-08,3300.0,47.38,48.62
WELL-08,3330.0,47.42,48.89
WELL-08,3360.0,47.48,48.88
WELL-08,3390.0,47.52,48.83
WELL-08,3420.0,47.55,48.59
WELL-08,3450.0,47.44,48.86
WELL-09,0.0,0.01,295.31
WELL-09,30.0,0.04,294.72
WELL-09,60.0,0.0,294.86
WELL-09,90.0,0.03,295.32
WELL-09,120.0,0.05,295.33
WELL-09,150.0,0.03,295.3
WELL-09,180.0,0.1,295.25
WELL-09,210.0,0.18,295.01
WELL-09,240.0,0.16,294.91
WELL-09,270.0,0.14,294.99
WELL-09,300.0,0.14,295.04
WELL-09,330.0,0.09,294.35
WELL-09,360.0,0.09,294.82
WELL-09,390.0,0.13,294.66
WELL-09,420.0,0.16,294.73
WELL-09,450.0,0.11,294.86
WELL-09,480.0,0.1,294.64
WELL-09,510.0,0.1,294.77
WELL-09,540.0,0.15,295.04
WELL-09,570.0,0.14,294.99
WELL-09,600.0,0.13,294.85
WELL-09,630.0,0.07,294.56
WELL-09,660.0,0.03,293.98
WELL-09,690.0,0.04,294.58
WELL-09,720.0,0.07,294.14
WELL-09,750.0,0.05,294.18
WELL-09,780.0,0.01,293.92
WELL-09,810.0,0.03,294.47
WELL-09,840.0,0.04,294.93
WELL-09,870.0,0.19,294.78
WELL-09,900.0,0.08,294.78
WELL-09,930.0,0.12,294.68
WELL-09,960.0,0.11,294.76
WELL-09,990.0,0.05,295.15
WELL-09,1020.0,0.11,294.75
WELL-09,1050.0,0.07,294.2
WELL-09,1080.0,0.04,293.75
WELL-09,1110.0,0.09,294.24
WELL-09,1140.0,0.0,294.41
WELL-09,1170.0,0.1,294.73
WELL-09,1200.0,0.09,294.89
WELL-09,1230.0,0.11,295.38
WELL-09,1260.0,0.0,295.51
WELL-09,1290.0,0.01,295.6
WELL-09,1320.0,0.07,296.1
WELL-09,1350.0,0.01,296.09
WELL-09,1380.0,1.91,295.88
WELL-09,1410.0,4.14,295.68
WELL-09,1440.0,6.46,295.37
WELL-09,1470.0,8.71,295.35
WELL-09,1500.0,10.99,295.69
WELL-09,1530.0,13.19,295.47
WELL-09,1560.0,15.37,295.56
WELL-09,1590.0,17.57,295.64
WELL-09,1620.0,19.89,295.0
WELL-09,1650.0,22.11,294.37
WELL-09,1680.0,24.39,294.22
WELL-09,1710.0,26.62,294.35
WELL-09,1740.0,28.84,294.54
WELL-09,1770.0,29.53,294.0
WELL-09,1800.0,29.48,293.97
WELL-09,1830.0,29.56,294.36
WELL-09,1860.0,29.56,294.51
WELL-09,1890.0,29.53,294.65
WELL-09,1920.0,29.57,294.46
WELL-09,1950.0,29.65,294.49
WELL-09,1980.0,29.6,294.66
WELL-09,2010.0,29.6,294.59
WELL-09,2040.0,29.61,294.87
WELL-09,2070.0,29.63,294.91
WELL-09,2100.0,29.64,295.04
WELL-09,2130.0,29.59,294.78
WELL-09,2160.0,29.68,294.21
WELL-09,2190.0,29.73,294.18
WELL-09,2220.0,29.76,294.74
WELL-09,2250.0,29.86,294.8
WELL-09,2280.0,28.16,295.04
WELL-09,2310.0,26.21,294.56
WELL-09,2340.0,24.22,294.96
WELL-09,2370.0,22.18,295.59
WELL-09,2400.0,20.18,295.64
WELL-09,2430.0,18.09,295.34
WELL-09,2460.0,16.09,295.22
WELL-09,2490.0,14.15,295.45
WELL-09,2520.0,12.01,295.38
WELL-09,2550.0,9.97,295.36
WELL-09,2580.0,8.01,295.31
WELL-09,2610.0,5.94,295.28
WELL-09,2640.0,5.38,295.25
WELL-09,2670.0,5.45,295.54
WELL-09,2700.0,5.45,295.61
WELL-09,2730.0,5.41,295.59
WELL-09,2760.0,5.39,295.62
WELL-09,2790.0,5.39,295.55
WELL-09,2820.0,5.38,295.47
WELL-09,2850.0,5.35,294.88
WELL-09,2880.0,5.28,295.33
WELL-09,2910.0,5.25,295.12
WELL-09,2940.0,5.25,295.07
WELL-09,2970.0,5.24,294.68
WELL-09,3000.0,5.25,293.94
WELL-09,3030.0,5.17,293.9
WELL-09,3060.0,5.11,293.86
WELL-09,3090.0,5.15,293.78
WELL-09,3120.0,5.12,294.36
WELL-09,3150.0,5.18,294.83
WELL-09,3180.0,5.15,295.24
WELL-10,0.0,0.07,248.79
WELL-10,30.0,0.12,249.06
WELL-10,60.0,0.07,248.78
WELL-10,90.0,0.04,248.37
WELL-10,120.0,0.02,248.28
WELL-10,150.0,0.04,248.16
WELL-10,180.0,0.01,248.16
WELL-10,210.0,0.03,248.15
WELL-10,240.0,0.02,248.45
WELL-10,270.0,0.01,247.98
WELL-10,300.0,0.03,248.01
WELL-10,330.0,0.16,247.75
WELL-10,360.0,0.16,248.22
WELL-10,390.0,0.14,248.12
WELL-10,420.0,0.25,248.59
WELL-10,450.0,0.27,248.52
WELL-10,480.0,0.25,248.2
WELL-10,510.0,0.2,247.98
WELL-10,540.0,0.17,248.0
WELL-10,570.0,0.18,248.07
WELL-10,600.0,0.21,248.2
WELL-10,630.0,0.26,248.28
WELL-10,660.0,0.25,248.71
WELL-10,690.0,0.25,248.46
WELL-10,720.0,0.28,248.16
WELL-10,750.0,0.35,248.11
WELL-10,780.0,0.4,247.94
WELL-10,810.0,0.41,247.89
WELL-10,840.0,0.72,247.07
WELL-10,870.0,3.4,247.08
WELL-10,900.0,6.19,246.95
WELL-10,930.0,8.84,246.8
WELL-10,960.0,11.52,246.3
WELL-10,990.0,14.2,246.47
WELL-10,1020.0,16.93,246.63
WELL-10,1050.0,19.78,247.01
WELL-10,1080.0,22.49,247.32
WELL-10,1110.0,25.23,247.5
WELL-10,1140.0,27.97,247.55
WELL-10,1170.0,30.54,247.92
WELL-10,1200.0,33.28,247.89
WELL-10,1230.0,35.98,247.75
WELL-10,1260.0,38.65,247.53
WELL-10,1290.0,41.44,247.33
WELL-10,1320.0,44.15,247.61
WELL-10,1350.0,45.46,247.72
WELL-10,1380.0,45.36,247.66
WELL-10,1410.0,45.29,247.31
WELL-10,1440.0,45.27,247.64
WELL-10,1470.0,45.27,248.0
WELL-10,1500.0,45.31,248.3
WELL-10,1530.0,45.33,248.41
WELL-10,1560.0,45.29,247.99
WELL-10,1590.0,45.27,248.03
WELL-10,1620.0,45.25,248.18
WELL-10,1650.0,45.21,248.21
WELL-10,1680.0,45.23,248.25
WELL-10,1710.0,45.18,248.62
WELL-10,1740.0,45.04,249.01
WELL-10,1770.0,42.99,248.63
WELL-10,1800.0,41.0,248.47
WELL-10,1830.0,38.9,248.65
WELL-10,1860.0,36.99,248.41
WELL-10,1890.0,34.98,248.43
WELL-10,1920.0,33.04,248.18
WELL-10,1950.0,31.0,248.28
WELL-10,1980.0,28.99,248.48
WELL-10,2010.0,26.97,248.66
WELL-10,2040.0,25.02,249.21
WELL-10,2070.0,23.02,249.21
WELL-10,2100.0,21.01,249.03
WELL-10,2130.0,18.91,249.74
WELL-10,2160.0,16.87,249.45
WELL-10,2190.0,14.92,249.16
WELL-10,2220.0,12.97,248.64
WELL-10,2250.0,11.0,248.66
WELL-10,2280.0,9.06,248.43
WELL-10,2310.0,7.0,248.81
WELL-10,2340.0,5.13,248.54
WELL-10,2370.0,5.1,248.93
WELL-10,2400.0,5.14,248.87
WELL-10,2430.0,5.16,248.53
WELL-10,2460.0,5.14,248.58
WELL-10,2490.0,5.22,248.06
WELL-10,2520.0,5.1,248.37
WELL-10,2550.0,5.14,248.23
WELL-10,2580.0,5.08,248.11
WELL-10,2610.0,5.08,247.91
WELL-10,2640.0,5.06,248.34
WELL-10,2670.0,5.01,248.94
WELL-10,2700.0,5.02,249.02
WELL-10,2730.0,5.07,248.48
WELL-10,2760.0,5.07,248.34
WELL-10,2790.0,5.16,248.71
WELL-10,2820.0,5.1,248.8
WELL-10,2850.0,5.13,248.67
WELL-10,2880.0,5.18,248.67
WELL-10,2910.0,5.2,249.0
WELL-10,2940.0,5.18,249.13
WELL-10,2970.0,5.22,249.22
WELL-10,3000.0,5.25,249.04
WELL-10,3030.0,5.19,248.99
WELL-10,3060.0,5.23,248.95
WELL-10,3090.0,5.25,248.62
WELL-11,0.0,0.01,150.29
WELL-11,30.0,0.0,150.16
WELL-11,60.0,0.05,150.02
WELL-11,90.0,0.09,149.72
WELL-11,120.0,0.01,149.99
WELL-11,150.0,0.11,150.86
WELL-11,180.0,0.11,150.71
WELL-11,210.0,0.15,150.7
WELL-11,240.0,0.16,150.15
WELL-11,270.0,0.19,150.53
WELL-11,300.0,0.21,150.44
WELL-11,330.0,0.25,150.59
WELL-11,360.0,0.2,150.29
WELL-11,390.0,0.24,149.89
WELL-11,420.0,0.3,149.54
WELL-11,450.0,0.22,149.54
WELL-11,480.0,0.26,149.5
WELL-11,510.0,0.25,149.66
WELL-11,540.0,0.26,149.08
WELL-11,570.0,0.34,148.97
WELL-11,600.0,0.36,148.25
WELL-11,630.0,0.34,148.69
WELL-11,660.0,0.4,149.21
WELL-11,690.0,0.43,149.19
WELL-11,720.0,0.47,149.18
WELL-11,750.0,0.51,148.92
WELL-11,780.0,0.5,148.6
WELL-11,810.0,0.52,148.12
WELL-11,840.0,0.54,147.91
WELL-11,870.0,0.52,148.27
WELL-11,900.0,0.5,148.0
WELL-11,930.0,0.55,148.31
WELL-11,960.0,0.57,148.35
WELL-11,990.0,0.61,148.5
WELL-11,1020.0,0.64,148.3
WELL-11,1050.0,0.61,148.09
WELL-11,1080.0,0.61,147.88
WELL-11,1110.0,0.62,147.92
WELL-11,1140.0,0.62,147.93
WELL-11,1170.0,0.6,148.02
WELL-11,1200.0,0.59,148.49
WELL-11,1230.0,0.57,148.34
WELL-11,1260.0,0.6,148.18
WELL-11,1290.0,0.56,147.93
WELL-11,1320.0,2.05,148.17
WELL-11,1350.0,4.76,147.91
WELL-11,1380.0,7.39,147.53
WELL-11,1410.0,10.06,147.89
WELL-11,1440.0,12.67,148.18
WELL-11,1470.0,15.32,148.02
WELL-11,1500.0,17.97,147.78
WELL-11,1530.0,20.6,148.16
WELL-11,1560.0,23.27,147.8
WELL-11,1590.0,25.9,147.3
WELL-11,1620.0,28.55,147.13
WELL-11,1650.0,30.22,146.54
WELL-11,1680.0,30.29,146.14
WELL-11,1710.0,30.29,145.86
WELL-11,1740.0,30.32,145.44
WELL-11,1770.0,30.28,145.63
WELL-11,1800.0,30.34,145.9
WELL-11,1830.0,30.35,146.02
WELL-11,1860.0,30.36,146.35
WELL-11,1890.0,30.46,146.22
WELL-11,1920.0,30.41,145.89
WELL-11,1950.0,30.34,146.3
WELL-11,1980.0,30.31,146.62
WELL-11,2010.0,30.34,146.67
WELL-11,2040.0,30.34,146.78
WELL-11,2070.0,30.41,146.26
WELL-11,2100.0,30.45,146.32
WELL-11,2130.0,30.42,146.38
WELL-11,2160.0,30.44,146.48
WELL-11,2190.0,30.34,146.58
WELL-11,2220.0,30.38,145.87
WELL-11,2250.0,30.34,145.99
WELL-11,2280.0,30.32,145.77
WELL-11,2310.0,30.29,145.62
WELL-11,2340.0,30.29,145.3
WELL-11,2370.0,30.33,144.67
WELL-11,2400.0,30.3,144.45
WELL-11,2430.0,30.28,144.14
WELL-11,2460.0,30.3,143.48
WELL-11,2490.0,30.32,143.55
WELL-11,2520.0,30.35,143.56
WELL-11,2550.0,30.34,142.95
WELL-11,2580.0,30.43,143.19
WELL-11,2610.0,30.54,142.6
WELL-11,2640.0,30.51,142.61
WELL-11,2670.0,30.43,142.79
WELL-11,2700.0,30.46,142.29
WELL-11,2730.0,30.4,142.55
WELL-11,2760.0,30.35,142.61
WELL-11,2790.0,30.38,142.53
WELL-11,2820.0,30.4,143.0
WELL-11,2850.0,30.38,143.23
WELL-11,2880.0,30.45,142.95
WELL-11,2910.0,30.47,142.79
WELL-11,2940.0,30.46,142.74
WELL-11,2970.0,30.44,142.58
WELL-11,3000.0,30.42,142.82
WELL-11,3030.0,30.44,142.72
WELL-11,3060.0,30.39,142.66
WELL-11,3090.0,30.41,142.54
WELL-11,3120.0,30.48,142.68
WELL-11,3150.0,30.39,143.08
WELL-11,3180.0,30.46,143.24
WELL-12,0.0,0.07,34.1
WELL-12,30.0,0.12,33.42
WELL-12,60.0,0.16,33.26
WELL-12,90.0,0.18,33.04
WELL-12,120.0,0.12,33.68
WELL-12,150.0,0.13,33.85
WELL-12,180.0,0.19,34.05
WELL-12,210.0,0.23,33.59
WELL-12,240.0,0.19,33.31
WELL-12,270.0,0.23,33.65
WELL-12,300.0,0.28,34.12
WELL-12,330.0,0.26,34.12
WELL-12,360.0,0.21,34.21
WELL-12,390.0,0.15,34.21
WELL-12,420.0,0.2,34.38
WELL-12,450.0,0.23,34.17
WELL-12,480.0,0.23,34.26
WELL-12,510.0,0.18,34.3
WELL-12,540.0,0.24,33.67
WELL-12,570.0,0.16,34.16
WELL-12,600.0,0.09,34.3
WELL-12,630.0,0.17,34.43
WELL-12,660.0,0.14,34.8
WELL-12,690.0,0.06,34.53
WELL-12,720.0,0.09,34.84
WELL-12,750.0,0.03,35.02
WELL-12,780.0,0.09,35.09
WELL-12,810.0,0.16,35.09
WELL-12,840.0,0.17,34.9
WELL-12,870.0,0.19,34.78
WELL-12,900.0,0.17,34.7
WELL-12,930.0,0.11,34.79
WELL-12,960.0,0.13,35.19
WELL-12,990.0,0.14,35.56
WELL-12,1020.0,0.1,35.79
WELL-12,1050.0,0.03,36.47
WELL-12,1080.0,0.05,36.14
WELL-12,1110.0,0.02,36.19
WELL-12,1140.0,0.0,36.24
WELL-12,1170.0,0.03,36.39
WELL-12,1200.0,0.02,36.32
WELL-12,1230.0,0.01,37.09
WELL-12,1260.0,0.02,36.65
WELL-12,1290.0,0.03,36.78
WELL-12,1320.0,0.05,36.62
WELL-12,1350.0,0.07,36.22
WELL-12,1380.0,0.15,36.1
WELL-12,1410.0,0.15,36.02
WELL-12,1440.0,0.1,36.34
WELL-12,1470.0,0.12,35.98
WELL-12,1500.0,0.13,35.8
WELL-12,1530.0,0.12,36.07
WELL-12,1560.0,0.17,36.37
WELL-12,1590.0,0.21,36.72
WELL-12,1620.0,0.26,37.22
WELL-12,1650.0,0.28,37.02
WELL-12,1680.0,0.31,37.07
WELL-12,1710.0,0.36,37.44
WELL-12,1740.0,0.38,37.14
WELL-12,1770.0,0.33,37.0
WELL-12,1800.0,0.3,37.37
WELL-12,1830.0,0.3,36.99
WELL-12,1860.0,0.47,36.81
WELL-12,1890.0,0.44,37.23
WELL-12,1920.0,0.46,37.14
WELL-12,1950.0,0.49,36.74
WELL-12,1980.0,0.47,37.13
WELL-12,2010.0,0.41,37.5
WELL-12,2040.0,0.41,37.08
WELL-12,2070.0,0.4,37.51
WELL-12,2100.0,0.43,37.62
WELL-12,2130.0,0.44,37.55
WELL-12,2160.0,0.53,37.61
WELL-12,2190.0,0.56,37.96
WELL-12,2220.0,0.55,38.09
WELL-12,2250.0,0.58,38.45
WELL-12,2280.0,0.58,38.04
WELL-12,2310.0,0.55,37.84
WELL-12,2340.0,0.46,37.7
WELL-12,2370.0,0.48,38.04
WELL-12,2400.0,0.54,38.22
WELL-12,2430.0,0.59,37.95
WELL-12,2460.0,0.56,37.87
WELL-12,2490.0,0.55,38.23
WELL-12,2520.0,0.44,38.48
WELL-12,2550.0,0.46,38.44
WELL-12,2580.0,0.48,38.74
WELL-12,2610.0,0.42,38.75
WELL-12,2640.0,0.5,38.81
WELL-12,2670.0,0.46,38.33
WELL-12,2700.0,0.47,38.44
WELL-12,2730.0,0.47,38.15
WELL-12,2760.0,0.41,37.81
WELL-12,2790.0,0.41,37.97
WELL-12,2820.0,0.43,38.06
WELL-12,2850.0,0.39,38.5
WELL-12,2880.0,0.41,38.49
WELL-12,2910.0,0.38,38.13
WELL-13,0.0,0.07,67.59
WELL-13,30.0,0.12,67.22
WELL-13,60.0,0.13,66.96
WELL-13,90.0,0.23,66.88
WELL-13,120.0,0.27,66.9
WELL-13,150.0,0.19,66.75
WELL-13,180.0,0.09,66.19
WELL-13,210.0,0.05,65.6
WELL-13,240.0,0.05,65.87
WELL-13,270.0,0.03,65.87
WELL-13,300.0,0.03,66.06
WELL-13,330.0,0.08,66.39
WELL-13,360.0,0.11,66.38
WELL-13,390.0,0.02,66.39
WELL-13,420.0,0.09,66.75
WELL-13,450.0,0.08,66.51
WELL-13,480.0,0.03,66.36
WELL-13,510.0,0.01,66.68
WELL-13,540.0,0.03,66.55
WELL-13,570.0,0.03,66.51
WELL-13,600.0,0.01,66.41
WELL-13,630.0,0.0,66.35
WELL-13,660.0,0.06,66.46
WELL-13,690.0,0.08,66.5
WELL-13,720.0,0.08,66.41
WELL-13,750.0,0.16,67.1
WELL-13,780.0,0.15,66.96
WELL-13,810.0,0.15,66.72
WELL-13,840.0,0.18,66.47
WELL-13,870.0,2.36,66.48
WELL-13,900.0,4.61,66.88
WELL-13,930.0,6.71,66.81
WELL-13,960.0,9.01,67.15
WELL-13,990.0,11.17,67.24
WELL-13,1020.0,13.45,67.37
WELL-13,1050.0,15.68,67.35
WELL-13,1080.0,17.9,67.01
WELL-13,1110.0,20.16,66.2
WELL-13,1140.0,22.35,65.96
WELL-13,1170.0,24.56,65.66
WELL-13,1200.0,26.9,65.84
WELL-13,1230.0,29.2,66.16
WELL-13,1260.0,31.41,66.24
WELL-13,1290.0,33.65,66.27
WELL-13,1320.0,35.93,66.34
WELL-13,1350.0,38.16,66.44
WELL-13,1380.0,40.49,66.38
WELL-13,1410.0,41.56,66.51
WELL-13,1440.0,41.53,66.57
WELL-13,1470.0,41.56,66.39
WELL-13,1500.0,41.57,66.29
WELL-13,1530.0,41.65,66.37
WELL-13,1560.0,41.64,65.99
WELL-13,1590.0,41.61,65.83
WELL-13,1620.0,41.63,65.9
WELL-13,1650.0,41.55,66.38
WELL-13,1680.0,41.57,66.43
WELL-13,1710.0,41.53,66.39
WELL-13,1740.0,41.55,66.02
WELL-13,1770.0,41.58,66.31
WELL-13,1800.0,41.62,66.64
WELL-13,1830.0,41.66,66.44
WELL-13,1860.0,41.69,66.36
WELL-13,1890.0,41.65,66.21
WELL-13,1920.0,41.59,66.28
WELL-13,1950.0,41.6,65.91
WELL-13,1980.0,41.59,65.96
WELL-13,2010.0,41.63,65.5
WELL-13,2040.0,41.7,65.48
WELL-13,2070.0,41.71,65.51
WELL-13,2100.0,41.71,65.28
WELL-13,2130.0,41.66,64.61
WELL-13,2160.0,41.72,64.49
WELL-13,2190.0,41.76,64.54
WELL-13,2220.0,41.77,65.44
WELL-13,2250.0,41.85,65.67
WELL-13,2280.0,41.83,65.75
WELL-13,2310.0,41.79,66.33
WELL-13,2340.0,41.85,66.5
WELL-13,2370.0,41.89,66.43
WELL-13,2400.0,41.85,66.31
WELL-13,2430.0,41.9,66.35
WELL-13,2460.0,41.93,66.06
WELL-13,2490.0,41.92,65.69
WELL-13,2520.0,42.0,65.73
WELL-13,2550.0,42.01,65.77
WELL-13,2580.0,42.04,65.72
WELL-13,2610.0,42.01,65.64
WELL-13,2640.0,42.02,65.53
WELL-13,2670.0,42.01,65.08
WELL-13,2700.0,42.06,65.13
WELL-13,2730.0,42.17,65.05
WELL-13,2760.0,42.22,65.26
WELL-13,2790.0,42.22,65.3
WELL-13,2820.0,42.19,65.26
WELL-13,2850.0,42.22,64.8
WELL-13,2880.0,42.24,64.98
WELL-13,2910.0,42.27,64.91
WELL-13,2940.0,42.21,65.03
WELL-13,2970.0,42.24,65.28
WELL-13,3000.0,42.2,65.58
WELL-13,3030.0,42.17,65.78
WELL-13,3060.0,42.22,65.21
WELL-13,3090.0,42.18,65.46
WELL-13,3120.0,42.17,65.37
WELL-13,3150.0,42.2,64.97
WELL-13,3180.0,42.21,64.53
WELL-13,3210.0,42.23,64.7
WELL-13,3240.0,42.23,64.46
WELL-13,3270.0,42.2,64.17
WELL-13,3300.0,42.17,64.21
WELL-13,3330.0,42.24,64.83
WELL-13,3360.0,42.2,64.81
WELL-13,3390.0,42.29,65.08
WELL-13,3420.0,42.32,65.27
WELL-13,3450.0,42.33,65.6
WELL-13,3480.0,42.25,65.43
WELL-13,3510.0,42.27,65.39
WELL-13,3540.0,42.21,65.44
WELL-14,0.0,0.01,118.01
WELL-14,30.0,0.02,117.64
WELL-14,60.0,0.0,117.13
WELL-14,90.0,0.0,116.96
WELL-14,120.0,0.07,116.86
WELL-14,150.0,0.06,116.96
WELL-14,180.0,0.13,117.58
WELL-14,210.0,0.17,118.08
WELL-14,240.0,0.14,118.18
WELL-14,270.0,0.17,118.51
WELL-14,300.0,0.19,118.79
WELL-14,330.0,0.2,118.99
WELL-14,360.0,0.22,118.81
WELL-14,390.0,0.27,118.97
WELL-14,420.0,0.29,118.85
WELL-14,450.0,0.24,118.59
WELL-14,480.0,0.24,118.6
WELL-14,510.0,0.23,118.07
WELL-14,540.0,0.25,117.14
WELL-14,570.0,0.21,117.4
WELL-14,600.0,0.19,117.35
WELL-14,630.0,0.28,117.6
WELL-14,660.0,0.3,117.65
WELL-14,690.0,0.32,118.29
WELL-14,720.0,0.3,118.79
WELL-14,750.0,0.38,118.91
WELL-14,780.0,0.47,119.64
WELL-14,810.0,0.45,119.55
WELL-14,840.0,0.45,119.76
WELL-14,870.0,0.32,119.96
WELL-14,900.0,0.28,119.94
WELL-14,930.0,0.2,119.66
WELL-14,960.0,0.2,119.86
WELL-14,990.0,0.17,119.7
WELL-14,1020.0,0.15,119.83
WELL-14,1050.0,0.19,119.94
WELL-14,1080.0,0.2,120.08
WELL-14,1110.0,0.2,120.08
WELL-14,1140.0,0.25,120.32
WELL-14,1170.0,0.25,120.83
WELL-14,1200.0,1.69,120.64
WELL-14,1230.0,3.69,120.48
WELL-14,1260.0,5.74,120.81
WELL-14,1290.0,7.73,120.96
WELL-14,1320.0,9.69,120.65
WELL-14,1350.0,11.61,120.38
WELL-14,1380.0,13.74,119.42
WELL-14,1410.0,15.74,119.29
WELL-14,1440.0,17.79,119.69
WELL-14,1470.0,19.75,119.82
WELL-14,1500.0,21.74,119.64
WELL-14,1530.0,23.72,119.56
WELL-14,1560.0,25.76,119.8
WELL-14,1590.0,27.79,119.72
WELL-14,1620.0,29.87,119.49
WELL-14,1650.0,31.89,119.42
WELL-14,1680.0,33.91,119.53
WELL-14,1710.0,35.81,119.14
WELL-14,1740.0,37.81,118.93
WELL-14,1770.0,39.71,119.03
WELL-14,1800.0,40.58,118.74
WELL-14,1830.0,40.61,119.02
WELL-14,1860.0,40.64,118.83
WELL-14,1890.0,40.65,118.98
WELL-14,1920.0,40.61,118.94
WELL-14,1950.0,40.59,119.02
WELL-14,1980.0,40.57,119.4
WELL-14,2010.0,40.63,118.76
WELL-14,2040.0,40.65,118.75
WELL-14,2070.0,40.61,118.67
WELL-14,2100.0,40.62,118.57
WELL-14,2130.0,40.61,118.12
WELL-14,2160.0,40.66,118.2
WELL-14,2190.0,40.61,118.26
WELL-14,2220.0,40.56,118.32
WELL-14,2250.0,40.58,118.3
WELL-14,2280.0,40.59,118.54
WELL-14,2310.0,40.56,118.95
WELL-14,2340.0,40.55,119.18
WELL-14,2370.0,40.64,119.55
WELL-14,2400.0,40.69,119.41
WELL-14,2430.0,40.71,119.41
WELL-14,2460.0,40.7,119.63
WELL-14,2490.0,40.7,119.7
WELL-14,2520.0,40.76,119.77
WELL-14,2550.0,40.82,119.69
WELL-14,2580.0,40.92,119.86
WELL-14,2610.0,40.83,119.91
WELL-14,2640.0,40.9,119.56
WELL-14,2670.0,40.82,119.53
WELL-14,2700.0,40.78,119.52
WELL-14,2730.0,40.76,119.07
WELL-14,2760.0,40.81,119.06
WELL-14,2790.0,40.84,118.48
WELL-14,2820.0,40.84,118.76
WELL-14,2850.0,40.86,118.5
WELL-14,2880.0,40.94,118.66
WELL-14,2910.0,40.93,118.97
WELL-14,2940.0,40.92,119.73
WELL-14,2970.0,40.88,119.72
WELL-14,3000.0,40.88,119.94
WELL-14,3030.0,40.91,120.21
WELL-14,3060.0,40.93,120.13
WELL-14,3090.0,40.95,120.46
WELL-14,3120.0,40.93,119.76
WELL-14,3150.0,40.82,119.63
WELL-14,3180.0,40.77,119.42
WELL-14,3210.0,40.79,119.13
WELL-14,3240.0,40.73,119.23
WELL-14,3270.0,40.75,119.23
WELL-14,3300.0,40.74,119.35
WELL-14,3330.0,40.79,119.59
WELL-14,3360.0,40.86,119.93
WELL-14,3390.0,40.85,119.96
WELL-14,3420.0,40.93,119.66
WELL-14,3450.0,40.95,119.24
WELL-14,3480.0,40.89,119.1
WELL-14,3510.0,40.83,119.5
WELL-14,3540.0,40.93,119.89
WELL-15,0.0,0.05,206.16
WELL-15,30.0,0.12,205.9
WELL-15,60.0,0.19,206.02
WELL-15,90.0,0.24,206.33
WELL-15,120.0,0.26,206.58
WELL-15,150.0,0.35,207.16
WELL-15,180.0,0.29,207.14
WELL-15,210.0,0.33,207.11
WELL-15,240.0,0.38,206.93
WELL-15,270.0,0.37,206.8
WELL-15,300.0,0.38,206.94
WELL-15,330.0,0.34,206.74
