WELL,MD,X,Y,Z,GR,RHOB,NPHI,DT,RT,PHIE,SW,VSH,ZONE
WELL-02,2784.0,5164.72,8456.58,-2318.94,8.6,2.352,0.216,74.9,1.164,0.212,1.0,0.05,CHALK
WELL-02,2784.5,5164.53,8456.87,-2319.3,17.9,2.353,0.235,76.7,1.04,0.211,1.0,0.05,CHALK
WELL-02,2785.0,5164.35,8457.17,-2319.66,16.5,2.4,0.185,75.6,1.43,0.18,1.0,0.05,CHALK
WELL-02,2785.5,5164.16,8457.46,-2320.02,6.9,2.452,0.171,68.5,2.309,0.148,1.0,0.05,CHALK
WELL-02,2786.0,5163.98,8457.76,-2320.38,14.7,2.436,0.199,71.5,1.644,0.172,1.0,0.05,CHALK
WELL-02,2786.5,5163.79,8458.05,-2320.74,18.4,2.443,0.159,68.1,2.093,0.151,1.0,0.05,CHALK
WELL-02,2787.0,5163.61,8458.35,-2321.1,14.2,2.444,0.186,75.5,1.768,0.168,1.0,0.05,CHALK
WELL-02,2787.5,5163.42,8458.64,-2321.45,10.7,2.386,0.194,72.2,1.499,0.178,1.0,0.05,CHALK
WELL-02,2788.0,5163.24,8458.94,-2321.81,9.6,2.397,0.186,69.5,1.552,0.178,1.0,0.05,CHALK
WELL-02,2788.5,5163.05,8459.23,-2322.17,14.5,2.322,0.23,77.6,0.863,0.236,1.0,0.05,CHALK
WELL-02,2789.0,5162.86,8459.52,-2322.53,14.8,2.354,0.247,78.6,1.066,0.214,1.0,0.05,CHALK
WELL-02,2789.5,5162.68,8459.82,-2322.89,11.8,2.315,0.231,80.4,1.062,0.225,1.0,0.05,CHALK
WELL-02,2790.0,5162.49,8460.11,-2323.25,8.1,2.395,0.22,74.9,1.384,0.193,1.0,0.05,CHALK
WELL-02,2790.5,5162.31,8460.41,-2323.61,16.0,2.39,0.214,73.2,1.337,0.188,1.0,0.05,CHALK
WELL-02,2791.0,5162.12,8460.7,-2323.97,17.4,2.346,0.231,75.1,1.105,0.212,1.0,0.05,CHALK
WELL-02,2791.5,5161.94,8461.0,-2324.33,17.0,2.405,0.182,74.2,1.46,0.178,1.0,0.05,CHALK
WELL-02,2792.0,5161.75,8461.29,-2324.69,5.6,2.523,0.125,64.4,3.878,0.113,1.0,0.05,CHALK
WELL-02,2792.5,5161.56,8461.58,-2325.04,12.6,2.476,0.156,70.9,1.98,0.156,1.0,0.05,CHALK
WELL-02,2793.0,5161.38,8461.88,-2325.4,12.9,2.423,0.18,74.5,1.497,0.176,1.0,0.05,CHALK
WELL-02,2793.5,5161.19,8462.17,-2325.76,13.2,2.37,0.233,76.8,1.152,0.209,1.0,0.05,CHALK
WELL-02,2794.0,5161.01,8462.47,-2326.12,15.2,2.442,0.169,71.7,1.879,0.166,1.0,0.05,CHALK
WELL-02,2794.5,5160.82,8462.76,-2326.48,8.5,2.421,0.183,71.5,1.505,0.177,1.0,0.05,CHALK
WELL-02,2795.0,5160.64,8463.06,-2326.84,16.6,2.437,0.175,67.7,1.907,0.158,1.0,0.05,CHALK
WELL-02,2795.5,5160.45,8463.35,-2327.2,7.8,2.432,0.173,68.2,1.706,0.16,1.0,0.05,CHALK
WELL-02,2796.0,5160.26,8463.64,-2327.56,12.2,2.475,0.173,69.7,2.127,0.154,1.0,0.05,CHALK
WELL-02,2796.5,5160.08,8463.94,-2327.92,9.1,2.378,0.205,73.4,1.44,0.183,1.0,0.05,CHALK
WELL-02,2797.0,5159.89,8464.23,-2328.28,13.0,2.434,0.18,72.0,1.75,0.165,1.0,0.05,CHALK
WELL-02,2797.5,5159.71,8464.53,-2328.63,15.3,2.404,0.193,76.0,1.268,0.193,1.0,0.05,CHALK
WELL-02,2798.0,5159.52,8464.82,-2328.99,19.3,2.45,0.182,69.9,1.809,0.165,1.0,0.05,CHALK
WELL-02,2798.5,5159.33,8465.12,-2329.35,16.7,2.524,0.132,61.6,4.213,0.106,1.0,0.05,CHALK
WELL-02,2799.0,5159.15,8465.41,-2329.71,18.2,2.479,0.155,67.0,2.671,0.131,1.0,0.05,CHALK
WELL-02,2799.5,5158.96,8465.71,-2330.07,14.1,2.445,0.163,69.4,1.916,0.15,1.0,0.05,CHALK
WELL-02,2800.0,5158.78,8466.0,-2330.43,9.8,2.442,0.168,69.2,1.738,0.165,1.0,0.05,CHALK
WELL-02,2800.5,5158.59,8466.29,-2330.79,10.2,2.421,0.163,72.6,1.579,0.164,1.0,0.05,CHALK
WELL-02,2801.0,5158.41,8466.59,-2331.15,11.6,2.521,0.125,62.7,3.762,0.114,1.0,0.05,CHALK
WELL-02,2801.5,5158.22,8466.88,-2331.51,11.7,2.423,0.183,71.8,1.832,0.169,1.0,0.05,CHALK
WELL-02,2802.0,5158.03,8467.18,-2331.86,15.3,2.419,0.202,71.6,1.726,0.166,1.0,0.05,CHALK
WELL-02,2802.5,5157.85,8467.47,-2332.22,7.0,2.421,0.19,70.8,1.75,0.174,1.0,0.05,CHALK
WELL-02,2803.0,5157.66,8467.77,-2332.58,11.7,2.446,0.171,71.3,1.93,0.16,1.0,0.05,CHALK
WELL-02,2803.5,5157.48,8468.06,-2332.94,14.3,2.414,0.191,72.9,1.646,0.177,1.0,0.05,CHALK
WELL-02,2804.0,5157.29,8468.35,-2333.3,5.3,2.383,0.232,78.0,1.227,0.207,1.0,0.05,CHALK
WELL-02,2804.5,5157.1,8468.65,-2333.66,15.4,2.377,0.209,75.0,1.397,0.19,1.0,0.05,CHALK
WELL-02,2805.0,5156.92,8468.94,-2334.02,8.7,2.415,0.182,73.7,1.492,0.18,1.0,0.05,CHALK
WELL-02,2805.5,5156.73,8469.24,-2334.38,12.4,2.377,0.218,77.0,1.142,0.201,1.0,0.05,CHALK
WELL-02,2806.0,5156.55,8469.53,-2334.74,13.1,2.39,0.202,77.4,1.315,0.188,1.0,0.05,CHALK
WELL-02,2806.5,5156.36,8469.83,-2335.09,10.2,2.378,0.215,71.3,1.394,0.185,1.0,0.05,CHALK
WELL-02,2807.0,5156.17,8470.12,-2335.45,10.0,2.381,0.199,75.1,1.302,0.202,1.0,0.05,CHALK
WELL-02,2807.5,5155.99,8470.41,-2335.81,13.2,2.504,0.153,64.6,2.615,0.134,1.0,0.05,CHALK
WELL-02,2808.0,5155.8,8470.71,-2336.17,9.9,2.402,0.206,73.2,1.286,0.19,1.0,0.05,CHALK
WELL-02,2808.5,5155.62,8471.0,-2336.53,17.8,2.386,0.199,76.6,1.308,0.192,1.0,0.05,CHALK
WELL-02,2809.0,5155.43,8471.3,-2336.89,9.4,2.434,0.143,73.4,1.815,0.157,1.0,0.05,CHALK
WELL-02,2809.5,5155.25,8471.59,-2337.25,14.0,2.433,0.206,72.6,1.603,0.177,1.0,0.05,CHALK
WELL-02,2810.0,5155.06,8471.89,-2337.61,11.2,2.421,0.183,68.6,1.681,0.165,1.0,0.05,CHALK
WELL-02,2810.5,5154.87,8472.18,-2337.97,3.3,2.506,0.158,69.9,2.293,0.143,1.0,0.05,CHALK
WELL-02,2811.0,5154.69,8472.47,-2338.33,11.4,2.481,0.15,65.7,2.421,0.136,1.0,0.05,CHALK
WELL-02,2811.5,5154.5,8472.77,-2338.68,18.6,2.429,0.188,70.7,1.841,0.168,1.0,0.05,CHALK
WELL-02,2812.0,5154.32,8473.06,-2339.04,13.9,2.388,0.202,71.1,1.39,0.182,1.0,0.05,CHALK
WELL-02,2812.5,5154.13,8473.36,-2339.4,9.5,2.414,0.194,75.0,1.53,0.176,1.0,0.05,CHALK
WELL-02,2813.0,5153.94,8473.65,-2339.76,14.9,2.465,0.15,67.5,2.315,0.141,1.0,0.05,CHALK
WELL-02,2813.5,5153.76,8473.95,-2340.12,16.4,2.499,0.145,66.5,2.641,0.134,1.0,0.05,CHALK
WELL-02,2814.0,5153.57,8474.24,-2340.48,12.8,2.469,0.163,71.0,1.75,0.163,1.0,0.05,CHALK
WELL-02,2814.5,5153.39,8474.53,-2340.84,18.4,2.453,0.187,71.9,2.018,0.159,1.0,0.05,CHALK
WELL-02,2815.0,5153.2,8474.83,-2341.2,11.4,2.48,0.145,66.0,2.454,0.138,1.0,0.05,CHALK
WELL-02,2815.5,5153.02,8475.12,-2341.56,9.4,2.522,0.127,60.7,3.821,0.11,1.0,0.05,CHALK
WELL-02,2816.0,5152.83,8475.42,-2341.91,0.8,2.408,0.209,74.2,1.588,0.18,1.0,0.05,CHALK
WELL-02,2816.5,5152.64,8475.71,-2342.27,13.6,2.481,0.124,66.8,2.787,0.131,1.0,0.05,CHALK
WELL-02,2817.0,5152.46,8476.01,-2342.63,11.1,2.466,0.156,67.8,2.16,0.148,1.0,0.05,CHALK
WELL-02,2817.5,5152.27,8476.3,-2342.99,9.5,2.442,0.17,66.3,2.181,0.15,1.0,0.05,CHALK
WELL-02,2818.0,5152.09,8476.6,-2343.35,16.0,2.485,0.154,65.3,2.592,0.137,1.0,0.05,CHALK
WELL-02,2818.5,5151.9,8476.89,-2343.71,5.8,2.513,0.117,66.0,3.234,0.119,1.0,0.05,CHALK
WELL-02,2819.0,5151.71,8477.18,-2344.07,9.7,2.432,0.198,70.5,1.719,0.17,1.0,0.05,CHALK
WELL-02,2819.5,5151.53,8477.48,-2344.43,13.0,2.468,0.165,68.6,2.139,0.145,1.0,0.05,CHALK
WELL-02,2820.0,5151.34,8477.77,-2344.79,11.7,2.487,0.153,65.4,2.746,0.13,1.0,0.05,CHALK
WELL-02,2820.5,5151.16,8478.07,-2345.14,3.4,2.401,0.207,76.8,1.297,0.191,1.0,0.05,CHALK
WELL-02,2821.0,5150.97,8478.36,-2345.5,7.4,2.376,0.224,76.7,1.347,0.196,1.0,0.05,CHALK
WELL-02,2821.5,5150.78,8478.65,-2345.86,9.3,2.448,0.163,70.4,1.925,0.153,1.0,0.05,CHALK
WELL-02,2822.0,5150.59,8478.95,-2346.22,14.8,2.479,0.124,66.8,2.846,0.132,1.0,0.05,CHALK
WELL-02,2822.5,5150.41,8479.24,-2346.58,11.9,2.432,0.191,71.2,1.859,0.16,1.0,0.05,CHALK
WELL-02,2823.0,5150.22,8479.53,-2346.94,16.1,2.486,0.132,65.8,3.037,0.124,1.0,0.05,CHALK
WELL-02,2823.5,5150.03,8479.83,-2347.3,18.1,2.468,0.158,65.4,2.463,0.14,1.0,0.05,CHALK
WELL-02,2824.0,5149.84,8480.12,-2347.66,12.1,2.465,0.137,63.9,2.889,0.132,1.0,0.05,CHALK
WELL-02,2824.5,5149.66,8480.42,-2348.01,0.3,2.458,0.177,70.5,2.208,0.151,1.0,0.05,CHALK
WELL-02,2825.0,5149.47,8480.71,-2348.37,21.0,2.439,0.178,74.6,1.849,0.16,1.0,0.05,CHALK
WELL-02,2825.5,5149.28,8481.0,-2348.73,9.4,2.452,0.19,69.2,1.817,0.164,1.0,0.05,CHALK
WELL-02,2826.0,5149.09,8481.3,-2349.09,7.5,2.48,0.164,69.6,2.297,0.143,1.0,0.05,CHALK
WELL-02,2826.5,5148.91,8481.59,-2349.45,14.4,2.363,0.215,75.7,1.094,0.206,1.0,0.05,CHALK
WELL-02,2827.0,5148.72,8481.88,-2349.81,5.8,2.351,0.22,80.7,1.088,0.215,1.0,0.05,CHALK
WELL-02,2827.5,5148.53,8482.18,-2350.17,9.4,2.376,0.216,74.0,1.27,0.197,1.0,0.05,CHALK
WELL-02,2828.0,5148.35,8482.47,-2350.52,11.4,2.391,0.213,73.8,1.428,0.185,1.0,0.05,CHALK
WELL-02,2828.5,5148.16,8482.77,-2350.88,15.4,2.389,0.193,73.6,1.375,0.181,1.0,0.05,CHALK
WELL-02,2829.0,5147.97,8483.06,-2351.24,12.4,2.427,0.176,72.0,1.671,0.173,1.0,0.05,CHALK
WELL-02,2829.5,5147.78,8483.35,-2351.6,9.4,2.432,0.185,70.4,1.844,0.164,1.0,0.05,CHALK
WELL-02,2830.0,5147.6,8483.65,-2351.96,6.6,2.369,0.218,76.4,1.271,0.202,1.0,0.05,CHALK
WELL-02,2830.5,5147.41,8483.94,-2352.32,8.4,2.423,0.184,70.6,1.824,0.167,1.0,0.05,CHALK
WELL-02,2831.0,5147.22,8484.23,-2352.68,13.5,2.368,0.226,75.9,1.136,0.203,1.0,0.05,CHALK
WELL-02,2831.5,5147.03,8484.53,-2353.04,5.6,2.435,0.199,70.8,1.763,0.168,1.0,0.05,CHALK
WELL-02,2832.0,5146.85,8484.82,-2353.39,17.8,2.468,0.14,68.2,2.153,0.156,1.0,0.05,CHALK
WELL-02,2832.5,5146.66,8485.12,-2353.75,14.7,2.464,0.173,69.2,2.098,0.153,1.0,0.05,CHALK
WELL-02,2833.0,5146.47,8485.41,-2354.11,18.8,2.489,0.135,66.6,2.698,0.131,1.0,0.05,CHALK
WELL-02,2833.5,5146.28,8485.7,-2354.47,7.0,2.426,0.174,71.5,1.578,0.17,1.0,0.05,CHALK
WELL-02,2834.0,5146.1,8486.0,-2354.83,16.4,2.488,0.145,68.1,2.429,0.142,1.0,0.05,CHALK
WELL-02,2834.5,5145.91,8486.29,-2355.19,5.2,2.449,0.157,70.6,2.053,0.153,1.0,0.05,CHALK
WELL-02,2835.0,5145.72,8486.58,-2355.55,8.3,2.493,0.156,65.7,2.921,0.127,1.0,0.05,CHALK
WELL-02,2835.5,5145.54,8486.88,-2355.9,11.2,2.436,0.187,74.9,1.465,0.173,1.0,0.05,CHALK
WELL-02,2836.0,5145.35,8487.17,-2356.26,9.3,2.519,0.128,63.0,3.515,0.117,1.0,0.05,CHALK
WELL-02,2836.5,5145.16,8487.46,-2356.62,8.9,2.467,0.16,69.6,1.976,0.158,1.0,0.05,CHALK
WELL-02,2837.0,5144.97,8487.76,-2356.98,7.6,2.477,0.157,72.0,2.367,0.141,1.0,0.05,CHALK
WELL-02,2837.5,5144.79,8488.05,-2357.34,10.5,2.448,0.17,68.5,1.862,0.159,1.0,0.05,CHALK
WELL-02,2838.0,5144.6,8488.35,-2357.7,14.9,2.458,0.152,68.8,2.59,0.141,1.0,0.05,CHALK
WELL-02,2838.5,5144.41,8488.64,-2358.06,19.3,2.462,0.16,69.4,2.334,0.146,1.0,0.05,CHALK
WELL-02,2839.0,5144.22,8488.93,-2358.41,6.6,2.522,0.118,65.8,3.957,0.11,1.0,0.05,CHALK
WELL-02,2839.5,5144.04,8489.23,-2358.77,11.9,2.471,0.151,66.1,2.347,0.139,1.0,0.05,CHALK
WELL-02,2840.0,5143.85,8489.52,-2359.13,14.6,2.484,0.172,70.7,2.039,0.155,1.0,0.05,CHALK
WELL-02,2840.5,5143.66,8489.81,-2359.49,17.5,2.427,0.184,70.9,1.687,0.169,1.0,0.05,CHALK
WELL-02,2841.0,5143.47,8490.11,-2359.85,13.1,2.463,0.155,71.6,1.953,0.154,1.0,0.05,CHALK
WELL-02,2841.5,5143.29,8490.4,-2360.21,0.8,2.402,0.209,74.2,1.462,0.188,1.0,0.05,CHALK
WELL-02,2842.0,5143.1,8490.7,-2360.57,10.3,2.344,0.222,76.5,1.195,0.213,1.0,0.05,CHALK
WELL-02,2842.5,5142.91,8490.99,-2360.93,10.6,2.37,0.188,73.2,1.183,0.201,1.0,0.05,CHALK
WELL-02,2843.0,5142.72,8491.28,-2361.28,13.6,2.406,0.183,74.1,1.574,0.178,1.0,0.05,CHALK
WELL-02,2843.5,5142.54,8491.58,-2361.64,11.8,2.39,0.196,74.1,1.296,0.191,1.0,0.05,CHALK
WELL-02,2844.0,5142.35,8491.87,-2362.0,11.5,2.411,0.191,72.0,1.869,0.168,1.0,0.05,CHALK
WELL-02,2844.5,5142.16,8492.16,-2362.36,13.5,2.369,0.227,76.2,1.209,0.196,1.0,0.05,CHALK
WELL-02,2845.0,5141.98,8492.46,-2362.72,13.9,2.414,0.196,73.6,1.405,0.184,1.0,0.05,CHALK
WELL-02,2845.5,5141.79,8492.75,-2363.08,12.2,2.417,0.199,76.5,1.58,0.172,1.0,0.05,CHALK
WELL-02,2846.0,5141.6,8493.05,-2363.44,9.0,2.42,0.19,73.4,1.559,0.174,1.0,0.05,CHALK
WELL-02,2846.5,5141.41,8493.34,-2363.79,15.6,2.476,0.164,64.1,2.064,0.147,1.0,0.05,CHALK
WELL-02,2847.0,5141.23,8493.63,-2364.15,4.1,2.378,0.199,77.5,1.28,0.193,1.0,0.05,CHALK
WELL-02,2847.5,5141.04,8493.93,-2364.51,10.7,2.422,0.191,73.8,1.694,0.172,1.0,0.05,CHALK
WELL-02,2848.0,5140.85,8494.22,-2364.87,8.7,2.428,0.192,68.5,1.645,0.172,1.0,0.05,CHALK
WELL-02,2848.5,5140.66,8494.51,-2365.23,19.5,2.422,0.186,72.0,1.599,0.17,1.0,0.05,CHALK
WELL-02,2849.0,5140.48,8494.81,-2365.59,19.3,2.447,0.168,71.2,1.851,0.167,1.0,0.05,CHALK
WELL-02,2849.5,5140.29,8495.1,-2365.95,9.7,2.411,0.195,76.2,1.456,0.184,1.0,0.05,CHALK
WELL-02,2850.0,5140.1,8495.4,-2366.31,5.5,2.387,0.212,76.1,1.229,0.2,1.0,0.05,CHALK
WELL-02,2850.5,5139.91,8495.69,-2366.66,16.0,2.442,0.185,73.7,1.954,0.162,1.0,0.05,CHALK
WELL-02,2851.0,5139.73,8495.98,-2367.02,6.4,2.459,0.15,69.8,2.46,0.14,1.0,0.05,CHALK
WELL-02,2851.5,5139.54,8496.28,-2367.38,9.7,2.444,0.171,67.1,1.732,0.16,1.0,0.05,CHALK
WELL-02,2852.0,5139.35,8496.57,-2367.74,7.9,2.468,0.157,70.7,1.938,0.155,1.0,0.05,CHALK
WELL-02,2852.5,5139.16,8496.86,-2368.1,13.1,2.44,0.196,74.0,1.622,0.172,1.0,0.05,CHALK
WELL-02,2853.0,5138.97,8497.16,-2368.46,18.5,2.432,0.176,75.0,1.985,0.173,1.0,0.05,CHALK
WELL-02,2853.5,5138.79,8497.45,-2368.81,16.2,2.382,0.197,73.4,1.297,0.194,1.0,0.05,CHALK
WELL-02,2854.0,5138.6,8497.74,-2369.17,14.7,2.397,0.192,74.0,1.387,0.187,1.0,0.05,CHALK
WELL-02,2854.5,5138.41,8498.04,-2369.53,15.3,2.408,0.182,73.9,1.535,0.178,1.0,0.05,CHALK
WELL-02,2855.0,5138.22,8498.33,-2369.89,8.5,2.453,0.171,69.1,1.889,0.163,1.0,0.05,CHALK
WELL-02,2855.5,5138.03,8498.62,-2370.25,10.3,2.455,0.152,66.9,1.974,0.152,1.0,0.05,CHALK
WELL-02,2856.0,5137.84,8498.92,-2370.61,15.3,2.463,0.167,67.9,2.165,0.148,1.0,0.05,CHALK
WELL-02,2856.5,5137.66,8499.21,-2370.97,7.4,2.49,0.148,66.0,3.094,0.126,1.0,0.05,CHALK
WELL-02,2857.0,5137.47,8499.5,-2371.32,6.0,2.52,0.124,61.3,3.762,0.108,1.0,0.05,CHALK
WELL-02,2857.5,5137.28,8499.8,-2371.68,8.1,2.532,0.145,61.3,3.569,0.117,1.0,0.05,CHALK
WELL-02,2858.0,5137.09,8500.09,-2372.04,12.4,2.45,0.189,66.9,1.857,0.156,1.0,0.05,CHALK
WELL-02,2858.5,5136.9,8500.38,-2372.4,13.1,2.392,0.188,72.9,1.428,0.19,1.0,0.05,CHALK
WELL-02,2859.0,5136.72,8500.68,-2372.76,14.8,2.417,0.193,70.8,1.59,0.169,1.0,0.05,CHALK
WELL-02,2859.5,5136.53,8500.97,-2373.12,17.8,2.445,0.171,70.7,1.625,0.166,1.0,0.05,CHALK
WELL-02,2860.0,5136.34,8501.26,-2373.47,10.1,2.373,0.208,74.1,1.207,0.2,1.0,0.05,CHALK
WELL-02,2860.5,5136.15,8501.56,-2373.83,12.5,2.413,0.192,71.7,1.437,0.178,1.0,0.05,CHALK
WELL-02,2861.0,5135.96,8501.85,-2374.19,12.5,2.403,0.182,73.4,1.44,0.179,1.0,0.05,CHALK
WELL-02,2861.5,5135.78,8502.14,-2374.55,8.0,2.443,0.188,71.6,1.568,0.174,1.0,0.05,CHALK
WELL-02,2862.0,5135.59,8502.44,-2374.91,17.8,2.458,0.177,73.7,1.762,0.161,1.0,0.05,CHALK
WELL-02,2862.5,5135.4,8502.73,-2375.27,11.0,2.41,0.186,71.4,1.536,0.18,1.0,0.05,CHALK
WELL-02,2863.0,5135.21,8503.02,-2375.63,10.7,2.517,0.137,64.2,3.618,0.118,1.0,0.05,CHALK
WELL-02,2863.5,5135.02,8503.32,-2375.98,12.6,2.487,0.139,63.5,2.575,0.132,1.0,0.05,CHALK
WELL-02,2864.0,5134.83,8503.61,-2376.34,18.2,2.412,0.187,72.6,1.409,0.186,1.0,0.05,CHALK
WELL-02,2864.5,5134.65,8503.9,-2376.7,9.8,2.411,0.18,72.8,1.83,0.167,1.0,0.05,CHALK
WELL-02,2865.0,5134.46,8504.2,-2377.06,14.1,2.473,0.167,66.8,2.506,0.141,1.0,0.05,CHALK
WELL-02,2865.5,5134.27,8504.49,-2377.42,12.0,2.446,0.178,71.6,1.988,0.154,1.0,0.05,CHALK
WELL-02,2866.0,5134.08,8504.78,-2377.78,13.8,2.507,0.129,65.7,2.865,0.129,1.0,0.05,CHALK
WELL-02,2866.5,5133.89,8505.08,-2378.14,10.2,2.363,0.23,75.3,1.212,0.202,1.0,0.05,CHALK
WELL-02,2867.0,5133.71,8505.37,-2378.49,10.0,2.473,0.151,65.8,2.464,0.141,1.0,0.05,CHALK
WELL-02,2867.5,5133.52,8505.67,-2378.85,12.6,2.474,0.142,69.1,2.666,0.138,1.0,0.05,CHALK
WELL-02,2868.0,5133.33,8505.96,-2379.21,11.3,2.456,0.146,66.9,2.537,0.136,1.0,0.05,CHALK
WELL-02,2868.5,5133.14,8506.25,-2379.57,18.4,2.475,0.143,67.6,2.603,0.139,1.0,0.05,CHALK
WELL-02,2869.0,5132.95,8506.55,-2379.93,18.7,2.45,0.15,68.8,1.953,0.157,1.0,0.05,CHALK
WELL-02,2869.5,5132.77,8506.84,-2380.29,11.6,2.468,0.148,66.9,2.166,0.143,1.0,0.05,CHALK
WELL-02,2870.0,5132.58,8507.13,-2380.64,7.2,2.498,0.134,67.0,3.019,0.131,1.0,0.05,CHALK
WELL-02,2870.5,5132.39,8507.43,-2381.0,6.4,2.402,0.198,75.7,1.386,0.186,1.0,0.05,CHALK
WELL-02,2871.0,5132.2,8507.72,-2381.36,11.2,2.437,0.169,68.0,2.017,0.16,1.0,0.05,CHALK
WELL-02,2871.5,5132.01,8508.01,-2381.72,5.3,2.407,0.182,68.9,1.66,0.166,1.0,0.05,CHALK
WELL-02,2872.0,5131.82,8508.31,-2382.08,16.2,2.454,0.161,71.6,1.696,0.163,1.0,0.05,CHALK
WELL-02,2872.5,5131.64,8508.6,-2382.44,15.7,2.429,0.165,68.8,2.052,0.154,1.0,0.05,CHALK
WELL-02,2873.0,5131.45,8508.89,-2382.8,6.8,2.447,0.182,69.7,1.844,0.155,1.0,0.05,CHALK
WELL-02,2873.5,5131.26,8509.19,-2383.15,5.6,2.457,0.151,67.2,2.104,0.155,1.0,0.05,CHALK
WELL-02,2874.0,5131.07,8509.48,-2383.51,15.4,2.436,0.168,70.0,1.82,0.165,1.0,0.05,CHALK
WELL-02,2874.5,5130.88,8509.77,-2383.87,12.8,2.393,0.198,73.0,1.419,0.184,1.0,0.05,CHALK
WELL-02,2875.0,5130.7,8510.07,-2384.23,13.5,2.479,0.156,64.7,2.25,0.149,1.0,0.05,CHALK
WELL-02,2875.5,5130.51,8510.36,-2384.59,13.0,2.445,0.177,69.9,1.891,0.163,1.0,0.05,CHALK
WELL-02,2876.0,5130.32,8510.65,-2384.95,17.5,2.401,0.189,72.0,1.65,0.162,1.0,0.05,CHALK
WELL-02,2876.5,5130.13,8510.95,-2385.3,14.7,2.436,0.173,70.9,1.876,0.163,1.0,0.05,CHALK
WELL-02,2877.0,5129.94,8511.24,-2385.66,9.1,2.411,0.187,76.2,1.384,0.185,1.0,0.05,CHALK
WELL-02,2877.5,5129.76,8511.53,-2386.02,10.6,2.429,0.167,69.1,1.864,0.162,1.0,0.05,CHALK
WELL-02,2878.0,5129.57,8511.83,-2386.38,8.6,2.368,0.22,77.2,1.349,0.199,1.0,0.05,CHALK
WELL-02,2878.5,5129.38,8512.12,-2386.74,8.7,2.412,0.192,74.2,1.542,0.176,1.0,0.05,CHALK
WELL-02,2879.0,5129.19,8512.41,-2387.1,13.4,2.414,0.211,73.7,1.398,0.186,1.0,0.05,CHALK
WELL-02,2879.5,5129.0,8512.71,-2387.46,6.9,2.427,0.176,72.6,1.629,0.172,1.0,0.05,CHALK
WELL-02,2880.0,5128.81,8513.0,-2387.81,9.9,2.417,0.19,71.5,1.666,0.17,1.0,0.05,CHALK
WELL-02,2880.5,5128.63,8513.29,-2388.17,21.2,2.427,0.174,69.8,1.768,0.165,1.0,0.05,CHALK
WELL-02,2881.0,5128.44,8513.59,-2388.53,9.2,2.366,0.198,77.8,1.091,0.207,1.0,0.05,CHALK
WELL-02,2881.5,5128.25,8513.88,-2388.89,8.9,2.369,0.202,71.6,1.524,0.182,1.0,0.05,CHALK
WELL-02,2882.0,5128.06,8514.18,-2389.25,4.3,2.339,0.249,81.8,0.909,0.233,1.0,0.05,CHALK
WELL-02,2882.5,5127.88,8514.47,-2389.61,13.3,2.401,0.207,75.5,1.232,0.202,1.0,0.05,CHALK
WELL-02,2883.0,5127.69,8514.76,-2389.96,9.6,2.341,0.217,77.0,1.118,0.205,1.0,0.05,CHALK
WELL-02,2883.5,5127.5,8515.06,-2390.32,11.9,2.403,0.202,72.5,1.503,0.182,1.0,0.05,CHALK
WELL-02,2884.0,5127.31,8515.35,-2390.68,11.9,2.453,0.155,71.3,1.954,0.163,1.0,0.05,CHALK
WELL-02,2884.5,5127.13,8515.65,-2391.04,8.0,2.451,0.179,67.8,1.974,0.157,1.0,0.05,CHALK
WELL-02,2885.0,5126.94,8515.94,-2391.4,8.6,2.424,0.19,74.9,1.697,0.177,1.0,0.05,CHALK
WELL-02,2885.5,5126.75,8516.23,-2391.76,9.8,2.456,0.148,68.0,2.568,0.14,1.0,0.05,CHALK
WELL-02,2886.0,5126.56,8516.53,-2392.11,15.0,2.395,0.205,75.0,1.513,0.184,1.0,0.05,CHALK
WELL-02,2886.5,5126.38,8516.82,-2392.47,9.0,2.393,0.204,73.8,1.474,0.191,1.0,0.05,CHALK
WELL-02,2887.0,5126.19,8517.12,-2392.83,7.0,2.432,0.179,70.8,1.876,0.162,1.0,0.05,CHALK
WELL-02,2887.5,5126.0,8517.41,-2393.19,7.9,2.437,0.203,74.6,1.606,0.179,1.0,0.05,CHALK
WELL-02,2888.0,5125.81,8517.7,-2393.55,14.9,2.447,0.176,71.7,1.753,0.169,1.0,0.05,CHALK
WELL-02,2888.5,5125.63,8518.0,-2393.91,10.2,2.428,0.169,67.8,2.02,0.154,1.0,0.05,CHALK
WELL-02,2889.0,5125.44,8518.29,-2394.26,9.8,2.469,0.139,65.4,2.571,0.137,1.0,0.05,CHALK
WELL-02,2889.5,5125.25,8518.59,-2394.62,19.7,2.459,0.161,70.1,2.242,0.146,1.0,0.05,CHALK
WELL-02,2890.0,5125.06,8518.88,-2394.98,13.9,2.414,0.199,70.5,1.566,0.175,1.0,0.05,CHALK
WELL-02,2890.5,5124.87,8519.17,-2395.34,11.3,2.406,0.186,73.9,1.551,0.175,1.0,0.05,CHALK
WELL-02,2891.0,5124.69,8519.47,-2395.7,16.2,2.475,0.152,65.2,3.056,0.125,1.0,0.05,CHALK
WELL-02,2891.5,5124.5,8519.76,-2396.06,10.0,2.479,0.159,67.9,2.138,0.146,1.0,0.05,CHALK
WELL-02,2892.0,5124.31,8520.05,-2396.41,4.2,2.428,0.19,70.8,1.871,0.172,1.0,0.05,CHALK
