HOLE_ID,FROM,TO,AU_GPT,CU_PPM,AS_PPM,CN_WAD_PPM,MOISTURE_PCT,CN_WAD_BDL
TS030,0.0,0.48,,,297.0,0.5,15.6,1
TS030,0.48,0.95,,,159.0,0.5,11.4,1
TS030,0.95,2.1,0.134,439.0,255.0,0.5,8.2,1
TS030,2.1,2.2,0.136,407.0,231.0,0.5,25.0,1
TS030,2.2,3.65,0.218,415.0,463.0,0.5,12.1,1
TS030,3.65,3.7,0.204,581.0,1180.0,0.5,33.0,1
TS030,3.7,4.0,0.175,375.0,259.0,0.5,13.7,1
TS030,4.0,4.05,0.317,443.0,596.0,0.67,29.9,0
TS030,4.05,4.15,0.186,408.0,268.0,0.5,11.4,1
TS030,4.15,4.2,0.271,618.0,1177.0,0.5,28.7,1
TS030,4.2,4.9,0.178,224.0,363.0,0.5,16.7,1
TS030,4.9,5.15,0.264,328.0,306.0,0.94,31.5,0
TS030,5.15,5.2,0.195,320.0,134.0,0.5,13.0,1
TS030,5.2,5.25,0.263,357.0,461.0,0.5,30.7,1
TS030,5.25,5.3,0.383,577.0,198.0,0.73,14.0,0
TS030,5.3,5.4,0.318,477.0,895.0,0.5,31.1,1
TS030,5.4,5.5,0.456,583.0,215.0,0.5,13.7,1
TS030,5.5,5.95,0.299,801.0,541.0,1.1,32.9,0
TS030,5.95,6.15,0.595,861.0,360.0,0.5,14.5,1
TS030,6.15,7.3,0.613,852.0,1615.0,3.24,29.0,0
TS030,7.3,8.45,0.299,711.0,739.0,2.04,31.0,0
TS030,8.45,9.6,0.306,437.0,787.0,0.5,31.9,1
TS030,9.6,10.0,0.589,1229.0,174.0,0.5,11.7,1
TS030,10.0,10.3,0.342,768.0,301.0,1.48,32.1,0
TS030,10.3,10.45,0.275,583.0,116.0,1.17,14.7,0
TS030,10.45,10.55,0.218,494.0,327.0,4.21,28.7,0
TS030,10.55,11.0,0.417,650.0,156.0,0.58,11.1,0
TS030,11.0,11.05,0.216,526.0,912.0,2.54,32.6,0
TS030,11.05,11.95,0.39,708.0,107.0,0.6,11.9,0
TS030,11.95,12.85,0.437,736.0,162.0,0.5,15.1,1
TS030,12.85,13.25,0.484,550.0,596.0,1.05,31.1,0
TS030,13.25,13.3,0.391,360.0,300.0,0.5,12.3,1
TS030,13.3,13.35,0.362,438.0,658.0,0.5,32.9,1
TS030,13.35,13.4,0.699,828.0,339.0,0.5,12.9,1
TS030,13.4,13.45,0.717,640.0,741.0,0.5,31.8,1
TS030,13.45,13.5,0.725,808.0,169.0,0.5,14.4,1
TS030,13.5,13.55,0.828,608.0,642.0,0.81,34.7,0
TS030,13.55,14.05,1.668,898.0,136.0,0.5,15.9,1
TS030,14.05,14.1,0.787,784.0,772.0,1.87,32.2,0
TS030,14.1,14.95,0.889,509.0,482.0,0.5,12.9,1
TS030,14.95,15.8,0.444,366.0,540.0,0.5,9.7,1
TS030,15.8,15.85,0.257,476.0,647.0,1.2,29.9,0
TS030,15.85,15.95,0.157,452.0,368.0,0.69,10.5,0
TS030,15.95,16.5,0.387,560.0,460.0,4.33,33.0,0
TS030,16.5,16.75,0.506,604.0,82.0,0.83,15.6,0
TS030,16.75,16.8,0.631,451.0,434.0,2.63,32.2,0
TS030,16.8,17.0,0.859,561.0,296.0,0.73,13.1,0
TS030,17.0,17.05,0.483,476.0,666.0,2.92,33.5,0
TS030,17.05,17.1,0.837,448.0,153.0,0.5,15.0,1
TS030,17.1,17.6,0.53,443.0,394.0,2.22,28.1,0
TS030,17.6,17.65,0.493,347.0,145.0,1.49,5.5,0
TS030,17.65,18.05,0.426,423.0,565.0,1.76,26.4,0
TS030,18.05,18.88,0.017,41.0,41.0,0.5,14.9,1
TS030,18.88,19.7,0.006,34.0,21.0,0.5,19.5,1
TS031,0.0,0.2,,,794.0,0.5,13.9,1
TS031,0.2,0.3,0.173,744.0,284.0,0.5,10.7,1
TS031,0.3,0.4,0.177,592.0,409.0,0.5,28.2,1
TS031,0.4,1.05,0.095,456.0,48.0,0.5,12.2,1
TS031,1.05,1.1,0.206,630.0,138.0,0.5,31.0,1
TS031,1.1,1.15,0.13,538.0,59.0,0.5,17.5,1
TS031,1.15,1.2,0.114,417.0,123.0,0.5,32.5,1
TS031,1.2,1.25,0.13,348.0,77.0,0.5,14.2,1
TS031,1.25,1.55,0.135,597.0,284.0,0.5,34.9,1
TS031,1.55,1.6,0.266,564.0,126.0,0.5,16.0,1
TS031,1.6,1.65,0.217,580.0,217.0,0.92,30.3,0
TS031,1.65,1.95,0.129,543.0,71.0,0.5,11.1,1
TS031,1.95,2.35,0.2,600.0,238.0,0.75,27.8,0
TS031,2.35,2.4,0.249,577.0,147.0,0.5,11.3,1
TS031,2.4,2.45,0.228,677.0,465.0,0.52,29.6,0
TS031,2.45,2.7,0.095,360.0,261.0,0.5,12.3,1
TS031,2.7,2.85,0.191,718.0,555.0,0.5,28.1,1
TS031,2.85,3.65,0.115,537.0,610.0,0.5,17.8,1
TS031,3.65,3.8,0.232,314.0,772.0,0.51,34.6,0
TS031,3.8,4.6,0.332,485.0,272.0,0.5,12.8,1
TS031,4.6,5.58,0.275,507.0,1153.0,3.1,28.9,0
TS031,5.58,6.57,0.311,723.0,451.0,2.56,31.4,0
TS031,6.57,7.55,0.191,515.0,736.0,8.02,31.4,0
TS031,7.55,7.6,0.176,769.0,398.0,0.5,10.4,1
TS031,7.6,8.3,0.551,834.0,1320.0,0.5,27.3,1
TS031,8.3,8.4,0.821,539.0,223.0,0.5,7.4,1
TS031,8.4,9.5,0.688,557.0,1605.0,1.03,29.1,0
TS031,9.5,9.95,0.203,447.0,237.0,0.5,15.2,1
TS031,9.95,10.05,0.242,530.0,231.0,2.62,31.1,0
TS031,10.05,11.5,0.187,311.0,163.0,0.98,8.6,0
TS031,11.5,11.55,0.278,284.0,1188.0,1.85,32.0,0
TS031,11.55,12.9,0.289,384.0,739.0,0.5,15.2,1
TS031,12.9,13.2,0.414,401.0,560.0,0.5,29.0,1
TS031,13.2,13.25,0.641,595.0,293.0,0.8,13.9,0
TS031,13.25,13.4,0.799,833.0,626.0,3.82,32.7,0
TS031,13.4,14.15,0.438,674.0,224.0,0.5,9.5,1
TS031,14.15,14.2,0.587,670.0,1281.0,0.87,28.0,0
TS031,14.2,14.25,0.669,466.0,463.0,0.78,10.1,0
TS031,14.25,14.4,0.584,512.0,847.0,2.14,28.0,0
TS031,14.4,14.45,0.687,626.0,307.0,0.67,9.6,0
TS031,14.45,14.6,0.436,250.0,759.0,5.25,28.1,0
TS031,14.6,14.65,0.345,268.0,251.0,0.93,9.6,0
TS031,14.65,15.05,0.876,412.0,597.0,1.34,25.1,0
TS031,15.05,15.2,0.537,562.0,277.0,0.7,13.2,0
TS031,15.2,15.25,0.623,574.0,591.0,1.21,30.4,0
TS031,15.25,16.0,0.594,817.0,332.0,1.13,13.7,0
TS031,16.0,16.5,0.304,688.0,694.0,0.76,31.4,0
TS031,16.5,16.65,0.63,654.0,93.0,0.5,14.9,1
TS031,16.65,16.7,0.457,485.0,372.0,1.85,32.0,0
TS031,16.7,17.5,0.491,343.0,272.0,1.52,16.1,0
TS031,17.5,18.3,0.477,520.0,532.0,0.5,10.0,1
TS031,18.3,19.1,0.907,898.0,636.0,2.99,26.7,0
TS031,19.1,19.15,1.106,746.0,415.0,0.5,13.7,1
TS031,19.15,19.9,1.153,992.0,1324.0,1.52,29.3,0
TS031,19.9,21.05,0.304,647.0,196.0,0.5,11.8,1
TS031,21.05,22.4,0.014,31.0,14.0,0.5,18.2,1
TS032,0.0,0.65,,,192.0,0.5,11.8,1
TS032,0.65,1.7,0.15,361.0,571.0,0.5,29.8,1
TS032,1.7,2.58,0.183,757.0,108.0,0.5,9.1,1
TS032,2.58,3.45,0.171,593.0,306.0,0.5,11.8,1
TS032,3.45,3.5,0.136,390.0,356.0,0.5,34.1,1
TS032,3.5,3.55,0.188,408.0,258.0,0.5,13.4,1
TS032,3.55,3.85,0.332,766.0,557.0,0.5,33.0,1
TS032,3.85,3.95,0.274,540.0,226.0,0.5,15.9,1
TS032,3.95,4.35,0.813,1600.0,379.0,0.5,35.2,1
TS032,4.35,4.5,0.494,986.0,189.0,0.5,13.6,1
TS032,4.5,4.55,1.098,1717.0,375.0,1.16,31.6,0
TS032,4.55,4.65,0.622,1086.0,131.0,0.97,10.5,0
TS032,4.65,5.15,0.5,772.0,275.0,1.66,31.4,0
TS032,5.15,5.75,0.437,568.0,126.0,0.5,15.1,1
TS032,5.75,6.65,0.512,733.0,733.0,2.5,36.8,0
TS032,6.65,6.7,0.444,1066.0,166.0,0.98,15.4,0
TS032,6.7,6.75,0.682,1388.0,444.0,0.68,31.8,0
TS032,6.75,6.95,0.476,1088.0,240.0,0.52,13.0,0
TS032,6.95,7.05,0.492,1012.0,540.0,0.5,30.5,1
TS032,7.05,7.1,0.347,840.0,154.0,0.76,11.7,0
TS032,7.1,7.35,0.216,736.0,800.0,1.21,30.3,0
TS032,7.35,7.4,0.281,1039.0,364.0,0.75,15.7,0
TS032,7.4,7.45,0.148,513.0,705.0,1.09,32.8,0
TS032,7.45,8.0,0.187,560.0,251.0,0.5,13.7,1
TS032,8.0,8.45,0.585,1103.0,324.0,1.26,26.8,0
TS032,8.45,8.75,0.258,643.0,295.0,0.5,9.2,1
TS032,8.75,8.85,0.588,937.0,647.0,3.41,32.2,0
TS032,8.85,8.9,0.294,816.0,185.0,2.24,15.2,0
TS032,8.9,9.0,0.393,892.0,378.0,3.6,32.2,0
TS032,9.0,9.5,0.432,927.0,174.0,1.89,8.9,0
TS032,9.5,10.4,0.256,594.0,936.0,3.17,29.4,0
TS032,10.4,10.45,0.235,417.0,333.0,1.08,12.1,0
TS032,10.45,10.5,0.206,619.0,712.0,5.71,31.1,0
TS032,10.5,10.75,0.099,289.0,164.0,0.51,11.2,0
TS032,10.75,10.85,0.207,424.0,456.0,1.03,30.2,0
TS032,10.85,10.95,0.348,669.0,391.0,0.64,11.5,0
TS032,10.95,11.15,0.262,439.0,682.0,1.09,30.2,0
TS032,11.15,11.9,0.164,396.0,296.0,0.5,14.7,1
TS032,11.9,12.65,0.275,659.0,825.0,0.5,15.5,1
TS032,12.65,12.9,0.311,609.0,1162.0,0.55,30.2,0
TS032,12.9,13.65,0.424,604.0,1108.0,0.6,10.0,0
TS032,13.65,14.4,0.503,885.0,342.0,0.5,10.4,1
TS032,14.4,15.0,0.782,737.0,841.0,1.12,25.7,0
TS032,15.0,15.05,0.437,735.0,1281.0,0.56,6.2,0
TS032,15.05,15.2,0.43,647.0,1765.0,0.75,27.9,0
TS032,15.2,15.45,0.501,600.0,480.0,0.85,11.0,0
TS032,15.45,15.75,0.699,794.0,680.0,3.94,27.8,0
TS032,15.75,15.85,0.64,877.0,285.0,0.5,10.5,1
TS032,15.85,16.05,0.461,864.0,307.0,1.58,30.6,0
TS032,16.05,16.25,0.396,1040.0,154.0,1.53,13.9,0
TS032,16.25,16.4,0.253,575.0,760.0,4.78,29.0,0
TS032,16.4,17.28,0.225,292.0,136.0,1.72,14.3,0
TS032,17.28,18.15,0.483,561.0,422.0,1.24,14.9,0
TS032,18.15,19.1,0.548,485.0,1192.0,0.5,28.2,1
TS032,19.1,19.15,0.498,623.0,276.0,0.77,12.1,0
TS032,19.15,19.65,0.447,655.0,630.0,1.38,27.7,0
TS032,19.65,19.7,0.436,1077.0,445.0,1.05,11.7,0
TS032,19.7,19.85,0.326,734.0,1109.0,3.36,28.5,0
TS032,19.85,20.55,0.437,695.0,300.0,1.4,11.6,0
TS032,20.55,20.65,0.591,577.0,999.0,1.24,36.3,0
TS032,20.65,21.2,1.045,1342.0,363.0,0.5,14.5,1
TS032,21.2,21.4,0.804,1001.0,1165.0,0.51,34.2,0
TS032,21.4,21.5,0.712,778.0,587.0,0.5,15.6,1
TS032,21.5,21.55,0.641,908.0,692.0,0.5,34.2,1
TS032,21.55,21.6,0.518,910.0,377.0,0.5,13.3,1
TS032,21.6,21.95,0.422,692.0,1243.0,1.39,33.7,0
TS032,21.95,22.0,0.333,603.0,208.0,0.5,20.1,1
TS032,22.0,23.35,0.646,852.0,1197.0,6.19,33.4,0
TS032,23.35,23.8,0.404,519.0,287.0,0.5,13.9,1
TS032,23.8,24.9,0.01,47.0,15.0,0.5,16.8,1
TS032,24.9,26.0,0.016,52.0,16.0,0.5,22.4,1
TS033,0.0,0.55,0.259,459.0,356.0,0.82,33.9,0
TS033,0.55,0.7,0.343,672.0,104.0,0.5,14.7,1
TS033,0.7,1.6,0.432,587.0,120.0,1.54,32.3,0
TS033,1.6,1.65,0.556,678.0,100.0,0.54,10.3,0
TS033,1.65,2.4,0.332,889.0,281.0,0.58,22.9,0
TS033,2.4,3.3,0.228,741.0,283.0,0.5,13.6,1
TS033,3.3,4.65,0.634,854.0,636.0,0.5,28.9,1
TS033,4.65,5.55,0.357,520.0,110.0,0.5,14.8,1
TS033,5.55,5.75,0.458,549.0,213.0,0.81,30.2,0
TS033,5.75,5.85,0.62,698.0,198.0,0.5,13.8,1
TS033,5.85,5.95,0.479,636.0,332.0,2.05,28.7,0
TS033,5.95,6.35,0.601,868.0,226.0,0.5,9.6,1
TS033,6.35,6.5,0.662,896.0,769.0,0.5,30.9,1
TS033,6.5,6.55,0.52,871.0,402.0,0.5,11.8,1
TS033,6.55,6.65,0.597,905.0,1251.0,1.51,27.7,0
TS033,6.65,7.15,0.653,765.0,475.0,0.5,13.6,1
TS033,7.15,7.2,0.478,891.0,977.0,1.54,32.8,0
TS033,7.2,8.1,0.422,978.0,427.0,2.38,16.9,0
TS033,8.1,8.15,0.414,892.0,742.0,0.75,33.0,0
TS033,8.15,8.2,0.485,948.0,248.0,1.41,15.0,0
TS033,8.2,8.25,0.421,944.0,484.0,2.3,34.8,0
TS033,8.25,8.65,0.548,1208.0,249.0,0.99,17.4,0
TS033,8.65,9.5,0.277,788.0,760.0,1.54,25.9,0
TS033,9.5,9.75,0.223,885.0,678.0,2.11,10.5,0
TS033,9.75,10.5,0.168,382.0,722.0,0.8,26.2,0
TS033,10.5,10.7,0.353,617.0,1164.0,0.85,9.2,0
TS033,10.7,11.05,0.233,501.0,2483.0,5.15,26.3,0
TS033,11.05,12.05,0.303,480.0,1000.0,0.5,8.5,1
TS033,12.05,12.3,0.385,644.0,218.0,4.02,26.8,0
TS033,12.3,12.65,0.482,757.0,122.0,0.98,11.3,0
TS033,12.65,12.95,0.43,503.0,202.0,0.94,25.6,0
TS033,12.95,13.1,0.451,724.0,225.0,0.5,9.1,1
TS033,13.1,13.2,0.355,543.0,234.0,2.2,31.8,0
TS033,13.2,14.65,0.451,905.0,124.0,1.88,14.7,0
TS033,14.65,14.85,0.311,682.0,748.0,1.32,29.0,0
TS033,14.85,14.9,0.362,441.0,255.0,0.6,12.4,0
TS033,14.9,15.2,0.332,658.0,1037.0,2.03,29.0,0
TS033,15.2,15.25,0.152,474.0,174.0,1.02,11.0,0
TS033,15.25,15.55,0.284,1023.0,259.0,1.84,32.9,0
TS033,15.55,16.8,0.551,910.0,210.0,0.5,9.4,1
TS033,16.8,16.85,0.318,659.0,515.0,0.5,29.6,0
TS033,16.85,16.9,0.443,897.0,265.0,0.5,9.3,1
TS033,16.9,17.1,0.32,628.0,484.0,0.7,27.4,0
TS033,17.1,17.55,0.225,589.0,165.0,0.5,10.2,1
TS033,17.55,18.05,0.557,1020.0,493.0,3.67,32.7,0
TS033,18.05,18.1,0.453,624.0,158.0,0.55,14.9,0
TS033,18.1,19.0,0.274,362.0,756.0,8.34,34.1,0
TS033,19.0,19.1,0.411,459.0,291.0,0.5,18.8,1
TS033,19.1,19.15,0.63,838.0,1258.0,0.85,36.9,0
TS033,19.15,19.2,0.294,531.0,267.0,0.5,19.2,1
TS033,19.2,19.25,0.519,682.0,914.0,0.63,39.0,0
TS033,19.25,20.0,0.33,431.0,148.0,0.5,18.6,1
TS033,20.0,20.3,0.704,666.0,664.0,1.64,33.6,0
TS033,20.3,20.45,0.775,675.0,384.0,0.94,13.0,0
TS033,20.45,20.9,1.092,995.0,283.0,1.2,36.3,0
TS033,20.9,21.55,0.695,706.0,293.0,0.5,17.1,1
TS033,21.55,21.7,0.471,1313.0,353.0,0.54,28.8,0
TS033,21.7,21.8,1.014,1623.0,219.0,0.5,13.4,1
TS033,21.8,22.8,1.376,2005.0,372.0,1.8,32.9,0
TS033,22.8,23.9,0.015,32.0,13.0,0.5,16.6,1
TS033,23.9,25.0,0.011,27.0,24.0,0.5,17.0,1
TS034,0.0,0.05,0.276,686.0,354.0,0.95,18.2,0
TS034,0.05,1.45,0.362,629.0,777.0,1.04,31.4,0
TS034,1.45,1.5,0.422,744.0,201.0,1.02,13.4,0
TS034,1.5,2.75,0.491,907.0,406.0,0.5,27.0,1
TS034,2.75,3.2,0.386,956.0,174.0,0.5,15.3,1
TS034,3.2,3.25,0.811,992.0,1747.0,0.66,29.0,0
TS034,3.25,3.4,0.816,694.0,564.0,0.5,10.6,1
TS034,3.4,3.55,0.983,665.0,1623.0,0.5,25.9,0
TS034,3.55,3.6,0.594,838.0,317.0,0.5,10.6,1
TS034,3.6,4.7,0.446,735.0,488.0,0.5,30.4,1
TS034,4.7,6.05,1.475,1479.0,616.0,0.5,13.7,1
TS034,6.05,6.1,0.83,1026.0,347.0,0.5,29.7,1
TS034,6.1,6.45,0.893,902.0,520.0,0.5,14.6,1
TS034,6.45,6.85,0.524,1107.0,979.0,0.94,30.6,0
TS034,6.85,6.9,0.51,898.0,859.0,0.5,15.9,1
TS034,6.9,7.1,0.478,724.0,1951.0,1.39,35.1,0
TS034,7.1,7.6,0.661,1977.0,838.0,0.5,14.6,1
TS034,7.6,7.75,0.46,964.0,2420.0,2.35,32.6,0
TS034,7.75,7.9,0.311,933.0,852.0,0.69,16.3,0
TS034,7.9,7.95,0.286,569.0,1487.0,1.69,34.4,0
TS034,7.95,8.0,0.633,994.0,942.0,0.5,15.5,1
TS034,8.0,8.05,0.429,904.0,1021.0,0.5,32.6,1
TS034,8.05,8.85,0.446,1444.0,211.0,0.5,16.6,1
TS034,8.85,9.35,0.213,586.0,792.0,0.74,29.7,0
TS034,9.35,9.75,0.593,1477.0,173.0,0.86,7.5,0
TS034,9.75,10.75,0.665,611.0,322.0,2.07,24.6,0
TS034,10.75,11.15,0.211,342.0,481.0,0.5,6.7,1
TS034,11.15,11.35,0.342,414.0,990.0,0.5,31.3,1
TS034,11.35,11.85,0.458,518.0,457.0,0.5,11.7,1
TS034,11.85,11.9,0.252,666.0,319.0,0.5,31.7,1
TS034,11.9,12.4,0.392,577.0,214.0,0.5,10.5,1
TS034,12.4,13.4,0.365,985.0,280.0,1.07,26.5,0
TS034,13.4,13.95,0.285,822.0,98.0,0.92,15.7,0
TS034,13.95,14.05,0.291,643.0,295.0,3.26,31.0,0
TS034,14.05,14.25,0.65,682.0,251.0,1.51,11.6,0
TS034,14.25,15.25,0.668,670.0,495.0,4.19,34.2,0
TS034,15.25,16.25,0.307,1112.0,1077.0,2.13,30.5,0
TS034,16.25,17.35,0.489,1181.0,605.0,0.5,12.8,1
TS034,17.35,18.6,0.87,662.0,282.0,9.28,29.6,0
TS034,18.6,19.85,0.607,819.0,193.0,8.22,38.3,0
TS034,19.85,20.1,0.898,874.0,340.0,1.71,12.4,0
TS034,20.1,20.2,0.995,674.0,643.0,0.76,28.8,0
TS034,20.2,20.25,0.732,555.0,399.0,0.5,14.0,1
TS034,20.25,20.75,0.718,640.0,550.0,0.5,30.2,1
TS034,20.75,21.82,0.012,34.0,9.0,0.5,15.6,1
TS034,21.82,22.9,0.028,101.0,10.0,0.5,19.3,1
TS035,0.0,0.25,0.275,852.0,212.0,0.62,15.2,0
TS035,0.25,0.65,0.208,549.0,402.0,2.3,27.3,0
TS035,0.65,1.1,0.223,555.0,188.0,0.5,16.8,1
TS035,1.1,2.15,0.218,464.0,530.0,0.5,33.6,1
TS035,2.15,2.2,0.257,515.0,260.0,0.5,14.5,1
TS035,2.2,2.3,0.249,541.0,627.0,0.5,32.4,1
TS035,2.3,2.35,0.376,769.0,149.0,0.5,18.1,1
TS035,2.35,2.8,0.242,571.0,783.0,1.72,34.7,0
TS035,2.8,3.45,0.193,464.0,322.0,0.5,14.0,1
TS035,3.45,3.5,0.216,433.0,700.0,0.58,35.2,0
TS035,3.5,3.7,0.168,479.0,495.0,0.5,16.5,1
TS035,3.7,3.95,0.339,832.0,1229.0,1.32,32.8,0
TS035,3.95,4.1,0.324,447.0,375.0,0.5,14.5,1
TS035,4.1,4.7,0.246,649.0,665.0,1.01,33.4,0
TS035,4.7,5.95,0.241,796.0,229.0,0.5,17.8,1
TS035,5.95,6.0,0.178,988.0,2806.0,0.62,37.8,0
TS035,6.0,6.05,0.19,905.0,1086.0,0.5,16.0,1
TS035,6.05,6.1,0.32,1220.0,2602.0,0.52,34.9,0
TS035,6.1,6.15,0.145,825.0,651.0,0.5,15.3,1
TS035,6.15,6.95,0.395,978.0,706.0,1.49,31.0,0
TS035,6.95,7.75,0.334,534.0,452.0,1.05,32.1,0
TS035,7.75,7.95,0.344,707.0,582.0,1.94,14.8,0
TS035,7.95,8.35,0.583,802.0,949.0,3.69,35.0,0
TS035,8.35,8.4,0.354,654.0,270.0,0.5,11.8,1
TS035,8.4,8.55,0.61,722.0,429.0,2.68,28.8,0
TS035,8.55,8.75,0.42,431.0,260.0,0.5,12.9,1
TS035,8.75,8.9,0.456,574.0,675.0,0.52,33.9,0
TS035,8.9,8.95,0.723,671.0,157.0,0.5,12.2,1
TS035,8.95,9.2,0.429,549.0,884.0,0.77,32.3,0
TS035,9.2,9.7,0.414,603.0,177.0,0.89,19.6,0
TS035,9.7,10.55,1.085,778.0,730.0,10.15,31.0,0
TS035,10.55,10.9,0.448,639.0,121.0,0.5,13.3,1
TS035,10.9,10.95,0.408,659.0,748.0,1.37,33.1,0
TS035,10.95,11.05,0.341,537.0,482.0,0.5,11.2,1
TS035,11.05,11.25,0.581,520.0,1227.0,0.8,32.4,0
TS035,11.25,11.3,0.51,864.0,151.0,0.5,14.0,1
TS035,11.3,11.35,0.403,645.0,672.0,0.69,34.8,0
TS035,11.35,11.4,0.431,685.0,210.0,0.5,14.5,1
TS035,11.4,12.15,0.359,718.0,827.0,1.42,31.9,0
TS035,12.15,12.92,0.016,80.0,10.0,0.5,16.7,1
TS035,12.92,13.7,0.016,91.0,6.0,0.5,22.7,1
TS036,0.0,0.2,0.209,655.0,119.0,0.5,8.9,1
TS036,0.2,0.6,0.338,861.0,302.0,1.34,33.6,0
TS036,0.6,0.65,0.194,692.0,81.0,0.5,12.9,1
TS036,0.65,2.0,0.251,653.0,400.0,0.5,34.3,1
TS036,2.0,3.4,0.4,557.0,229.0,0.5,17.8,1
TS036,3.4,3.7,0.181,597.0,604.0,0.5,38.0,1
TS036,3.7,4.8,0.203,505.0,265.0,0.5,18.2,1
TS036,4.8,4.85,0.196,597.0,417.0,0.75,36.5,0
TS036,4.85,5.4,0.152,613.0,200.0,0.5,20.9,1
TS036,5.4,5.6,0.106,478.0,386.0,1.31,39.6,0
TS036,5.6,6.35,0.168,483.0,225.0,0.5,16.0,1
TS036,6.35,6.6,0.246,784.0,669.0,3.83,34.9,0
TS036,6.6,7.15,0.204,678.0,47.0,0.68,16.2,0
TS036,7.15,7.95,0.268,498.0,469.0,1.95,34.7,0
TS036,7.95,8.75,0.289,524.0,853.0,0.5,34.4,1
TS036,8.75,9.9,0.018,48.0,12.0,0.5,21.1,1
TS037,0.0,0.5,0.496,654.0,182.0,0.5,11.5,1
TS037,0.5,1.1,0.568,712.0,930.0,1.8,32.7,0
TS037,1.1,1.3,0.386,1018.0,248.0,0.5,14.7,1
TS037,1.3,1.35,0.365,947.0,734.0,0.51,31.8,0
TS037,1.35,1.4,0.529,888.0,364.0,0.5,11.6,1
TS037,1.4,1.45,0.3,874.0,963.0,0.74,29.2,0
TS037,1.45,1.5,0.401,1060.0,400.0,0.5,11.5,1
TS037,1.5,1.7,0.309,1047.0,1358.0,0.5,31.9,1
TS037,1.7,1.75,0.239,771.0,270.0,0.5,12.6,1
TS037,1.75,1.9,0.162,612.0,679.0,0.5,30.1,1
TS037,1.9,1.95,0.254,579.0,474.0,0.5,11.8,1
TS037,1.95,2.0,0.316,888.0,998.0,0.9,32.5,0
TS037,2.0,2.1,0.284,782.0,200.0,0.5,14.7,1
TS037,2.1,2.2,0.438,916.0,793.0,0.5,32.5,1
TS037,2.2,2.35,0.238,709.0,152.0,0.5,16.1,1
TS037,2.35,2.4,0.18,788.0,505.0,0.5,32.4,1
TS037,2.4,2.5,0.19,736.0,132.0,0.5,16.1,1
TS037,2.5,2.55,0.196,1152.0,411.0,0.5,36.5,1
TS037,2.55,2.8,0.319,861.0,94.0,0.5,14.7,1
TS037,2.8,2.85,0.351,1152.0,371.0,0.5,34.2,1
TS037,2.85,3.2,0.269,984.0,129.0,0.5,15.5,1
TS037,3.2,3.25,0.244,709.0,255.0,1.22,36.9,0
TS037,3.25,4.0,0.447,1128.0,180.0,0.5,14.0,1
TS037,4.0,4.05,0.257,642.0,583.0,0.5,34.6,1
TS037,4.05,4.25,0.403,887.0,178.0,0.5,14.8,1
TS037,4.25,4.3,0.461,1245.0,379.0,0.67,31.9,0
TS037,4.3,4.55,0.558,1265.0,320.0,0.5,17.6,1
TS037,4.55,6.0,0.288,1394.0,477.0,0.91,32.7,0
TS037,6.0,6.65,0.443,841.0,281.0,0.5,8.6,1
TS037,6.65,6.95,0.223,417.0,556.0,0.5,32.1,1
TS037,6.95,7.05,0.168,294.0,109.0,0.5,15.2,1
TS037,7.05,8.3,0.004,24.0,16.0,0.5,20.9,1
TS038,0.0,0.45,,,366.0,0.5,10.9,1
TS038,0.45,0.55,0.35,900.0,335.0,0.5,10.6,1
TS038,0.55,0.6,0.157,813.0,423.0,0.5,29.6,1
TS038,0.6,0.75,0.206,682.0,304.0,0.5,10.7,1
TS038,0.75,0.8,0.221,1175.0,394.0,0.6,29.5,0
TS038,0.8,0.95,0.349,662.0,210.0,0.5,14.0,1
TS038,0.95,2.02,0.206,422.0,519.0,1.35,29.1,0
TS038,2.02,3.1,0.134,429.0,198.0,0.5,31.0,1
TS038,3.1,3.2,0.161,437.0,188.0,0.5,12.5,1
TS038,3.2,3.6,0.292,461.0,373.0,0.5,29.6,1
TS038,3.6,3.65,0.29,501.0,189.0,0.5,10.6,1
TS038,3.65,3.7,0.259,561.0,518.0,0.74,30.7,0
TS038,3.7,3.75,0.336,448.0,236.0,0.5,11.5,1
TS038,3.75,3.85,0.149,313.0,377.0,2.2,29.9,0
TS038,3.85,4.25,0.131,340.0,248.0,0.5,13.0,1
TS038,4.25,4.4,0.146,386.0,419.0,0.5,30.9,1
TS038,4.4,5.0,0.286,315.0,182.0,0.5,12.3,1
TS038,5.0,5.15,0.211,459.0,560.0,0.5,34.3,1
TS038,5.15,6.1,0.182,485.0,178.0,0.5,14.6,1
TS038,6.1,6.3,0.329,653.0,430.0,1.26,40.9,0
TS038,6.3,6.8,0.224,705.0,316.0,0.5,19.1,1
TS038,6.8,6.85,0.298,459.0,428.0,0.81,34.1,0
TS038,6.85,7.75,0.365,843.0,486.0,0.5,12.7,1
TS038,7.75,7.8,0.264,463.0,467.0,1.18,30.6,0
TS038,7.8,7.85,0.357,663.0,217.0,0.5,12.4,1
TS038,7.85,7.9,0.344,720.0,444.0,1.38,28.8,0
TS038,7.9,8.0,0.323,584.0,351.0,0.5,14.0,1
TS038,8.0,8.05,0.417,806.0,487.0,0.86,31.9,0
TS038,8.05,8.25,0.407,685.0,204.0,0.5,12.2,1
TS038,8.25,9.28,0.014,110.0,15.0,0.5,14.8,1
TS038,9.28,10.3,0.007,56.0,8.0,0.5,16.9,1
