HOLE_ID,FROM,TO,FE_PCT,SIO2_PCT,AL2O3_PCT,P_PCT,MN_PCT,LOI_PCT,DENSITY
FD0059,104.91,106.98,66.8,1.82,0.96,0.039,0.104,1.22,
FD0059,106.98,109.05,67.61,1.25,0.58,0.032,0.188,0.89,
FD0059,109.05,111.11,67.42,1.38,0.52,0.023,0.221,1.05,
FD0059,111.11,113.18,66.96,1.07,0.76,0.039,0.177,1.81,
FD0059,113.18,115.25,66.9,1.24,0.97,0.028,0.237,1.5,
FD0059,115.25,116.0,55.04,18.72,0.9,0.031,0.095,1.17,
FD0059,116.0,117.0,66.95,1.04,0.65,0.039,0.553,1.53,3.27
FD0059,117.0,118.75,52.22,21.5,1.42,0.023,0.24,1.83,
FD0059,118.75,122.5,46.4,32.01,0.63,0.022,0.101,0.52,
FD0059,122.5,122.75,67.02,1.23,0.75,0.029,0.075,0.99,
FD0059,122.75,123.25,46.88,31.13,0.66,0.038,0.055,0.66,
FD0059,123.25,123.5,66.81,0.92,0.98,0.046,0.061,1.26,
FD0059,123.5,124.25,42.69,36.66,1.12,0.05,0.061,0.66,
FD0059,124.25,125.5,66.44,0.95,1.45,0.066,0.147,1.15,4.16
FD0059,125.5,125.75,37.75,44.13,0.69,0.039,0.078,0.76,
FD0059,125.75,126.0,65.67,1.45,1.39,0.071,0.133,1.43,
FD0059,126.0,126.5,40.97,39.48,0.72,0.064,0.165,0.63,
FD0059,126.5,126.75,65.64,1.34,1.8,0.071,0.124,1.67,
FD0059,126.75,127.25,38.81,41.94,1.27,0.034,0.095,0.82,
FD0059,127.25,129.75,65.75,1.53,1.39,0.066,0.116,1.41,
FD0059,129.75,132.25,66.04,1.27,1.22,0.054,0.168,1.67,
FD0059,132.25,136.58,38.82,42.84,0.5,0.02,0.038,0.82,
FD0059,136.58,140.92,41.57,39.24,0.47,0.025,0.061,0.48,
FD0059,140.92,145.25,41.82,38.75,0.37,0.019,0.189,0.51,3.09
FD0059,145.25,149.58,42.7,37.87,0.35,0.015,0.04,0.36,3.11
FD0059,149.58,153.92,44.89,34.57,0.4,0.022,0.064,0.4,2.89
FD0059,153.92,158.25,53.66,22.23,0.29,0.025,0.087,0.31,3.11
FD0059,158.25,158.5,67.52,0.74,0.42,0.063,0.063,0.78,4.19
FD0059,158.5,162.31,49.91,27.45,0.32,0.023,0.053,0.35,
FD0059,162.31,166.11,38.36,43.83,0.48,0.042,0.054,0.47,3.28
FD0059,166.11,169.92,31.46,53.69,0.56,0.046,0.035,0.42,2.98
FD0059,169.92,173.72,41.35,39.88,0.24,0.011,0.121,0.27,3.08
FD0059,173.72,177.53,31.98,53.18,0.22,0.009,0.209,0.29,
FD0059,177.53,181.33,41.46,39.69,0.2,0.005,0.071,0.38,3.2
FD0059,181.33,185.14,36.0,47.35,0.3,0.014,0.121,0.34,3.26
FD0059,185.14,188.94,30.92,54.49,0.37,0.013,0.177,0.35,
FD0059,188.94,192.75,34.71,49.62,0.19,0.01,0.067,0.22,
FD0059,192.75,193.0,67.2,1.71,0.37,0.019,0.109,0.47,
FD0059,193.0,193.25,41.39,39.99,0.13,0.017,0.077,0.24,
FD0059,193.25,195.5,67.58,1.29,0.44,0.038,0.124,0.46,4.37
FD0059,195.5,195.75,46.32,32.74,0.23,0.041,0.123,0.36,
FD0059,195.75,198.0,67.4,1.34,0.6,0.039,0.104,0.56,
FD0059,198.0,200.25,67.69,1.16,0.38,0.033,0.112,0.37,
FD0059,200.25,202.5,67.78,1.1,0.24,0.031,0.396,0.43,
FD0059,202.5,202.75,43.89,36.22,0.2,0.016,0.072,0.45,
FD0059,202.75,204.0,67.1,1.37,0.46,0.037,0.104,0.84,
FD0059,204.0,204.25,31.7,53.36,0.45,0.031,0.072,0.49,
FD0059,204.25,204.5,67.13,1.6,0.55,0.031,0.11,0.64,4.15
FD0059,204.5,208.75,28.44,57.99,0.36,0.016,0.057,0.5,
FD0059,208.75,209.25,65.47,2.28,0.99,0.046,0.042,1.32,
FD0059,209.25,213.75,36.17,47.04,0.41,0.019,0.045,0.4,
FD0059,213.75,218.25,22.13,66.3,0.84,0.015,0.058,0.73,
FD0059,218.25,218.5,65.71,2.13,1.22,0.051,0.096,1.15,
FD0059,218.5,222.68,35.29,47.88,0.52,0.024,0.135,0.71,
FD0059,222.68,226.86,28.7,56.29,1.16,0.09,0.048,0.9,3.2
FD0059,226.86,231.04,37.95,44.51,0.41,0.041,0.112,0.31,
FD0059,231.04,235.22,36.94,45.63,0.62,0.033,0.193,0.34,3.07
FD0059,235.22,239.4,39.71,41.76,0.38,0.033,0.203,0.46,
FD0059,239.4,243.58,36.33,46.52,0.45,0.04,0.107,0.51,
FD0059,243.58,247.76,20.47,68.29,1.13,0.052,0.067,0.68,
FD0059,247.76,251.94,14.37,77.06,1.05,0.051,0.075,0.83,
FD0059,251.94,256.12,38.56,43.21,0.85,0.033,0.042,0.48,
FD0059,256.12,260.3,25.62,61.8,0.61,0.012,0.024,0.65,
FD0060,0.0,1.97,62.31,2.46,3.04,0.08,0.272,3.66,2.83
FD0060,1.97,3.94,62.15,2.56,3.0,0.064,0.235,4.04,
FD0060,3.94,5.92,59.93,2.23,3.6,0.098,0.694,6.44,2.73
FD0060,5.92,7.89,56.13,1.66,4.82,0.207,0.793,10.61,
FD0060,7.89,9.86,57.69,1.8,6.08,0.241,0.698,7.55,2.84
FD0060,9.86,11.83,58.9,2.15,4.61,0.154,1.122,5.85,
FD0060,11.83,13.81,51.11,2.58,9.01,0.155,1.221,12.48,
FD0060,13.81,15.78,57.6,2.72,5.45,0.064,0.667,7.49,3.04
FD0060,15.78,17.75,56.04,2.82,6.75,0.162,0.682,8.1,
FD0060,17.75,19.83,52.63,21.83,1.09,0.025,0.127,1.34,
FD0060,19.83,21.92,52.51,22.07,1.29,0.041,0.084,1.06,
FD0060,21.92,24.0,51.5,23.2,1.32,0.088,0.095,1.24,2.89
FD0060,24.0,26.05,67.03,1.1,1.16,0.105,0.243,1.1,
FD0060,26.05,28.1,65.87,1.16,2.03,0.152,0.131,1.73,
FD0060,28.1,30.15,66.79,1.14,1.44,0.057,0.268,1.26,3.35
FD0060,30.15,32.2,66.43,1.15,1.32,0.055,0.476,1.5,3.35
FD0060,32.2,34.25,66.74,1.58,0.93,0.032,0.523,0.92,
FD0060,34.25,34.5,40.76,37.58,1.74,0.033,0.515,1.25,2.97
FD0060,34.5,35.5,66.07,1.24,1.08,0.027,1.0,1.52,3.29
FD0060,35.5,37.6,40.77,36.87,1.86,0.024,0.675,1.76,
FD0060,37.6,39.7,48.81,27.65,1.09,0.013,0.193,0.97,2.86
FD0060,39.7,41.8,48.74,27.17,1.23,0.02,0.477,0.95,
FD0060,41.8,43.9,50.22,24.42,1.29,0.02,0.576,1.42,
FD0060,43.9,46.0,41.85,36.51,1.52,0.016,0.216,1.49,
FD0060,46.0,46.5,66.43,0.99,1.44,0.039,0.224,1.83,3.43
FD0060,46.5,48.67,51.64,21.73,1.74,0.035,0.105,2.17,2.97
FD0060,48.67,50.83,55.36,17.26,1.19,0.034,0.093,1.91,
FD0060,50.83,53.0,53.35,20.84,0.72,0.017,0.226,1.51,
FD0060,53.0,55.17,56.8,16.01,0.38,0.012,0.476,1.47,
FD0060,55.17,57.33,51.67,22.81,0.83,0.022,0.221,1.84,
FD0060,57.33,59.5,49.49,26.46,0.66,0.036,0.22,1.52,
FD0060,59.5,62.25,66.35,1.65,0.95,0.039,0.487,1.57,3.43
FD0060,62.25,63.75,51.51,23.6,0.62,0.034,0.206,1.44,
FD0060,63.75,65.25,47.98,28.65,0.84,0.026,0.332,1.03,
FD0060,65.25,66.25,66.99,1.2,1.02,0.047,0.205,1.3,
FD0060,66.25,66.75,51.59,23.25,1.41,0.024,0.121,1.01,
FD0060,66.75,67.0,67.13,1.23,1.24,0.037,0.135,1.05,
FD0060,67.0,67.5,49.82,25.8,1.44,0.022,0.118,1.0,2.86
FD0060,67.5,67.75,66.78,1.36,1.12,0.049,0.361,1.17,
FD0060,67.75,69.0,54.53,18.91,1.04,0.045,0.142,1.53,2.89
FD0060,69.0,69.25,67.54,1.21,0.69,0.042,0.264,0.84,3.49
FD0060,69.25,72.0,47.54,29.27,1.24,0.038,0.119,0.94,
FD0060,72.0,75.88,42.76,37.81,0.26,0.016,0.16,0.26,3.18
FD0060,75.88,79.75,26.25,60.89,0.52,0.032,0.135,0.6,
FD0060,79.75,83.62,15.99,75.63,0.59,0.017,0.123,0.48,
FD0060,83.62,87.5,23.28,65.68,0.37,0.019,0.071,0.34,
FD0060,87.5,88.0,67.33,1.48,0.39,0.019,0.136,0.84,
FD0060,88.0,92.62,24.75,63.59,0.35,0.012,0.035,0.34,3.31
FD0060,92.62,97.25,20.04,69.99,0.43,0.023,0.104,0.5,
FD0060,97.25,99.42,66.78,1.86,0.58,0.04,0.036,0.75,
FD0060,99.42,101.58,67.49,1.31,0.36,0.017,0.026,0.56,
FD0060,101.58,103.75,67.6,1.05,0.45,0.031,0.03,0.75,4.37
FD0060,103.75,109.25,45.36,33.88,0.35,0.029,0.063,0.49,3.09
FD0060,109.25,110.0,67.3,0.77,0.4,0.028,0.055,0.77,3.84
FD0060,110.0,110.25,53.2,22.81,0.26,0.02,0.054,0.36,
FD0060,110.25,112.25,67.14,0.85,0.75,0.06,0.111,1.14,
FD0060,112.25,112.5,50.61,26.02,0.41,0.052,0.198,0.46,3.39
FD0060,112.5,112.75,66.67,1.07,0.66,0.05,0.158,1.0,
FD0060,112.75,116.9,38.4,43.35,0.72,0.057,0.056,0.48,
FD0060,116.9,121.05,38.22,43.82,0.73,0.046,0.093,0.33,3.37
FD0060,121.05,125.2,49.38,28.23,0.32,0.03,0.066,0.4,
FD0060,125.2,129.35,47.9,29.95,0.59,0.02,0.082,0.58,3.03
FD0060,129.35,133.5,41.16,39.12,0.79,0.027,0.046,0.59,
FD0060,133.5,134.5,66.11,1.49,1.32,0.036,0.055,1.38,
FD0060,134.5,134.75,37.68,43.69,1.27,0.031,0.077,0.72,3.25
FD0060,134.75,135.25,66.46,1.27,1.17,0.039,0.044,1.16,4.28
FD0060,135.25,136.75,41.12,39.18,1.01,0.031,0.038,0.66,
FD0060,136.75,137.0,65.99,1.58,1.68,0.023,0.071,1.3,
FD0060,137.0,142.25,40.31,40.25,0.9,0.048,0.126,0.63,
FD0060,142.25,142.5,66.65,0.92,0.83,0.059,0.07,1.23,4.08
FD0060,142.5,143.0,47.29,30.82,0.56,0.037,0.058,0.56,
FD0060,143.0,144.75,66.91,1.24,0.68,0.029,0.078,1.02,
FD0060,144.75,145.0,49.12,28.51,0.29,0.025,0.048,0.51,
FD0060,145.0,147.25,66.94,1.2,0.8,0.053,0.049,1.19,
FD0060,147.25,149.5,66.37,1.51,0.87,0.055,0.054,1.29,4.07
FD0060,149.5,149.75,32.49,51.63,0.68,0.04,0.096,0.66,3.25
FD0060,149.75,150.0,65.95,1.51,0.91,0.046,0.18,1.25,
FD0060,150.0,150.25,40.95,39.94,0.42,0.023,0.187,0.44,3.32
FD0060,150.25,150.5,66.87,1.5,0.67,0.021,0.194,0.91,
FD0060,150.5,150.75,32.61,51.88,0.46,0.021,0.165,0.49,
FD0060,150.75,152.65,67.1,1.4,0.56,0.025,0.133,0.88,
FD0060,152.65,154.55,66.86,1.66,0.81,0.032,0.06,0.64,4.22
FD0060,154.55,156.45,66.95,1.4,0.87,0.056,0.087,0.67,
FD0060,156.45,158.35,66.67,2.11,0.8,0.029,0.108,0.63,
FD0060,158.35,160.25,66.44,1.95,0.98,0.033,0.07,0.78,
FD0060,160.25,163.25,46.34,32.8,0.18,0.025,0.085,0.35,
FD0060,163.25,163.5,67.83,1.06,0.24,0.019,0.073,0.47,
FD0060,163.5,166.0,47.17,31.75,0.11,0.011,0.115,0.23,
FD0060,166.0,166.25,67.84,0.87,0.28,0.023,0.083,0.59,
FD0060,166.25,166.5,49.26,28.78,0.12,0.013,0.105,0.27,
FD0060,166.5,167.0,67.36,1.04,0.23,0.017,0.096,0.59,
FD0060,167.0,168.25,49.21,28.45,0.25,0.019,0.043,0.47,3.0
FD0060,168.25,169.25,67.28,1.13,0.37,0.023,0.076,1.12,
FD0060,169.25,170.25,48.11,30.11,0.2,0.008,0.064,0.42,3.28
FD0060,170.25,172.25,67.01,1.35,0.58,0.017,0.103,0.66,
FD0060,172.25,172.5,46.47,32.22,0.29,0.01,0.138,0.55,
FD0060,172.5,173.0,67.21,1.01,0.52,0.018,0.244,0.97,4.1
FD0060,173.0,174.25,48.64,29.03,0.32,0.013,0.234,0.54,3.17
FD0060,174.25,175.0,66.94,1.18,0.86,0.02,0.159,0.87,
FD0060,175.0,177.75,33.95,49.75,0.65,0.022,0.088,0.63,
FD0060,177.75,178.0,66.34,1.41,1.06,0.041,0.081,1.31,4.18
FD0060,178.0,180.0,41.67,39.19,0.32,0.028,0.059,0.53,
FD0060,180.0,180.25,66.92,1.44,0.64,0.03,0.055,1.1,4.12
FD0060,180.25,181.0,43.84,35.6,0.41,0.021,0.079,0.75,3.14
FD0060,181.0,181.25,66.44,1.28,0.66,0.023,0.048,1.59,4.26
FD0060,181.25,181.5,48.57,29.03,0.22,0.024,0.038,0.78,
FD0060,181.5,182.0,66.46,1.39,0.63,0.027,0.128,1.45,
FD0060,182.0,185.25,39.88,41.32,0.4,0.017,0.047,0.61,
FD0060,185.25,185.5,67.26,1.25,0.42,0.04,0.092,0.79,
FD0060,185.5,186.75,39.26,42.51,0.43,0.035,0.079,0.41,
FD0060,186.75,187.0,67.14,1.38,0.42,0.033,0.076,0.77,4.06
FD0060,187.0,191.38,43.36,36.71,0.26,0.036,0.242,0.37,
FD0060,191.38,195.75,28.48,57.94,0.44,0.031,0.234,0.27,
FD0060,195.75,196.25,66.86,0.91,0.73,0.049,0.143,1.24,
FD0060,196.25,200.88,49.19,28.59,0.26,0.019,0.086,0.3,
FD0060,200.88,205.5,48.81,29.17,0.22,0.015,0.124,0.38,
FD0060,205.5,205.75,67.22,1.26,0.45,0.027,0.062,0.77,
FD0060,205.75,206.0,42.62,37.73,0.36,0.03,0.122,0.44,3.16
FD0060,206.0,207.88,67.1,1.06,0.59,0.04,0.097,0.75,
FD0060,207.88,209.75,67.89,0.91,0.27,0.015,0.124,0.47,
FD0060,209.75,211.62,67.4,0.97,0.41,0.023,0.071,0.73,4.23
FD0060,211.62,213.5,67.25,1.26,0.59,0.015,0.043,0.94,
FD0060,213.5,215.38,67.43,1.14,0.39,0.023,0.047,0.83,3.75
FD0060,215.38,217.25,66.98,1.3,0.64,0.054,0.087,0.87,4.06
FD0060,217.25,220.94,37.34,45.09,0.56,0.029,0.083,0.49,
FD0060,220.94,224.62,28.94,56.99,0.58,0.026,0.077,0.6,
FD0060,224.62,228.31,32.65,51.96,0.38,0.029,0.243,0.38,
FD0060,228.31,232.0,35.01,48.23,0.69,0.069,0.126,0.42,
FD0060,232.0,233.25,66.52,1.62,0.81,0.044,0.301,0.93,
FD0060,233.25,233.5,45.37,33.15,0.63,0.058,0.162,0.68,
FD0060,233.5,235.33,66.66,1.21,0.82,0.068,0.205,1.15,
FD0060,235.33,237.17,66.6,1.55,0.65,0.047,0.325,0.91,4.23
FD0060,237.17,239.0,67.01,1.82,0.61,0.025,0.1,0.55,4.18
FD0060,239.0,243.3,15.98,38.7,9.9,0.045,0.435,1.71,
FD0060,243.3,247.59,18.21,33.67,8.94,0.064,0.155,2.07,
FD0060,247.59,251.89,12.91,40.13,11.89,0.054,0.126,1.96,
FD0060,251.89,256.19,18.57,36.94,12.29,0.058,0.105,2.66,
FD0060,256.19,260.48,24.63,36.1,10.36,0.095,0.176,1.84,
FD0060,260.48,264.78,3.55,48.43,17.32,0.073,0.256,2.99,
FD0061,0.0,1.83,53.36,4.19,5.69,0.126,0.232,12.34,
FD0061,1.83,3.67,60.27,2.34,2.63,0.159,0.194,7.19,2.78
FD0061,3.67,5.5,59.42,3.15,3.57,0.137,0.319,6.49,2.99
FD0061,5.5,7.33,58.53,3.06,3.97,0.106,0.276,7.72,
FD0061,7.33,9.17,51.03,2.75,7.94,0.17,0.247,14.12,
FD0061,9.17,11.0,58.11,2.83,4.35,0.124,0.141,8.27,2.98
FD0061,11.0,11.75,66.78,1.22,0.83,0.029,0.089,2.0,
FD0061,11.75,13.38,51.45,23.03,1.31,0.025,0.141,1.52,
FD0061,13.38,15.0,50.79,23.92,1.23,0.026,0.146,1.72,
FD0061,15.0,17.0,67.34,0.98,0.72,0.026,0.248,1.32,3.39
FD0061,17.0,19.0,66.55,1.28,0.88,0.031,0.237,1.93,
FD0061,19.0,21.0,65.81,1.03,0.85,0.026,0.757,2.69,3.65
FD0061,21.0,23.0,67.1,1.43,0.83,0.026,0.202,1.21,
FD0061,23.0,25.0,66.17,1.71,1.0,0.023,0.361,1.9,3.04
FD0061,25.0,25.25,44.06,33.12,1.2,0.027,0.574,1.63,
FD0061,25.25,25.5,66.68,1.56,0.87,0.024,0.502,1.21,
FD0061,25.5,27.31,52.69,22.02,0.7,0.022,0.195,1.25,2.76
FD0061,27.31,29.12,53.89,19.43,1.1,0.063,0.212,1.67,
FD0061,29.12,30.94,53.88,20.22,0.71,0.039,0.078,1.5,2.95
FD0061,30.94,32.75,56.67,16.44,0.5,0.039,0.355,1.15,
FD0061,32.75,34.75,67.39,0.87,0.37,0.025,0.397,1.54,3.29
FD0061,34.75,36.75,67.56,0.96,0.42,0.035,0.362,1.25,
FD0061,36.75,38.75,67.79,0.8,0.35,0.033,0.241,1.18,
FD0061,38.75,40.75,67.34,0.59,0.53,0.054,0.136,2.0,
FD0061,40.75,42.75,66.96,0.8,0.95,0.068,0.068,1.95,3.43
FD0061,42.75,44.75,64.99,1.64,1.66,0.047,0.214,3.07,3.4
FD0061,44.75,46.75,66.22,1.18,1.2,0.039,0.171,2.44,
FD0061,46.75,48.75,66.11,1.26,1.17,0.04,0.199,2.42,
FD0061,48.75,50.75,66.76,1.07,0.85,0.042,0.344,1.79,
FD0061,50.75,52.75,67.16,1.06,0.67,0.049,0.206,1.64,3.22
FD0061,52.75,54.75,66.18,1.28,1.68,0.081,0.215,1.74,
FD0061,54.75,56.75,66.87,1.33,0.98,0.046,0.261,1.39,
FD0061,56.75,58.75,66.32,1.06,0.76,0.048,1.094,1.41,
FD0061,58.75,60.75,65.38,0.98,0.89,0.058,2.28,1.28,
FD0061,60.75,62.75,65.04,1.72,1.29,0.06,1.542,1.56,3.3
FD0061,62.75,64.75,65.33,1.31,1.47,0.103,1.13,1.89,3.43
FD0061,64.75,66.75,66.32,1.05,1.29,0.1,0.585,1.53,
FD0061,66.75,68.75,66.74,1.09,0.91,0.102,0.355,1.62,
FD0061,68.75,70.75,66.48,1.04,0.85,0.039,0.844,1.68,3.53
FD0061,70.75,72.75,66.49,1.78,0.82,0.022,0.487,1.37,
FD0061,72.75,74.83,42.24,37.32,0.52,0.017,0.359,0.85,
FD0061,74.83,76.92,46.06,32.2,0.7,0.023,0.18,0.68,
FD0061,76.92,79.0,47.43,30.46,0.55,0.011,0.25,0.59,
FD0061,79.0,81.08,53.67,21.77,0.41,0.009,0.149,0.66,
FD0061,81.08,83.17,56.44,17.38,0.44,0.012,0.361,0.8,2.85
FD0061,83.17,85.25,51.32,24.04,0.96,0.02,0.237,0.99,2.71
FD0061,85.25,87.33,47.8,27.99,1.66,0.034,0.315,1.2,
FD0061,87.33,89.42,55.04,18.44,0.9,0.024,0.214,1.3,
FD0061,89.42,91.5,54.95,19.28,0.86,0.019,0.211,0.73,
FD0061,91.5,93.58,49.61,25.37,1.9,0.03,0.139,1.33,2.9
FD0061,93.58,95.67,53.88,20.57,1.2,0.016,0.06,0.66,3.22
FD0061,95.67,97.75,55.17,17.67,1.45,0.04,0.044,1.44,
FD0061,97.75,98.25,68.0,0.84,0.68,0.041,0.063,0.83,
FD0061,98.25,98.5,53.93,20.75,0.88,0.034,0.049,0.88,
FD0061,98.5,100.6,67.85,1.0,0.56,0.028,0.099,0.96,
FD0061,100.6,102.7,67.14,1.9,1.02,0.033,0.053,0.57,3.36
FD0061,102.7,104.8,66.91,2.1,0.65,0.01,0.264,0.82,
FD0061,104.8,106.9,66.43,2.15,1.12,0.036,0.358,0.98,
FD0061,106.9,109.0,66.22,1.74,1.35,0.052,0.221,1.47,3.44
FD0061,109.0,111.1,66.13,1.59,1.32,0.058,0.363,1.63,3.15
FD0061,111.1,113.2,66.25,1.6,1.02,0.037,0.244,1.99,
FD0061,113.2,115.3,65.92,1.37,0.94,0.039,0.748,2.04,
FD0061,115.3,117.4,65.74,1.1,1.3,0.064,0.266,2.74,
FD0061,117.4,119.5,65.6,1.21,1.58,0.082,0.427,2.41,
FD0061,119.5,122.25,49.6,24.37,1.3,0.055,0.396,2.58,3.0
FD0061,122.25,122.5,67.03,1.06,0.49,0.043,0.425,1.75,3.23
FD0061,122.5,124.25,51.33,22.32,1.38,0.071,0.154,2.23,
FD0061,124.25,126.0,49.94,24.12,1.44,0.057,0.128,2.41,2.93
FD0061,126.0,127.75,51.43,23.6,0.95,0.038,0.068,1.57,
FD0061,127.75,128.75,30.79,54.46,0.41,0.021,0.036,0.6,
FD0061,128.75,131.0,46.81,30.37,0.95,0.019,0.082,1.35,
FD0061,131.0,132.25,43.88,35.79,0.38,0.026,0.065,0.56,
FD0061,132.25,133.0,66.25,1.75,1.27,0.055,0.044,1.13,4.3
FD0061,133.0,135.75,65.71,1.98,1.53,0.046,0.102,1.84,
FD0061,135.75,136.75,33.55,50.5,0.61,0.022,0.018,0.59,
FD0061,136.75,137.25,65.7,1.77,1.27,0.02,0.01,1.67,4.05
FD0061,137.25,141.06,21.76,66.91,1.07,0.018,0.026,0.65,
FD0061,141.06,144.88,43.63,35.35,0.62,0.032,0.026,1.11,
FD0061,144.88,148.69,40.98,38.66,1.07,0.028,0.054,1.14,
FD0061,148.69,152.5,52.31,23.93,0.29,0.03,0.055,0.53,
FD0061,152.5,152.75,58.0,13.43,0.99,0.067,0.206,1.94,3.1
FD0061,152.75,153.5,67.27,0.66,0.97,0.092,0.161,1.46,3.47
FD0061,153.5,156.0,43.38,36.19,0.51,0.041,0.241,0.51,
FD0061,156.0,156.25,66.51,1.53,0.83,0.047,0.1,0.97,
FD0061,156.25,156.75,37.85,44.49,0.48,0.034,0.087,0.49,
FD0061,156.75,157.0,66.84,1.37,0.79,0.048,0.042,1.26,
FD0061,157.0,157.75,39.53,41.82,0.64,0.037,0.054,0.6,3.2
FD0061,157.75,158.0,66.92,1.28,0.89,0.047,0.14,1.05,
FD0061,158.0,158.5,38.82,42.55,0.71,0.055,0.083,0.69,3.19
FD0061,158.5,159.25,65.47,1.87,1.89,0.11,0.054,1.16,
FD0061,159.25,164.05,2.1,53.57,16.31,0.033,0.086,1.57,
FD0062,0.0,0.25,65.23,1.84,2.48,0.143,0.102,1.67,
FD0062,0.25,3.0,51.33,23.47,1.15,0.048,0.091,1.43,
FD0062,3.0,3.25,66.02,0.93,1.06,0.062,0.802,2.05,
FD0062,3.25,5.06,58.77,12.66,0.91,0.056,0.133,1.84,
FD0062,5.06,6.88,51.39,23.77,1.1,0.07,0.072,1.07,
FD0062,6.88,8.69,49.22,25.82,1.87,0.076,0.139,1.21,
FD0062,8.69,10.5,52.93,21.45,1.13,0.044,0.192,1.08,
FD0062,10.5,12.44,67.05,1.38,1.0,0.08,0.153,1.16,
FD0062,12.44,14.38,66.64,1.26,1.01,0.07,0.191,1.69,
FD0062,14.38,16.31,67.25,1.43,0.74,0.037,0.173,1.05,
FD0062,16.31,18.25,66.44,1.57,1.24,0.072,0.204,1.46,
FD0062,18.25,20.19,65.37,1.79,1.41,0.054,0.236,2.58,
FD0062,20.19,22.12,65.59,2.42,1.18,0.027,0.407,1.63,
FD0062,22.12,24.06,65.41,1.73,1.33,0.043,0.17,2.8,
FD0062,24.06,26.0,66.51,1.14,1.47,0.044,0.077,1.82,
FD0062,26.0,27.94,66.08,1.61,1.43,0.027,0.068,1.97,3.34
FD0062,27.94,29.88,65.9,1.45,1.87,0.056,0.169,1.86,
FD0062,29.88,31.81,64.84,2.03,3.23,0.07,0.099,1.51,
FD0062,31.81,33.75,66.12,2.01,1.56,0.06,0.244,1.11,
FD0062,33.75,37.44,43.32,18.29,9.21,0.038,0.085,6.19,2.21
FD0062,37.44,41.12,32.5,21.76,14.66,0.054,0.041,11.52,
FD0062,41.12,44.81,32.48,18.64,19.89,0.059,0.055,10.08,2.11
FD0062,44.81,48.5,23.56,26.47,23.28,0.06,0.131,12.08,1.96
FD0062,48.5,52.69,2.1,55.34,17.4,0.032,0.088,2.15,2.92
FD0062,52.69,56.88,6.59,43.87,23.62,0.071,0.046,3.24,
FD0062,56.88,61.07,2.1,53.2,19.43,0.028,0.082,3.24,
FD0062,61.07,65.26,9.31,45.72,17.56,0.039,0.12,3.85,2.84
FD0062,65.26,69.45,18.87,40.8,14.17,0.021,0.074,3.67,2.98
FD0062,69.45,73.64,15.04,50.43,7.58,0.013,0.075,2.05,
FD0062,73.64,77.83,6.53,57.05,11.76,0.02,0.074,3.24,
FD0062,77.83,82.02,2.1,57.26,18.74,0.027,0.332,3.0,
FD0063,0.0,1.94,55.13,2.63,8.08,0.213,0.251,8.74,
FD0063,1.94,3.88,54.35,2.67,7.48,0.226,0.392,9.95,
FD0063,3.88,5.81,45.95,3.23,13.13,0.252,0.266,15.76,
FD0063,5.81,7.75,56.1,2.18,6.12,0.115,0.179,9.98,
FD0063,7.75,9.73,66.57,1.14,1.43,0.033,0.281,1.48,
FD0063,9.73,11.72,65.87,1.37,1.67,0.086,0.192,2.13,
FD0063,11.72,13.7,66.42,1.18,1.1,0.077,0.205,2.05,
FD0063,13.7,15.68,67.85,0.88,0.36,0.022,0.124,1.21,3.16
FD0063,15.68,17.67,67.27,1.43,0.48,0.03,0.144,1.3,
FD0063,17.67,19.65,67.27,1.36,0.67,0.049,0.06,1.31,
FD0063,19.65,21.63,67.61,1.02,0.48,0.033,0.207,1.08,
FD0063,21.63,23.62,66.94,1.24,0.75,0.035,0.291,1.57,3.25
FD0063,23.62,25.6,66.31,1.46,0.96,0.091,0.198,2.05,
FD0063,25.6,27.58,66.04,1.67,1.48,0.032,0.164,1.88,
FD0063,27.58,29.57,66.91,1.04,0.81,0.05,0.596,1.3,
FD0063,29.57,31.55,67.87,0.87,0.47,0.025,0.256,1.01,
FD0063,31.55,33.53,67.96,0.7,0.28,0.03,0.364,1.0,
FD0063,33.53,35.52,68.1,0.84,0.35,0.033,0.169,0.93,3.69
FD0063,35.52,37.5,68.28,0.83,0.42,0.043,0.081,0.59,
FD0063,37.5,38.25,56.48,18.35,0.14,0.025,0.13,0.25,
FD0063,38.25,40.25,67.79,0.88,0.33,0.052,0.523,0.79,3.3
FD0063,40.25,44.18,48.75,28.99,0.22,0.03,0.165,0.46,
FD0063,44.18,48.1,47.5,30.49,0.48,0.032,0.087,0.61,
FD0063,48.1,52.02,47.24,31.04,0.55,0.042,0.056,0.47,3.35
FD0063,52.02,55.95,25.06,62.15,0.83,0.053,0.16,0.4,
FD0063,55.95,59.88,33.31,50.19,1.07,0.092,0.136,0.49,3.41
FD0063,59.88,63.8,31.51,53.59,0.57,0.022,0.068,0.39,
FD0063,63.8,67.72,32.98,51.33,0.62,0.028,0.142,0.35,3.17
FD0063,67.72,71.65,28.28,57.47,0.91,0.035,0.063,0.61,3.12
FD0063,71.65,75.57,7.46,87.77,0.86,0.03,0.067,0.29,
FD0063,75.57,79.5,24.9,62.65,0.68,0.027,0.044,0.65,3.09
FD0063,79.5,82.0,66.13,1.91,0.89,0.041,0.052,1.47,
FD0063,82.0,82.25,38.35,43.71,0.48,0.024,0.129,0.53,3.43
