X,Y,Z,LITH
44187.5,8562.5,474.0,MAF
44187.5,8562.5,462.0,MAF
44187.5,8562.5,450.0,MAF
44187.5,8562.5,438.0,MAF
44187.5,8562.5,426.0,MAF
44187.5,8562.5,414.0,MAF
44187.5,8562.5,402.0,MAF
44187.5,8562.5,390.0,MAF
44187.5,8562.5,378.0,MAF
44187.5,8562.5,366.0,MAF
44187.5,8562.5,354.0,MAF
44187.5,8562.5,342.0,MAF
44187.5,8562.5,330.0,MAF
44187.5,8562.5,318.0,MAF
44187.5,8562.5,306.0,MAF
44187.5,8587.5,678.0,MAF
44187.5,8587.5,666.0,MAF
44187.5,8587.5,654.0,MAF
44187.5,8587.5,642.0,MAF
44187.5,8587.5,630.0,MAF
44187.5,8587.5,618.0,MAF
44187.5,8587.5,606.0,MAF
44187.5,8587.5,594.0,MAF
44187.5,8587.5,582.0,MAF
44187.5,8587.5,570.0,MAF
44187.5,8587.5,558.0,MAF
44187.5,8587.5,546.0,MAF
44187.5,8587.5,534.0,MAF
44187.5,8587.5,522.0,MAF
44187.5,8587.5,510.0,MAF
44187.5,8587.5,498.0,MAF
44187.5,8587.5,486.0,MAF
44187.5,8587.5,474.0,MAF
44187.5,8587.5,462.0,MAF
44187.5,8587.5,450.0,MAF
44187.5,8587.5,438.0,MAF
44187.5,8587.5,426.0,MAF
44187.5,8587.5,414.0,MAF
44187.5,8587.5,402.0,MAF
44187.5,8587.5,390.0,MAF
44187.5,8587.5,378.0,MAF
44187.5,8587.5,366.0,MAF
44187.5,8587.5,354.0,MAF
44187.5,8587.5,342.0,MAF
44187.5,8587.5,330.0,MAF
44187.5,8587.5,318.0,MAF
44187.5,8587.5,306.0,MAF
44187.5,8612.5,678.0,LAT
44187.5,8612.5,666.0,MAF
44187.5,8612.5,654.0,MAF
44187.5,8612.5,642.0,MAF
44187.5,8612.5,630.0,MAF
44187.5,8612.5,618.0,MAF
44187.5,8612.5,606.0,MAF
44187.5,8612.5,594.0,MAF
44187.5,8612.5,582.0,MAF
44187.5,8612.5,570.0,MAF
44187.5,8612.5,558.0,MAF
44187.5,8612.5,546.0,MAF
44187.5,8612.5,534.0,MAF
44187.5,8612.5,522.0,MAF
44187.5,8612.5,510.0,MAF
44187.5,8612.5,498.0,MAF
44187.5,8612.5,486.0,MAF
44187.5,8612.5,474.0,MAF
44187.5,8612.5,462.0,MAF
44187.5,8612.5,450.0,MAF
44187.5,8612.5,438.0,MAF
44187.5,8612.5,426.0,MAF
44187.5,8612.5,414.0,MAF
44187.5,8612.5,402.0,MAF
44187.5,8612.5,390.0,MAF
44187.5,8612.5,378.0,MAF
44187.5,8612.5,366.0,MAF
44187.5,8612.5,354.0,MAF
44187.5,8612.5,342.0,MAF
44187.5,8612.5,330.0,MAF
44187.5,8612.5,318.0,MAF
44187.5,8612.5,306.0,MAF
44187.5,8637.5,666.0,MAF
44187.5,8637.5,654.0,MAF
44187.5,8637.5,642.0,MAF
44187.5,8637.5,630.0,MAF
44187.5,8637.5,618.0,MAF
44187.5,8637.5,606.0,MAF
44187.5,8637.5,594.0,MAF
44187.5,8637.5,582.0,MAF
44187.5,8637.5,570.0,MAF
44187.5,8637.5,558.0,MAF
44187.5,8637.5,546.0,MAF
44187.5,8637.5,534.0,MAF
44187.5,8637.5,522.0,MAF
44187.5,8637.5,510.0,MAF
44187.5,8637.5,498.0,MAF
44187.5,8637.5,486.0,MAF
44187.5,8637.5,474.0,MAF
44187.5,8637.5,462.0,MAF
44187.5,8637.5,450.0,MAF
44187.5,8637.5,438.0,MAF
44187.5,8637.5,426.0,MAF
44187.5,8637.5,414.0,MAF
44187.5,8637.5,402.0,MAF
44187.5,8637.5,390.0,MAF
44187.5,8637.5,378.0,MAF
44187.5,8637.5,366.0,MAF
44187.5,8637.5,354.0,MAF
44187.5,8637.5,342.0,MAF
44187.5,8637.5,330.0,MAF
44187.5,8637.5,318.0,MAF
44187.5,8637.5,306.0,MAF
44187.5,8662.5,666.0,MAF
44187.5,8662.5,654.0,MAF
44187.5,8662.5,642.0,MAF
44187.5,8662.5,630.0,MAF
44187.5,8662.5,618.0,MAF
44187.5,8662.5,606.0,MAF
44187.5,8662.5,594.0,MAF
44187.5,8662.5,582.0,MAF
44187.5,8662.5,570.0,MAF
44187.5,8662.5,558.0,MAF
44187.5,8662.5,546.0,MAF
44187.5,8662.5,534.0,MAF
44187.5,8662.5,522.0,MAF
44187.5,8662.5,510.0,MAF
44187.5,8662.5,498.0,MAF
44187.5,8662.5,486.0,MAF
44187.5,8662.5,474.0,MAF
44187.5,8662.5,462.0,MAF
44187.5,8662.5,450.0,MAF
44187.5,8662.5,438.0,MAF
44187.5,8662.5,426.0,MAF
44187.5,8662.5,414.0,MAF
44187.5,8662.5,402.0,MAF
44187.5,8662.5,390.0,MAF
44187.5,8662.5,378.0,MAF
44187.5,8662.5,366.0,MAF
44187.5,8662.5,354.0,MAF
44187.5,8662.5,342.0,MAF
44187.5,8662.5,330.0,MAF
44187.5,8662.5,318.0,MAF
44187.5,8662.5,306.0,MAF
44187.5,8687.5,666.0,LAT
44187.5,8687.5,654.0,LAT
44187.5,8687.5,642.0,MAF
44187.5,8687.5,630.0,MAF
44187.5,8687.5,618.0,MAF
44187.5,8687.5,606.0,MAF
44187.5,8687.5,594.0,MAF
44187.5,8687.5,582.0,MAF
44187.5,8687.5,570.0,MAF
44187.5,8687.5,558.0,MAF
44187.5,8687.5,546.0,MAF
44187.5,8687.5,534.0,MAF
44187.5,8687.5,522.0,MAF
44187.5,8687.5,510.0,MAF
44187.5,8687.5,498.0,MAF
44187.5,8687.5,486.0,MAF
44187.5,8687.5,474.0,MAF
44187.5,8687.5,462.0,MAF
44187.5,8687.5,450.0,MAF
44187.5,8687.5,438.0,MAF
44187.5,8687.5,426.0,MAF
44187.5,8687.5,414.0,MAF
44187.5,8687.5,402.0,MAF
44187.5,8687.5,390.0,MAF
44187.5,8687.5,378.0,MAF
44187.5,8687.5,366.0,MAF
44187.5,8687.5,354.0,MAF
44187.5,8687.5,342.0,MAF
44187.5,8687.5,330.0,MAF
44187.5,8687.5,318.0,MAF
44187.5,8687.5,306.0,MAF
44187.5,8712.5,666.0,LAT
44187.5,8712.5,654.0,MAF
44187.5,8712.5,642.0,MAF
44187.5,8712.5,630.0,MAF
44187.5,8712.5,618.0,MAF
44187.5,8712.5,606.0,MAF
44187.5,8712.5,594.0,MAF
44187.5,8712.5,582.0,MAF
44187.5,8712.5,570.0,MAF
44187.5,8712.5,558.0,MAF
44187.5,8712.5,546.0,MAF
44187.5,8712.5,534.0,MAF
44187.5,8712.5,522.0,MAF
44187.5,8712.5,510.0,MAF
44187.5,8712.5,498.0,MAF
44187.5,8712.5,486.0,MAF
44187.5,8712.5,474.0,MAF
44187.5,8712.5,462.0,MAF
44187.5,8712.5,450.0,MAF
44187.5,8712.5,438.0,MAF
44187.5,8712.5,426.0,MAF
44187.5,8712.5,414.0,MAF
44187.5,8712.5,402.0,MAF
44187.5,8712.5,390.0,MAF
44187.5,8712.5,378.0,MAF
44187.5,8712.5,366.0,MAF
44187.5,8712.5,354.0,MAF
44187.5,8712.5,342.0,MAF
44187.5,8712.5,330.0,MAF
44187.5,8712.5,318.0,MAF
44187.5,8712.5,306.0,MAF
44187.5,8737.5,654.0,LAT
44187.5,8737.5,642.0,MAF
44187.5,8737.5,630.0,MAF
44187.5,8737.5,618.0,MAF
44187.5,8737.5,606.0,MAF
44187.5,8737.5,594.0,MAF
44187.5,8737.5,582.0,MAF
44187.5,8737.5,570.0,MAF
44187.5,8737.5,558.0,MAF
44187.5,8737.5,546.0,MAF
44187.5,8737.5,534.0,MAF
44187.5,8737.5,522.0,MAF
44187.5,8737.5,510.0,MAF
44187.5,8737.5,498.0,MAF
44187.5,8737.5,486.0,MAF
44187.5,8737.5,474.0,MAF
44187.5,8737.5,462.0,MAF
44187.5,8737.5,450.0,MAF
44187.5,8737.5,438.0,MAF
44187.5,8737.5,426.0,MAF
44187.5,8737.5,414.0,MAF
44187.5,8737.5,402.0,MAF
44187.5,8737.5,390.0,MAF
44187.5,8737.5,378.0,MAF
44187.5,8737.5,366.0,MAF
44187.5,8737.5,354.0,MAF
44187.5,8737.5,342.0,MAF
44187.5,8737.5,330.0,MAF
44187.5,8737.5,318.0,MAF
44187.5,8737.5,306.0,MAF
44187.5,8762.5,654.0,LAT
44187.5,8762.5,642.0,MAF
44187.5,8762.5,630.0,MAF
44187.5,8762.5,618.0,MAF
44187.5,8762.5,606.0,MAF
44187.5,8762.5,594.0,MAF
44187.5,8762.5,582.0,MAF
44187.5,8762.5,570.0,MAF
44187.5,8762.5,558.0,MAF
44187.5,8762.5,546.0,MAF
44187.5,8762.5,534.0,MAF
44187.5,8762.5,522.0,MAF
44187.5,8762.5,510.0,MAF
44187.5,8762.5,498.0,MAF
44187.5,8762.5,486.0,MAF
44187.5,8762.5,474.0,MAF
44187.5,8762.5,462.0,MAF
44187.5,8762.5,450.0,MAF
44187.5,8762.5,438.0,MAF
44187.5,8762.5,426.0,MAF
44187.5,8762.5,414.0,MAF
44187.5,8762.5,402.0,MAF
44187.5,8762.5,390.0,MAF
44187.5,8762.5,378.0,MAF
44187.5,8762.5,366.0,MAF
44187.5,8762.5,354.0,MAF
44187.5,8762.5,342.0,MAF
44187.5,8762.5,330.0,MAF
44187.5,8762.5,318.0,MAF
44187.5,8762.5,306.0,MAF
44187.5,8787.5,654.0,LAT
44187.5,8787.5,642.0,MAF
44187.5,8787.5,630.0,MAF
44187.5,8787.5,618.0,MAF
44187.5,8787.5,606.0,MAF
44187.5,8787.5,594.0,MAF
44187.5,8787.5,582.0,MAF
44187.5,8787.5,570.0,MAF
44187.5,8787.5,558.0,MAF
44187.5,8787.5,546.0,MAF
44187.5,8787.5,534.0,MAF
44187.5,8787.5,522.0,MAF
44187.5,8787.5,510.0,MAF
44187.5,8787.5,498.0,MAF
44187.5,8787.5,486.0,MAF
44187.5,8787.5,474.0,MAF
44187.5,8787.5,462.0,MAF
44187.5,8787.5,450.0,MAF
44187.5,8787.5,438.0,MAF
44187.5,8787.5,426.0,MAF
44187.5,8787.5,414.0,MAF
44187.5,8787.5,402.0,MAF
44187.5,8787.5,390.0,MAF
44187.5,8787.5,378.0,MAF
44187.5,8787.5,366.0,MAF
44187.5,8787.5,354.0,MAF
44187.5,8787.5,342.0,MAF
44187.5,8787.5,330.0,MAF
44187.5,8787.5,318.0,MAF
44187.5,8787.5,306.0,MAF
44187.5,8812.5,654.0,LAT
44187.5,8812.5,642.0,MAF
44187.5,8812.5,630.0,MAF
44187.5,8812.5,618.0,MAF
44187.5,8812.5,606.0,MAF
44187.5,8812.5,594.0,MAF
44187.5,8812.5,582.0,MAF
44187.5,8812.5,570.0,MAF
44187.5,8812.5,558.0,MAF
44187.5,8812.5,546.0,MAF
44187.5,8812.5,534.0,MAF
44187.5,8812.5,522.0,MAF
44187.5,8812.5,510.0,MAF
44187.5,8812.5,498.0,MAF
44187.5,8812.5,486.0,MAF
44187.5,8812.5,474.0,MAF
44187.5,8812.5,462.0,MAF
44187.5,8812.5,450.0,MAF
44187.5,8812.5,438.0,MAF
44187.5,8812.5,426.0,MAF
44187.5,8812.5,414.0,MAF
44187.5,8812.5,402.0,MAF
44187.5,8812.5,390.0,MAF
44187.5,8812.5,378.0,MAF
44187.5,8812.5,366.0,MAF
44187.5,8812.5,354.0,MAF
44187.5,8812.5,342.0,MAF
44187.5,8812.5,330.0,MAF
44187.5,8812.5,318.0,MAF
44187.5,8812.5,306.0,MAF
44187.5,8837.5,654.0,LAT
44187.5,8837.5,642.0,MAF
44187.5,8837.5,630.0,MAF
44187.5,8837.5,618.0,MAF
44187.5,8837.5,606.0,MAF
44187.5,8837.5,594.0,MAF
44187.5,8837.5,582.0,MAF
44187.5,8837.5,570.0,MAF
44187.5,8837.5,558.0,MAF
44187.5,8837.5,546.0,MAF
44187.5,8837.5,534.0,MAF
44187.5,8837.5,522.0,MAF
44187.5,8837.5,510.0,MAF
44187.5,8837.5,498.0,MAF
44187.5,8837.5,486.0,MAF
44187.5,8837.5,474.0,MAF
44187.5,8837.5,462.0,MAF
44187.5,8837.5,450.0,MAF
44187.5,8837.5,438.0,MAF
44187.5,8837.5,426.0,MAF
44187.5,8837.5,414.0,MAF
44187.5,8837.5,402.0,MAF
44187.5,8837.5,390.0,MAF
44187.5,8837.5,378.0,MAF
44187.5,8837.5,366.0,MAF
44187.5,8837.5,354.0,MAF
44187.5,8837.5,342.0,MAF
44187.5,8837.5,330.0,MAF
44187.5,8837.5,318.0,MAF
44187.5,8837.5,306.0,MAF
44187.5,8862.5,654.0,LAT
44187.5,8862.5,642.0,LAT
44187.5,8862.5,630.0,MAF
44187.5,8862.5,618.0,MAF
44187.5,8862.5,606.0,MAF
44187.5,8862.5,594.0,MAF
44187.5,8862.5,582.0,MAF
44187.5,8862.5,570.0,MAF
44187.5,8862.5,558.0,MAF
44187.5,8862.5,546.0,MAF
44187.5,8862.5,534.0,MAF
44187.5,8862.5,522.0,MAF
44187.5,8862.5,510.0,MAF
44187.5,8862.5,498.0,MAF
44187.5,8862.5,486.0,MAF
44187.5,8862.5,474.0,MAF
44187.5,8862.5,462.0,MAF
44187.5,8862.5,450.0,MAF
44187.5,8862.5,438.0,MAF
44187.5,8862.5,426.0,MAF
44187.5,8862.5,414.0,MAF
44187.5,8862.5,402.0,MAF
44187.5,8862.5,390.0,MAF
44187.5,8862.5,378.0,MAF
44187.5,8862.5,366.0,MAF
44187.5,8862.5,354.0,MAF
44187.5,8862.5,342.0,MAF
44187.5,8862.5,330.0,MAF
44187.5,8862.5,318.0,MAF
44187.5,8862.5,306.0,MAF
44187.5,8887.5,654.0,LAT
44187.5,8887.5,642.0,LAT
44187.5,8887.5,630.0,MAF
44187.5,8887.5,618.0,MAF
44187.5,8887.5,606.0,MAF
44187.5,8887.5,594.0,MAF
44187.5,8887.5,582.0,MAF
44187.5,8887.5,570.0,MAF
44187.5,8887.5,558.0,MAF
44187.5,8887.5,546.0,MAF
44187.5,8887.5,534.0,MAF
44187.5,8887.5,522.0,MAF
44187.5,8887.5,510.0,MAF
44187.5,8887.5,498.0,MAF
44187.5,8887.5,486.0,MAF
44187.5,8887.5,474.0,MAF
44187.5,8887.5,462.0,MAF
44187.5,8887.5,450.0,MAF
44187.5,8887.5,438.0,MAF
44187.5,8887.5,426.0,MAF
44187.5,8887.5,414.0,MAF
44187.5,8887.5,402.0,MAF
44187.5,8887.5,390.0,MAF
44187.5,8887.5,378.0,MAF
44187.5,8887.5,366.0,MAF
44187.5,8887.5,354.0,MAF
44187.5,8887.5,342.0,MAF
44187.5,8887.5,330.0,MAF
44187.5,8887.5,318.0,MAF
44187.5,8887.5,306.0,MAF
44187.5,8912.5,654.0,LAT
44187.5,8912.5,642.0,LAT
44187.5,8912.5,630.0,MAF
44187.5,8912.5,618.0,MAF
44187.5,8912.5,606.0,MAF
44187.5,8912.5,594.0,MAF
44187.5,8912.5,582.0,MAF
44187.5,8912.5,570.0,MAF
44187.5,8912.5,558.0,MAF
44187.5,8912.5,546.0,MAF
44187.5,8912.5,534.0,MAF
44187.5,8912.5,522.0,MAF
44187.5,8912.5,510.0,MAF
44187.5,8912.5,498.0,MAF
44187.5,8912.5,486.0,MAF
44187.5,8912.5,474.0,MAF
44187.5,8912.5,462.0,MAF
44187.5,8912.5,450.0,MAF
44187.5,8912.5,438.0,MAF
44187.5,8912.5,426.0,MAF
44187.5,8912.5,414.0,MAF
44187.5,8912.5,402.0,MAF
44187.5,8912.5,390.0,MAF
44187.5,8912.5,378.0,MAF
44187.5,8912.5,366.0,MAF
44187.5,8912.5,354.0,MAF
44187.5,8912.5,342.0,MAF
44187.5,8912.5,330.0,MAF
44187.5,8912.5,318.0,MAF
44187.5,8912.5,306.0,MAF
44187.5,8937.5,642.0,LAT
44187.5,8937.5,630.0,MAF
44187.5,8937.5,618.0,MAF
44187.5,8937.5,606.0,MAF
44187.5,8937.5,594.0,MAF
44187.5,8937.5,582.0,MAF
44187.5,8937.5,570.0,MAF
44187.5,8937.5,558.0,MAF
44187.5,8937.5,546.0,MAF
44187.5,8937.5,534.0,MAF
44187.5,8937.5,522.0,MAF
44187.5,8937.5,510.0,MAF
44187.5,8937.5,498.0,MAF
44187.5,8937.5,486.0,MAF
44187.5,8937.5,474.0,MAF
44187.5,8937.5,462.0,MAF
44187.5,8937.5,450.0,MAF
44187.5,8937.5,438.0,MAF
44187.5,8937.5,426.0,MAF
44187.5,8937.5,414.0,MAF
44187.5,8937.5,402.0,MAF
44187.5,8937.5,390.0,MAF
44187.5,8937.5,378.0,MAF
44187.5,8937.5,366.0,MAF
44187.5,8937.5,354.0,MAF
44187.5,8937.5,342.0,MAF
44187.5,8937.5,330.0,MAF
44187.5,8937.5,318.0,MAF
44187.5,8937.5,306.0,MAF
44187.5,8962.5,642.0,LAT
44187.5,8962.5,630.0,MAF
44187.5,8962.5,618.0,MAF
44187.5,8962.5,606.0,MAF
44187.5,8962.5,594.0,MAF
44187.5,8962.5,582.0,MAF
44187.5,8962.5,570.0,MAF
44187.5,8962.5,558.0,MAF
44187.5,8962.5,546.0,MAF
44187.5,8962.5,534.0,MAF
44187.5,8962.5,522.0,MAF
44187.5,8962.5,510.0,MAF
44187.5,8962.5,498.0,MAF
44187.5,8962.5,486.0,MAF
44187.5,8962.5,474.0,MAF
44187.5,8962.5,462.0,MAF
44187.5,8962.5,450.0,MAF
44187.5,8962.5,438.0,MAF
44187.5,8962.5,426.0,MAF
44187.5,8962.5,414.0,MAF
44187.5,8962.5,402.0,MAF
44187.5,8962.5,390.0,MAF
44187.5,8962.5,378.0,MAF
44187.5,8962.5,366.0,MAF
44187.5,8962.5,354.0,MAF
44187.5,8962.5,342.0,MAF
44187.5,8962.5,330.0,MAF
44187.5,8962.5,318.0,MAF
44187.5,8962.5,306.0,MAF
44187.5,8987.5,630.0,MAF
44187.5,8987.5,618.0,MAF
44187.5,8987.5,606.0,MAF
44187.5,8987.5,594.0,MAF
44187.5,8987.5,582.0,MAF
44187.5,8987.5,570.0,MAF
44187.5,8987.5,558.0,MAF
44187.5,8987.5,546.0,MAF
44187.5,8987.5,534.0,MAF
44187.5,8987.5,522.0,MAF
44187.5,8987.5,510.0,MAF
44187.5,8987.5,498.0,MAF
44187.5,8987.5,486.0,MAF
44187.5,8987.5,474.0,MAF
44187.5,8987.5,462.0,MAF
44187.5,8987.5,450.0,MAF
44187.5,8987.5,438.0,MAF
44187.5,8987.5,426.0,MAF
44187.5,8987.5,414.0,MAF
44187.5,8987.5,402.0,MAF
44187.5,8987.5,390.0,MAF
44187.5,8987.5,378.0,MAF
44187.5,8987.5,366.0,MAF
44187.5,8987.5,354.0,MAF
44187.5,8987.5,342.0,MAF
44187.5,8987.5,330.0,MAF
44187.5,8987.5,318.0,MAF
44187.5,8987.5,306.0,MAF
44187.5,9012.5,630.0,LAT
44187.5,9012.5,618.0,MAF
44187.5,9012.5,606.0,MAF
44187.5,9012.5,594.0,MAF
44187.5,9012.5,582.0,MAF
44187.5,9012.5,570.0,MAF
44187.5,9012.5,558.0,MAF
44187.5,9012.5,546.0,MAF
44187.5,9012.5,534.0,MAF
44187.5,9012.5,522.0,MAF
44187.5,9012.5,510.0,MAF
44187.5,9012.5,498.0,MAF
44187.5,9012.5,486.0,MAF
44187.5,9012.5,474.0,MAF
44187.5,9012.5,462.0,MAF
44187.5,9012.5,450.0,MAF
44187.5,9012.5,438.0,MAF
44187.5,9012.5,426.0,MAF
44187.5,9012.5,414.0,MAF
44187.5,9012.5,402.0,MAF
44187.5,9012.5,390.0,MAF
44187.5,9012.5,378.0,MAF
44187.5,9012.5,366.0,MAF
44187.5,9012.5,354.0,MAF
44187.5,9012.5,342.0,MAF
44187.5,9012.5,330.0,MAF
44187.5,9012.5,318.0,MAF
44187.5,9012.5,306.0,MAF
44187.5,9037.5,618.0,LAT
44187.5,9037.5,606.0,MAF
44187.5,9037.5,594.0,MAF
44187.5,9037.5,582.0,MAF
44187.5,9037.5,570.0,MAF
44187.5,9037.5,558.0,MAF
44187.5,9037.5,546.0,MAF
44187.5,9037.5,534.0,MAF
44187.5,9037.5,522.0,MAF
44187.5,9037.5,510.0,MAF
44187.5,9037.5,498.0,MAF
44187.5,9037.5,486.0,MAF
44187.5,9037.5,474.0,MAF
44187.5,9037.5,462.0,MAF
44187.5,9037.5,450.0,MAF
44187.5,9037.5,438.0,MAF
44187.5,9037.5,426.0,MAF
44187.5,9037.5,414.0,MAF
44187.5,9037.5,402.0,MAF
44187.5,9037.5,390.0,MAF
44187.5,9037.5,378.0,MAF
44187.5,9037.5,366.0,MAF
44187.5,9037.5,354.0,MAF
44187.5,9037.5,342.0,MAF
44187.5,9037.5,330.0,MAF
44187.5,9037.5,318.0,MAF
44187.5,9037.5,306.0,MAF
44212.5,8012.5,594.0,LAT
44212.5,8012.5,582.0,MAF
44212.5,8012.5,570.0,MAF
44212.5,8012.5,558.0,MAF
44212.5,8012.5,546.0,MAF
44212.5,8012.5,534.0,MAF
44212.5,8012.5,522.0,MAF
44212.5,8012.5,510.0,MAF
44212.5,8012.5,498.0,MAF
44212.5,8012.5,486.0,MAF
44212.5,8012.5,474.0,MAF
44212.5,8012.5,462.0,MAF
44212.5,8012.5,450.0,MAF
44212.5,8012.5,438.0,MAF
44212.5,8012.5,426.0,MAF
44212.5,8012.5,414.0,MAF
44212.5,8012.5,402.0,MAF
44212.5,8012.5,390.0,MAF
44212.5,8012.5,378.0,MAF
44212.5,8012.5,366.0,MAF
44212.5,8012.5,354.0,MAF
44212.5,8012.5,342.0,MAF
44212.5,8012.5,330.0,MAF
44212.5,8012.5,318.0,MAF
44212.5,8012.5,306.0,MAF
44212.5,8037.5,618.0,LAT
44212.5,8037.5,606.0,LAT
44212.5,8037.5,594.0,MAF
44212.5,8037.5,582.0,MAF
44212.5,8037.5,570.0,MAF
44212.5,8037.5,558.0,MAF
44212.5,8037.5,546.0,MAF
44212.5,8037.5,534.0,MAF
44212.5,8037.5,522.0,MAF
44212.5,8037.5,510.0,MAF
44212.5,8037.5,498.0,MAF
44212.5,8037.5,486.0,MAF
44212.5,8037.5,474.0,MAF
44212.5,8037.5,462.0,MAF
44212.5,8037.5,450.0,MAF
44212.5,8037.5,438.0,MAF
44212.5,8037.5,426.0,MAF
44212.5,8037.5,414.0,MAF
44212.5,8037.5,402.0,MAF
44212.5,8037.5,390.0,MAF
44212.5,8037.5,378.0,MAF
44212.5,8037.5,366.0,MAF
44212.5,8037.5,354.0,MAF
44212.5,8037.5,342.0,MAF
44212.5,8037.5,330.0,MAF
44212.5,8037.5,318.0,MAF
44212.5,8037.5,306.0,MAF
44212.5,8062.5,630.0,LAT
44212.5,8062.5,618.0,LAT
44212.5,8062.5,606.0,LAT
44212.5,8062.5,594.0,MAF
44212.5,8062.5,582.0,MAF
44212.5,8062.5,570.0,MAF
44212.5,8062.5,558.0,MAF
44212.5,8062.5,546.0,MAF
44212.5,8062.5,534.0,MAF
44212.5,8062.5,522.0,MAF
44212.5,8062.5,510.0,MAF
44212.5,8062.5,498.0,MAF
44212.5,8062.5,486.0,MAF
44212.5,8062.5,474.0,MAF
44212.5,8062.5,462.0,MAF
44212.5,8062.5,450.0,MAF
44212.5,8062.5,438.0,MAF
44212.5,8062.5,426.0,MAF
44212.5,8062.5,414.0,MAF
44212.5,8062.5,402.0,MAF
44212.5,8062.5,390.0,MAF
44212.5,8062.5,378.0,MAF
44212.5,8062.5,366.0,MAF
44212.5,8062.5,354.0,MAF
44212.5,8062.5,342.0,MAF
44212.5,8062.5,330.0,MAF
44212.5,8062.5,318.0,MAF
44212.5,8062.5,306.0,MAF
44212.5,8087.5,642.0,LAT
44212.5,8087.5,630.0,MAF
44212.5,8087.5,618.0,MAF
44212.5,8087.5,606.0,MAF
44212.5,8087.5,594.0,MAF
44212.5,8087.5,582.0,MAF
44212.5,8087.5,570.0,MAF
44212.5,8087.5,558.0,MAF
44212.5,8087.5,546.0,MAF
44212.5,8087.5,534.0,MAF
44212.5,8087.5,522.0,MAF
44212.5,8087.5,510.0,MAF
44212.5,8087.5,498.0,MAF
44212.5,8087.5,486.0,MAF
44212.5,8087.5,474.0,MAF
44212.5,8087.5,462.0,MAF
44212.5,8087.5,450.0,MAF
44212.5,8087.5,438.0,MAF
44212.5,8087.5,426.0,MAF
44212.5,8087.5,414.0,MAF
44212.5,8087.5,402.0,MAF
44212.5,8087.5,390.0,MAF
44212.5,8087.5,378.0,MAF
44212.5,8087.5,366.0,MAF
44212.5,8087.5,354.0,MAF
44212.5,8087.5,342.0,MAF
44212.5,8087.5,330.0,MAF
44212.5,8087.5,318.0,MAF
44212.5,8087.5,306.0,MAF
44212.5,8112.5,654.0,LAT
44212.5,8112.5,642.0,LAT
44212.5,8112.5,630.0,MAF
44212.5,8112.5,618.0,MAF
44212.5,8112.5,606.0,MAF
44212.5,8112.5,594.0,MAF
44212.5,8112.5,582.0,MAF
44212.5,8112.5,570.0,MAF
44212.5,8112.5,558.0,MAF
44212.5,8112.5,546.0,MAF
44212.5,8112.5,534.0,MAF
44212.5,8112.5,522.0,MAF
44212.5,8112.5,510.0,MAF
44212.5,8112.5,498.0,MAF
44212.5,8112.5,486.0,MAF
44212.5,8112.5,474.0,MAF
44212.5,8112.5,462.0,MAF
44212.5,8112.5,450.0,MAF
44212.5,8112.5,438.0,MAF
44212.5,8112.5,426.0,MAF
44212.5,8112.5,414.0,MAF
44212.5,8112.5,402.0,MAF
44212.5,8112.5,390.0,MAF
44212.5,8112.5,378.0,MAF
44212.5,8112.5,366.0,MAF
44212.5,8112.5,354.0,MAF
44212.5,8112.5,342.0,MAF
44212.5,8112.5,330.0,MAF
44212.5,8112.5,318.0,MAF
44212.5,8112.5,306.0,MAF
44212.5,8137.5,666.0,LAT
44212.5,8137.5,654.0,MAF
44212.5,8137.5,642.0,MAF
44212.5,8137.5,630.0,MAF
44212.5,8137.5,618.0,MAF
44212.5,8137.5,606.0,MAF
44212.5,8137.5,594.0,MAF
44212.5,8137.5,582.0,MAF
44212.5,8137.5,570.0,MAF
44212.5,8137.5,558.0,MAF
44212.5,8137.5,546.0,MAF
44212.5,8137.5,534.0,MAF
44212.5,8137.5,522.0,MAF
44212.5,8137.5,510.0,MAF
44212.5,8137.5,498.0,MAF
44212.5,8137.5,486.0,MAF
44212.5,8137.5,474.0,MAF
44212.5,8137.5,462.0,MAF
44212.5,8137.5,450.0,MAF
44212.5,8137.5,438.0,MAF
44212.5,8137.5,426.0,MAF
44212.5,8137.5,414.0,MAF
44212.5,8137.5,402.0,MAF
44212.5,8137.5,390.0,MAF
44212.5,8137.5,378.0,MAF
44212.5,8137.5,366.0,MAF
44212.5,8137.5,354.0,MAF
44212.5,8137.5,342.0,MAF
44212.5,8137.5,330.0,MAF
44212.5,8137.5,318.0,MAF
44212.5,8137.5,306.0,MAF
44212.5,8162.5,678.0,LAT
44212.5,8162.5,666.0,LAT
44212.5,8162.5,654.0,MAF
44212.5,8162.5,642.0,MAF
44212.5,8162.5,630.0,MAF
44212.5,8162.5,618.0,MAF
44212.5,8162.5,606.0,MAF
44212.5,8162.5,594.0,MAF
44212.5,8162.5,582.0,MAF
44212.5,8162.5,570.0,MAF
44212.5,8162.5,558.0,MAF
44212.5,8162.5,546.0,MAF
44212.5,8162.5,534.0,MAF
44212.5,8162.5,522.0,MAF
44212.5,8162.5,510.0,MAF
44212.5,8162.5,498.0,MAF
44212.5,8162.5,486.0,MAF
44212.5,8162.5,474.0,MAF
44212.5,8162.5,462.0,MAF
44212.5,8162.5,450.0,MAF
44212.5,8162.5,438.0,MAF
44212.5,8162.5,426.0,MAF
44212.5,8162.5,414.0,MAF
