ID,X,Y,Z_TOP,Z_BOTTOM,FE_PCT,SIO2_PCT
498,44597.8,8282.6,696.0,684.0,58.12,12.65
499,44606.7,8276.7,696.0,684.0,54.95,17.03
500,44614.0,8270.7,696.0,684.0,54.66,19.76
501,44622.8,8265.1,696.0,684.0,52.22,22.81
502,44629.9,8258.8,696.0,684.0,55.03,18.32
503,44637.3,8251.2,696.0,684.0,56.7,13.62
504,44645.4,8245.9,696.0,684.0,60.15,9.32
505,44652.8,8239.4,696.0,684.0,61.41,6.25
506,44660.6,8235.0,696.0,684.0,61.32,9.0
507,44667.9,8227.3,696.0,684.0,64.46,3.53
508,44675.5,8218.6,696.0,684.0,65.7,2.15
509,44685.1,8213.1,696.0,684.0,63.16,5.46
510,44690.6,8205.4,696.0,684.0,64.38,2.28
511,44698.6,8200.5,696.0,684.0,63.4,0.69
512,44706.7,8193.2,696.0,684.0,64.82,1.36
513,44712.5,8187.2,696.0,684.0,63.76,2.35
514,44721.3,8182.0,696.0,684.0,62.78,3.68
515,44729.3,8175.2,696.0,684.0,62.03,2.34
516,44736.5,8168.9,696.0,684.0,62.14,1.82
517,44744.9,8163.2,696.0,684.0,64.29,2.28
518,44752.9,8155.5,696.0,684.0,66.1,1.59
519,44759.1,8148.7,696.0,684.0,65.25,3.06
520,44767.4,8142.5,696.0,684.0,60.96,6.29
521,44773.2,8136.0,696.0,684.0,64.61,3.36
522,44782.8,8130.3,696.0,684.0,63.71,4.52
523,44789.5,8123.0,696.0,684.0,64.3,1.33
524,44798.1,8117.7,696.0,684.0,63.97,2.07
525,44805.0,8110.8,696.0,684.0,64.72,5.08
526,44812.9,8104.1,696.0,684.0,64.25,4.15
527,44821.7,8098.9,696.0,684.0,55.15,17.35
528,44584.6,8283.0,696.0,684.0,59.7,10.67
529,44592.1,8276.2,696.0,684.0,59.03,11.67
530,44599.6,8271.2,696.0,684.0,54.77,14.1
531,44608.9,8263.5,696.0,684.0,55.01,15.09
532,44615.5,8256.5,696.0,684.0,57.27,12.86
533,44623.7,8249.6,696.0,684.0,58.64,13.52
534,44632.2,8245.9,696.0,684.0,58.97,11.54
535,44639.7,8239.7,696.0,684.0,61.36,7.15
536,44646.9,8231.0,696.0,684.0,63.89,6.77
537,44653.2,8225.4,696.0,684.0,64.51,5.58
538,44661.8,8219.2,696.0,684.0,63.86,2.83
539,44668.7,8211.9,696.0,684.0,64.07,1.34
540,44676.1,8206.3,696.0,684.0,66.76,1.44
541,44684.3,8199.1,696.0,684.0,66.47,1.73
542,44691.1,8193.0,696.0,684.0,66.56,2.4
543,44700.8,8187.5,696.0,684.0,67.6,1.13
544,44707.7,8181.7,696.0,684.0,65.25,1.61
545,44714.4,8173.3,696.0,684.0,63.64,2.41
546,44722.0,8167.7,696.0,684.0,64.8,2.1
547,44732.4,8159.9,696.0,684.0,65.8,1.98
548,44739.1,8154.2,696.0,684.0,65.13,2.74
549,44746.4,8147.9,696.0,684.0,62.19,2.92
550,44754.1,8142.7,696.0,684.0,64.02,2.79
551,44760.7,8134.9,696.0,684.0,65.06,2.43
552,44769.4,8127.8,696.0,684.0,63.72,1.96
553,44775.3,8122.4,696.0,684.0,62.01,1.41
554,44782.6,8115.2,696.0,684.0,64.24,2.42
555,44792.2,8110.6,696.0,684.0,63.24,2.89
556,44798.2,8101.6,696.0,684.0,62.23,3.04
557,44806.8,8097.5,696.0,684.0,62.33,6.14
558,44815.0,8091.1,696.0,684.0,66.26,1.54
559,44577.7,8275.2,696.0,684.0,65.2,3.38
560,44586.3,8267.8,696.0,684.0,55.31,15.57
561,44594.5,8261.9,696.0,684.0,58.1,11.21
562,44599.6,8255.9,696.0,684.0,58.07,7.95
563,44609.8,8248.3,696.0,684.0,59.74,4.27
564,44616.9,8242.7,696.0,684.0,60.9,4.52
565,44623.4,8237.5,696.0,684.0,63.28,0.56
566,44634.0,8230.4,696.0,684.0,62.91,3.58
567,44640.0,8223.9,696.0,684.0,62.61,6.65
568,44647.1,8218.4,696.0,684.0,64.09,3.29
569,44655.7,8210.8,696.0,684.0,63.1,1.5
570,44662.5,8202.7,696.0,684.0,63.27,3.17
571,44669.4,8198.5,696.0,684.0,66.95,1.73
572,44678.7,8192.8,696.0,684.0,66.64,0.57
573,44684.5,8186.0,696.0,684.0,65.12,1.74
574,44692.8,8178.7,696.0,684.0,64.7,0.79
575,44701.3,8174.1,696.0,684.0,66.46,1.64
576,44708.2,8167.9,696.0,684.0,66.29,1.87
577,44716.4,8159.4,696.0,684.0,59.99,9.05
578,44723.9,8153.0,696.0,684.0,65.55,1.99
579,44732.7,8148.1,696.0,684.0,64.92,1.76
580,44739.1,8139.9,696.0,684.0,63.53,1.75
581,44746.4,8133.6,696.0,684.0,65.19,2.32
582,44755.3,8127.7,696.0,684.0,62.27,2.78
583,44762.9,8121.4,696.0,684.0,61.52,3.26
584,44770.4,8113.6,696.0,684.0,63.53,2.4
585,44778.3,8107.9,696.0,684.0,62.0,2.23
586,44785.0,8101.8,696.0,684.0,63.89,2.53
587,44793.0,8094.4,696.0,684.0,63.28,2.7
588,44799.9,8088.3,696.0,684.0,63.53,2.46
589,44809.9,8082.6,696.0,684.0,61.76,5.95
590,44573.2,8267.2,696.0,684.0,66.67,2.01
591,44579.4,8261.3,696.0,684.0,67.42,1.43
592,44585.8,8255.0,696.0,684.0,64.87,1.53
593,44594.5,8248.3,696.0,684.0,61.83,0.74
594,44602.5,8241.9,696.0,684.0,62.08,3.66
595,44608.4,8236.1,696.0,684.0,62.49,5.58
596,44617.9,8230.1,696.0,684.0,64.73,0.78
597,44624.9,8222.8,696.0,684.0,64.67,2.12
598,44633.5,8215.6,696.0,684.0,62.4,8.06
599,44638.7,8210.6,696.0,684.0,67.93,1.88
600,44648.2,8203.9,696.0,684.0,63.94,2.42
601,44655.1,8197.1,696.0,684.0,65.26,0.1
602,44663.5,8191.3,696.0,684.0,66.29,2.48
603,44671.7,8184.0,696.0,684.0,67.5,1.16
604,44677.6,8177.9,696.0,684.0,64.38,2.12
605,44687.1,8171.4,696.0,684.0,65.45,2.52
606,44694.8,8164.8,696.0,684.0,64.55,1.33
607,44703.9,8157.4,696.0,684.0,61.73,5.28
608,44708.8,8152.3,696.0,684.0,61.77,5.24
609,44718.6,8145.8,696.0,684.0,63.15,3.68
610,44724.9,8138.5,696.0,684.0,61.5,2.65
611,44733.4,8131.1,696.0,684.0,62.78,2.54
612,44741.7,8125.8,696.0,684.0,64.96,1.98
613,44748.8,8120.0,696.0,684.0,62.7,1.24
614,44755.8,8111.5,696.0,684.0,61.69,1.73
615,44763.1,8107.1,696.0,684.0,63.84,2.87
616,44771.0,8100.5,696.0,684.0,63.7,2.87
617,44778.9,8095.8,696.0,684.0,61.74,3.1
618,44787.5,8088.6,696.0,684.0,64.69,2.02
619,44793.5,8081.8,696.0,684.0,64.85,2.65
620,44801.6,8075.6,696.0,684.0,64.86,1.55
621,44565.7,8259.4,696.0,684.0,66.73,2.09
622,44572.3,8253.8,696.0,684.0,62.78,1.44
623,44582.3,8247.1,696.0,684.0,65.71,1.03
624,44590.1,8239.8,696.0,684.0,63.17,2.95
625,44594.7,8235.0,696.0,684.0,64.31,1.34
626,44603.8,8227.9,696.0,684.0,66.07,1.97
627,44610.2,8221.5,696.0,684.0,64.56,2.36
628,44618.7,8215.1,696.0,684.0,65.81,1.53
629,44627.6,8208.6,696.0,684.0,66.3,2.36
630,44633.8,8202.7,696.0,684.0,67.08,2.0
631,44643.6,8196.6,696.0,684.0,65.21,1.89
632,44650.7,8188.4,696.0,684.0,65.23,0.1
633,44657.7,8181.6,696.0,684.0,67.06,2.07
634,44664.1,8175.0,696.0,684.0,64.72,1.19
635,44672.4,8170.2,696.0,684.0,63.68,2.16
636,44681.3,8163.1,696.0,684.0,65.88,2.46
637,44688.9,8157.5,696.0,684.0,64.59,0.19
638,44695.9,8151.1,696.0,684.0,65.14,1.95
639,44703.2,8144.4,696.0,684.0,60.08,6.75
640,44712.0,8137.9,696.0,684.0,63.21,1.97
641,44719.1,8131.7,696.0,684.0,62.63,3.36
642,44726.6,8126.0,696.0,684.0,61.03,2.68
643,44734.4,8119.3,696.0,684.0,63.81,3.7
644,44742.4,8111.8,696.0,684.0,62.38,3.74
645,44748.1,8106.1,696.0,684.0,62.79,2.52
646,44756.1,8098.9,696.0,684.0,62.23,3.83
647,44764.8,8093.0,696.0,684.0,60.15,3.83
648,44770.3,8087.6,696.0,684.0,63.29,1.87
649,44780.2,8080.7,696.0,684.0,64.15,1.82
650,44787.0,8073.2,696.0,684.0,64.36,1.93
651,44794.0,8067.2,696.0,684.0,67.05,1.43
652,44693.7,8412.5,684.0,672.0,30.38,54.61
653,44701.5,8407.5,684.0,672.0,29.43,57.65
654,44708.7,8399.3,684.0,672.0,33.28,51.16
655,44716.7,8394.3,684.0,672.0,32.12,56.13
656,44724.7,8387.3,684.0,672.0,32.61,52.93
657,44732.2,8380.0,684.0,672.0,35.48,46.39
658,44739.9,8374.4,684.0,672.0,37.32,45.34
659,44747.6,8368.7,684.0,672.0,33.08,51.53
660,44755.9,8361.2,684.0,672.0,28.02,58.61
661,44762.3,8356.0,684.0,672.0,24.36,62.99
662,44770.3,8348.0,684.0,672.0,25.63,60.36
663,44778.0,8342.7,684.0,672.0,26.25,59.14
664,44786.3,8336.1,684.0,672.0,31.17,52.92
665,44793.8,8329.7,684.0,672.0,29.79,55.94
666,44801.1,8324.0,684.0,672.0,35.93,46.48
667,44808.3,8316.4,684.0,672.0,37.4,47.05
668,44818.0,8310.7,684.0,672.0,36.4,48.55
669,44822.3,8303.4,684.0,672.0,33.28,49.58
670,44832.0,8297.9,684.0,672.0,33.16,52.22
671,44841.3,8290.3,684.0,672.0,37.37,41.15
672,44848.5,8284.7,684.0,672.0,31.15,53.37
673,44853.5,8278.4,684.0,672.0,50.54,22.92
674,44863.3,8270.4,684.0,672.0,50.99,21.38
675,44869.4,8266.3,684.0,672.0,47.63,27.5
676,44877.3,8257.9,684.0,672.0,58.95,12.92
677,44885.5,8253.7,684.0,672.0,59.06,9.34
678,44893.0,8245.4,684.0,672.0,62.45,6.14
679,44900.6,8240.4,684.0,672.0,60.96,8.97
680,44909.2,8232.5,684.0,672.0,65.24,1.81
681,44916.7,8226.5,684.0,672.0,64.57,2.13
682,44922.9,8218.6,684.0,672.0,65.0,4.37
683,44688.6,8405.8,684.0,672.0,36.63,46.48
684,44696.5,8399.3,684.0,672.0,33.23,50.89
685,44702.8,8393.1,684.0,672.0,30.52,55.43
686,44709.7,8385.4,684.0,672.0,32.52,52.24
687,44718.0,8380.1,684.0,672.0,30.17,55.01
688,44725.9,8373.6,684.0,672.0,38.97,43.83
689,44735.0,8367.7,684.0,672.0,37.93,45.68
690,44740.9,8359.1,684.0,672.0,32.26,52.24
691,44748.8,8353.9,684.0,672.0,34.32,49.88
692,44756.7,8348.0,684.0,672.0,32.72,51.96
693,44763.7,8340.5,684.0,672.0,29.6,58.03
694,44770.4,8334.8,684.0,672.0,30.84,53.55
695,44779.9,8328.9,684.0,672.0,30.56,55.85
696,44788.2,8321.3,684.0,672.0,28.32,58.19
697,44794.7,8315.6,684.0,672.0,29.89,54.36
698,44802.7,8308.0,684.0,672.0,33.25,49.39
699,44809.6,8301.3,684.0,672.0,30.14,54.8
700,44816.9,8295.7,684.0,672.0,38.88,42.04
701,44827.1,8290.4,684.0,672.0,31.05,52.51
702,44834.5,8283.7,684.0,672.0,49.54,25.95
703,44840.7,8277.7,684.0,672.0,46.75,27.31
704,44847.2,8268.8,684.0,672.0,50.13,22.43
705,44854.6,8264.2,684.0,672.0,54.69,15.55
706,44864.4,8258.4,684.0,672.0,59.75,12.66
707,44872.9,8251.8,684.0,672.0,62.78,6.06
708,44880.1,8243.8,684.0,672.0,63.31,3.72
709,44887.3,8238.9,684.0,672.0,62.84,6.44
710,44894.9,8231.5,684.0,672.0,64.89,1.97
711,44901.8,8224.7,684.0,672.0,65.45,1.61
712,44909.5,8220.6,684.0,672.0,64.71,2.57
713,44917.1,8212.8,684.0,672.0,64.93,3.21
714,44681.2,8397.6,684.0,672.0,38.38,43.29
715,44688.4,8390.5,684.0,672.0,35.57,46.12
716,44695.7,8385.4,684.0,672.0,32.02,51.69
717,44704.1,8380.3,684.0,672.0,29.96,52.17
718,44713.6,8371.9,684.0,672.0,39.89,39.65
719,44720.0,8367.3,684.0,672.0,40.42,42.43
720,44726.4,8359.9,684.0,672.0,54.68,18.86
721,44734.9,8352.6,684.0,672.0,34.06,49.04
722,44742.8,8346.9,684.0,672.0,30.01,54.0
723,44750.6,8339.2,684.0,672.0,28.77,56.89
724,44759.0,8333.2,684.0,672.0,28.68,56.0
725,44765.2,8327.0,684.0,672.0,32.58,52.86
726,44773.0,8320.9,684.0,672.0,32.64,51.55
727,44781.0,8315.2,684.0,672.0,36.12,48.59
728,44787.9,8307.8,684.0,672.0,33.49,50.11
729,44797.0,8301.3,684.0,672.0,32.77,50.46
730,44801.9,8296.2,684.0,672.0,32.11,52.09
731,44810.8,8288.8,684.0,672.0,43.81,34.85
732,44819.2,8282.2,684.0,672.0,44.6,34.08
733,44826.5,8277.2,684.0,672.0,47.61,30.29
734,44834.4,8269.7,684.0,672.0,50.67,23.13
735,44843.2,8262.2,684.0,672.0,53.51,19.82
736,44850.0,8257.3,684.0,672.0,56.22,16.51
737,44856.9,8250.2,684.0,672.0,60.44,13.41
738,44864.3,8244.6,684.0,672.0,62.17,4.94
739,44872.8,8236.8,684.0,672.0,62.61,6.11
740,44878.1,8231.2,684.0,672.0,65.2,2.75
741,44888.1,8225.0,684.0,672.0,66.7,1.96
742,44895.7,8218.9,684.0,672.0,66.03,1.7
743,44902.7,8211.9,684.0,672.0,65.14,1.62
744,44912.0,8204.2,684.0,672.0,65.97,2.62
745,44673.9,8390.6,684.0,672.0,34.4,48.15
746,44681.8,8384.7,684.0,672.0,45.95,32.48
747,44688.8,8377.6,684.0,672.0,40.64,39.36
748,44698.7,8370.2,684.0,672.0,35.11,48.38
749,44706.0,8364.9,684.0,672.0,53.95,16.97
750,44713.1,8358.6,684.0,672.0,58.04,13.39
751,44722.5,8352.9,684.0,672.0,53.91,17.63
752,44729.2,8345.9,684.0,672.0,52.84,19.2
753,44736.3,8337.9,684.0,672.0,53.85,19.43
754,44743.3,8332.8,684.0,672.0,29.42,55.16
755,44751.4,8326.0,684.0,672.0,30.63,53.65
756,44759.5,8319.0,684.0,672.0,31.01,53.12
757,44766.7,8313.4,684.0,672.0,31.02,54.15
758,44775.3,8307.1,684.0,672.0,35.42,45.44
759,44782.7,8299.3,684.0,672.0,34.61,50.54
760,44790.8,8294.1,684.0,672.0,39.05,41.5
761,44798.5,8287.0,684.0,672.0,31.64,53.9
762,44805.7,8281.5,684.0,672.0,27.62,59.12
763,44812.7,8274.2,684.0,672.0,35.51,44.63
764,44819.6,8268.9,684.0,672.0,27.37,60.99
765,44828.4,8261.6,684.0,672.0,48.62,26.41
766,44835.2,8256.2,684.0,672.0,52.79,20.32
767,44843.4,8249.7,684.0,672.0,53.33,19.19
768,44850.4,8241.5,684.0,672.0,49.72,20.93
769,44857.8,8236.7,684.0,672.0,56.4,15.42
770,44865.6,8229.4,684.0,672.0,55.63,13.37
771,44874.5,8223.6,684.0,672.0,65.42,1.76
772,44881.9,8217.3,684.0,672.0,66.14,2.05
773,44890.2,8210.4,684.0,672.0,66.05,2.74
774,44896.6,8204.9,684.0,672.0,63.74,4.63
775,44904.8,8198.9,684.0,672.0,65.54,3.55
776,44669.2,8383.7,684.0,672.0,41.51,39.24
777,44674.9,8376.8,684.0,672.0,56.67,14.04
778,44683.6,8370.5,684.0,672.0,52.24,21.79
779,44691.4,8364.5,684.0,672.0,55.42,17.96
780,44699.1,8358.0,684.0,672.0,50.5,24.77
781,44706.1,8350.2,684.0,672.0,60.94,10.7
782,44714.6,8343.6,684.0,672.0,56.04,16.79
783,44723.8,8338.1,684.0,672.0,55.91,16.99
784,44730.2,8331.7,684.0,672.0,52.7,18.57
785,44736.0,8324.4,684.0,672.0,55.14,19.34
786,44745.1,8319.3,684.0,672.0,30.88,53.45
787,44753.4,8311.9,684.0,672.0,30.16,53.64
788,44760.6,8304.5,684.0,672.0,54.03,17.64
789,44768.0,8298.9,684.0,672.0,40.35,40.5
790,44776.0,8292.0,684.0,672.0,35.25,48.07
791,44782.4,8287.7,684.0,672.0,32.18,50.47
792,44790.6,8280.4,684.0,672.0,30.74,56.02
793,44798.9,8273.1,684.0,672.0,26.19,61.57
794,44808.2,8267.3,684.0,672.0,28.38,58.17
795,44813.3,8261.0,684.0,672.0,45.77,29.54
796,44820.5,8253.2,684.0,672.0,49.17,25.11
797,44830.2,8248.2,684.0,672.0,53.75,19.44
798,44837.2,8241.3,684.0,672.0,58.64,13.86
799,44844.9,8234.2,684.0,672.0,60.67,10.41
800,44852.2,8229.1,684.0,672.0,58.86,13.03
801,44859.6,8222.6,684.0,672.0,56.92,15.7
802,44867.3,8215.6,684.0,672.0,55.13,16.62
803,44874.9,8209.7,684.0,672.0,63.7,5.79
804,44883.9,8202.1,684.0,672.0,62.7,6.0
805,44889.8,8195.4,684.0,672.0,58.5,10.06
806,44897.2,8190.3,684.0,672.0,60.43,9.0
807,44663.2,8373.0,684.0,672.0,54.27,17.52
808,44668.8,8369.1,684.0,672.0,54.68,16.87
809,44676.4,8362.2,684.0,672.0,48.58,29.85
810,44685.2,8355.0,684.0,672.0,51.44,24.18
811,44693.1,8349.5,684.0,672.0,49.54,24.78
812,44699.9,8342.9,684.0,672.0,50.46,23.44
813,44707.2,8336.8,684.0,672.0,58.73,14.21
814,44714.4,8328.7,684.0,672.0,51.57,21.64
815,44724.8,8322.2,684.0,672.0,51.57,22.8
816,44730.9,8316.7,684.0,672.0,47.79,25.63
817,44738.6,8310.4,684.0,672.0,42.19,37.73
818,44747.3,8304.4,684.0,672.0,37.17,44.96
819,44753.4,8297.9,684.0,672.0,38.88,42.95
820,44762.3,8290.4,684.0,672.0,36.9,48.58
821,44769.7,8284.0,684.0,672.0,36.58,46.16
822,44777.1,8279.6,684.0,672.0,28.72,55.15
823,44785.4,8273.2,684.0,672.0,28.66,55.27
824,44791.2,8266.2,684.0,672.0,28.47,57.81
825,44799.3,8259.3,684.0,672.0,24.87,59.33
826,44808.5,8251.2,684.0,672.0,44.87,30.25
827,44814.8,8247.8,684.0,672.0,51.36,21.71
828,44822.6,8240.6,684.0,672.0,51.26,22.41
829,44829.4,8233.6,684.0,672.0,50.76,22.66
830,44837.9,8226.6,684.0,672.0,53.82,18.66
831,44844.9,8220.3,684.0,672.0,58.35,13.09
832,44853.0,8212.7,684.0,672.0,51.97,20.9
833,44862.7,8207.3,684.0,672.0,55.13,17.82
834,44868.2,8201.4,684.0,672.0,51.61,18.87
835,44875.6,8194.4,684.0,672.0,52.56,18.68
836,44885.1,8188.0,684.0,672.0,50.93,20.65
837,44891.1,8181.8,684.0,672.0,60.12,8.86
838,44654.9,8367.7,684.0,672.0,51.3,19.48
839,44664.5,8360.8,684.0,672.0,52.75,21.74
840,44672.0,8353.6,684.0,672.0,51.3,23.59
841,44678.3,8347.7,684.0,672.0,51.28,24.22
842,44685.9,8342.1,684.0,672.0,48.04,29.68
843,44693.8,8334.3,684.0,672.0,52.8,22.12
844,44700.2,8327.8,684.0,672.0,49.06,28.7
845,44710.7,8321.8,684.0,672.0,47.17,29.6
846,44716.8,8315.4,684.0,672.0,46.84,28.15
847,44723.8,8309.5,684.0,672.0,49.06,22.76
848,44732.5,8301.9,684.0,672.0,50.38,25.91
849,44739.2,8295.9,684.0,672.0,49.83,25.15
850,44746.7,8290.7,684.0,672.0,47.96,29.05
851,44756.0,8281.8,684.0,672.0,39.07,41.43
852,44761.2,8276.8,684.0,672.0,40.13,40.36
853,44770.4,8271.2,684.0,672.0,35.32,47.51
854,44777.8,8265.0,684.0,672.0,38.67,45.67
855,44785.6,8259.4,684.0,672.0,32.28,52.73
856,44792.7,8251.5,684.0,672.0,54.06,18.04
857,44800.9,8246.1,684.0,672.0,55.06,16.77
858,44807.9,8239.1,684.0,672.0,58.94,12.82
859,44815.4,8232.8,684.0,672.0,55.68,16.35
860,44824.4,8226.4,684.0,672.0,54.26,17.96
861,44831.7,8220.0,684.0,672.0,52.91,19.73
862,44841.0,8213.6,684.0,672.0,62.79,5.84
863,44846.5,8206.2,684.0,672.0,55.28,17.79
864,44854.3,8201.0,684.0,672.0,53.6,19.97
865,44863.1,8194.0,684.0,672.0,53.51,20.2
866,44870.5,8186.5,684.0,672.0,52.42,20.68
867,44878.1,8181.3,684.0,672.0,53.05,21.59
868,44885.6,8173.7,684.0,672.0,48.43,26.35
869,44647.5,8359.4,684.0,672.0,52.69,22.93
870,44657.8,8353.6,684.0,672.0,52.5,22.64
871,44664.5,8346.2,684.0,672.0,51.5,21.66
872,44672.4,8339.0,684.0,672.0,50.93,23.28
873,44679.3,8334.6,684.0,672.0,52.14,25.4
874,44687.7,8327.7,684.0,672.0,49.73,25.83
875,44696.2,8321.6,684.0,672.0,46.54,30.14
876,44702.1,8314.5,684.0,672.0,44.76,30.3
877,44711.4,8308.6,684.0,672.0,45.65,31.35
878,44718.5,8301.8,684.0,672.0,45.19,30.89
879,44725.9,8296.1,684.0,672.0,47.54,28.78
880,44733.5,8287.7,684.0,672.0,46.3,27.89
881,44739.7,8283.3,684.0,672.0,50.52,24.6
882,44750.1,8275.3,684.0,672.0,48.74,27.01
883,44756.7,8271.2,684.0,672.0,52.36,20.38
884,44764.6,8264.2,684.0,672.0,37.56,42.98
885,44772.3,8257.9,684.0,672.0,39.84,40.12
886,44779.3,8250.0,684.0,672.0,37.81,43.14
887,44787.1,8243.9,684.0,672.0,46.67,27.81
888,44795.0,8235.9,684.0,672.0,61.38,10.56
889,44802.1,8231.6,684.0,672.0,62.08,8.89
890,44809.6,8225.3,684.0,672.0,63.24,5.71
891,44817.0,8217.9,684.0,672.0,61.93,8.82
892,44824.6,8214.0,684.0,672.0,62.63,4.51
893,44831.1,8204.1,684.0,672.0,56.28,14.87
894,44840.1,8199.7,684.0,672.0,55.31,15.6
895,44847.5,8193.0,684.0,672.0,56.15,17.64
896,44855.5,8184.8,684.0,672.0,55.07,16.62
897,44863.5,8179.4,684.0,672.0,56.73,15.48
898,44871.2,8171.8,684.0,672.0,50.21,24.35
899,44877.7,8166.7,684.0,672.0,51.16,22.38
900,44642.0,8353.0,684.0,672.0,52.23,23.42
901,44649.6,8346.6,684.0,672.0,52.52,20.37
902,44657.8,8339.6,684.0,672.0,50.7,21.79
903,44666.8,8332.7,684.0,672.0,49.64,25.81
904,44673.6,8326.5,684.0,672.0,50.72,20.96
905,44680.1,8319.5,684.0,672.0,51.75,21.86
906,44689.6,8313.4,684.0,672.0,54.3,20.19
907,44698.2,8306.7,684.0,672.0,51.6,23.41
908,44703.6,8300.4,684.0,672.0,53.04,20.42
909,44712.9,8294.3,684.0,672.0,48.07,26.52
910,44718.6,8289.1,684.0,672.0,51.3,23.11
911,44727.6,8281.7,684.0,672.0,50.55,24.11
912,44737.3,8273.1,684.0,672.0,52.74,21.93
913,44742.2,8268.4,684.0,672.0,53.4,20.81
914,44750.4,8261.8,684.0,672.0,50.75,24.18
915,44757.1,8254.6,684.0,672.0,50.13,24.48
916,44764.8,8249.3,684.0,672.0,50.61,23.25
917,44772.8,8242.8,684.0,672.0,44.9,34.35
918,44779.0,8235.7,684.0,672.0,45.47,32.9
919,44788.1,8231.3,684.0,672.0,50.82,22.73
920,44796.0,8223.9,684.0,672.0,60.05,9.58
921,44801.6,8218.5,684.0,672.0,55.72,15.88
922,44810.8,8211.2,684.0,672.0,46.23,29.0
923,44818.7,8205.1,684.0,672.0,59.27,12.2
924,44827.4,8196.7,684.0,672.0,61.15,10.2
925,44833.9,8192.6,684.0,672.0,54.1,18.98
926,44843.1,8185.1,684.0,672.0,50.11,24.76
927,44848.2,8179.2,684.0,672.0,49.72,26.41
928,44856.8,8172.3,684.0,672.0,50.14,25.04
929,44864.8,8166.3,684.0,672.0,54.3,17.69
930,44873.9,8158.6,684.0,672.0,54.72,17.33
931,44636.8,8344.1,684.0,672.0,52.36,22.16
932,44646.0,8338.0,684.0,672.0,52.38,21.5
933,44653.2,8331.5,684.0,672.0,51.82,20.38
934,44658.8,8325.7,684.0,672.0,53.89,20.09
935,44667.1,8318.9,684.0,672.0,54.06,18.99
936,44673.3,8312.0,684.0,672.0,50.68,22.69
937,44683.3,8304.9,684.0,672.0,52.69,20.98
938,44689.0,8299.2,684.0,672.0,54.49,17.29
939,44697.4,8292.7,684.0,672.0,54.94,19.11
940,44705.2,8287.6,684.0,672.0,55.71,15.18
941,44713.2,8281.7,684.0,672.0,52.34,20.03
942,44720.8,8272.4,684.0,672.0,56.5,16.91
943,44728.0,8266.9,684.0,672.0,53.21,19.98
944,44735.4,8260.4,684.0,672.0,52.65,20.22
945,44743.8,8253.2,684.0,672.0,52.61,19.57
946,44750.6,8249.6,684.0,672.0,52.81,20.72
947,44758.0,8242.8,684.0,672.0,51.23,21.79
948,44766.0,8235.9,684.0,672.0,52.65,22.43
949,44773.6,8228.7,684.0,672.0,49.2,25.15
950,44781.5,8222.0,684.0,672.0,53.71,20.05
951,44789.7,8215.1,684.0,672.0,55.82,15.57
952,44797.4,8209.5,684.0,672.0,57.84,13.89
953,44805.5,8201.2,684.0,672.0,50.88,24.28
954,44812.0,8197.2,684.0,672.0,65.04,4.26
955,44819.0,8191.2,684.0,672.0,43.93,37.88
956,44827.8,8183.9,684.0,672.0,57.02,16.28
957,44835.6,8176.9,684.0,672.0,14.33,76.43
958,44842.0,8171.1,684.0,672.0,47.82,26.78
959,44850.6,8164.2,684.0,672.0,50.27,22.81
960,44859.2,8157.3,684.0,672.0,54.23,19.75
961,44865.3,8151.4,684.0,672.0,54.91,17.14
962,44629.0,8338.3,684.0,672.0,52.09,23.2
963,44638.8,8330.6,684.0,672.0,52.19,22.23
964,44645.3,8323.4,684.0,672.0,49.41,24.46
965,44651.7,8315.5,684.0,672.0,52.28,21.35
966,44661.1,8310.9,684.0,672.0,56.98,15.84
967,44668.1,8305.4,684.0,672.0,55.27,18.15
968,44675.4,8298.6,684.0,672.0,59.01,10.47
969,44683.1,8291.4,684.0,672.0,58.39,14.41
970,44692.2,8286.2,684.0,672.0,55.56,19.23
971,44699.4,8279.1,684.0,672.0,52.77,19.76
972,44707.1,8272.4,684.0,672.0,51.53,21.3
973,44713.3,8266.4,684.0,672.0,53.92,17.61
974,44721.1,8258.8,684.0,672.0,54.26,21.84
975,44730.4,8252.0,684.0,672.0,55.18,18.38
976,44737.2,8247.4,684.0,672.0,53.93,17.14
977,44744.3,8239.7,684.0,672.0,60.51,11.24
978,44752.8,8234.4,684.0,672.0,52.08,21.15
979,44760.0,8227.6,684.0,672.0,53.92,19.18
980,44768.0,8220.5,684.0,672.0,55.56,15.39
981,44774.8,8216.2,684.0,672.0,58.53,12.04
982,44782.7,8209.7,684.0,672.0,65.3,2.74
983,44791.2,8201.5,684.0,672.0,65.34,1.48
984,44796.8,8195.5,684.0,672.0,64.65,0.1
985,44805.8,8188.4,684.0,672.0,37.69,44.9
986,44813.8,8181.3,684.0,672.0,63.81,3.31
987,44821.7,8176.3,684.0,672.0,64.85,3.99
988,44829.3,8168.3,684.0,672.0,20.8,69.35
989,44837.8,8163.1,684.0,672.0,16.12,76.29
990,44844.2,8156.4,684.0,672.0,57.25,12.7
991,44852.5,8152.4,684.0,672.0,52.71,20.24
992,44860.8,8144.7,684.0,672.0,54.88,17.37
993,44623.8,8329.5,684.0,672.0,54.33,21.38
994,44631.4,8322.8,684.0,672.0,49.76,25.58
995,44637.6,8316.1,684.0,672.0,51.07,25.16
