HOLE_ID,FROM,TO,ZN_PCT,PB_PCT,CU_PCT,AG_GPT,AU_GPT,DENSITY
DD0080,482.74,484.73,0.05,0.012,0.003,0.2,0.003,
DD0080,484.73,486.71,0.108,0.049,0.007,0.8,0.017,
DD0080,486.71,488.7,0.049,0.018,0.012,0.4,0.011,
DD0080,488.7,490.69,0.054,0.009,0.003,0.2,0.004,
DD0080,490.69,492.68,0.021,0.008,0.005,0.4,0.004,
DD0080,492.68,494.66,0.043,0.027,0.005,1.1,0.003,
DD0080,494.66,496.65,0.04,0.008,0.004,0.5,0.007,
DD0080,496.65,498.64,0.058,0.028,0.002,1.5,0.001,
DD0080,498.64,500.63,0.084,0.027,0.001,0.9,0.002,
DD0080,500.63,502.62,0.178,0.024,0.002,0.4,0.006,
DD0080,502.62,504.6,0.128,0.021,0.002,1.0,0.004,
DD0080,504.6,506.59,0.061,0.027,0.01,1.8,0.007,
DD0080,506.59,508.58,0.087,0.019,0.003,0.4,0.003,
DD0080,508.58,510.57,0.049,0.03,0.011,2.6,0.006,
DD0080,510.57,512.55,0.029,0.012,0.02,1.0,0.006,
DD0080,512.55,514.54,0.052,0.018,0.025,0.9,0.033,
DD0080,514.54,516.53,0.133,0.055,0.018,1.5,0.082,
DD0080,516.53,518.52,0.034,0.01,0.008,0.6,0.016,
DD0080,518.52,520.51,0.087,0.048,0.009,1.1,0.011,
DD0080,520.51,522.49,0.106,0.063,0.008,2.3,0.013,
DD0080,522.49,524.48,0.101,0.031,0.007,0.6,0.005,
DD0080,524.48,526.47,0.034,0.013,0.002,0.3,0.007,
DD0080,526.47,528.46,0.021,0.005,0.007,0.2,0.005,
DD0080,528.46,530.45,0.076,0.018,0.005,0.7,0.004,
DD0080,530.45,532.43,0.083,0.03,0.005,1.3,0.004,
DD0080,532.43,534.42,0.022,0.01,0.008,0.8,0.005,
DD0080,534.42,536.41,0.016,0.005,0.013,0.3,0.003,
DD0080,536.41,538.4,0.016,0.008,0.015,0.3,0.004,
DD0080,538.4,540.38,0.018,0.012,0.005,0.7,0.003,
DD0080,540.38,542.37,0.049,0.014,0.004,0.5,0.016,
DD0080,542.37,544.36,0.033,0.011,0.004,0.6,0.075,
DD0080,544.36,546.35,0.05,0.021,0.006,1.1,0.218,
DD0080,546.35,548.34,0.038,0.027,0.004,1.4,0.02,
DD0080,548.34,550.32,0.034,0.016,0.008,1.0,0.039,
DD0080,550.32,552.31,0.043,0.026,0.009,3.0,0.008,
DD0080,552.31,554.3,0.042,0.021,0.008,2.7,0.011,
DD0080,554.3,556.29,0.054,0.033,0.009,1.8,0.01,
DD0080,556.29,558.27,0.064,0.043,0.006,2.0,0.01,
DD0080,558.27,560.26,0.082,0.076,0.009,4.8,0.01,
DD0080,560.26,562.25,0.12,0.069,0.002,3.8,0.013,
DD0081,439.0,441.03,0.017,0.01,0.003,0.5,0.04,
DD0081,441.03,443.07,0.016,0.007,0.006,0.4,0.008,
DD0081,443.07,445.1,0.023,0.007,0.003,0.1,0.006,
DD0081,445.1,447.13,0.032,0.007,0.006,0.1,0.005,
DD0081,447.13,449.17,0.012,0.006,0.005,0.3,0.013,
DD0081,449.17,451.2,0.023,0.017,0.005,0.6,0.006,
DD0081,451.2,453.23,0.017,0.007,0.006,0.3,0.014,
DD0081,453.23,455.27,0.026,0.021,0.019,1.3,0.032,
DD0081,455.27,457.3,0.028,0.01,0.013,0.4,0.056,
DD0081,457.3,459.33,0.012,0.01,0.025,0.8,0.028,
DD0081,459.33,461.37,0.058,0.023,0.013,1.4,0.015,
DD0081,461.37,463.4,0.016,0.008,0.013,0.7,0.007,
DD0081,463.4,465.43,0.009,0.006,0.014,0.4,0.012,
DD0081,465.43,467.47,0.024,0.017,0.018,1.3,0.024,
DD0081,467.47,469.5,0.034,0.016,0.011,1.5,0.014,
DD0081,469.5,470.38,1.08,0.514,0.806,13.7,0.756,
DD0081,470.38,471.25,3.37,1.403,0.324,37.1,0.845,
DD0081,471.25,472.25,7.914,4.709,0.204,83.1,0.752,
DD0081,472.25,473.25,11.43,5.309,0.101,89.8,1.071,
DD0081,473.25,474.25,5.082,2.333,0.09,41.6,0.593,
DD0081,474.25,475.25,6.023,3.872,0.167,54.2,0.589,
DD0081,475.25,476.25,4.822,2.544,0.098,58.8,1.061,
DD0081,476.25,477.25,6.303,3.868,0.079,52.3,0.436,3.29
DD0081,477.25,478.25,5.279,1.756,0.091,21.3,0.419,3.25
DD0081,478.25,479.25,6.988,2.745,0.163,37.2,0.731,
DD0081,479.25,480.12,4.222,1.633,0.059,19.3,0.489,
DD0081,480.12,481.0,3.284,1.67,0.064,27.4,1.041,3.08
DD0081,481.0,482.03,0.475,0.142,0.205,8.9,0.4,2.97
DD0081,482.03,483.06,0.326,0.112,0.307,5.7,1.052,2.91
DD0081,483.06,484.08,0.161,0.071,0.507,6.5,2.298,
DD0081,484.08,485.11,0.302,0.091,0.832,6.6,1.952,
DD0081,485.11,486.14,0.238,0.066,0.549,4.8,0.481,
DD0081,486.14,487.17,0.205,0.062,0.726,5.2,0.871,
DD0081,487.17,488.19,0.329,0.095,0.234,6.9,0.195,2.92
DD0081,488.19,489.22,0.333,0.071,0.54,3.2,1.333,
DD0081,489.22,490.25,0.193,0.058,0.455,4.2,0.482,2.91
DD0081,490.25,492.28,0.012,0.005,0.005,0.4,0.025,
DD0081,492.28,494.3,0.024,0.011,0.005,0.8,0.018,
DD0081,494.3,496.33,0.037,0.011,0.009,0.4,0.035,
DD0081,496.33,498.36,0.114,0.042,0.01,1.2,0.014,
DD0081,498.36,500.38,0.113,0.04,0.008,1.6,0.015,
DD0081,500.38,502.41,0.116,0.03,0.002,1.0,0.008,
DD0081,502.41,504.43,0.023,0.008,0.008,0.4,0.005,
DD0081,504.43,506.46,0.033,0.013,0.012,0.8,0.017,
DD0081,506.46,508.49,0.009,0.003,0.039,0.4,0.023,
DD0081,508.49,510.51,0.035,0.007,0.019,0.2,0.013,
DD0081,510.51,512.54,0.181,0.043,0.005,0.8,0.016,
DD0081,512.54,514.57,0.164,0.019,0.014,0.5,0.108,
DD0081,514.57,516.59,0.263,0.051,0.009,2.2,0.026,
DD0081,516.59,518.62,0.05,0.01,0.012,0.5,0.005,
DD0081,518.62,520.64,0.025,0.013,0.034,0.6,0.006,
DD0081,520.64,522.67,0.018,0.005,0.016,0.2,0.01,
DD0081,522.67,524.7,0.011,0.004,0.106,0.2,0.043,
DD0081,524.7,526.72,0.042,0.016,0.03,0.7,0.013,
DD0081,526.72,528.75,0.046,0.009,0.002,0.2,0.004,
DD0081,528.75,530.78,0.031,0.013,0.011,0.5,0.004,
DD0081,530.78,532.8,0.059,0.027,0.005,0.5,0.002,
DD0081,532.8,534.83,0.043,0.022,0.004,0.8,0.022,
DD0081,534.83,536.86,0.06,0.025,0.011,1.0,0.024,
DD0081,536.86,538.88,0.027,0.007,0.017,0.4,0.012,
DD0081,538.88,540.91,0.025,0.008,0.033,0.5,0.054,
DD0081,540.91,542.93,0.057,0.026,0.012,1.9,0.021,
DD0081,542.93,544.96,0.041,0.017,0.013,0.7,0.007,
DD0081,544.96,546.99,0.059,0.02,0.011,0.4,0.017,
DD0081,546.99,549.01,0.068,0.038,0.027,1.3,0.016,
DD0081,549.01,551.04,0.106,0.049,0.021,1.3,0.032,
DD0081,551.04,553.07,0.058,0.025,0.026,0.8,0.064,
DD0081,553.07,555.09,0.045,0.024,0.022,0.9,0.036,
DD0081,555.09,557.12,0.014,0.007,0.022,0.5,0.017,
DD0081,557.12,559.14,0.037,0.021,0.026,0.9,0.065,
DD0081,559.14,561.17,0.106,0.053,0.013,2.7,0.023,
DD0081,561.17,563.2,0.086,0.035,0.015,1.1,0.026,
DD0081,563.2,565.22,0.023,0.011,0.025,1.1,0.017,
DD0081,565.22,567.25,0.019,0.008,0.012,0.6,0.015,
DD0082,496.75,498.73,0.063,0.023,0.009,0.3,0.013,
DD0082,498.73,500.71,0.144,0.047,0.002,0.7,0.011,
DD0082,500.71,502.69,0.06,0.014,0.008,0.4,0.015,
DD0082,502.69,504.67,0.02,0.007,0.01,0.2,0.038,
DD0082,504.67,506.65,0.07,0.02,0.009,0.7,0.044,
DD0082,506.65,508.63,0.049,0.016,0.014,0.5,0.057,
DD0082,508.63,510.62,0.034,0.009,0.008,0.2,0.008,
DD0082,510.62,512.6,0.018,0.003,0.009,0.1,0.011,
DD0082,512.6,514.58,0.017,0.004,0.004,0.3,0.013,
DD0082,514.58,516.56,0.016,0.006,0.004,0.3,0.015,
DD0082,516.56,518.54,0.03,0.015,0.005,0.6,0.017,
DD0082,518.54,520.52,0.029,0.016,0.01,0.8,0.067,
DD0082,520.52,522.5,0.023,0.01,0.006,0.6,0.015,
DD0082,522.5,523.75,3.479,2.859,0.283,98.0,0.958,
DD0082,523.75,524.79,5.041,2.621,0.09,83.7,0.974,3.63
DD0082,524.79,525.83,9.161,4.909,0.191,130.3,0.358,3.79
DD0082,525.83,526.88,5.711,2.774,0.077,83.4,0.207,3.6
DD0082,526.88,527.92,6.757,2.173,0.089,61.7,0.387,3.84
DD0082,527.92,528.96,1.88,0.933,0.165,49.0,0.144,3.72
DD0082,528.96,530.0,4.548,2.822,0.049,121.1,0.096,3.79
DD0082,530.0,531.25,1.122,0.457,0.053,13.5,0.052,3.03
DD0082,531.25,532.25,0.082,0.026,0.318,3.9,0.126,2.95
DD0082,532.25,533.25,0.174,0.037,0.263,3.8,0.118,2.85
DD0082,533.25,534.25,0.066,0.019,0.739,3.3,0.2,2.97
DD0082,534.25,535.25,0.181,0.026,0.743,2.0,0.168,
DD0082,535.25,536.25,0.215,0.038,0.288,2.6,0.173,
DD0082,536.25,537.25,0.209,0.047,0.205,3.8,0.15,
DD0082,537.25,538.25,0.168,0.032,0.288,2.2,0.345,2.87
DD0082,538.25,539.25,0.225,0.073,0.424,6.6,0.336,
DD0082,539.25,540.25,0.416,0.087,0.293,3.5,1.023,2.85
DD0082,540.25,541.25,0.229,0.068,0.302,4.0,0.516,2.89
DD0082,541.25,542.25,0.288,0.12,0.281,9.1,0.762,
DD0082,542.25,544.27,0.151,0.043,0.003,1.3,0.02,
DD0082,544.27,546.29,0.125,0.05,0.002,1.3,0.009,
DD0082,546.29,548.31,0.094,0.048,0.003,2.9,0.009,
DD0082,548.31,550.33,0.09,0.031,0.003,1.2,0.012,
DD0082,550.33,552.34,0.135,0.03,0.003,0.9,0.015,
DD0082,552.34,554.36,0.121,0.044,0.004,2.2,0.008,
DD0082,554.36,556.38,0.032,0.015,0.003,0.9,0.027,
DD0082,556.38,558.4,0.017,0.011,0.008,1.4,0.043,
DD0082,558.4,560.42,0.024,0.015,0.012,1.1,0.017,
DD0082,560.42,562.44,0.02,0.011,0.04,0.9,0.248,
DD0082,562.44,564.46,0.028,0.017,0.007,0.9,0.083,
DD0082,564.46,566.48,0.072,0.026,0.01,0.7,0.03,
DD0082,566.48,568.49,0.055,0.032,0.011,1.1,0.03,
DD0082,568.49,570.51,0.043,0.019,0.016,0.5,0.012,
DD0082,570.51,572.53,0.063,0.017,0.031,0.5,0.071,
DD0082,572.53,574.55,0.041,0.018,0.077,0.4,0.021,
DD0082,574.55,576.57,0.019,0.009,0.018,0.5,0.008,
DD0082,576.57,578.59,0.065,0.033,0.012,1.6,0.017,
DD0082,578.59,580.61,0.081,0.02,0.013,2.2,0.012,
DD0082,580.61,582.62,0.023,0.012,0.012,1.2,0.032,
DD0082,582.62,584.64,0.045,0.02,0.017,0.8,0.006,
DD0082,584.64,586.66,0.026,0.011,0.018,0.6,0.014,
DD0082,586.66,588.68,0.026,0.013,0.049,0.6,0.05,
DD0082,588.68,590.7,0.038,0.013,0.026,0.7,0.022,
DD0082,590.7,592.72,0.055,0.023,0.012,0.8,0.019,
DD0082,592.72,594.74,0.054,0.023,0.011,0.6,0.012,
DD0082,594.74,596.76,0.044,0.018,0.031,0.5,0.087,
DD0082,596.76,598.78,0.025,0.008,0.017,0.3,0.025,
DD0082,598.78,600.79,0.006,0.003,0.042,0.2,0.024,
DD0082,600.79,602.81,0.015,0.008,0.047,0.6,0.055,
DD0082,602.81,604.83,0.03,0.014,0.089,0.9,0.118,
DD0082,604.83,606.85,0.023,0.012,0.049,1.0,0.041,
DD0082,606.85,608.87,0.03,0.013,0.013,1.1,0.013,
DD0082,608.87,610.89,0.022,0.009,0.012,0.4,0.016,
DD0082,610.89,612.91,0.047,0.02,0.022,1.0,0.034,
DD0082,612.91,614.92,0.028,0.017,0.01,1.7,0.012,
DD0082,614.92,616.94,0.015,0.008,0.027,0.8,0.051,
DD0082,616.94,618.96,0.054,0.016,0.015,0.6,0.032,
DD0082,618.96,620.98,0.031,0.005,0.013,0.1,0.01,
DD0082,620.98,623.0,0.069,0.019,0.008,0.5,0.014,
DD0083,557.0,559.03,0.054,0.021,0.002,1.4,0.008,
DD0083,559.03,561.06,0.044,0.019,0.008,1.2,0.021,
DD0083,561.06,563.08,0.118,0.057,0.003,3.0,0.013,
DD0083,563.08,565.11,0.071,0.03,0.003,1.5,0.016,
DD0083,565.11,567.14,0.028,0.013,0.005,0.4,0.01,
DD0083,567.14,569.17,0.01,0.006,0.005,0.4,0.012,
DD0083,569.17,571.19,0.017,0.009,0.005,0.6,0.036,
DD0083,571.19,573.22,0.01,0.005,0.009,0.5,0.006,
DD0083,573.22,575.25,0.008,0.003,0.012,0.2,0.024,
DD0083,575.25,576.25,1.416,0.457,0.38,8.9,1.144,
DD0083,576.25,577.25,2.127,0.793,0.152,9.5,1.017,3.0
DD0083,577.25,578.25,7.801,4.57,0.241,80.2,1.155,
DD0083,578.25,579.25,3.622,2.911,0.266,88.7,1.219,3.42
DD0083,579.25,580.25,6.426,1.574,0.179,25.1,0.769,
DD0083,580.25,581.25,10.081,2.019,0.055,18.3,0.619,
DD0083,581.25,582.25,11.836,2.591,0.099,28.3,0.926,
DD0083,582.25,583.25,6.062,1.623,0.077,24.4,0.686,3.41
DD0083,583.25,584.25,12.043,2.609,0.113,32.2,0.717,
DD0083,584.25,585.25,16.156,3.737,0.079,39.9,0.276,3.72
DD0083,585.25,586.25,16.031,3.892,0.111,51.0,0.428,
DD0083,586.25,587.12,3.648,0.738,0.054,10.8,0.256,3.05
DD0083,587.12,588.0,3.575,0.747,0.068,11.8,0.227,
DD0083,588.0,588.95,0.129,0.021,0.136,2.3,0.183,2.89
DD0083,588.95,589.9,0.227,0.051,0.17,3.1,0.074,
DD0083,589.9,590.85,0.149,0.029,0.236,2.2,0.096,2.94
DD0083,590.85,591.8,0.263,0.064,0.115,6.9,0.082,
DD0083,591.8,592.75,0.407,0.085,0.122,7.5,0.132,
DD0083,592.75,593.7,0.755,0.242,0.213,30.2,0.231,3.01
DD0083,593.7,594.65,0.389,0.109,0.13,10.5,0.156,
DD0083,594.65,595.6,0.292,0.075,0.138,5.2,0.1,2.91
DD0083,595.6,596.55,0.211,0.05,0.276,3.0,0.155,2.91
DD0083,596.55,597.5,0.426,0.124,0.24,12.4,0.162,2.99
DD0083,597.5,599.5,0.039,0.013,0.006,1.4,0.009,
DD0083,599.5,601.5,0.042,0.018,0.009,1.5,0.013,
DD0083,601.5,603.5,0.039,0.013,0.008,0.7,0.003,
DD0083,603.5,605.5,0.013,0.006,0.027,0.7,0.015,
DD0083,605.5,607.5,0.017,0.01,0.011,1.1,0.007,
DD0083,607.5,609.5,0.086,0.026,0.007,0.9,0.006,
DD0083,609.5,611.5,0.025,0.01,0.003,0.5,0.022,
DD0083,611.5,613.5,0.059,0.021,0.002,0.9,0.01,
DD0083,613.5,615.5,0.117,0.063,0.003,4.6,0.009,
DD0083,615.5,617.5,0.175,0.103,0.005,6.2,0.008,
DD0083,617.5,619.5,0.061,0.024,0.004,1.4,0.013,
DD0083,619.5,621.5,0.017,0.007,0.028,0.6,0.099,
DD0083,621.5,623.5,0.174,0.073,0.009,3.3,0.036,
DD0083,623.5,625.5,0.053,0.02,0.011,1.2,0.041,
DD0083,625.5,627.5,0.02,0.008,0.005,0.6,0.076,
DD0083,627.5,629.5,0.016,0.005,0.007,0.2,0.014,
DD0083,629.5,631.5,0.041,0.024,0.006,1.7,0.012,
DD0083,631.5,633.5,0.09,0.037,0.011,1.5,0.007,
DD0083,633.5,635.5,0.151,0.05,0.015,1.7,0.023,
DD0083,635.5,637.5,0.044,0.012,0.106,0.6,0.14,
DD0083,637.5,639.5,0.036,0.013,0.041,0.9,0.138,
DD0083,639.5,641.5,0.037,0.013,0.01,0.8,0.016,
DD0083,641.5,643.5,0.075,0.017,0.008,0.8,0.022,
DD0083,643.5,645.5,0.044,0.011,0.007,0.5,0.004,
DD0083,645.5,647.5,0.073,0.027,0.019,1.1,0.016,
DD0083,647.5,649.5,0.079,0.025,0.009,1.0,0.005,
DD0083,649.5,651.5,0.044,0.017,0.011,0.5,0.009,
DD0083,651.5,653.5,0.156,0.082,0.02,1.8,0.077,
DD0083,653.5,655.5,0.063,0.018,0.013,0.4,0.037,
DD0083,655.5,657.5,0.045,0.01,0.018,0.2,0.018,
DD0083,657.5,659.5,0.059,0.02,0.011,0.9,0.008,
DD0083,659.5,661.5,0.044,0.015,0.031,0.6,0.025,
DD0083,661.5,663.5,0.022,0.008,0.03,0.5,0.061,
DD0083,663.5,665.5,0.042,0.015,0.044,1.0,0.035,
DD0083,665.5,667.5,0.023,0.008,0.013,0.8,0.008,
DD0083,667.5,669.5,0.033,0.016,0.015,1.1,0.016,
DD0083,669.5,671.5,0.043,0.015,0.004,0.9,0.004,
DD0083,671.5,673.5,0.027,0.011,0.029,1.0,0.053,
DD0083,673.5,675.5,0.034,0.014,0.029,0.6,0.066,
DD0083,675.5,677.5,0.073,0.025,0.012,0.6,0.026,
DD0083,677.5,679.5,0.02,0.008,0.076,0.7,0.027,
DD0083,679.5,681.5,0.042,0.013,0.014,0.5,0.006,
DD0083,681.5,683.5,0.035,0.009,0.048,0.3,0.02,
DD0084,615.5,617.59,0.058,0.02,0.001,1.1,0.013,
DD0084,617.59,619.69,0.045,0.026,0.012,1.2,0.046,
DD0084,619.69,621.78,0.055,0.031,0.003,1.9,0.005,
DD0084,621.78,623.88,0.027,0.009,0.001,0.4,0.004,
DD0084,623.88,625.97,0.027,0.011,0.004,1.0,0.013,
DD0084,625.97,628.06,0.011,0.005,0.003,0.5,0.01,
DD0084,628.06,630.16,0.028,0.018,0.008,1.2,0.016,
DD0084,630.16,632.25,0.039,0.024,0.003,1.1,0.027,
DD0084,632.25,633.17,0.717,0.408,0.135,12.9,0.289,
DD0084,633.17,634.08,0.959,0.451,0.08,12.3,0.294,3.07
DD0084,634.08,635.0,1.003,0.486,0.222,9.2,0.428,
DD0084,635.0,635.92,2.506,1.029,0.124,18.6,0.298,3.06
DD0084,635.92,636.83,1.887,1.021,0.143,21.5,0.797,
DD0084,636.83,637.75,0.822,0.434,0.117,12.9,0.247,
DD0084,637.75,639.74,0.034,0.017,0.004,1.1,0.028,
DD0084,639.74,641.72,0.04,0.022,0.003,1.5,0.004,
DD0084,641.72,643.71,0.022,0.012,0.005,1.5,0.006,
DD0084,643.71,645.69,0.019,0.015,0.007,1.5,0.01,
DD0084,645.69,647.68,0.022,0.009,0.009,0.8,0.013,
DD0084,647.68,649.67,0.027,0.009,0.005,0.3,0.011,
DD0084,649.67,651.65,0.033,0.025,0.016,1.0,0.041,
DD0084,651.65,653.64,0.026,0.01,0.029,0.8,0.017,
DD0084,653.64,655.62,0.028,0.01,0.054,0.5,0.117,
DD0084,655.62,657.61,0.09,0.055,0.013,2.7,0.02,
DD0084,657.61,659.59,0.042,0.027,0.007,2.7,0.022,
DD0084,659.59,661.58,0.044,0.018,0.013,0.8,0.034,
DD0084,661.58,663.57,0.028,0.011,0.012,1.0,0.065,
DD0084,663.57,665.55,0.034,0.008,0.002,0.3,0.006,
DD0084,665.55,667.54,0.046,0.016,0.008,0.5,0.005,
DD0084,667.54,669.52,0.032,0.011,0.008,0.6,0.025,
DD0084,669.52,671.51,0.036,0.015,0.002,0.7,0.011,
DD0084,671.51,673.5,0.019,0.015,0.006,2.0,0.014,
DD0084,673.5,675.48,0.06,0.04,0.005,1.8,0.017,
DD0084,675.48,677.47,0.037,0.014,0.002,0.5,0.005,
DD0084,677.47,679.45,0.052,0.025,0.007,0.6,0.008,
DD0084,679.45,681.44,0.052,0.018,0.01,0.3,0.013,
DD0084,681.44,683.42,0.014,0.005,0.008,0.1,0.012,
DD0084,683.42,685.41,0.01,0.004,0.009,0.1,0.015,
DD0084,685.41,687.4,0.021,0.009,0.01,0.4,0.019,
DD0084,687.4,689.38,0.022,0.008,0.03,0.4,0.03,
DD0084,689.38,691.37,0.031,0.014,0.055,0.7,0.013,
DD0084,691.37,693.35,0.039,0.018,0.009,0.4,0.007,
DD0084,693.35,695.34,0.046,0.015,0.005,0.4,0.004,
DD0084,695.34,697.33,0.027,0.009,0.003,0.6,0.003,
DD0084,697.33,699.31,0.019,0.006,0.006,0.4,0.004,
DD0084,699.31,701.3,0.03,0.016,0.012,1.6,0.005,
DD0084,701.3,703.28,0.037,0.02,0.018,1.4,0.022,
DD0084,703.28,705.27,0.018,0.007,0.026,0.3,0.004,
DD0084,705.27,707.25,0.03,0.008,0.019,0.5,0.037,
DD0084,707.25,709.24,0.072,0.026,0.025,1.2,0.033,
DD0084,709.24,711.23,0.07,0.017,0.02,0.9,0.039,
DD0084,711.23,713.21,0.05,0.019,0.01,1.0,0.056,
DD0084,713.21,715.2,0.015,0.008,0.025,1.8,0.062,
DD0084,715.2,717.18,0.024,0.012,0.013,1.4,0.016,
DD0084,717.18,719.17,0.015,0.006,0.008,0.7,0.009,
DD0084,719.17,721.16,0.024,0.008,0.01,0.5,0.009,
DD0084,721.16,723.14,0.036,0.011,0.004,1.2,0.002,
DD0084,723.14,725.13,0.025,0.017,0.004,2.0,0.001,
DD0084,725.13,727.11,0.02,0.009,0.012,0.6,0.002,
DD0084,727.11,729.1,0.028,0.006,0.006,0.4,0.005,
DD0084,729.1,731.08,0.02,0.006,0.007,0.5,0.003,
DD0084,731.08,733.07,0.038,0.016,0.006,1.0,0.005,
DD0084,733.07,735.06,0.021,0.007,0.008,0.5,0.003,
DD0084,735.06,737.04,0.022,0.016,0.021,1.1,0.002,
DD0084,737.04,739.03,0.041,0.01,0.038,0.4,0.027,
DD0084,739.03,741.01,0.058,0.02,0.025,0.4,0.01,
DD0084,741.01,743.0,0.058,0.017,0.053,0.6,0.022,
DD0085,6.5,8.53,0.039,0.011,0.011,0.4,0.005,
DD0085,8.53,10.57,0.064,0.029,0.006,1.3,0.011,
DD0085,10.57,12.6,0.046,0.018,0.005,1.4,0.003,
DD0085,12.6,14.64,0.026,0.008,0.012,1.0,0.005,
DD0085,14.64,16.67,0.038,0.014,0.005,1.1,0.001,
DD0085,16.67,18.7,0.014,0.007,0.016,0.8,0.009,
DD0085,18.7,20.74,0.014,0.005,0.021,0.5,0.008,
DD0085,20.74,22.77,0.021,0.008,0.015,0.5,0.006,
DD0085,22.77,24.81,0.032,0.008,0.008,0.3,0.016,
DD0085,24.81,26.84,0.034,0.012,0.011,0.5,0.006,
DD0085,26.84,28.88,0.035,0.015,0.012,0.9,0.003,
DD0085,28.88,30.91,0.045,0.027,0.012,1.5,0.004,
DD0085,30.91,32.94,0.024,0.016,0.022,3.0,0.013,
DD0085,32.94,34.98,0.025,0.011,0.024,1.0,0.01,
DD0085,34.98,37.01,0.062,0.029,0.015,1.6,0.035,
DD0085,37.01,39.05,0.052,0.022,0.009,1.1,0.008,
DD0085,39.05,41.08,0.031,0.017,0.006,1.0,0.002,
DD0085,41.08,43.11,0.053,0.011,0.021,0.6,0.019,
DD0085,43.11,45.15,0.079,0.026,0.022,0.9,0.072,
DD0085,45.15,47.18,0.027,0.014,0.061,0.9,0.093,
DD0085,47.18,49.22,0.022,0.011,0.029,0.9,0.059,
DD0085,49.22,51.25,0.039,0.021,0.014,1.5,0.052,
DD0085,51.25,52.5,0.112,0.061,0.005,3.3,0.064,
DD0085,52.5,53.48,6.594,3.092,0.455,85.6,0.37,3.4
DD0085,53.48,54.46,7.947,5.254,0.23,158.2,0.217,3.38
DD0085,54.46,55.45,3.761,3.266,0.519,104.6,0.438,
DD0085,55.45,56.43,2.342,1.87,0.335,66.6,0.211,3.12
DD0085,56.43,57.41,6.715,7.586,0.084,286.4,0.073,3.53
DD0085,57.41,58.39,4.653,3.266,0.2,76.5,0.029,3.2
DD0085,58.39,59.38,4.41,1.925,0.172,38.5,0.071,
DD0085,59.38,60.36,4.47,2.504,0.28,76.1,0.093,
DD0085,60.36,61.34,7.494,3.942,0.469,104.5,0.194,
DD0085,61.34,62.32,12.251,5.78,0.204,122.7,0.081,3.48
DD0085,62.32,63.3,5.833,5.022,0.3,97.7,0.261,3.2
DD0085,63.3,64.29,5.55,2.864,0.279,44.8,0.27,
DD0085,64.29,65.27,5.134,2.786,0.105,45.7,0.035,3.15
DD0085,65.27,66.25,9.723,3.378,0.162,50.4,0.029,
DD0085,66.25,68.21,0.11,0.036,0.022,1.4,0.005,
DD0085,68.21,70.17,0.107,0.037,0.005,1.5,0.002,
DD0085,70.17,72.13,0.059,0.029,0.025,1.7,0.002,
DD0085,72.13,74.09,0.023,0.014,0.016,1.2,0.003,
DD0085,74.09,76.05,0.038,0.016,0.029,0.7,0.005,
DD0085,76.05,78.01,0.012,0.01,0.026,1.4,0.007,
DD0085,78.01,79.97,0.012,0.007,0.04,0.6,0.007,
DD0085,79.97,81.93,0.008,0.004,0.09,0.3,0.012,
DD0085,81.93,83.89,0.025,0.011,0.145,0.6,0.059,
DD0085,83.89,85.84,0.035,0.011,0.046,0.7,0.016,
DD0085,85.84,87.8,0.042,0.012,0.025,0.9,0.004,
DD0085,87.8,89.76,0.038,0.008,0.043,0.5,0.01,
DD0085,89.76,91.72,0.021,0.003,0.042,0.2,0.014,
DD0085,91.72,93.68,0.015,0.004,0.13,0.2,0.022,
DD0085,93.68,95.64,0.03,0.015,0.055,1.0,0.013,
DD0085,95.64,97.6,0.047,0.019,0.035,1.2,0.014,
DD0085,97.6,99.56,0.026,0.014,0.067,1.3,0.011,
DD0085,99.56,101.52,0.015,0.008,0.05,0.5,0.006,
DD0085,101.52,103.48,0.012,0.005,0.026,0.2,0.002,
DD0085,103.48,105.44,0.017,0.008,0.019,0.4,0.001,
DD0085,105.44,107.4,0.009,0.005,0.087,0.4,0.003,
DD0085,107.4,109.36,0.025,0.01,0.029,0.4,0.008,
DD0086,11.0,13.01,0.034,0.016,0.004,0.5,0.004,
DD0086,13.01,15.02,0.051,0.025,0.002,1.3,0.006,
DD0086,15.02,17.02,0.059,0.042,0.002,1.7,0.013,
DD0086,17.02,19.03,0.026,0.01,0.003,0.5,0.011,
DD0086,19.03,21.04,0.035,0.021,0.003,1.7,0.008,
DD0086,21.04,23.05,0.042,0.016,0.003,1.0,0.008,
DD0086,23.05,25.06,0.056,0.037,0.002,2.0,0.018,
DD0086,25.06,27.06,0.037,0.012,0.008,0.7,0.032,
DD0086,27.06,29.07,0.034,0.012,0.008,0.7,0.021,
DD0086,29.07,31.08,0.022,0.007,0.017,0.3,0.034,
DD0086,31.08,33.09,0.031,0.015,0.009,0.9,0.03,
DD0086,33.09,35.1,0.041,0.023,0.009,1.0,0.042,
DD0086,35.1,37.1,0.036,0.017,0.003,0.8,0.006,
DD0086,37.1,39.11,0.025,0.008,0.006,0.4,0.028,
DD0086,39.11,41.12,0.051,0.015,0.003,0.4,0.016,
DD0086,41.12,43.13,0.054,0.024,0.006,2.0,0.015,
DD0086,43.13,45.14,0.11,0.051,0.005,2.0,0.008,
DD0086,45.14,47.15,0.055,0.02,0.002,1.1,0.002,
DD0086,47.15,49.15,0.052,0.014,0.004,0.5,0.022,
