HOLE_ID,FROM,TO,HORIZON
PF0161,20.75,42.0,OXI
PF0161,42.0,71.25,SAP
PF0161,71.25,108.6,ROCK
PF0162,0.0,1.25,SOIL
PF0162,1.25,21.5,ALU
PF0162,21.5,46.25,OXI
PF0162,46.25,69.5,SAP
PF0162,69.5,108.19,ROCK
PF0163,0.0,1.5,SOIL
PF0163,1.5,22.25,ALU
PF0163,22.25,46.75,OXI
PF0163,46.75,66.0,SAP
PF0163,66.0,86.13,ROCK
PF0164,0.0,3.0,SOIL
PF0164,3.0,21.25,ALU
PF0164,21.25,47.5,OXI
PF0164,47.5,65.75,SAP
PF0164,65.75,80.64,ROCK
PF0165,0.0,2.25,SOIL
PF0165,2.25,16.25,ALU
PF0165,16.25,54.5,OXI
PF0165,54.5,72.75,SAP
PF0165,72.75,100.22,ROCK
PF0166,0.0,2.0,SOIL
PF0166,2.0,16.0,ALU
PF0166,16.0,50.25,OXI
PF0166,50.25,68.5,SAP
PF0166,68.5,90.07,ROCK
PF0167,0.0,3.75,SOIL
PF0167,3.75,18.75,ALU
PF0167,18.75,37.25,OXI
PF0167,37.25,60.0,SAP
PF0167,60.0,92.6,ROCK
PF0168,0.0,4.0,SOIL
PF0168,4.0,19.75,ALU
PF0168,19.75,37.0,OXI
PF0168,37.0,65.25,SAP
PF0168,65.25,95.77,ROCK
PF0169,0.0,4.0,SOIL
PF0169,4.0,20.25,ALU
PF0169,20.25,40.25,OXI
PF0169,40.25,74.5,SAP
PF0169,74.5,94.28,ROCK
PF0170,0.0,3.0,SOIL
PF0170,3.0,24.75,ALU
PF0170,24.75,47.5,OXI
PF0170,47.5,81.0,SAP
PF0170,81.0,87.29,ROCK
PF0171,0.0,2.75,SOIL
PF0171,2.75,21.0,ALU
PF0171,21.0,44.0,OXI
PF0171,44.0,73.0,SAP
PF0171,73.0,95.29,ROCK
PF0172,0.0,3.25,SOIL
PF0172,3.25,21.0,ALU
PF0172,21.0,45.5,OXI
PF0172,45.5,74.25,SAP
PF0172,74.25,91.12,ROCK
PF0173,0.0,3.0,SOIL
PF0173,3.0,21.0,ALU
PF0173,21.0,46.0,OXI
PF0173,46.0,72.0,SAP
PF0173,72.0,108.77,ROCK
PF0174,0.0,3.0,SOIL
PF0174,3.0,21.0,ALU
PF0174,21.0,46.75,OXI
PF0174,46.75,68.25,SAP
PF0174,68.25,91.01,ROCK
PF0175,0.0,2.75,SOIL
PF0175,2.75,20.75,ALU
PF0175,20.75,46.75,OXI
PF0175,46.75,63.75,SAP
PF0175,63.75,96.39,ROCK
PF0176,0.0,2.75,SOIL
PF0176,2.75,20.25,ALU
PF0176,20.25,44.25,OXI
PF0176,44.25,61.0,SAP
PF0176,61.0,93.17,ROCK
PF0177,0.0,2.5,SOIL
PF0177,2.5,18.75,ALU
PF0177,18.75,41.75,OXI
PF0177,41.75,60.0,SAP
PF0177,60.0,79.98,ROCK
PF0178,0.0,1.75,SOIL
PF0178,1.75,15.75,ALU
PF0178,15.75,41.75,OXI
PF0178,41.75,61.75,SAP
PF0178,61.75,100.77,ROCK
PF0179,0.0,2.0,SOIL
PF0179,2.0,14.0,ALU
PF0179,14.0,47.25,OXI
PF0179,47.25,67.25,SAP
PF0179,67.25,87.76,ROCK
PF0180,0.0,4.5,SOIL
PF0180,4.5,21.0,ALU
PF0180,21.0,42.75,OXI
PF0180,42.75,71.25,SAP
PF0180,71.25,93.56,ROCK
PF0181,0.0,3.0,SOIL
PF0181,3.0,24.25,ALU
PF0181,24.25,45.25,OXI
PF0181,45.25,68.25,SAP
PF0181,68.25,103.23,ROCK
PF0182,0.0,3.25,SOIL
PF0182,3.25,23.75,ALU
PF0182,23.75,49.5,OXI
PF0182,49.5,72.25,SAP
PF0182,72.25,107.81,ROCK
PF0183,0.0,3.5,SOIL
PF0183,3.5,23.0,ALU
PF0183,23.0,52.5,OXI
PF0183,52.5,74.25,SAP
PF0183,74.25,106.88,ROCK
PF0184,0.0,2.75,SOIL
PF0184,2.75,22.0,ALU
PF0184,22.0,49.25,OXI
PF0184,49.25,66.0,SAP
PF0184,66.0,94.6,ROCK
PF0185,0.0,2.75,SOIL
PF0185,2.75,21.5,ALU
PF0185,21.5,49.5,OXI
PF0185,49.5,64.5,SAP
PF0185,64.5,86.87,ROCK
PF0186,0.0,2.75,SOIL
PF0186,2.75,20.75,ALU
PF0186,20.75,48.5,OXI
PF0186,48.5,64.5,SAP
PF0186,64.5,81.19,ROCK
PF0187,0.0,2.25,SOIL
PF0187,2.25,18.75,ALU
PF0187,18.75,43.75,OXI
PF0187,43.75,63.0,SAP
PF0187,63.0,97.56,ROCK
PF0188,0.0,1.5,SOIL
PF0188,1.5,16.5,ALU
PF0188,16.5,40.5,OXI
PF0188,40.5,62.5,SAP
PF0188,62.5,98.38,ROCK
PF0189,0.0,2.25,SOIL
PF0189,2.25,13.75,ALU
PF0189,13.75,45.0,OXI
PF0189,45.0,66.25,SAP
PF0189,66.25,100.36,ROCK
PF0190,0.0,2.5,SOIL
PF0190,2.5,14.5,ALU
PF0190,14.5,45.75,OXI
PF0190,45.75,66.5,SAP
PF0190,66.5,84.31,ROCK
PF0191,0.0,4.0,SOIL
PF0191,4.0,17.5,ALU
PF0191,17.5,47.5,OXI
PF0191,47.5,69.0,SAP
PF0191,69.0,84.74,ROCK
PF0192,0.0,2.5,SOIL
PF0192,2.5,26.75,ALU
PF0192,26.75,48.75,OXI
PF0192,48.75,68.0,SAP
PF0192,68.0,104.83,ROCK
PF0193,0.0,2.5,SOIL
PF0193,2.5,33.0,ALU
PF0193,33.0,59.5,OXI
PF0193,59.5,80.5,SAP
PF0193,80.5,96.9,ROCK
PF0194,0.0,2.25,SOIL
PF0194,2.25,27.25,ALU
PF0194,27.25,57.0,OXI
PF0194,57.0,72.75,SAP
PF0194,72.75,104.0,ROCK
PF0195,0.0,2.75,SOIL
PF0195,2.75,25.5,ALU
PF0195,25.5,56.5,OXI
PF0195,56.5,70.5,SAP
PF0195,70.5,88.52,ROCK
PF0196,0.0,2.5,SOIL
PF0196,2.5,25.25,ALU
PF0196,25.25,54.0,OXI
PF0196,54.0,67.0,SAP
PF0196,67.0,101.54,ROCK
PF0197,0.0,2.75,SOIL
PF0197,2.75,25.0,ALU
PF0197,25.0,55.5,OXI
PF0197,55.5,69.25,SAP
PF0197,69.25,107.47,ROCK
PF0198,0.0,3.0,SOIL
PF0198,3.0,24.25,ALU
PF0198,24.25,58.25,OXI
PF0198,58.25,74.0,SAP
PF0198,74.0,103.5,ROCK
PF0199,0.0,2.5,SOIL
PF0199,2.5,23.0,ALU
PF0199,23.0,58.75,OXI
PF0199,58.75,77.5,SAP
PF0199,77.5,101.03,ROCK
PF0200,0.0,1.5,SOIL
PF0200,1.5,20.25,ALU
PF0200,20.25,50.75,OXI
PF0200,50.75,72.5,SAP
PF0200,72.5,106.95,ROCK
PF0201,0.0,1.25,SOIL
PF0201,1.25,18.75,ALU
PF0201,18.75,46.75,OXI
PF0201,46.75,68.5,SAP
PF0201,68.5,106.66,ROCK
PF0202,0.0,2.5,SOIL
PF0202,2.5,17.75,ALU
PF0202,17.75,44.5,OXI
PF0202,44.5,66.25,SAP
PF0202,66.25,89.8,ROCK
PF0203,0.0,2.5,SOIL
PF0203,2.5,18.0,ALU
PF0203,18.0,49.0,OXI
PF0203,49.0,73.75,SAP
PF0203,73.75,101.0,ROCK
PF0204,0.0,2.0,SOIL
PF0204,2.0,15.25,ALU
PF0204,15.25,42.0,OXI
PF0204,42.0,64.25,SAP
PF0204,64.25,82.73,ROCK
PF0205,0.0,3.5,SOIL
PF0205,3.5,17.5,ALU
PF0205,17.5,46.25,OXI
PF0205,46.25,67.0,SAP
PF0205,67.0,88.03,ROCK
PF0206,0.0,1.75,SOIL
PF0206,1.75,35.0,ALU
PF0206,35.0,59.0,OXI
PF0206,59.0,74.75,SAP
PF0206,74.75,97.77,ROCK
PF0207,0.0,1.5,SOIL
PF0207,1.5,33.5,ALU
PF0207,33.5,61.5,OXI
PF0207,61.5,75.25,SAP
PF0207,75.25,103.27,ROCK
PF0208,0.0,2.0,SOIL
PF0208,2.0,28.0,ALU
PF0208,28.0,57.0,OXI
PF0208,57.0,70.25,SAP
PF0208,70.25,105.35,ROCK
PF0209,0.0,2.5,SOIL
PF0209,2.5,27.75,ALU
PF0209,27.75,58.75,OXI
PF0209,58.75,73.5,SAP
PF0209,73.5,100.47,ROCK
PF0210,0.0,2.75,SOIL
PF0210,2.75,27.75,ALU
PF0210,27.75,67.25,OXI
PF0210,67.25,83.25,SAP
PF0210,83.25,113.54,ROCK
PF0211,0.0,2.5,SOIL
PF0211,2.5,26.75,ALU
PF0211,26.75,77.25,OXI
PF0211,77.25,94.75,SAP
PF0211,94.75,119.32,ROCK
PF0212,0.0,1.5,SOIL
PF0212,1.5,28.75,ALU
PF0212,28.75,76.75,OXI
PF0212,76.75,98.75,SAP
PF0212,98.75,114.89,ROCK
PF0213,0.0,2.25,SOIL
PF0213,2.25,25.5,ALU
PF0213,25.5,55.0,OXI
PF0213,55.0,74.0,SAP
PF0213,74.0,97.42,ROCK
PF0214,0.0,2.5,SOIL
PF0214,2.5,24.25,ALU
PF0214,24.25,48.75,OXI
PF0214,48.75,70.25,SAP
PF0214,70.25,108.37,ROCK
PF0215,0.0,3.75,SOIL
PF0215,3.75,21.25,ALU
PF0215,21.25,44.75,OXI
PF0215,44.75,65.75,SAP
PF0215,65.75,103.89,ROCK
PF0216,0.0,4.25,SOIL
PF0216,4.25,22.5,ALU
PF0216,22.5,48.5,OXI
PF0216,48.5,65.75,SAP
PF0216,65.75,99.99,ROCK
PF0217,0.0,3.25,SOIL
PF0217,3.25,29.0,ALU
PF0217,29.0,62.25,OXI
PF0217,62.25,79.5,SAP
PF0217,79.5,105.96,ROCK
PF0218,0.0,3.5,SOIL
PF0218,3.5,31.75,ALU
PF0218,31.75,58.25,OXI
PF0218,58.25,73.25,SAP
PF0218,73.25,108.0,ROCK
PF0219,0.0,3.0,SOIL
PF0219,3.0,36.0,ALU
PF0219,36.0,62.5,OXI
PF0219,62.5,77.0,SAP
PF0219,77.0,115.47,ROCK
PF0220,0.0,2.0,SOIL
PF0220,2.0,32.75,ALU
PF0220,32.75,64.75,OXI
PF0220,64.75,78.0,SAP
PF0220,78.0,99.73,ROCK
PF0221,0.0,1.75,SOIL
PF0221,1.75,26.25,ALU
PF0221,26.25,56.0,OXI
PF0221,56.0,72.5,SAP
PF0221,72.5,89.37,ROCK
PF0222,0.0,2.0,SOIL
PF0222,2.0,28.25,ALU
PF0222,28.25,77.0,OXI
PF0222,77.0,93.0,SAP
PF0222,93.0,111.21,ROCK
PF0223,0.0,1.5,SOIL
PF0223,1.5,34.5,ALU
PF0223,34.5,101.75,OXI
PF0223,101.75,118.75,SAP
PF0223,118.75,125.37,ROCK
PF0224,0.0,2.25,SOIL
PF0224,2.25,33.75,ALU
PF0224,33.75,73.0,OXI
PF0224,73.0,88.25,SAP
PF0224,88.25,115.14,ROCK
PF0225,0.0,3.5,SOIL
PF0225,3.5,32.0,ALU
PF0225,32.0,54.5,OXI
PF0225,54.5,77.75,SAP
PF0225,77.75,103.26,ROCK
PF0226,0.0,4.25,SOIL
PF0226,4.25,28.5,ALU
PF0226,28.5,51.5,OXI
PF0226,51.5,72.5,SAP
PF0226,72.5,90.72,ROCK
PF0227,0.0,4.5,SOIL
PF0227,4.5,28.0,ALU
PF0227,28.0,54.0,OXI
PF0227,54.0,70.5,SAP
PF0227,70.5,110.27,ROCK
PF0228,0.0,3.0,SOIL
PF0228,3.0,26.5,ALU
PF0228,26.5,51.5,OXI
PF0228,51.5,65.25,SAP
PF0228,65.25,87.14,ROCK
PF0229,0.0,2.75,SOIL
PF0229,2.75,28.5,ALU
PF0229,28.5,55.0,OXI
PF0229,55.0,67.75,SAP
PF0229,67.75,104.25,ROCK
PF0230,0.0,2.75,SOIL
PF0230,2.75,31.0,ALU
PF0230,31.0,61.5,OXI
PF0230,61.5,73.5,SAP
PF0230,73.5,91.07,ROCK
PF0231,0.0,2.75,SOIL
PF0231,2.75,31.5,ALU
PF0231,31.5,65.75,OXI
PF0231,65.75,78.25,SAP
PF0231,78.25,94.16,ROCK
PF0232,0.0,2.5,SOIL
PF0232,2.5,27.5,ALU
PF0232,27.5,61.25,OXI
PF0232,61.25,75.75,SAP
PF0232,75.75,105.0,ROCK
PF0233,0.0,2.5,SOIL
PF0233,2.5,24.25,ALU
PF0233,24.25,54.0,OXI
PF0233,54.0,70.25,SAP
PF0233,70.25,85.32,ROCK
PF0234,0.0,2.75,SOIL
PF0234,2.75,24.25,ALU
PF0234,24.25,52.25,OXI
PF0234,52.25,68.75,SAP
PF0234,68.75,103.11,ROCK
PF0235,0.0,2.5,SOIL
PF0235,2.5,26.5,ALU
PF0235,26.5,58.0,OXI
PF0235,58.0,72.75,SAP
PF0235,72.75,106.55,ROCK
PF0236,0.0,1.0,SOIL
PF0236,1.0,29.0,ALU
PF0236,29.0,69.25,OXI
PF0236,69.25,81.75,SAP
PF0236,81.75,100.32,ROCK
PF0237,0.0,3.5,SOIL
PF0237,3.5,40.25,ALU
PF0237,40.25,68.0,OXI
PF0237,68.0,90.25,SAP
PF0237,90.25,128.91,ROCK
PF0238,0.0,3.75,SOIL
PF0238,3.75,36.0,ALU
PF0238,36.0,61.0,OXI
PF0238,61.0,82.25,SAP
PF0238,82.25,113.35,ROCK
PF0239,0.0,4.25,SOIL
PF0239,4.25,33.5,ALU
PF0239,33.5,62.0,OXI
PF0239,62.0,79.5,SAP
PF0239,79.5,109.53,ROCK
PF0240,0.0,1.25,SOIL
PF0240,1.25,21.0,ALU
PF0240,21.0,49.0,OXI
PF0240,49.0,63.5,SAP
PF0240,63.5,98.31,ROCK
PF0241,0.0,1.75,SOIL
PF0241,1.75,22.0,ALU
PF0241,22.0,45.5,OXI
PF0241,45.5,58.5,SAP
PF0241,58.5,94.76,ROCK
PF0242,0.0,2.75,SOIL
PF0242,2.75,25.25,ALU
PF0242,25.25,53.5,OXI
PF0242,53.5,64.0,SAP
PF0242,64.0,80.65,ROCK
PF0243,0.0,2.75,SOIL
PF0243,2.75,26.5,ALU
PF0243,26.5,59.5,OXI
PF0243,59.5,70.25,SAP
PF0243,70.25,85.56,ROCK
PF0244,0.0,2.25,SOIL
PF0244,2.25,23.0,ALU
PF0244,23.0,54.25,OXI
PF0244,54.25,68.75,SAP
PF0244,68.75,86.13,ROCK
PF0245,0.0,3.0,SOIL
PF0245,3.0,22.75,ALU
PF0245,22.75,48.25,OXI
PF0245,48.25,63.5,SAP
PF0245,63.5,98.89,ROCK
PF0246,0.0,3.0,SOIL
PF0246,3.0,24.25,ALU
PF0246,24.25,45.5,OXI
PF0246,45.5,60.0,SAP
PF0246,60.0,98.1,ROCK
PF0247,0.0,1.5,SOIL
PF0247,1.5,26.75,ALU
PF0247,26.75,48.0,OXI
PF0247,48.0,61.0,SAP
PF0247,61.0,76.54,ROCK
PF0248,0.0,1.5,SOIL
PF0248,1.5,34.0,ALU
PF0248,34.0,67.0,OXI
PF0248,67.0,82.25,SAP
PF0248,82.25,111.82,ROCK
PF0249,0.0,1.75,SOIL
PF0249,1.75,38.25,ALU
PF0249,38.25,80.25,OXI
PF0249,80.25,99.5,SAP
PF0249,99.5,125.83,ROCK
PF0250,0.0,2.0,SOIL
PF0250,2.0,41.0,ALU
PF0250,41.0,82.75,OXI
PF0250,82.75,105.5,SAP
PF0250,105.5,139.78,ROCK
PF0251,0.0,2.75,SOIL
PF0251,2.75,41.0,ALU
PF0251,41.0,76.25,OXI
PF0251,76.25,97.0,SAP
PF0251,97.0,112.38,ROCK
