HOLE_ID,FROM,TO,P2O5_PCT,P2O5_AP_PCT,CAO_PCT,SIO2_PCT,FE2O3_PCT,AL2O3_PCT,MGO_PCT
PF0050,63.18,67.89,8.98,8.96,24.44,11.6,9.06,1.87,5.58
PF0050,67.89,72.61,3.21,3.2,16.83,16.97,13.2,1.8,6.52
PF0050,72.61,77.32,3.39,3.09,17.06,22.4,15.07,2.59,
PF0050,77.32,82.03,4.17,4.13,18.1,23.08,19.19,3.31,24.88
PF0051,0.0,2.75,2.11,0.16,0.23,34.13,17.35,17.52,
PF0051,2.75,7.38,3.99,0.23,0.32,19.12,39.3,12.65,0.73
PF0051,7.38,12.0,3.43,0.33,0.46,25.54,35.36,29.74,0.47
PF0051,12.0,16.62,4.82,0.24,0.34,18.44,36.91,14.41,0.38
PF0051,16.62,21.25,3.67,0.24,0.33,15.72,44.39,30.02,0.86
PF0051,21.25,26.3,13.51,10.87,15.74,12.77,30.47,6.34,4.0
PF0051,26.3,31.35,10.4,5.71,8.34,13.21,47.59,2.28,2.64
PF0051,31.35,36.4,14.79,9.3,12.26,18.52,26.13,2.64,
PF0051,36.4,41.45,20.46,12.59,17.12,10.37,24.9,2.26,3.54
PF0051,41.45,46.5,14.02,11.72,16.16,19.96,28.86,4.12,
PF0051,46.5,51.58,7.42,6.9,19.18,21.55,16.87,3.85,11.13
PF0051,51.58,56.67,7.39,6.82,19.14,14.74,19.44,2.79,11.23
PF0051,56.67,61.75,8.8,8.7,20.55,16.93,17.26,4.22,7.12
PF0051,61.75,66.02,5.61,5.08,19.99,9.69,13.36,2.7,6.9
PF0051,66.02,70.3,9.02,8.36,24.48,13.12,10.74,3.74,9.54
PF0052,0.0,2.75,1.71,0.19,0.26,24.68,27.3,13.71,0.22
PF0052,2.75,7.12,3.77,0.22,0.31,17.14,30.83,14.87,0.65
PF0052,7.12,11.5,5.42,0.26,0.36,10.18,42.85,27.87,0.5
PF0052,11.5,15.88,3.14,0.35,0.5,15.96,35.99,21.26,
PF0052,15.88,20.25,3.53,0.35,0.46,17.7,40.09,15.47,0.32
PF0052,20.25,25.55,13.4,7.03,9.58,12.01,33.31,5.21,1.28
PF0052,25.55,30.85,19.4,7.48,10.33,7.69,20.01,3.82,1.01
PF0052,30.85,36.15,10.13,9.65,13.17,13.62,35.79,5.38,1.09
PF0052,36.15,41.45,16.57,11.47,15.4,14.95,22.72,2.98,0.97
PF0052,41.45,46.75,19.27,8.64,11.67,9.55,20.69,7.0,1.65
PF0052,46.75,52.12,7.02,6.71,14.71,29.31,20.74,2.43,
PF0052,52.12,57.5,11.51,11.08,18.54,15.87,18.14,3.98,5.97
PF0052,57.5,62.88,10.4,9.74,23.1,14.0,14.5,2.9,15.92
PF0052,62.88,68.25,11.95,11.66,24.22,25.52,18.58,2.83,11.02
PF0052,68.25,73.25,4.03,3.97,17.91,26.77,10.66,1.76,
PF0052,73.25,78.25,6.2,5.75,20.77,15.37,8.72,1.2,9.24
PF0052,78.25,83.25,4.88,4.78,19.03,17.27,14.62,1.95,
PF0052,83.25,88.25,4.36,4.21,18.34,22.17,18.97,2.8,9.07
PF0052,88.25,93.25,6.19,6.14,20.76,18.38,11.51,2.61,10.45
PF0052,93.25,98.25,4.92,4.74,19.08,14.9,10.03,2.06,14.53
PF0053,0.0,2.75,2.54,0.12,0.17,37.2,27.73,11.73,0.29
PF0053,2.75,7.75,8.43,0.38,0.52,12.97,26.41,23.32,0.36
PF0053,7.75,12.75,6.12,0.52,0.7,10.32,26.91,14.33,0.24
PF0053,12.75,17.75,6.41,0.33,0.48,20.17,31.94,10.68,
PF0053,17.75,22.75,4.82,0.27,0.36,14.35,30.72,18.08,
PF0053,22.75,27.5,10.21,5.99,8.56,10.34,25.42,5.11,1.42
PF0053,27.5,32.25,7.34,5.76,7.86,16.33,33.21,1.42,0.99
PF0053,32.25,37.0,17.03,11.3,15.83,9.42,21.64,6.19,1.65
PF0053,37.0,41.75,10.14,5.42,7.87,12.25,28.38,5.59,
PF0053,41.75,46.5,10.18,6.04,8.66,19.42,37.89,3.42,1.16
PF0053,46.5,51.25,13.33,8.23,11.75,11.2,27.17,1.94,
PF0053,51.25,56.0,7.77,6.12,8.22,8.51,22.91,4.15,2.2
PF0053,56.0,61.15,5.67,5.23,16.87,17.26,16.84,1.41,
PF0053,61.15,66.3,5.21,4.95,7.79,18.91,19.93,4.42,5.03
PF0053,66.3,71.45,6.3,5.71,15.69,13.26,26.84,2.71,6.59
PF0053,71.45,76.6,11.21,10.46,24.0,7.97,31.48,5.46,8.87
PF0053,76.6,81.75,9.23,8.93,17.88,16.63,16.6,6.69,11.23
PF0053,81.75,86.56,3.81,3.51,17.63,22.29,6.51,5.34,10.11
PF0053,86.56,91.36,5.39,5.09,19.71,16.81,8.61,3.61,16.78
PF0053,91.36,96.17,4.06,3.96,17.95,16.37,13.38,1.81,
PF0054,0.0,3.0,1.71,0.21,0.3,31.7,39.28,9.54,0.42
PF0054,3.0,7.38,4.1,0.31,0.43,12.2,43.01,15.34,0.57
PF0054,7.38,11.75,4.23,0.28,0.4,15.5,34.42,20.53,
PF0054,11.75,16.12,4.52,0.17,0.24,22.72,26.39,29.7,
PF0054,16.12,20.5,4.42,0.34,0.47,22.36,48.19,16.83,0.33
PF0054,20.5,25.5,17.7,7.47,10.56,12.73,30.81,5.94,2.84
PF0054,25.5,30.5,9.5,9.07,12.21,10.88,25.51,6.52,2.72
PF0054,30.5,35.5,7.2,6.84,9.58,9.03,30.6,7.15,1.92
PF0054,35.5,40.5,9.77,6.59,8.83,16.19,28.59,3.54,
PF0054,40.5,45.5,10.21,4.75,6.57,17.96,39.33,6.69,
PF0054,45.5,50.2,7.15,6.8,12.58,30.01,15.62,2.29,6.12
PF0054,50.2,54.9,8.6,7.78,11.8,25.53,17.87,2.6,11.14
PF0054,54.9,59.6,9.97,9.2,14.87,16.77,18.09,1.88,7.03
PF0054,59.6,64.3,9.96,9.62,17.3,23.25,10.62,3.36,15.43
PF0054,64.3,69.0,10.72,10.61,17.51,15.74,20.21,1.81,5.02
PF0054,69.0,74.2,4.59,4.5,14.92,20.97,11.25,1.73,
PF0054,74.2,79.41,4.61,4.54,12.31,17.29,12.7,2.76,10.1
PF0054,79.41,84.61,7.69,7.59,22.74,12.74,9.35,2.05,25.7
PF0054,84.61,89.81,5.81,5.54,20.26,15.7,11.78,1.24,25.93
PF0055,0.0,3.75,1.67,0.27,0.37,19.5,25.87,14.32,0.53
PF0055,3.75,9.42,4.08,0.37,0.51,11.73,24.2,16.07,
PF0055,9.42,15.08,8.63,0.64,0.93,11.46,25.08,18.43,0.51
PF0055,15.08,20.75,1.61,0.18,0.25,12.65,44.29,35.65,0.55
PF0055,20.75,25.7,14.24,11.45,16.21,8.2,30.19,6.96,3.56
PF0055,25.7,30.65,17.97,9.76,13.53,7.22,31.88,8.32,2.68
PF0055,30.65,35.6,7.43,3.45,5.02,21.75,36.55,6.15,1.01
PF0055,35.6,40.55,8.85,4.3,5.89,18.2,41.22,2.82,0.86
PF0055,40.55,45.5,10.13,5.97,8.22,12.58,39.23,6.22,2.11
PF0055,45.5,51.12,11.8,10.35,13.86,20.52,13.33,4.2,3.72
PF0055,51.12,56.75,14.42,14.37,28.4,14.95,14.76,1.75,7.71
PF0055,56.75,62.38,6.72,6.52,16.27,23.67,20.41,2.29,18.99
PF0055,62.38,68.0,7.3,6.69,12.7,24.89,19.48,3.41,5.72
PF0055,68.0,73.08,2.42,2.36,15.79,30.13,12.91,4.05,4.35
PF0055,73.08,78.17,3.2,2.96,16.81,54.8,10.86,1.71,
PF0055,78.17,83.25,4.06,4.06,15.9,26.13,20.18,2.2,17.6
PF0055,83.25,88.33,3.86,3.51,16.01,16.82,14.74,3.08,12.51
PF0055,88.33,93.42,3.12,3.1,15.79,29.73,9.42,0.9,10.02
PF0055,93.42,98.5,4.24,4.01,18.19,24.12,15.24,0.99,23.66
PF0056,0.0,3.75,2.32,0.34,0.47,26.2,24.23,19.26,0.59
PF0056,3.75,9.08,5.27,0.46,0.66,12.06,33.72,34.58,0.34
PF0056,9.08,14.42,3.35,0.4,0.58,14.61,57.89,18.18,0.39
PF0056,14.42,19.75,4.73,0.45,0.66,14.47,35.29,25.42,
PF0056,19.75,25.0,15.33,10.21,14.46,15.75,28.1,8.67,
PF0056,25.0,30.25,7.0,4.18,6.07,11.64,28.51,5.96,
PF0056,30.25,35.5,11.5,6.7,9.18,10.34,36.85,7.33,0.93
PF0056,35.5,40.75,11.99,8.24,11.4,12.43,31.42,4.83,0.66
PF0056,40.75,46.0,13.31,11.11,15.44,16.56,23.58,2.2,
PF0056,46.0,51.44,6.16,5.9,15.87,15.04,24.11,1.97,9.76
PF0056,51.44,56.88,6.89,6.49,13.14,18.63,22.62,1.44,
PF0056,56.88,62.31,6.8,6.52,13.84,15.18,21.22,2.63,4.84
PF0056,62.31,67.75,4.25,3.88,10.99,22.04,24.21,3.36,3.34
PF0056,67.75,71.97,4.0,3.84,17.88,25.59,12.15,3.73,10.11
PF0056,71.97,76.18,4.77,4.4,18.89,19.35,14.47,3.68,12.06
PF0056,76.18,80.4,3.74,3.63,17.53,34.73,18.19,2.37,8.32
PF0057,0.0,2.75,2.92,0.29,0.4,30.93,31.7,21.22,0.8
PF0057,2.75,7.5,5.52,0.36,0.52,10.69,34.23,18.48,0.51
PF0057,7.5,12.25,5.12,0.39,0.54,16.62,40.54,31.67,0.51
PF0057,12.25,17.0,3.13,0.48,0.67,15.18,37.63,10.28,0.91
PF0057,17.0,22.05,10.19,6.84,9.52,10.87,25.19,2.82,1.09
PF0057,22.05,27.1,7.66,5.04,6.81,19.92,29.3,4.51,1.73
PF0057,27.1,32.15,10.34,9.38,12.57,11.07,31.9,9.32,2.01
PF0057,32.15,37.2,6.7,3.83,5.55,11.88,33.28,2.83,0.62
PF0057,37.2,42.25,11.94,7.33,9.72,8.98,30.97,6.44,0.83
PF0057,42.25,48.0,10.2,7.99,10.93,14.19,20.48,1.23,
PF0057,48.0,53.75,8.92,8.24,21.15,17.17,17.44,2.49,14.9
PF0057,53.75,59.5,9.78,9.73,22.29,11.66,19.94,6.13,11.41
PF0057,59.5,64.89,4.75,4.58,18.86,14.52,7.32,1.58,
PF0057,64.89,70.28,7.65,7.25,22.66,12.85,8.7,2.93,7.6
PF0057,70.28,75.68,9.16,8.65,24.67,10.87,8.03,2.81,21.7
PF0057,75.68,81.07,4.39,4.04,18.39,22.88,9.3,1.54,
PF0057,81.07,86.46,4.58,4.33,18.64,27.61,11.24,1.08,
PF0058,0.0,2.25,1.54,0.15,0.22,30.89,35.63,19.51,
PF0058,2.25,6.83,4.85,0.25,0.36,11.77,62.14,15.38,0.5
PF0058,6.83,11.42,5.96,0.43,0.58,12.02,34.21,12.95,0.36
PF0058,11.42,16.0,2.7,0.3,0.41,14.39,43.0,15.9,0.49
PF0058,16.0,20.6,7.9,3.98,5.58,22.32,46.64,6.82,2.35
PF0058,20.6,25.2,8.14,8.08,10.99,13.03,43.52,5.11,
PF0058,25.2,29.8,13.53,4.83,6.93,11.84,29.4,4.72,1.43
PF0058,29.8,34.4,9.07,6.34,8.83,11.51,28.23,7.37,2.91
PF0058,34.4,39.0,16.62,13.0,18.73,15.44,20.41,3.07,2.48
PF0058,39.0,43.75,5.53,5.23,14.72,32.54,14.6,3.19,5.93
PF0058,43.75,48.5,9.45,8.58,21.85,15.13,14.26,2.89,6.7
PF0058,48.5,53.25,9.62,8.9,16.67,15.47,14.3,3.3,
PF0058,53.25,58.6,11.9,11.13,28.28,9.2,6.26,1.27,7.52
PF0058,58.6,63.96,6.85,6.59,21.63,19.3,8.65,3.16,25.35
PF0058,63.96,69.31,4.34,3.97,18.32,23.92,11.72,1.57,21.35
PF0058,69.31,74.67,7.95,7.27,23.08,9.62,10.51,0.83,22.61
PF0058,74.67,80.02,3.63,3.42,17.39,17.84,12.59,1.49,
PF0059,0.0,2.5,2.29,0.25,0.36,21.58,30.43,19.79,0.37
PF0059,2.5,6.92,9.79,0.55,0.75,15.3,34.11,30.68,0.42
PF0059,6.92,11.33,2.79,0.19,0.26,14.58,33.28,15.34,0.61
PF0059,11.33,15.75,3.03,0.15,0.22,11.73,38.16,34.34,0.4
PF0059,15.75,20.81,10.27,3.99,5.37,14.0,24.24,5.61,1.04
PF0059,20.81,25.88,14.94,6.2,8.81,9.79,30.29,12.14,1.3
PF0059,25.88,30.94,8.76,8.67,11.86,11.56,35.39,7.04,2.71
PF0059,30.94,36.0,19.85,16.24,23.3,13.53,20.41,5.03,2.99
PF0059,36.0,40.25,13.84,13.17,19.35,13.65,13.94,1.62,7.93
PF0059,40.25,44.5,11.23,9.44,12.58,25.78,17.06,4.36,
PF0059,44.5,48.75,6.6,6.14,12.8,19.69,19.08,2.03,
PF0059,48.75,53.85,3.58,3.35,10.57,26.63,13.3,0.42,5.72
PF0059,53.85,58.95,3.67,3.62,15.5,21.94,12.6,3.54,6.65
PF0059,58.95,64.05,7.34,6.83,22.28,9.58,8.93,5.6,
PF0059,64.05,69.15,8.04,7.79,23.2,16.73,7.34,1.92,
PF0059,69.15,74.25,9.24,8.82,24.78,13.09,12.83,3.09,15.12
PF0060,0.0,3.75,1.34,0.14,0.21,41.78,24.49,17.89,0.36
PF0060,3.75,9.88,3.94,0.19,0.27,10.96,23.88,23.67,0.42
PF0060,9.88,16.0,4.47,0.26,0.34,18.47,43.12,16.11,0.22
PF0060,16.0,20.69,14.48,6.29,8.41,9.72,23.15,3.84,1.43
PF0060,20.69,25.38,16.82,9.17,13.3,9.42,22.35,3.05,2.0
PF0060,25.38,30.06,10.03,3.45,4.97,8.64,26.48,5.95,1.22
PF0060,30.06,34.75,14.31,8.9,11.96,7.37,21.35,3.24,2.15
PF0060,34.75,39.08,6.7,6.09,10.51,29.38,11.3,2.42,
PF0060,39.08,43.42,9.0,8.35,14.16,31.0,12.48,7.13,9.1
PF0060,43.42,47.75,7.19,6.64,8.83,16.84,15.26,6.66,4.26
PF0060,47.75,52.69,3.23,3.23,11.7,23.87,12.19,2.64,11.88
PF0060,52.69,57.63,3.91,3.89,17.76,20.27,13.79,3.72,
PF0060,57.63,62.57,5.48,5.22,19.83,15.81,12.39,3.28,13.2
PF0060,62.57,67.51,6.16,5.58,20.72,19.65,10.58,4.48,13.48
PF0061,0.0,2.5,1.69,0.21,0.28,51.08,20.67,20.49,
PF0061,2.5,8.38,8.5,0.41,0.57,13.22,26.17,10.91,0.43
PF0061,8.38,14.25,4.33,0.32,0.47,14.9,37.48,21.23,
PF0061,14.25,18.8,24.05,14.46,19.98,8.1,24.61,3.3,1.37
PF0061,18.8,23.35,10.29,9.73,15.12,11.76,31.49,2.51,
PF0061,23.35,27.9,7.93,7.87,15.06,14.74,27.49,4.22,
PF0061,27.9,32.45,14.7,11.89,16.88,5.87,22.28,5.42,3.71
PF0061,32.45,37.0,10.47,10.4,14.09,8.21,23.22,4.08,2.07
PF0061,37.0,41.83,9.91,9.14,22.46,15.11,20.89,1.64,
PF0061,41.83,46.67,12.0,8.73,12.76,12.81,15.5,2.12,13.26
PF0061,46.67,51.5,9.31,8.5,11.92,12.28,11.6,1.76,3.89
PF0061,51.5,56.75,6.35,5.75,20.97,17.13,8.31,1.58,8.98
PF0061,56.75,61.99,3.85,3.57,13.95,20.05,11.03,1.54,12.27
PF0061,61.99,67.24,3.19,3.16,14.59,23.51,9.46,3.42,8.83
PF0061,67.24,72.49,3.43,3.22,11.84,22.44,9.42,1.54,10.95
PF0061,72.49,77.73,3.94,3.57,16.6,27.78,12.15,1.42,
PF0062,0.0,2.0,3.82,0.29,0.41,29.72,26.84,26.64,0.63
PF0062,2.0,8.25,6.01,0.39,0.57,17.79,33.5,21.41,0.62
PF0062,8.25,14.5,8.66,0.41,0.59,18.39,37.36,11.61,0.47
PF0062,14.5,19.6,8.36,4.82,6.69,15.74,27.27,6.1,1.59
PF0062,19.6,24.7,13.86,10.12,14.64,12.13,26.93,9.32,3.36
PF0062,24.7,29.8,14.13,8.73,11.66,9.67,21.85,4.96,
PF0062,29.8,34.9,11.54,8.95,12.6,8.06,24.97,6.44,
PF0062,34.9,40.0,15.64,6.24,8.93,10.63,18.74,7.75,
PF0062,40.0,45.42,8.2,7.98,13.51,22.43,14.16,3.45,
PF0062,45.42,50.83,7.51,7.0,11.38,24.79,21.1,2.05,5.91
PF0062,50.83,56.25,8.9,8.35,18.17,20.31,18.45,1.81,6.34
PF0062,56.25,61.03,1.98,1.93,15.21,28.22,13.69,3.8,7.54
PF0062,61.03,65.81,2.45,2.33,9.87,36.01,13.69,2.35,9.1
PF0062,65.81,70.59,3.08,2.8,10.79,13.86,16.7,2.29,13.15
PF0062,70.59,75.38,2.58,2.55,10.5,26.5,9.17,3.0,18.81
PF0062,75.38,80.16,4.45,4.37,13.92,23.25,12.37,2.74,
PF0062,80.16,84.94,3.49,3.29,17.2,17.38,13.43,4.04,16.42
PF0063,0.0,2.75,1.04,0.14,0.18,44.09,25.18,9.76,0.46
PF0063,2.75,7.44,2.91,0.26,0.37,18.86,32.02,22.32,0.63
PF0063,7.44,12.12,5.58,0.38,0.51,13.79,36.23,18.5,0.32
PF0063,12.12,16.81,3.98,0.26,0.38,18.18,31.13,12.16,
PF0063,16.81,21.5,7.31,0.51,0.71,14.63,28.44,18.71,
PF0063,21.5,26.7,17.67,11.78,16.33,7.15,17.49,4.84,1.24
PF0063,26.7,31.9,17.79,10.37,14.46,9.27,25.73,3.13,1.27
PF0063,31.9,37.1,21.93,9.89,13.13,10.19,14.1,6.28,1.96
PF0063,37.1,42.3,7.41,6.94,9.8,23.3,35.35,6.75,2.53
PF0063,42.3,47.5,9.54,6.99,9.55,16.78,22.86,8.04,
PF0063,47.5,52.44,10.33,9.34,15.92,20.74,14.23,1.66,4.66
PF0063,52.44,57.38,5.84,5.0,6.71,23.29,16.1,3.18,6.04
PF0063,57.38,62.31,8.77,8.03,15.72,16.67,14.25,4.59,7.41
PF0063,62.31,67.25,9.28,9.12,15.26,18.99,18.5,1.99,9.1
PF0063,67.25,72.26,4.7,4.67,18.79,19.48,9.24,1.54,7.99
PF0063,72.26,77.26,9.53,9.41,25.16,15.26,8.32,1.92,10.97
PF0063,77.26,82.27,3.06,2.91,16.63,22.43,10.64,1.45,11.98
PF0063,82.27,87.27,6.71,6.45,21.44,13.89,11.97,1.01,8.35
PF0063,87.27,92.28,4.52,4.23,18.55,31.13,14.11,1.73,9.26
PF0063,92.28,97.28,4.52,4.26,18.55,24.7,12.56,2.68,
PF0063,97.28,102.29,7.74,7.47,22.81,11.21,11.9,1.86,14.9
PF0064,0.0,2.5,1.48,0.15,0.21,29.94,30.51,15.71,0.21
PF0064,2.5,7.25,4.73,0.21,0.27,10.1,35.01,29.34,0.25
PF0064,7.25,12.0,5.42,0.35,0.49,10.6,31.92,18.11,0.25
PF0064,12.0,16.75,4.91,0.19,0.26,9.76,32.18,23.01,0.3
PF0064,16.75,21.5,4.8,0.22,0.31,21.34,34.81,12.42,0.18
PF0064,21.5,26.17,15.49,4.76,6.84,11.73,40.97,5.56,1.14
PF0064,26.17,30.83,8.77,4.85,7.06,9.89,29.13,1.86,1.21
PF0064,30.83,35.5,15.67,8.88,12.51,9.4,16.75,2.92,2.41
PF0064,35.5,40.17,9.09,4.66,6.59,12.67,32.57,12.48,1.46
PF0064,40.17,44.83,14.85,6.99,10.03,15.92,34.48,6.27,1.45
PF0064,44.83,49.5,13.57,12.67,19.98,17.05,18.87,4.93,2.14
PF0064,49.5,54.44,7.86,5.98,8.37,24.28,14.67,1.67,
PF0064,54.44,59.38,9.22,8.75,14.3,22.31,23.18,2.71,4.71
PF0064,59.38,64.31,7.31,6.93,16.12,17.71,20.0,4.28,7.65
PF0064,64.31,69.25,9.76,8.96,17.29,20.13,16.92,2.7,9.16
PF0064,69.25,74.22,6.15,5.95,20.7,21.16,9.52,2.36,14.14
PF0064,74.22,79.19,5.45,5.19,19.78,17.79,15.67,2.09,9.68
PF0064,79.19,84.15,8.84,8.42,24.24,15.36,10.97,4.15,
PF0064,84.15,89.12,5.77,5.27,20.21,18.17,12.36,3.07,5.25
PF0064,89.12,94.09,3.68,3.39,17.45,14.99,15.92,1.92,11.74
PF0064,94.09,99.06,2.62,2.41,16.06,27.32,15.17,3.35,12.28
PF0064,99.06,104.03,6.32,6.15,20.93,18.99,10.68,1.72,12.07
PF0064,104.03,109.0,6.42,6.05,21.07,16.87,14.99,1.18,17.59
PF0065,0.0,2.5,1.44,0.14,0.2,27.01,51.55,14.39,0.4
PF0065,2.5,7.31,5.01,0.36,0.52,16.89,52.02,18.06,0.82
PF0065,7.31,12.12,3.32,0.29,0.41,20.02,43.07,18.38,
PF0065,12.12,16.94,3.51,0.42,0.58,15.96,39.01,21.56,0.68
PF0065,16.94,21.75,5.08,0.4,0.57,20.32,49.41,12.21,
PF0065,21.75,26.33,15.24,8.1,10.72,14.61,35.46,5.16,1.82
PF0065,26.33,30.92,11.41,5.21,7.24,10.74,34.86,1.75,3.01
PF0065,30.92,35.5,8.34,6.09,8.46,17.07,36.16,1.67,2.65
PF0065,35.5,40.08,15.93,6.12,8.85,9.08,34.02,6.0,
PF0065,40.08,44.67,18.12,6.76,9.17,18.38,32.82,7.84,1.05
PF0065,44.67,49.25,8.58,6.54,8.85,20.25,21.69,6.53,2.63
PF0065,49.25,54.56,9.46,8.52,15.68,23.63,14.53,2.63,
PF0065,54.56,59.88,11.05,10.84,21.71,29.62,15.93,2.47,7.43
PF0065,59.88,65.19,13.53,9.05,13.1,25.89,14.44,2.86,4.66
PF0065,65.19,70.5,11.28,10.48,24.27,20.72,18.12,1.99,8.06
PF0065,70.5,75.31,6.89,6.72,21.68,12.78,12.91,1.87,
PF0065,75.31,80.12,8.59,8.36,23.92,17.42,10.71,6.07,
PF0065,80.12,84.93,8.05,7.61,23.21,18.97,8.95,6.13,
PF0065,84.93,89.74,4.92,4.45,19.09,26.0,14.09,1.84,13.34
PF0065,89.74,94.55,4.09,3.77,15.92,16.86,10.4,1.82,45.91
PF0065,94.55,99.36,6.8,6.29,20.45,16.71,9.08,1.73,40.23
PF0066,0.0,2.75,2.69,0.46,0.62,29.34,28.51,17.2,1.17
PF0066,2.75,7.69,6.05,0.65,0.9,12.58,31.11,13.96,0.73
PF0066,7.69,12.62,2.68,0.28,0.41,17.08,35.62,38.71,0.5
PF0066,12.62,17.56,7.23,0.67,0.97,13.26,44.06,28.94,0.55
PF0066,17.56,22.5,4.55,0.37,0.52,17.67,39.65,23.47,0.39
PF0066,22.5,27.2,11.57,6.45,9.22,10.04,33.25,6.92,2.38
PF0066,27.2,31.9,10.44,3.49,4.94,14.31,36.45,4.02,2.46
PF0066,31.9,36.6,8.48,6.74,9.51,12.72,33.88,4.41,2.55
PF0066,36.6,41.3,12.77,12.17,16.08,10.7,34.87,3.86,1.26
PF0066,41.3,46.0,10.78,7.74,10.58,13.75,32.03,3.25,2.81
PF0066,46.0,51.12,8.42,7.8,17.03,23.89,16.27,1.33,7.26
PF0066,51.12,56.25,8.53,6.35,9.01,26.92,14.47,1.83,3.9
PF0066,56.25,61.38,12.38,9.29,12.5,14.52,15.23,2.35,
PF0066,61.38,66.5,16.73,13.54,19.82,17.41,11.64,1.83,4.72
PF0066,66.5,71.77,4.0,3.81,17.87,22.19,10.28,1.77,22.71
PF0066,71.77,77.05,2.97,2.73,16.52,18.54,13.23,3.64,6.96
PF0066,77.05,82.32,7.76,7.38,22.83,21.77,9.73,2.64,15.15
PF0066,82.32,87.59,8.23,7.43,23.45,20.94,8.2,5.58,26.43
PF0066,87.59,92.87,3.85,3.76,17.68,17.94,10.75,2.63,28.69
PF0066,92.87,98.14,6.35,5.85,20.97,12.12,6.36,2.77,19.66
PF0066,98.14,103.41,5.63,5.29,20.02,17.85,8.71,1.83,
PF0067,0.0,3.0,1.71,0.46,0.64,38.07,34.34,13.66,0.61
PF0067,3.0,7.69,4.15,0.35,0.48,18.07,34.56,23.47,0.5
PF0067,7.69,12.38,2.94,0.26,0.38,15.62,44.8,30.92,
PF0067,12.38,17.06,4.21,0.23,0.33,13.66,38.28,8.84,0.69
PF0067,17.06,21.75,4.84,0.32,0.44,14.2,38.87,20.64,1.14
PF0067,21.75,26.88,10.04,6.23,8.66,17.31,35.17,5.91,2.11
PF0067,26.88,32.0,11.17,9.91,13.24,11.54,29.29,5.82,3.85
PF0067,32.0,37.12,16.48,7.54,10.79,9.3,32.3,2.49,1.31
PF0067,37.12,42.25,13.05,12.67,16.75,14.61,33.58,3.84,1.67
PF0067,42.25,47.0,7.95,7.8,18.99,23.2,20.39,3.16,10.18
PF0067,47.0,51.75,7.4,7.01,10.92,17.86,11.69,2.36,5.84
PF0067,51.75,56.5,8.94,8.38,11.16,14.96,14.29,2.06,6.36
PF0067,56.5,61.25,9.61,8.62,11.93,19.34,9.98,2.07,11.57
PF0067,61.25,66.4,5.52,5.44,19.88,21.26,9.11,2.8,16.48
PF0067,66.4,71.55,4.07,4.0,17.96,22.3,13.91,1.85,16.04
PF0067,71.55,76.7,4.17,4.09,18.09,18.84,12.29,2.38,16.82
PF0067,76.7,81.85,5.95,5.62,20.45,12.33,11.58,3.12,12.85
PF0067,81.85,87.0,3.92,3.74,17.77,15.06,11.73,2.01,21.22
PF0067,87.0,92.15,4.82,4.57,18.96,22.09,12.18,1.92,13.64
PF0068,0.0,4.0,2.03,0.17,0.23,28.96,29.43,27.07,
PF0068,4.0,8.67,3.24,0.35,0.49,16.07,38.93,19.3,0.43
PF0068,8.67,13.33,3.66,0.32,0.43,14.86,52.14,23.55,0.36
PF0068,13.33,18.0,7.43,0.28,0.4,11.9,43.9,22.74,0.47
PF0068,18.0,22.75,14.53,5.55,7.75,11.38,26.97,3.98,0.97
PF0068,22.75,27.5,10.29,4.9,6.75,11.29,46.25,2.53,
PF0068,27.5,32.25,6.14,5.36,7.3,10.67,29.45,1.93,1.98
PF0068,32.25,37.0,18.95,17.16,29.58,8.43,25.12,3.96,1.53
PF0068,37.0,41.75,22.48,12.41,18.0,6.12,32.76,3.66,
PF0068,41.75,46.38,6.88,6.24,15.05,17.0,21.71,4.08,4.76
PF0068,46.38,51.0,5.54,5.16,11.42,17.02,23.67,6.16,2.59
PF0068,51.0,55.62,6.7,6.61,10.79,32.78,27.77,7.73,5.51
PF0068,55.62,60.25,8.26,8.22,20.29,18.81,27.92,3.63,13.13
PF0068,60.25,65.06,5.07,4.67,19.28,22.41,14.68,1.37,15.56
PF0068,65.06,69.87,4.11,3.78,18.02,16.4,16.56,1.39,17.71
PF0068,69.87,74.68,3.79,3.66,15.2,16.46,16.43,1.68,7.0
PF0068,74.68,79.5,4.78,4.6,18.9,23.87,11.29,1.97,
PF0069,0.0,3.5,1.81,0.29,0.39,30.55,36.01,8.19,0.68
PF0069,3.5,7.92,3.88,0.38,0.51,20.54,54.66,13.56,
PF0069,7.92,12.33,4.95,0.43,0.58,18.59,49.62,12.98,0.69
PF0069,12.33,16.75,2.85,0.25,0.34,20.69,51.17,17.75,0.26
PF0069,16.75,21.65,8.68,4.88,6.98,17.15,37.59,3.17,0.55
PF0069,21.65,26.55,14.47,9.64,13.9,11.12,28.83,4.24,
PF0069,26.55,31.45,12.11,4.02,5.36,11.87,44.91,4.13,
PF0069,31.45,36.35,16.33,10.9,14.92,9.18,32.28,2.29,1.56
PF0069,36.35,41.25,12.11,11.55,15.83,10.12,25.45,4.53,3.25
PF0069,41.25,46.0,7.43,7.14,16.52,19.7,18.8,3.39,11.09
PF0069,46.0,50.75,5.62,5.23,16.81,31.53,14.25,6.88,12.09
PF0069,50.75,55.5,14.57,13.54,28.61,14.74,23.3,3.89,9.25
