HOLE_ID,FROM,TO,HORIZON
NL0207,12.9,24.4,SAP
NL0207,24.4,28.0,BRK
NL0208,0.0,3.1,FERR
NL0208,3.1,12.5,LIM
NL0208,12.5,19.0,SAP
NL0208,19.0,23.0,BRK
NL0209,0.0,3.2,FERR
NL0209,3.2,10.1,LIM
NL0209,10.1,34.1,SAP
NL0209,34.1,37.0,BRK
NL0210,0.0,5.3,FERR
NL0210,5.3,15.7,LIM
NL0210,15.7,23.5,SAP
NL0210,23.5,28.0,BRK
NL0211,0.0,2.7,FERR
NL0211,2.7,10.1,LIM
NL0211,10.1,36.7,SAP
NL0211,36.7,39.0,BRK
NL0212,0.0,0.4,FERR
NL0212,0.4,8.5,LIM
NL0212,8.5,21.8,SAP
NL0212,21.8,26.0,BRK
NL0213,0.0,4.0,FERR
NL0213,4.0,10.1,LIM
NL0213,10.1,16.9,SAP
NL0213,16.9,21.0,BRK
NL0214,0.0,2.9,FERR
NL0214,2.9,7.4,LIM
NL0214,7.4,20.9,SAP
NL0214,20.9,25.0,BRK
NL0215,0.0,1.5,FERR
NL0215,1.5,5.9,LIM
NL0215,5.9,21.1,SAP
NL0215,21.1,23.0,BRK
NL0216,0.0,0.2,FERR
NL0216,0.2,8.3,LIM
NL0216,8.3,35.0,SAP
NL0216,35.0,37.0,BRK
NL0217,0.0,0.4,FERR
NL0217,0.4,5.8,LIM
NL0217,5.8,17.6,SAP
NL0217,17.6,20.0,BRK
NL0218,0.0,6.6,LIM
NL0218,6.6,15.3,SAP
NL0218,15.3,20.0,BRK
NL0219,0.0,1.7,FERR
NL0219,1.7,9.3,LIM
NL0219,9.3,16.8,SAP
NL0219,16.8,22.0,BRK
NL0220,0.0,1.6,FERR
NL0220,1.6,11.9,LIM
NL0220,11.9,17.9,SAP
NL0220,17.9,23.0,BRK
NL0221,0.0,0.2,FERR
NL0221,0.2,7.5,LIM
NL0221,7.5,18.3,SAP
NL0221,18.3,22.0,BRK
NL0222,0.0,1.2,FERR
NL0222,1.2,8.4,LIM
NL0222,8.4,19.1,SAP
NL0222,19.1,22.0,BRK
NL0223,0.0,1.9,FERR
NL0223,1.9,7.0,LIM
NL0223,7.0,12.9,SAP
NL0223,12.9,17.0,BRK
NL0224,0.0,2.3,FERR
NL0224,2.3,7.6,LIM
NL0224,7.6,26.1,SAP
NL0224,26.1,29.0,BRK
NL0225,0.0,1.1,FERR
NL0225,1.1,8.5,LIM
NL0225,8.5,20.6,SAP
NL0225,20.6,23.0,BRK
NL0226,0.0,1.0,FERR
NL0226,1.0,8.7,LIM
NL0226,8.7,14.3,SAP
NL0226,14.3,17.0,BRK
NL0227,0.0,0.3,FERR
NL0227,0.3,9.4,LIM
NL0227,9.4,16.1,SAP
NL0227,16.1,20.0,BRK
NL0228,0.0,1.2,FERR
NL0228,1.2,14.0,LIM
NL0228,14.0,22.8,SAP
NL0228,22.8,27.0,BRK
NL0229,0.0,4.2,FERR
NL0229,4.2,11.6,LIM
NL0229,11.6,41.9,SAP
NL0229,41.9,46.0,BRK
NL0230,0.0,3.9,FERR
NL0230,3.9,11.9,LIM
NL0230,11.9,26.6,SAP
NL0230,26.6,29.0,BRK
NL0231,0.0,3.0,FERR
NL0231,3.0,11.3,LIM
NL0231,11.3,19.8,SAP
NL0231,19.8,24.0,BRK
NL0232,0.0,1.3,FERR
NL0232,1.3,7.4,LIM
NL0232,7.4,19.1,SAP
NL0232,19.1,22.0,BRK
NL0233,0.0,1.9,FERR
NL0233,1.9,8.4,LIM
NL0233,8.4,15.6,SAP
NL0233,15.6,18.0,BRK
NL0234,0.0,1.2,FERR
NL0234,1.2,6.3,LIM
NL0234,6.3,18.2,SAP
NL0234,18.2,21.0,BRK
NL0235,0.0,2.7,FERR
NL0235,2.7,9.7,LIM
NL0235,9.7,21.2,SAP
NL0235,21.2,24.0,BRK
NL0236,0.0,9.5,LIM
NL0236,9.5,18.5,SAP
NL0236,18.5,21.0,BRK
NL0237,0.0,0.6,FERR
NL0237,0.6,8.1,LIM
NL0237,8.1,19.8,SAP
NL0237,19.8,23.0,BRK
NL0238,0.0,1.6,FERR
NL0238,1.6,8.3,LIM
NL0238,8.3,18.7,SAP
NL0238,18.7,22.0,BRK
NL0239,0.0,3.4,FERR
NL0239,3.4,11.0,LIM
NL0239,11.0,22.0,SAP
NL0239,22.0,25.0,BRK
NL0240,0.0,0.8,FERR
NL0240,0.8,8.6,LIM
NL0240,8.6,16.2,SAP
NL0240,16.2,21.0,BRK
NL0241,0.0,2.5,FERR
NL0241,2.5,11.0,LIM
NL0241,11.0,21.1,SAP
NL0241,21.1,26.0,BRK
NL0242,0.0,7.4,LIM
NL0242,7.4,21.3,SAP
NL0242,21.3,25.0,BRK
NL0243,0.0,0.3,FERR
NL0243,0.3,7.8,LIM
NL0243,7.8,21.6,SAP
NL0243,21.6,25.0,BRK
NL0244,0.0,2.3,FERR
NL0244,2.3,11.3,LIM
NL0244,11.3,23.0,SAP
NL0244,23.0,27.0,BRK
NL0245,0.0,0.4,FERR
NL0245,0.4,10.0,LIM
NL0245,10.0,18.3,SAP
NL0245,18.3,21.0,BRK
NL0246,0.0,0.8,FERR
NL0246,0.8,7.4,LIM
NL0246,7.4,28.2,SAP
NL0246,28.2,32.0,BRK
NL0247,0.0,2.2,FERR
NL0247,2.2,7.7,LIM
NL0247,7.7,18.7,SAP
NL0247,18.7,24.0,BRK
NL0248,0.0,1.6,FERR
NL0248,1.6,7.3,LIM
NL0248,7.3,16.7,SAP
NL0248,16.7,22.0,BRK
NL0249,0.0,1.5,FERR
NL0249,1.5,8.4,LIM
NL0249,8.4,20.6,SAP
NL0249,20.6,24.0,BRK
NL0250,0.0,2.7,FERR
NL0250,2.7,10.3,LIM
NL0250,10.3,17.7,SAP
NL0250,17.7,21.0,BRK
NL0251,0.0,3.4,FERR
NL0251,3.4,13.0,LIM
NL0251,13.0,29.4,SAP
NL0251,29.4,34.0,BRK
NL0252,0.0,2.6,FERR
NL0252,2.6,11.3,LIM
NL0252,11.3,27.1,SAP
NL0252,27.1,31.0,BRK
NL0253,0.0,2.9,FERR
NL0253,2.9,16.3,LIM
NL0253,16.3,21.5,SAP
NL0253,21.5,26.0,BRK
NL0254,0.0,3.6,FERR
NL0254,3.6,15.2,LIM
NL0254,15.2,27.3,SAP
NL0254,27.3,32.0,BRK
NL0255,0.0,0.4,FERR
NL0255,0.4,6.5,LIM
NL0255,6.5,10.0,SAP
NL0255,10.0,15.0,BRK
NL0256,0.0,0.9,FERR
NL0256,0.9,9.8,LIM
NL0256,9.8,16.7,SAP
NL0256,16.7,20.0,BRK
NL0257,0.0,6.8,LIM
NL0257,6.8,14.3,SAP
NL0257,14.3,17.0,BRK
NL0258,0.0,8.7,LIM
NL0258,8.7,13.3,SAP
NL0258,13.3,17.0,BRK
NL0259,0.0,2.3,FERR
NL0259,2.3,11.6,LIM
NL0259,11.6,26.0,SAP
NL0259,26.0,30.0,BRK
NL0260,0.0,3.6,FERR
NL0260,3.6,12.8,LIM
NL0260,12.8,25.5,SAP
NL0260,25.5,28.0,BRK
NL0261,0.0,2.5,FERR
NL0261,2.5,13.2,LIM
NL0261,13.2,25.9,SAP
NL0261,25.9,31.0,BRK
NL0262,0.0,2.7,FERR
NL0262,2.7,12.7,LIM
NL0262,12.7,20.3,SAP
NL0262,20.3,22.0,BRK
NL0263,0.0,0.7,FERR
NL0263,0.7,8.6,LIM
NL0263,8.6,25.0,SAP
NL0263,25.0,29.0,BRK
NL0264,0.0,6.5,LIM
NL0264,6.5,22.3,SAP
NL0264,22.3,27.0,BRK
NL0265,0.0,7.4,LIM
NL0265,7.4,19.2,SAP
NL0265,19.2,21.0,BRK
NL0266,0.0,0.6,FERR
NL0266,0.6,8.1,LIM
NL0266,8.1,16.3,SAP
NL0266,16.3,20.0,BRK
NL0267,0.0,4.8,LIM
NL0267,4.8,13.8,SAP
NL0267,13.8,19.0,BRK
NL0268,0.0,4.5,LIM
NL0268,4.5,28.2,SAP
NL0268,28.2,32.0,BRK
NL0269,0.0,1.7,FERR
NL0269,1.7,7.9,LIM
NL0269,7.9,14.8,SAP
NL0269,14.8,19.0,BRK
NL0270,0.0,3.9,FERR
NL0270,3.9,10.2,LIM
NL0270,10.2,15.1,SAP
NL0270,15.1,19.0,BRK
NL0271,0.0,2.3,FERR
NL0271,2.3,8.8,LIM
NL0271,8.8,18.3,SAP
NL0271,18.3,23.0,BRK
NL0272,0.0,3.9,FERR
NL0272,3.9,10.0,LIM
NL0272,10.0,15.3,SAP
NL0272,15.3,18.0,BRK
NL0273,0.0,1.7,FERR
NL0273,1.7,10.1,LIM
NL0273,10.1,16.4,SAP
NL0273,16.4,19.0,BRK
NL0274,0.0,3.4,FERR
NL0274,3.4,14.9,LIM
NL0274,14.9,23.7,SAP
NL0274,23.7,26.0,BRK
NL0275,0.0,1.4,FERR
NL0275,1.4,7.8,LIM
NL0275,7.8,17.4,SAP
NL0275,17.4,21.0,BRK
NL0276,0.0,2.0,FERR
NL0276,2.0,8.2,LIM
NL0276,8.2,19.8,SAP
NL0276,19.8,24.0,BRK
NL0277,0.0,0.9,FERR
NL0277,0.9,8.2,LIM
NL0277,8.2,18.7,SAP
NL0277,18.7,23.0,BRK
NL0278,0.0,0.8,FERR
NL0278,0.8,8.4,LIM
NL0278,8.4,14.3,SAP
NL0278,14.3,19.0,BRK
NL0279,0.0,1.6,FERR
NL0279,1.6,8.2,LIM
NL0279,8.2,16.9,SAP
NL0279,16.9,20.0,BRK
NL0280,0.0,4.4,FERR
NL0280,4.4,14.8,LIM
NL0280,14.8,25.3,SAP
NL0280,25.3,29.0,BRK
NL0281,0.0,2.0,FERR
NL0281,2.0,13.0,LIM
NL0281,13.0,22.5,SAP
NL0281,22.5,25.0,BRK
NL0282,0.0,0.3,FERR
NL0282,0.3,10.4,LIM
NL0282,10.4,22.7,SAP
NL0282,22.7,25.0,BRK
NL0283,0.0,7.2,LIM
NL0283,7.2,10.7,SAP
NL0283,10.7,15.0,BRK
NL0284,0.0,0.3,FERR
NL0284,0.3,8.9,LIM
NL0284,8.9,16.0,SAP
NL0284,16.0,20.0,BRK
NL0285,0.0,6.0,LIM
NL0285,6.0,11.6,SAP
NL0285,11.6,14.0,BRK
NL0286,0.0,6.5,LIM
NL0286,6.5,18.6,SAP
NL0286,18.6,22.0,BRK
NL0287,0.0,0.7,FERR
NL0287,0.7,7.0,LIM
NL0287,7.0,16.8,SAP
NL0287,16.8,22.0,BRK
NL0288,0.0,3.9,FERR
NL0288,3.9,10.5,LIM
NL0288,10.5,24.3,SAP
NL0288,24.3,28.0,BRK
NL0289,0.0,3.3,FERR
NL0289,3.3,10.2,LIM
NL0289,10.2,26.5,SAP
NL0289,26.5,30.0,BRK
NL0290,0.0,3.7,FERR
NL0290,3.7,13.1,LIM
NL0290,13.1,20.8,SAP
NL0290,20.8,25.0,BRK
NL0291,0.0,2.2,FERR
NL0291,2.2,8.9,LIM
NL0291,8.9,23.7,SAP
NL0291,23.7,28.0,BRK
NL0292,0.0,3.3,FERR
NL0292,3.3,14.6,LIM
NL0292,14.6,30.0,SAP
NL0292,30.0,34.0,BRK
NL0293,0.0,2.6,FERR
NL0293,2.6,10.4,LIM
NL0293,10.4,26.1,SAP
NL0293,26.1,29.0,BRK
NL0294,0.0,6.2,LIM
NL0294,6.2,12.7,SAP
NL0294,12.7,17.0,BRK
NL0295,0.0,2.4,FERR
NL0295,2.4,11.4,LIM
NL0295,11.4,14.6,SAP
NL0295,14.6,18.0,BRK
NL0296,0.0,2.0,FERR
NL0296,2.0,9.9,LIM
NL0296,9.9,26.1,SAP
NL0296,26.1,30.0,BRK
NL0297,0.0,1.3,FERR
NL0297,1.3,7.5,LIM
NL0297,7.5,17.4,SAP
NL0297,17.4,20.0,BRK
NL0298,0.0,1.3,FERR
NL0298,1.3,10.7,LIM
NL0298,10.7,18.0,SAP
NL0298,18.0,21.0,BRK
NL0299,0.0,1.4,FERR
NL0299,1.4,9.6,LIM
NL0299,9.6,14.8,SAP
NL0299,14.8,18.0,BRK
NL0300,0.0,2.0,FERR
NL0300,2.0,14.4,LIM
NL0300,14.4,26.2,SAP
NL0300,26.2,29.0,BRK
NL0301,0.0,2.6,FERR
NL0301,2.6,13.5,LIM
NL0301,13.5,20.0,SAP
NL0301,20.0,22.0,BRK
NL0302,0.0,0.5,FERR
NL0302,0.5,5.1,LIM
NL0302,5.1,13.8,SAP
NL0302,13.8,17.0,BRK
NL0303,0.0,0.6,FERR
NL0303,0.6,4.7,LIM
NL0303,4.7,20.7,SAP
NL0303,20.7,24.0,BRK
NL0304,0.0,1.7,FERR
NL0304,1.7,7.2,LIM
NL0304,7.2,31.5,SAP
NL0304,31.5,35.0,BRK
NL0305,0.0,3.8,FERR
NL0305,3.8,11.0,LIM
NL0305,11.0,22.9,SAP
NL0305,22.9,27.0,BRK
NL0306,0.0,2.4,FERR
NL0306,2.4,9.9,LIM
NL0306,9.9,17.2,SAP
NL0306,17.2,21.0,BRK
NL0307,0.0,2.5,FERR
NL0307,2.5,9.3,LIM
NL0307,9.3,22.1,SAP
NL0307,22.1,26.0,BRK
NL0308,0.0,1.8,FERR
NL0308,1.8,8.4,LIM
NL0308,8.4,25.7,SAP
NL0308,25.7,28.0,BRK
NL0309,0.0,1.8,FERR
NL0309,1.8,9.8,LIM
NL0309,9.8,23.8,SAP
NL0309,23.8,27.0,BRK
NL0310,0.0,2.6,FERR
NL0310,2.6,8.4,LIM
NL0310,8.4,23.5,SAP
NL0310,23.5,28.0,BRK
NL0311,0.0,1.2,FERR
NL0311,1.2,5.3,LIM
NL0311,5.3,13.2,SAP
NL0311,13.2,17.0,BRK
NL0312,0.0,0.9,FERR
NL0312,0.9,5.3,LIM
NL0312,5.3,17.4,SAP
NL0312,17.4,21.0,BRK
NL0313,0.0,1.7,FERR
NL0313,1.7,5.8,LIM
NL0313,5.8,14.5,SAP
NL0313,14.5,19.0,BRK
NL0314,0.0,2.4,FERR
NL0314,2.4,7.8,LIM
NL0314,7.8,13.3,SAP
NL0314,13.3,16.0,BRK
NL0315,0.0,1.6,FERR
NL0315,1.6,7.6,LIM
NL0315,7.6,19.0,SAP
NL0315,19.0,23.0,BRK
NL0316,0.0,2.9,FERR
NL0316,2.9,9.8,LIM
NL0316,9.8,17.4,SAP
NL0316,17.4,20.0,BRK
NL0317,0.0,2.9,FERR
NL0317,2.9,9.9,LIM
NL0317,9.9,18.3,SAP
NL0317,18.3,20.0,BRK
NL0318,0.0,1.8,FERR
NL0318,1.8,10.1,LIM
NL0318,10.1,24.5,SAP
NL0318,24.5,27.0,BRK
NL0319,0.0,2.3,FERR
NL0319,2.3,11.9,LIM
NL0319,11.9,22.7,SAP
NL0319,22.7,25.0,BRK
NL0320,0.0,1.3,FERR
NL0320,1.3,10.5,LIM
NL0320,10.5,27.9,SAP
NL0320,27.9,32.0,BRK
NL0321,0.0,1.1,FERR
NL0321,1.1,8.2,LIM
NL0321,8.2,23.1,SAP
NL0321,23.1,27.0,BRK
NL0322,0.0,1.6,FERR
NL0322,1.6,7.7,LIM
NL0322,7.7,16.8,SAP
NL0322,16.8,19.0,BRK
NL0323,0.0,1.7,FERR
NL0323,1.7,6.7,LIM
NL0323,6.7,14.2,SAP
NL0323,14.2,19.0,BRK
NL0324,0.0,3.8,FERR
NL0324,3.8,10.0,LIM
NL0324,10.0,21.4,SAP
NL0324,21.4,26.0,BRK
NL0325,0.0,3.1,FERR
NL0325,3.1,10.2,LIM
NL0325,10.2,16.3,SAP
NL0325,16.3,20.0,BRK
NL0326,0.0,1.4,FERR
NL0326,1.4,9.2,LIM
NL0326,9.2,13.0,SAP
NL0326,13.0,16.0,BRK
NL0327,0.0,0.7,FERR
NL0327,0.7,9.0,LIM
NL0327,9.0,20.9,SAP
NL0327,20.9,26.0,BRK
NL0328,0.0,3.1,FERR
NL0328,3.1,8.7,LIM
NL0328,8.7,23.3,SAP
NL0328,23.3,27.0,BRK
NL0329,0.0,2.4,FERR
NL0329,2.4,8.1,LIM
NL0329,8.1,14.4,SAP
NL0329,14.4,18.0,BRK
NL0330,0.0,3.0,FERR
NL0330,3.0,13.6,LIM
NL0330,13.6,34.7,SAP
NL0330,34.7,38.0,BRK
NL0331,0.0,1.2,FERR
NL0331,1.2,9.7,LIM
NL0331,9.7,20.8,SAP
NL0331,20.8,24.0,BRK
NL0332,0.0,1.3,FERR
NL0332,1.3,5.7,LIM
NL0332,5.7,18.0,SAP
NL0332,18.0,23.0,BRK
NL0333,0.0,1.9,FERR
NL0333,1.9,8.3,LIM
NL0333,8.3,23.1,SAP
NL0333,23.1,26.0,BRK
NL0334,0.0,2.4,FERR
NL0334,2.4,10.6,LIM
NL0334,10.6,18.8,SAP
NL0334,18.8,21.0,BRK
NL0335,0.0,0.7,FERR
NL0335,0.7,8.0,LIM
NL0335,8.0,15.0,SAP
NL0335,15.0,20.0,BRK
NL0336,0.0,1.6,FERR
NL0336,1.6,7.6,LIM
NL0336,7.6,28.7,SAP
NL0336,28.7,33.0,BRK
NL0337,0.0,2.8,FERR
NL0337,2.8,7.6,LIM
NL0337,7.6,20.9,SAP
NL0337,20.9,25.0,BRK
NL0338,0.0,2.9,FERR
NL0338,2.9,8.1,LIM
NL0338,8.1,15.3,SAP
NL0338,15.3,20.0,BRK
NL0339,0.0,3.0,FERR
NL0339,3.0,7.9,LIM
NL0339,7.9,18.6,SAP
NL0339,18.6,23.0,BRK
NL0340,0.0,3.3,FERR
NL0340,3.3,8.6,LIM
NL0340,8.6,19.7,SAP
NL0340,19.7,23.0,BRK
NL0341,0.0,1.7,FERR
NL0341,1.7,9.4,LIM
NL0341,9.4,20.7,SAP
NL0341,20.7,24.0,BRK
NL0342,0.0,1.6,FERR
NL0342,1.6,10.3,LIM
NL0342,10.3,24.6,SAP
NL0342,24.6,27.0,BRK
NL0343,0.0,1.5,FERR
NL0343,1.5,10.1,LIM
NL0343,10.1,20.5,SAP
NL0343,20.5,23.0,BRK
NL0344,0.0,1.5,FERR
NL0344,1.5,9.0,LIM
NL0344,9.0,13.0,SAP
NL0344,13.0,17.0,BRK
NL0345,0.0,0.9,FERR
NL0345,0.9,7.1,LIM
NL0345,7.1,20.2,SAP
NL0345,20.2,23.0,BRK
NL0346,0.0,1.5,FERR
NL0346,1.5,7.4,LIM
NL0346,7.4,20.4,SAP
NL0346,20.4,23.0,BRK
NL0347,0.0,1.2,FERR
NL0347,1.2,6.6,LIM
NL0347,6.6,14.4,SAP
NL0347,14.4,17.0,BRK
NL0348,0.0,0.5,FERR
NL0348,0.5,6.4,LIM
NL0348,6.4,17.5,SAP
NL0348,17.5,20.0,BRK
NL0349,0.0,7.1,LIM
NL0349,7.1,18.2,SAP
NL0349,18.2,21.0,BRK
NL0350,0.0,1.5,FERR
NL0350,1.5,10.5,LIM
NL0350,10.5,21.1,SAP
NL0350,21.1,24.0,BRK
NL0351,0.0,3.0,FERR
NL0351,3.0,9.3,LIM
NL0351,9.3,23.4,SAP
NL0351,23.4,26.0,BRK
NL0352,0.0,3.0,FERR
NL0352,3.0,7.6,LIM
NL0352,7.6,16.3,SAP
NL0352,16.3,19.0,BRK
NL0353,0.0,1.4,FERR
NL0353,1.4,8.3,LIM
NL0353,8.3,12.2,SAP
NL0353,12.2,16.0,BRK
NL0354,0.0,2.6,FERR
NL0354,2.6,10.3,LIM
NL0354,10.3,20.7,SAP
NL0354,20.7,24.0,BRK
NL0355,0.0,0.8,FERR
NL0355,0.8,7.6,LIM
NL0355,7.6,11.5,SAP
NL0355,11.5,14.0,BRK
NL0356,0.0,2.5,FERR
NL0356,2.5,8.5,LIM
NL0356,8.5,16.6,SAP
NL0356,16.6,19.0,BRK
NL0357,0.0,3.1,FERR
NL0357,3.1,11.5,LIM
NL0357,11.5,18.5,SAP
NL0357,18.5,23.0,BRK
NL0358,0.0,3.0,FERR
NL0358,3.0,11.8,LIM
NL0358,11.8,21.9,SAP
NL0358,21.9,24.0,BRK
NL0359,0.0,4.1,FERR
NL0359,4.1,7.6,LIM
NL0359,7.6,12.1,SAP
NL0359,12.1,15.0,BRK
NL0360,0.0,2.3,FERR
NL0360,2.3,6.7,LIM
NL0360,6.7,19.0,SAP
NL0360,19.0,22.0,BRK
NL0361,0.0,3.5,FERR
NL0361,3.5,8.1,LIM
NL0361,8.1,20.5,SAP
NL0361,20.5,25.0,BRK
NL0362,0.0,4.1,FERR
NL0362,4.1,9.8,LIM
NL0362,9.8,15.5,SAP
NL0362,15.5,18.0,BRK
NL0363,0.0,2.5,FERR
NL0363,2.5,7.8,LIM
NL0363,7.8,19.8,SAP
NL0363,19.8,22.0,BRK
NL0364,0.0,2.7,FERR
NL0364,2.7,9.8,LIM
NL0364,9.8,41.6,SAP
NL0364,41.6,46.0,BRK
NL0365,0.0,1.7,FERR
NL0365,1.7,9.8,LIM
NL0365,9.8,16.6,SAP
NL0365,16.6,21.0,BRK
NL0366,0.0,1.3,FERR
NL0366,1.3,9.9,LIM
NL0366,9.9,20.2,SAP
NL0366,20.2,23.0,BRK
NL0367,0.0,1.8,FERR
NL0367,1.8,7.1,LIM
NL0367,7.1,16.1,SAP
NL0367,16.1,20.0,BRK
NL0368,0.0,2.6,FERR
NL0368,2.6,7.8,LIM
NL0368,7.8,13.9,SAP
NL0368,13.9,18.0,BRK
NL0369,0.0,0.8,FERR
NL0369,0.8,6.3,LIM
NL0369,6.3,13.1,SAP
NL0369,13.1,15.0,BRK
NL0370,0.0,0.7,FERR
NL0370,0.7,6.2,LIM
NL0370,6.2,16.9,SAP
NL0370,16.9,19.0,BRK
NL0371,0.0,3.3,FERR
NL0371,3.3,12.7,LIM
NL0371,12.7,22.7,SAP
NL0371,22.7,26.0,BRK
NL0372,0.0,4.4,FERR
NL0372,4.4,11.1,LIM
NL0372,11.1,17.0,SAP
NL0372,17.0,21.0,BRK
NL0373,0.0,3.9,FERR
NL0373,3.9,9.7,LIM
NL0373,9.7,28.0,SAP
NL0373,28.0,32.0,BRK
NL0374,0.0,4.2,FERR
NL0374,4.2,9.1,LIM
NL0374,9.1,17.4,SAP
NL0374,17.4,20.0,BRK
NL0375,0.0,3.2,FERR
NL0375,3.2,7.9,LIM
NL0375,7.9,17.2,SAP
NL0375,17.2,19.0,BRK
NL0376,0.0,3.4,FERR
NL0376,3.4,9.8,LIM
NL0376,9.8,20.4,SAP
NL0376,20.4,25.0,BRK
NL0377,0.0,2.1,FERR
NL0377,2.1,7.4,LIM
NL0377,7.4,18.3,SAP
NL0377,18.3,23.0,BRK
NL0378,0.0,1.9,FERR
NL0378,1.9,7.7,LIM
NL0378,7.7,18.0,SAP
NL0378,18.0,21.0,BRK
NL0379,0.0,3.0,FERR
NL0379,3.0,12.1,LIM
NL0379,12.1,21.6,SAP
NL0379,21.6,26.0,BRK
NL0380,0.0,3.1,FERR
NL0380,3.1,11.2,LIM
NL0380,11.2,22.3,SAP
NL0380,22.3,27.0,BRK
NL0381,0.0,2.6,FERR
NL0381,2.6,10.3,LIM
NL0381,10.3,15.3,SAP
NL0381,15.3,19.0,BRK
NL0382,0.0,2.2,FERR
NL0382,2.2,8.6,LIM
NL0382,8.6,11.9,SAP
NL0382,11.9,17.0,BRK
NL0383,0.0,3.1,FERR
NL0383,3.1,10.4,LIM
NL0383,10.4,21.4,SAP
NL0383,21.4,24.0,BRK
NL0384,0.0,3.9,FERR
NL0384,3.9,8.4,LIM
NL0384,8.4,24.6,SAP
NL0384,24.6,29.0,BRK
NL0385,0.0,3.1,FERR
NL0385,3.1,7.2,LIM
NL0385,7.2,28.8,SAP
NL0385,28.8,31.0,BRK
NL0386,0.0,3.6,FERR
NL0386,3.6,9.6,LIM
NL0386,9.6,25.0,SAP
NL0386,25.0,27.0,BRK
NL0387,0.0,4.2,FERR
NL0387,4.2,10.0,LIM
NL0387,10.0,31.4,SAP
NL0387,31.4,35.0,BRK
NL0388,0.0,2.7,FERR
NL0388,2.7,8.4,LIM
NL0388,8.4,22.5,SAP
NL0388,22.5,25.0,BRK
NL0389,0.0,2.1,FERR
NL0389,2.1,7.4,LIM
NL0389,7.4,15.3,SAP
NL0389,15.3,19.0,BRK
NL0390,0.0,2.6,FERR
NL0390,2.6,8.1,LIM
NL0390,8.1,23.6,SAP
NL0390,23.6,26.0,BRK
NL0391,0.0,3.8,FERR
NL0391,3.8,8.3,LIM
NL0391,8.3,20.0,SAP
NL0391,20.0,24.0,BRK
NL0392,0.0,1.6,FERR
NL0392,1.6,5.7,LIM
NL0392,5.7,16.7,SAP
NL0392,16.7,21.0,BRK
NL0393,0.0,2.1,FERR
NL0393,2.1,8.4,LIM
NL0393,8.4,18.4,SAP
NL0393,18.4,21.0,BRK
NL0394,0.0,0.6,FERR
NL0394,0.6,6.1,LIM
NL0394,6.1,14.3,SAP
NL0394,14.3,19.0,BRK
NL0395,0.0,0.6,FERR
NL0395,0.6,9.8,LIM
NL0395,9.8,23.9,SAP
NL0395,23.9,29.0,BRK
NL0396,0.0,0.6,FERR
NL0396,0.6,7.6,LIM
NL0396,7.6,14.4,SAP
NL0396,14.4,17.0,BRK
NL0397,0.0,3.1,FERR
NL0397,3.1,8.9,LIM
NL0397,8.9,30.0,SAP
NL0397,30.0,32.0,BRK
NL0398,0.0,5.0,FERR
NL0398,5.0,12.3,LIM
NL0398,12.3,26.9,SAP
NL0398,26.9,31.0,BRK
NL0399,0.0,4.1,FERR
NL0399,4.1,8.9,LIM
NL0399,8.9,16.7,SAP
NL0399,16.7,19.0,BRK
NL0400,0.0,2.9,FERR
NL0400,2.9,7.9,LIM
NL0400,7.9,15.8,SAP
NL0400,15.8,19.0,BRK
NL0401,0.0,2.7,FERR
NL0401,2.7,7.8,LIM
NL0401,7.8,17.5,SAP
NL0401,17.5,22.0,BRK
NL0402,0.0,1.1,FERR
NL0402,1.1,9.2,LIM
NL0402,9.2,25.1,SAP
NL0402,25.1,28.0,BRK
NL0403,0.0,1.3,FERR
NL0403,1.3,8.4,LIM
NL0403,8.4,34.8,SAP
NL0403,34.8,39.0,BRK
NL0404,0.0,0.6,FERR
NL0404,0.6,10.2,LIM
NL0404,10.2,20.5,SAP
NL0404,20.5,24.0,BRK
NL0405,0.0,1.6,FERR
NL0405,1.6,8.4,LIM
NL0405,8.4,19.7,SAP
NL0405,19.7,22.0,BRK
NL0406,0.0,1.6,FERR
NL0406,1.6,8.6,LIM
NL0406,8.6,23.6,SAP
NL0406,23.6,26.0,BRK
NL0407,0.0,2.9,FERR
NL0407,2.9,10.3,LIM
NL0407,10.3,27.1,SAP
NL0407,27.1,30.0,BRK
NL0408,0.0,2.3,FERR
NL0408,2.3,9.5,LIM
NL0408,9.5,26.2,SAP
NL0408,26.2,28.0,BRK
NL0409,0.0,2.9,FERR
NL0409,2.9,9.6,LIM
NL0409,9.6,20.6,SAP
NL0409,20.6,25.0,BRK
NL0410,0.0,3.0,FERR
NL0410,3.0,8.2,LIM
NL0410,8.2,22.1,SAP
NL0410,22.1,24.0,BRK
NL0411,0.0,3.0,FERR
NL0411,3.0,10.4,LIM
NL0411,10.4,18.2,SAP
NL0411,18.2,22.0,BRK
NL0412,0.0,2.9,FERR
NL0412,2.9,8.6,LIM
NL0412,8.6,14.6,SAP
NL0412,14.6,19.0,BRK
NL0413,0.0,2.3,FERR
NL0413,2.3,6.7,LIM
NL0413,6.7,9.4,SAP
NL0413,9.4,12.0,BRK
NL0414,0.0,3.0,FERR
NL0414,3.0,7.3,LIM
NL0414,7.3,13.7,SAP
NL0414,13.7,18.0,BRK
NL0415,0.0,1.9,FERR
NL0415,1.9,6.8,LIM
NL0415,6.8,15.9,SAP
NL0415,15.9,18.0,BRK
NL0416,0.0,2.3,FERR
NL0416,2.3,6.6,LIM
