HOLE_ID,FROM,TO,NI_PCT,CO_PCT,FE_PCT,MGO_PCT,SIO2_PCT,AL2O3_PCT
NL0109,26.16,27.12,0.35,0.01,4.86,17.46,45.29,0.55
NL0109,27.12,28.08,0.623,0.031,3.52,26.69,41.63,0.28
NL0109,28.08,29.04,0.315,0.008,5.51,25.83,33.06,0.41
NL0109,29.04,30.0,0.217,0.003,5.39,32.14,43.6,0.41
NL0110,0.0,1.4,0.306,0.005,37.27,0.69,6.16,4.75
NL0110,1.4,2.36,1.043,0.04,28.78,2.4,11.45,2.24
NL0110,2.36,3.31,2.017,0.034,34.57,2.38,11.79,1.71
NL0110,3.31,4.27,1.451,0.043,29.63,4.13,14.29,2.34
NL0110,4.27,5.22,1.23,0.034,27.04,5.28,12.93,1.8
NL0110,5.22,6.18,0.861,0.032,31.16,2.67,12.41,2.43
NL0110,6.18,7.13,0.975,0.034,30.39,2.58,13.89,2.42
NL0110,7.13,8.09,1.21,0.031,30.92,2.54,15.64,3.18
NL0110,8.09,9.04,1.08,0.085,26.21,2.56,16.01,2.35
NL0110,9.04,10.0,1.038,0.128,34.26,2.23,13.08,5.24
NL0110,10.0,11.02,0.941,0.023,13.64,16.58,47.95,2.74
NL0110,11.02,12.03,1.503,0.023,13.24,18.76,39.62,4.19
NL0110,12.03,13.05,1.388,0.017,18.88,10.16,33.38,2.89
NL0110,13.05,14.07,1.038,0.011,17.97,13.56,28.61,1.74
NL0110,14.07,15.08,0.786,0.008,16.2,20.73,41.54,1.56
NL0110,15.08,16.1,2.356,0.018,13.27,20.37,40.14,2.97
NL0110,16.1,17.08,0.25,0.008,4.33,40.92,39.64,0.93
NL0110,17.08,18.05,0.253,0.009,4.7,42.4,37.19,1.35
NL0110,18.05,19.02,0.234,0.01,7.63,26.8,30.74,1.73
NL0110,19.02,20.0,0.167,0.007,5.06,41.72,37.74,1.07
NL0111,0.0,0.98,0.477,0.029,36.96,2.1,13.51,2.12
NL0111,0.98,1.96,0.517,0.019,28.6,5.33,11.6,1.96
NL0111,1.96,2.93,0.88,0.024,30.67,3.9,13.59,9.37
NL0111,2.93,3.91,0.529,0.025,35.1,2.49,14.65,6.0
NL0111,3.91,4.89,0.714,0.049,27.14,2.76,14.04,2.79
NL0111,4.89,5.87,0.689,0.074,34.42,1.6,10.59,1.69
NL0111,5.87,6.84,0.698,0.169,39.32,2.83,11.34,1.54
NL0111,6.84,7.82,1.199,0.121,32.3,2.75,13.11,2.63
NL0111,7.82,8.8,0.771,0.063,43.38,1.97,11.15,2.91
NL0111,8.8,9.79,1.979,0.075,8.75,30.97,41.49,0.42
NL0111,9.79,10.78,1.836,0.047,13.84,11.3,34.7,1.41
NL0111,10.78,11.77,1.838,0.053,15.67,10.79,30.84,2.64
NL0111,11.77,12.76,1.414,0.039,18.01,12.14,31.82,2.92
NL0111,12.76,13.74,1.433,0.021,16.09,11.98,37.15,0.98
NL0111,13.74,14.73,1.679,0.016,14.73,15.09,38.79,0.57
NL0111,14.73,15.72,1.939,0.013,16.39,19.44,32.36,0.83
NL0111,15.72,16.71,1.507,0.053,14.77,18.74,45.28,0.87
NL0111,16.71,17.7,1.709,0.031,11.79,18.51,49.14,1.29
NL0111,17.7,18.77,0.18,0.008,4.31,44.1,36.68,0.82
NL0111,18.77,19.85,0.108,0.002,4.09,44.49,36.41,1.12
NL0111,19.85,20.92,0.153,0.002,4.49,44.27,36.08,1.03
NL0111,20.92,22.0,0.114,0.005,2.41,57.69,26.14,0.57
NL0112,0.0,1.0,0.498,0.048,33.64,0.62,5.29,6.47
NL0112,1.0,2.05,1.051,0.055,33.57,1.56,10.13,2.99
NL0112,2.05,3.1,1.513,0.076,22.2,3.33,11.81,3.04
NL0112,3.1,4.15,2.144,0.084,31.78,1.32,8.83,5.39
NL0112,4.15,5.2,1.156,0.04,45.18,1.15,7.85,8.03
NL0112,5.2,6.25,0.995,0.097,30.64,1.63,9.49,4.96
NL0112,6.25,7.3,0.734,0.092,38.83,1.29,11.03,2.06
NL0112,7.3,8.34,0.814,0.031,15.83,16.09,43.04,1.34
NL0112,8.34,9.38,1.385,0.044,14.78,17.03,27.29,1.38
NL0112,9.38,10.42,1.491,0.021,14.0,17.85,35.02,1.21
NL0112,10.42,11.47,1.502,0.061,21.58,8.25,20.6,0.98
NL0112,11.47,12.51,1.812,0.05,11.0,18.64,43.27,1.43
NL0112,12.51,13.55,2.157,0.036,15.15,14.19,37.6,1.61
NL0112,13.55,14.59,1.643,0.026,14.06,20.52,43.6,1.65
NL0112,14.59,15.63,2.898,0.042,13.58,21.72,41.21,1.91
NL0112,15.63,16.68,1.825,0.043,15.69,12.68,48.49,2.02
NL0112,16.68,17.72,2.307,0.04,13.12,17.85,45.53,1.48
NL0112,17.72,18.76,1.611,0.03,13.96,15.55,42.98,3.14
NL0112,18.76,19.8,3.448,0.095,13.23,14.65,25.47,2.17
NL0112,19.8,20.84,0.444,0.023,7.03,19.28,29.13,1.02
NL0112,20.84,21.88,0.316,0.017,7.07,16.37,23.92,1.0
NL0112,21.88,22.92,0.303,0.01,5.72,21.26,38.23,0.55
NL0112,22.92,23.96,0.331,0.012,5.48,26.2,24.84,1.11
NL0112,23.96,25.0,0.231,0.014,5.43,32.52,33.87,1.12
NL0113,0.0,1.25,0.281,0.019,49.48,0.48,4.67,9.06
NL0113,1.25,2.5,0.375,0.058,51.76,0.38,4.84,8.22
NL0113,2.5,3.44,0.649,0.122,46.51,1.41,14.41,4.7
NL0113,3.44,4.39,0.949,0.08,32.95,2.86,16.42,5.82
NL0113,4.39,5.33,0.793,0.056,28.16,4.67,16.67,2.66
NL0113,5.33,6.27,1.692,0.034,22.86,7.29,19.67,3.28
NL0113,6.27,7.21,1.717,0.075,33.37,2.23,14.35,4.59
NL0113,7.21,8.16,2.075,0.19,36.08,2.58,11.06,4.37
NL0113,8.16,9.1,1.837,0.134,36.85,2.04,9.41,16.09
NL0113,9.1,10.08,1.789,0.028,12.47,17.01,43.06,1.88
NL0113,10.08,11.07,1.168,0.043,13.67,17.85,37.1,1.39
NL0113,11.07,12.05,0.829,0.034,17.6,9.82,34.76,2.66
NL0113,12.05,13.04,0.774,0.028,17.85,16.35,29.99,4.77
NL0113,13.04,14.02,1.003,0.061,19.09,13.47,26.46,3.92
NL0113,14.02,15.01,1.226,0.076,18.52,12.5,31.0,1.93
NL0113,15.01,15.99,2.493,0.051,15.06,12.72,26.11,2.36
NL0113,15.99,16.97,2.573,0.05,16.11,14.54,31.17,1.52
NL0113,16.97,17.96,1.84,0.046,22.41,11.66,25.39,0.75
NL0113,17.96,18.94,1.474,0.026,21.49,11.47,31.65,1.52
NL0113,18.94,19.93,1.097,0.026,23.41,9.05,30.51,2.02
NL0113,19.93,20.91,1.54,0.024,17.39,14.01,34.48,4.63
NL0113,20.91,21.89,4.147,0.067,13.13,15.99,35.35,5.11
NL0113,21.89,22.88,3.861,0.028,11.29,21.52,39.4,3.91
NL0113,22.88,23.86,3.146,0.037,14.36,25.44,30.17,0.82
NL0113,23.86,24.85,1.958,0.028,16.77,21.53,30.63,0.82
NL0113,24.85,25.83,3.601,0.026,11.98,27.23,30.42,0.86
NL0113,25.83,26.82,1.232,0.027,16.65,20.17,31.87,0.92
NL0113,26.82,27.8,2.025,0.074,14.54,23.62,35.51,0.98
NL0113,27.8,28.87,0.235,0.02,4.66,49.58,30.99,0.45
NL0113,28.87,29.93,0.142,0.019,4.51,33.39,47.5,0.46
NL0113,29.93,31.0,0.18,0.01,6.73,27.02,50.11,1.02
NL0114,0.0,1.05,0.97,0.094,26.23,3.83,12.91,7.3
NL0114,1.05,2.1,1.702,0.205,32.77,3.08,9.5,4.59
NL0114,2.1,3.15,0.783,0.15,36.83,3.19,11.01,3.77
NL0114,3.15,4.2,0.791,0.129,41.53,2.55,10.16,8.98
NL0114,4.2,5.25,0.787,0.066,41.31,2.51,14.98,7.98
NL0114,5.25,6.3,1.197,0.028,35.64,3.84,14.83,8.03
NL0114,6.3,7.34,1.17,0.033,13.74,31.76,33.24,1.83
NL0114,7.34,8.38,1.304,0.04,16.43,17.1,41.86,2.38
NL0114,8.38,9.43,0.807,0.038,10.7,20.32,49.56,1.75
NL0114,9.43,10.47,1.458,0.131,12.4,24.62,34.69,1.64
NL0114,10.47,11.51,1.353,0.104,13.49,22.91,39.91,3.12
NL0114,11.51,12.55,3.05,0.129,12.96,17.9,38.39,1.76
NL0114,12.55,13.59,2.084,0.164,13.41,23.81,31.47,1.62
NL0114,13.59,14.63,1.468,0.116,17.95,18.01,26.99,3.64
NL0114,14.63,15.68,1.754,0.21,15.72,14.68,35.32,1.7
NL0114,15.68,16.72,8.317,0.435,16.65,7.42,39.28,0.65
NL0114,16.72,17.76,5.264,0.054,17.39,12.03,43.38,0.96
NL0114,17.76,18.8,8.611,0.113,14.58,15.4,31.03,1.07
NL0114,18.8,19.84,0.493,0.022,7.55,29.27,38.34,1.49
NL0114,19.84,20.88,0.244,0.015,7.13,24.21,34.01,1.08
NL0114,20.88,21.92,0.195,0.022,8.73,15.08,22.29,2.06
NL0114,21.92,22.96,0.215,0.036,6.26,24.68,35.07,0.99
NL0114,22.96,24.0,0.225,0.026,8.25,31.76,26.79,1.2
NL0115,0.0,1.4,0.5,0.058,30.41,0.97,8.61,6.58
NL0115,1.4,2.42,0.924,0.08,28.94,3.61,12.59,3.96
NL0115,2.42,3.43,0.933,0.114,23.57,6.29,13.36,3.03
NL0115,3.43,4.45,0.859,0.095,33.31,3.18,10.7,7.78
NL0115,4.45,5.47,2.334,0.264,24.06,4.24,10.48,8.59
NL0115,5.47,6.48,1.746,0.116,28.26,3.05,12.58,6.59
NL0115,6.48,7.5,1.099,0.126,36.2,4.97,9.08,6.13
NL0115,7.5,8.57,1.919,0.06,17.95,12.5,33.33,1.8
NL0115,8.57,9.65,2.115,0.022,8.97,24.24,46.26,1.95
NL0115,9.65,10.73,2.094,0.013,8.05,27.75,45.57,0.48
NL0115,10.73,11.8,1.997,0.047,12.6,22.46,43.98,0.95
NL0115,11.8,12.87,0.183,0.008,5.8,41.23,37.93,0.3
NL0115,12.87,13.93,0.152,0.008,5.21,40.93,39.04,0.38
NL0115,13.93,15.0,0.17,0.01,4.09,40.32,41.23,0.36
NL0116,0.0,0.97,0.391,0.03,54.76,0.67,3.4,5.1
NL0116,0.97,1.93,0.414,0.023,40.76,1.01,4.87,5.38
NL0116,1.93,2.9,0.341,0.015,51.88,0.36,5.32,5.67
NL0116,2.9,3.93,0.77,0.054,32.93,2.04,18.04,3.74
NL0116,3.93,4.97,0.779,0.186,39.05,2.44,13.07,2.58
NL0116,4.97,6.0,0.72,0.134,29.95,3.68,13.69,2.0
NL0116,6.0,7.03,0.952,0.139,26.23,5.83,16.5,1.85
NL0116,7.03,8.07,1.118,0.205,25.14,2.71,16.7,2.68
NL0116,8.07,9.1,0.927,0.178,34.65,2.45,10.0,4.08
NL0116,9.1,10.02,0.495,0.023,11.1,25.86,44.37,1.25
NL0116,10.02,10.94,1.02,0.022,12.28,30.93,35.03,1.61
NL0116,10.94,11.86,1.052,0.021,12.0,23.93,44.67,0.88
NL0116,11.86,12.78,1.964,0.052,15.41,18.45,42.2,2.75
NL0116,12.78,13.7,3.376,0.062,12.76,21.25,42.63,1.5
NL0116,13.7,14.76,0.386,0.018,6.24,33.59,43.67,1.3
NL0116,14.76,15.82,0.401,0.016,4.65,33.17,46.85,0.81
NL0116,15.82,16.88,0.345,0.04,3.81,34.31,47.02,0.73
NL0116,16.88,17.94,0.189,0.007,5.16,24.24,34.06,0.91
NL0116,17.94,19.0,0.219,0.006,7.09,22.84,29.32,1.31
NL0117,0.0,1.25,0.163,0.003,53.87,0.16,2.53,8.08
NL0117,1.25,2.5,0.274,0.026,45.2,0.28,4.56,18.15
NL0117,2.5,3.52,0.697,0.11,48.23,1.07,9.01,7.94
NL0117,3.52,4.54,0.96,0.128,40.36,1.8,11.78,5.98
NL0117,4.54,5.56,0.76,0.09,39.15,2.98,12.62,3.41
NL0117,5.56,6.58,0.928,0.062,33.03,2.91,9.59,3.07
NL0117,6.58,7.6,1.214,0.294,36.83,1.98,13.0,2.77
NL0117,7.6,8.57,1.682,0.068,13.39,20.52,34.0,0.68
NL0117,8.57,9.53,0.812,0.042,15.87,12.16,46.22,1.28
NL0117,9.53,10.5,0.876,0.067,12.21,23.24,44.99,1.11
NL0117,10.5,11.47,1.288,0.044,15.32,16.02,44.59,1.05
NL0117,11.47,12.43,6.907,0.127,14.99,13.95,40.94,2.72
NL0117,12.43,13.4,2.349,0.036,13.69,23.67,37.64,3.67
NL0117,13.4,14.27,0.178,0.013,3.71,46.37,35.35,0.73
NL0117,14.27,15.13,0.169,0.005,4.03,46.06,34.83,1.14
NL0117,15.13,16.0,0.221,0.005,3.93,51.78,29.26,1.06
NL0118,0.0,0.97,0.681,0.019,44.99,0.37,4.65,11.62
NL0118,0.97,1.93,0.408,0.029,44.59,0.36,4.43,11.26
NL0118,1.93,2.9,0.447,0.014,50.6,0.26,2.64,12.16
NL0118,2.9,3.87,1.283,0.045,50.94,0.67,5.48,7.33
NL0118,3.87,4.84,1.403,0.049,45.38,0.95,7.59,3.46
NL0118,4.84,5.81,1.194,0.041,38.26,1.08,11.08,5.42
NL0118,5.81,6.78,1.171,0.032,38.49,1.16,13.57,6.9
NL0118,6.78,7.75,1.045,0.062,37.31,1.75,11.99,6.72
NL0118,7.75,8.72,1.326,0.173,40.97,1.4,8.66,7.34
NL0118,8.72,9.68,0.915,0.171,48.94,1.35,9.4,4.06
NL0118,9.68,10.65,0.899,0.148,43.27,1.5,9.86,4.57
NL0118,10.65,11.62,1.593,0.256,46.69,1.14,9.19,5.91
NL0118,11.62,12.59,1.464,0.209,44.73,1.11,7.57,4.36
NL0118,12.59,13.56,0.617,0.112,51.3,0.89,6.44,6.4
NL0118,13.56,14.53,0.59,0.064,45.31,1.44,10.42,9.93
NL0118,14.53,15.5,1.714,0.104,47.74,1.31,8.75,5.64
NL0118,15.5,16.53,4.114,0.045,14.7,11.02,34.54,2.65
NL0118,16.53,17.57,2.767,0.036,17.67,4.25,27.49,2.65
NL0118,17.57,18.6,2.683,0.043,16.57,7.88,26.54,2.23
NL0118,18.6,19.63,4.743,0.063,20.34,5.81,19.58,3.08
NL0118,19.63,20.67,4.682,0.068,14.38,14.79,28.7,1.86
NL0118,20.67,21.7,2.912,0.057,12.4,20.14,44.42,1.93
NL0118,21.7,22.78,0.252,0.015,4.75,47.87,31.36,1.63
NL0118,22.78,23.85,0.169,0.009,3.97,43.03,38.07,1.0
NL0118,23.85,24.92,0.084,0.016,3.66,42.25,39.76,0.62
NL0118,24.92,26.0,0.126,0.008,4.95,36.83,42.4,1.51
NL0119,0.0,1.1,0.321,0.004,55.31,0.41,3.15,4.95
NL0119,1.1,2.2,0.561,0.009,46.86,0.62,4.46,2.45
NL0119,2.2,3.23,0.833,0.033,44.09,1.44,11.52,2.27
NL0119,3.23,4.27,1.37,0.037,42.91,0.89,12.79,1.03
NL0119,4.27,5.3,1.725,0.046,51.28,1.11,8.99,2.33
NL0119,5.3,6.33,2.714,0.162,49.38,1.58,8.45,2.88
NL0119,6.33,7.37,2.002,0.161,47.84,1.21,7.69,2.69
NL0119,7.37,8.4,2.308,0.147,40.01,1.29,9.29,7.02
NL0119,8.4,9.43,2.715,0.094,39.49,1.28,10.29,16.4
NL0119,9.43,10.47,2.036,0.142,43.26,1.19,9.76,12.43
NL0119,10.47,11.5,0.917,0.052,49.36,1.31,6.49,5.5
NL0119,11.5,12.53,1.096,0.138,51.46,1.26,5.76,5.84
NL0119,12.53,13.57,1.097,0.138,49.98,1.38,6.94,6.66
NL0119,13.57,14.6,1.129,0.12,50.7,1.02,9.36,3.55
NL0119,14.6,15.63,1.313,0.052,14.79,11.79,39.16,1.21
NL0119,15.63,16.67,2.186,0.08,12.26,15.45,30.9,2.72
NL0119,16.67,17.7,2.006,0.034,16.41,11.05,26.22,1.56
NL0119,17.7,18.73,2.096,0.036,13.8,11.59,29.98,1.66
NL0119,18.73,19.77,1.369,0.08,14.7,8.75,25.26,0.94
NL0119,19.77,20.8,2.33,0.182,14.66,7.62,26.91,1.59
NL0119,20.8,21.83,4.751,0.118,12.72,21.96,27.29,1.31
NL0119,21.83,22.87,1.698,0.05,10.82,26.0,42.73,1.59
NL0119,22.87,23.9,2.359,0.072,16.21,17.45,42.92,1.36
NL0119,23.9,24.93,1.923,0.042,12.66,20.7,44.71,2.0
NL0119,24.93,25.97,2.445,0.019,11.54,21.26,45.25,1.86
NL0119,25.97,27.0,1.149,0.016,9.68,27.58,43.36,1.75
NL0119,27.0,28.0,0.259,0.006,3.68,40.53,41.33,0.54
NL0119,28.0,29.0,0.258,0.014,5.64,41.84,36.76,0.98
NL0119,29.0,30.0,0.572,0.032,6.42,27.97,38.67,0.7
NL0119,30.0,31.0,0.81,0.018,5.89,24.15,36.28,0.89
NL0119,31.0,32.0,0.811,0.019,5.69,22.44,42.36,1.11
NL0120,0.0,0.9,0.61,0.035,42.03,0.44,5.21,2.73
NL0120,0.9,1.8,0.377,0.019,41.15,0.45,4.57,4.38
NL0120,1.8,2.78,0.945,0.071,39.41,2.22,9.47,3.05
NL0120,2.78,3.77,1.187,0.104,38.26,1.27,9.68,4.0
NL0120,3.77,4.75,1.219,0.045,36.94,1.26,9.84,1.73
NL0120,4.75,5.73,2.435,0.085,27.93,1.68,11.01,2.5
NL0120,5.73,6.72,2.581,0.077,27.2,1.57,9.6,3.79
NL0120,6.72,7.7,2.071,0.034,38.35,1.31,9.0,3.16
NL0120,7.7,8.68,1.47,0.032,41.45,1.25,9.16,5.04
NL0120,8.68,9.67,0.704,0.049,42.74,1.12,6.59,4.58
NL0120,9.67,10.65,1.74,0.453,42.9,0.97,5.91,8.51
NL0120,10.65,11.63,0.932,0.117,46.53,1.22,7.85,2.87
NL0120,11.63,12.62,1.056,0.101,39.28,1.22,6.27,1.54
NL0120,12.62,13.6,1.472,0.247,31.55,1.12,8.69,1.57
NL0120,13.6,14.56,1.603,0.074,11.72,20.15,47.99,0.96
NL0120,14.56,15.53,1.65,0.083,14.49,13.09,30.51,0.9
NL0120,15.53,16.49,2.267,0.062,16.55,9.73,29.67,0.9
NL0120,16.49,17.45,2.274,0.064,16.8,9.2,37.06,0.78
NL0120,17.45,18.42,1.651,0.032,15.83,13.35,42.12,1.37
NL0120,18.42,19.38,3.743,0.069,12.68,15.24,33.81,1.16
NL0120,19.38,20.35,4.036,0.08,11.11,21.87,43.58,1.43
NL0120,20.35,21.31,2.292,0.042,16.2,10.42,41.53,2.88
NL0120,21.31,22.27,3.323,0.035,14.64,15.27,44.26,3.26
NL0120,22.27,23.24,3.747,0.052,13.41,12.14,48.26,3.59
NL0120,23.24,24.2,3.381,0.04,11.41,15.93,49.9,1.5
NL0120,24.2,25.15,0.197,0.007,4.34,43.99,36.75,0.79
NL0120,25.15,26.1,0.23,0.009,3.24,46.9,35.56,0.61
NL0120,26.1,27.05,0.413,0.018,4.53,42.56,35.39,0.79
NL0120,27.05,28.0,0.507,0.025,6.88,22.77,33.88,0.59
NL0121,0.0,1.3,0.225,0.019,39.38,0.47,5.9,15.73
NL0121,1.3,2.32,0.787,0.041,48.14,1.19,8.77,1.96
NL0121,2.32,3.34,0.637,0.029,47.41,1.48,8.97,2.1
NL0121,3.34,4.36,0.417,0.02,46.73,1.76,9.95,2.9
NL0121,4.36,5.38,1.172,0.037,38.26,1.5,10.16,3.15
NL0121,5.38,6.4,0.821,0.078,36.02,2.14,11.61,8.03
NL0121,6.4,7.42,0.727,0.055,46.75,1.69,10.09,8.4
NL0121,7.42,8.44,0.435,0.021,45.4,2.3,8.38,11.83
NL0121,8.44,9.46,0.188,0.027,49.29,1.73,6.26,9.28
NL0121,9.46,10.48,0.341,0.081,49.76,2.64,6.76,6.93
NL0121,10.48,11.5,0.614,0.287,46.02,1.97,6.29,6.14
NL0121,11.5,12.5,1.186,0.138,14.98,20.85,28.88,2.33
NL0121,12.5,13.49,0.95,0.035,18.97,12.82,18.17,1.66
NL0121,13.49,14.48,1.329,0.025,20.55,7.72,19.34,3.44
NL0121,14.48,15.48,1.962,0.057,18.17,5.81,29.38,2.31
NL0121,15.48,16.48,1.311,0.064,17.31,12.15,30.63,1.51
NL0121,16.48,17.47,2.011,0.097,14.51,16.01,26.98,1.82
NL0121,17.47,18.46,1.354,0.062,17.07,7.5,26.98,0.86
NL0121,18.46,19.46,0.56,0.024,17.57,10.33,39.8,0.8
NL0121,19.46,20.46,0.943,0.012,17.33,16.92,43.75,1.34
NL0121,20.46,21.45,1.04,0.017,15.72,14.08,47.49,1.59
NL0121,21.45,22.44,1.25,0.009,14.9,23.53,39.61,1.48
NL0121,22.44,23.44,1.054,0.007,14.23,17.89,45.06,1.05
NL0121,23.44,24.44,1.042,0.011,15.06,12.29,37.91,2.22
NL0121,24.44,25.43,1.221,0.02,13.24,11.58,36.74,1.17
NL0121,25.43,26.42,1.98,0.051,15.24,12.57,31.07,1.2
NL0121,26.42,27.42,2.026,0.079,16.05,7.87,28.65,1.85
NL0121,27.42,28.42,3.227,0.1,13.12,9.77,43.72,1.82
NL0121,28.42,29.41,2.025,0.062,13.58,6.08,38.98,2.22
NL0121,29.41,30.4,2.012,0.115,13.03,14.79,36.93,1.41
NL0121,30.4,31.4,1.172,0.07,15.59,16.84,41.06,1.36
NL0121,31.4,32.3,0.314,0.06,5.74,39.56,39.09,0.67
NL0121,32.3,33.2,0.339,0.047,6.21,20.82,25.07,1.27
NL0121,33.2,34.1,0.264,0.046,5.21,38.52,32.17,1.14
NL0121,34.1,35.0,0.257,0.01,5.51,43.14,25.18,1.11
NL0122,0.0,0.87,0.435,0.02,42.27,0.64,6.54,11.28
NL0122,0.87,1.73,0.431,0.014,38.41,0.66,5.01,17.02
NL0122,1.73,2.6,0.426,0.027,42.51,0.32,5.63,3.12
NL0122,2.6,3.61,0.443,0.076,52.43,0.89,6.34,5.14
NL0122,3.61,4.63,0.472,0.085,49.12,1.35,9.24,6.47
NL0122,4.63,5.64,0.77,0.118,45.8,2.24,10.74,4.12
NL0122,5.64,6.66,0.62,0.073,51.45,2.21,8.33,3.01
NL0122,6.66,7.67,1.181,0.079,50.27,1.64,10.66,2.23
NL0122,7.67,8.69,0.833,0.218,51.78,1.34,8.13,3.15
NL0122,8.69,9.7,0.592,0.085,45.01,2.39,10.64,6.38
NL0122,9.7,10.67,0.768,0.044,15.06,29.28,34.18,1.4
NL0122,10.67,11.63,1.646,0.037,13.42,24.9,27.1,0.78
NL0122,11.63,12.6,1.809,0.049,16.5,19.88,18.99,1.15
NL0122,12.6,13.57,1.267,0.031,21.0,9.49,21.73,0.98
NL0122,13.57,14.53,0.809,0.027,23.88,10.38,24.28,0.76
NL0122,14.53,15.5,1.079,0.023,19.14,15.97,38.64,0.92
NL0122,15.5,16.47,1.716,0.05,19.55,14.49,30.66,1.22
NL0122,16.47,17.43,2.465,0.037,16.41,15.37,29.63,1.07
NL0122,17.43,18.4,1.766,0.063,15.87,13.05,29.33,1.7
NL0122,18.4,19.37,1.35,0.039,16.02,20.43,35.47,1.08
NL0122,19.37,20.33,1.192,0.044,14.01,22.56,41.74,2.1
NL0122,20.33,21.3,1.44,0.027,11.1,28.34,39.78,2.14
NL0122,21.3,22.27,1.602,0.035,9.34,34.35,36.97,1.24
NL0122,22.27,23.23,1.085,0.017,7.8,37.72,36.07,1.64
NL0122,23.23,24.2,2.774,0.052,9.81,23.77,45.97,0.63
NL0122,24.2,25.13,0.369,0.03,3.99,39.63,41.69,0.47
NL0122,25.13,26.07,0.245,0.015,5.52,28.76,40.32,0.54
NL0122,26.07,27.0,0.415,0.036,5.13,28.26,46.0,0.42
NL0123,0.0,0.9,0.402,0.066,38.34,0.45,5.69,11.21
NL0123,0.9,1.8,0.583,0.089,35.23,0.71,6.11,13.31
NL0123,1.8,2.79,0.685,0.08,39.66,1.95,10.25,7.68
NL0123,2.79,3.77,0.423,0.063,39.49,2.07,15.5,13.35
NL0123,3.77,4.76,0.974,0.15,40.21,2.2,11.97,8.73
NL0123,4.76,5.74,0.53,0.024,37.62,2.42,11.19,9.12
NL0123,5.74,6.73,0.853,0.077,37.74,1.69,9.13,6.46
NL0123,6.73,7.71,1.337,0.059,46.89,1.5,7.97,3.92
NL0123,7.71,8.7,1.651,0.065,47.51,1.25,7.24,9.4
NL0123,8.7,9.72,1.409,0.009,18.86,13.78,30.15,1.85
NL0123,9.72,10.73,1.475,0.02,14.62,24.19,35.17,1.31
NL0123,10.73,11.75,1.593,0.026,19.36,15.56,21.45,1.81
NL0123,11.75,12.76,1.453,0.044,20.75,10.02,29.43,0.9
NL0123,12.76,13.78,1.007,0.066,25.96,9.17,33.04,1.38
NL0123,13.78,14.79,1.123,0.017,23.27,8.49,26.58,1.21
NL0123,14.79,15.81,0.982,0.032,18.41,12.88,28.63,1.05
NL0123,15.81,16.82,1.211,0.03,15.95,17.72,33.64,1.61
NL0123,16.82,17.84,1.076,0.016,16.12,19.11,26.36,2.08
NL0123,17.84,18.85,1.452,0.026,11.11,25.92,40.44,3.88
NL0123,18.85,19.87,3.259,0.057,10.65,15.35,40.84,4.1
NL0123,19.87,20.88,1.711,0.029,15.88,14.63,41.81,5.06
NL0123,20.88,21.9,1.997,0.051,11.18,22.05,44.89,2.47
NL0123,21.9,22.92,0.242,0.031,3.35,44.43,37.86,0.57
NL0123,22.92,23.95,0.307,0.028,3.18,39.73,42.85,0.44
NL0123,23.95,24.98,0.436,0.046,4.14,26.13,54.74,0.6
NL0123,24.98,26.0,0.314,0.025,4.89,18.71,60.99,0.88
NL0124,0.0,1.03,0.318,0.027,44.29,0.35,5.06,8.37
NL0124,1.03,2.07,0.218,0.024,40.56,0.49,4.38,14.49
NL0124,2.07,3.1,0.238,0.02,45.72,0.42,4.52,4.1
NL0124,3.1,4.09,0.692,0.049,37.77,1.84,7.9,2.16
NL0124,4.09,5.08,0.809,0.065,43.26,1.78,10.35,2.75
NL0124,5.08,6.08,1.669,0.045,31.6,2.69,19.21,4.47
NL0124,6.08,7.07,1.352,0.05,32.39,2.02,17.45,4.01
NL0124,7.07,8.06,1.52,0.096,42.08,1.14,16.09,7.78
NL0124,8.06,9.05,1.212,0.09,41.61,1.72,10.53,2.92
NL0124,9.05,10.04,0.681,0.06,43.93,1.96,8.58,2.12
NL0124,10.04,11.03,0.501,0.073,40.66,2.27,11.42,2.25
NL0124,11.03,12.02,0.558,0.173,51.01,1.74,8.94,3.46
NL0124,12.02,13.02,0.448,0.083,52.3,1.15,5.31,6.09
NL0124,13.02,14.01,1.134,0.116,43.96,1.26,8.04,14.26
NL0124,14.01,15.0,1.184,0.12,48.95,1.58,8.28,6.5
NL0124,15.0,16.0,1.497,0.036,19.33,16.36,25.13,1.67
NL0124,16.0,17.0,1.323,0.032,17.03,13.52,31.94,1.57
NL0124,17.0,18.0,1.802,0.026,14.26,19.33,32.54,4.67
NL0124,18.0,19.0,1.411,0.018,8.23,26.32,46.16,1.94
NL0124,19.0,20.0,1.088,0.022,12.68,18.3,48.7,1.45
NL0124,20.0,21.0,1.158,0.036,11.93,22.31,45.72,1.4
NL0124,21.0,22.0,1.383,0.02,9.93,17.64,53.46,0.91
NL0124,22.0,23.0,0.108,0.005,3.13,49.3,33.48,0.61
NL0124,23.0,24.0,0.352,0.015,4.8,40.38,38.55,1.75
NL0124,24.0,25.0,0.228,0.015,5.78,20.88,45.2,0.76
NL0125,0.0,0.97,0.38,0.058,43.09,0.46,6.78,7.56
NL0125,0.97,1.93,0.43,0.052,33.46,1.11,5.26,16.01
NL0125,1.93,2.9,0.387,0.079,40.65,0.74,4.23,8.83
